"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,38,38,100.0,38,"*","*",10,26.3,"*","*",18,47.4,"*","*",2528
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,44,42,95.5,42,"*","*","*","*",11,26.2,25,59.5,36,85.7,2580
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,48,48,100.0,48,6,12.5,7,14.6,13,27.1,22,45.8,35,72.9,2584
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,169,161,95.3,161,78,48.4,53,32.9,"*","*","*","*",30,18.6,2479
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,184,182,98.9,182,67,36.8,52,28.6,50,27.5,13,7.1,63,34.6,2523
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,83,83,100.0,83,33,39.8,28,33.7,15,18.1,7,8.4,22,26.5,2389
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,84,84,100.0,84,29,34.5,21,25.0,21,25.0,13,15.5,34,40.5,2451
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,90,90,100.0,90,37,41.1,23,25.6,23,25.6,7,7.8,30,33.3,2461
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,89,89,100.0,89,37,41.6,23,25.8,18,20.2,11,12.4,29,32.6,2493
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,89,87,97.8,87,18,20.7,23,26.4,27,31.0,19,21.8,46,52.9,2423
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,82,81,98.8,81,23,28.4,27,33.3,20,24.7,11,13.6,31,38.3,2453
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,94,94,100.0,94,44,46.8,18,19.1,20,21.3,12,12.8,32,34.0,2460
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,86,82,95.3,82,20,24.4,25,30.5,29,35.4,8,9.8,37,45.1,2515
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,32,31,96.9,31,25,80.6,"*","*","*","*",0,0.0,"*","*",2338
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,25,25,100.0,25,23,92.0,"*","*","*","*",0,0.0,"*","*",2353
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,25,24,96.0,24,15,62.5,"*","*","*","*",0,0.0,"*","*",2442
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,27,25,92.6,24,19,79.2,"*","*","*","*",0,0.0,"*","*",2447
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,259,259,100.0,259,93,35.9,72,27.8,70,27.0,24,9.3,94,36.3,2496
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,243,243,100.0,243,81,33.3,70,28.8,66,27.2,26,10.7,92,37.9,2524
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,222,222,100.0,222,70,31.5,57,25.7,67,30.2,28,12.6,95,42.8,2543
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,71,71,100.0,71,22,31.0,22,31.0,12,16.9,15,21.1,27,38.0,2413
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,71,70,98.6,70,28,40.0,20,28.6,10,14.3,12,17.1,22,31.4,2435
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,72,71,98.6,71,26,36.6,16,22.5,23,32.4,6,8.5,29,40.8,2476
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,72,72,100.0,72,20,27.8,17,23.6,21,29.2,14,19.4,35,48.6,2524
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,60,60,100.0,60,16,26.7,10,16.7,24,40.0,10,16.7,34,56.7,2557
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,67,67,100.0,67,14,20.9,17,25.4,28,41.8,8,11.9,36,53.7,2563
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,30,30,100.0,30,"*","*",10,33.3,"*","*",10,33.3,"*","*",2449
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,42,42,100.0,42,6,14.3,6,14.3,14,33.3,16,38.1,30,71.4,2498
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,37,37,100.0,37,"*","*","*","*",13,35.1,16,43.2,29,78.4,2563
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,36,36,100.0,36,10,27.8,7,19.4,13,36.1,6,16.7,19,52.8,2516
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,50,50,100.0,50,7,14.0,13,26.0,21,42.0,9,18.0,30,60.0,2572
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,36,36,100.0,36,6,16.7,9,25.0,15,41.7,6,16.7,21,58.3,2584
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,267,267,100.0,267,"*","*","*","*",100,37.5,125,46.8,225,84.3,2634
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,273,271,99.3,271,17,6.3,38,14.0,112,41.3,104,38.4,216,79.7,2634
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,128,128,100.0,128,7,5.5,26,20.3,25,19.5,70,54.7,95,74.2,2485
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,114,114,100.0,114,"*","*","*","*",34,29.8,60,52.6,94,82.5,2538
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,108,108,100.0,108,7,6.5,13,12.0,25,23.1,63,58.3,88,81.5,2504
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,105,104,99.0,104,8,7.7,10,9.6,21,20.2,65,62.5,86,82.7,2548
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,273,273,100.0,273,24,8.8,36,13.2,83,30.4,130,47.6,213,78.0,2568
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,277,276,99.6,276,11,4.0,33,12.0,101,36.6,131,47.5,232,84.1,2607
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"*","*","*","*","*","*",9,25.7,"*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,47,44,93.6,44,"*","*","*","*",14,31.8,14,31.8,28,63.6,2495
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,47,45,95.7,45,"*","*","*","*",14,31.1,16,35.6,30,66.7,2547
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,45,44,97.8,44,"*","*","*","*",16,36.4,15,34.1,31,70.5,2578
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,215,214,99.5,214,28,13.1,44,20.6,85,39.7,57,26.6,142,66.4,2561
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,246,246,100.0,246,24,9.8,49,19.9,115,46.7,58,23.6,173,70.3,2588
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,214,214,100.0,214,16,7.5,53,24.8,99,46.3,46,21.5,145,67.8,2601
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,82,82,100.0,82,10,12.2,31,37.8,22,26.8,19,23.2,41,50.0,2437
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,59,58,98.3,58,9,15.5,6,10.3,17,29.3,26,44.8,43,74.1,2511
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,86,86,100.0,86,"*","*","*","*",28,32.6,38,44.2,66,76.7,2560
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,85,85,100.0,85,"*","*","*","*",26,30.6,39,45.9,65,76.5,2481
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,90,89,98.9,89,14,15.7,26,29.2,23,25.8,26,29.2,49,55.1,2481
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,109,109,100.0,108,7,6.5,18,16.7,50,46.3,33,30.6,83,76.9,2545
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,34,34,100.0,34,"*","*","*","*",11,32.4,16,47.1,27,79.4,2470
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,39,39,100.0,39,"*","*","*","*",10,25.6,15,38.5,25,64.1,2504
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,57,56,98.2,56,6,10.7,8,14.3,21,37.5,21,37.5,42,75.0,2552
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,58,55,94.8,55,9,16.4,14,25.5,12,21.8,20,36.4,32,58.2,2450
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,52,51,98.1,51,"*","*","*","*",13,25.5,19,37.3,32,62.7,2504
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,59,56,94.9,56,"*","*","*","*",20,35.7,25,44.6,45,80.4,2569
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,63,62,98.4,62,9,14.5,16,25.8,25,40.3,12,19.4,37,59.7,2549
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,126,125,99.2,125,24,19.2,23,18.4,36,28.8,42,33.6,78,62.4,2448
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,189,188,99.5,188,15,8.0,25,13.3,74,39.4,74,39.4,148,78.7,2586
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,247,247,100.0,247,26,10.5,39,15.8,106,42.9,76,30.8,182,73.7,2599
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,214,213,99.5,213,12,5.6,40,18.8,96,45.1,65,30.5,161,75.6,2622
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,127,126,99.2,126,8,6.3,30,23.8,30,23.8,58,46.0,88,69.8,2476
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,210,208,99.0,208,34,16.3,35,16.8,66,31.7,73,35.1,139,66.8,2498
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,213,212,99.5,212,29,13.7,33,15.6,80,37.7,70,33.0,150,70.8,2540
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,125,125,100.0,125,27,21.6,31,24.8,48,38.4,19,15.2,67,53.6,2502
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,97,97,100.0,97,21,21.6,22,22.7,40,41.2,14,14.4,54,55.7,2528
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,104,104,100.0,104,37,35.6,26,25.0,31,29.8,10,9.6,41,39.4,2523
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,97,97,100.0,97,"*","*",43,44.3,32,33.0,"*","*","*","*",2546
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,23,23,100.0,23,"*","*","*","*",10,43.5,"*","*","*","*",2534
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,32,29,90.6,29,8,27.6,"*","*",10,34.5,"*","*","*","*",2539
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,32,32,100.0,32,"*","*","*","*",20,62.5,"*","*","*","*",2595
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,144,144,100.0,144,37,25.7,31,21.5,44,30.6,32,22.2,76,52.8,2432
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",04,110,110,100.0,110,40,36.4,25,22.7,25,22.7,20,18.2,45,40.9,2452
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",03,55,51,92.7,51,"*","*","*","*",16,31.4,23,45.1,39,76.5,2478
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",04,54,54,100.0,54,"*","*","*","*",11,20.4,33,61.1,44,81.5,2538
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",05,68,66,97.1,66,"*","*","*","*",23,34.8,29,43.9,52,78.8,2553
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",06,63,62,98.4,62,"*","*","*","*",24,38.7,27,43.5,51,82.3,2596
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",07,65,63,96.9,63,7,11.1,8,12.7,31,49.2,17,27.0,48,76.2,2591
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",08,49,49,100.0,49,"*","*","*","*",23,46.9,13,26.5,36,73.5,2613
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",03,24,23,95.8,23,"*","*",10,43.5,6,26.1,"*","*","*","*",2402
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",04,21,21,100.0,21,7,33.3,6,28.6,"*","*","*","*",8,38.1,2444
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",05,29,29,100.0,29,7,24.1,6,20.7,10,34.5,6,20.7,16,55.2,2503
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",06,21,21,100.0,21,"*","*",9,42.9,7,33.3,"*","*","*","*",2519
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",07,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",08,22,22,100.0,21,"*","*","*","*",8,38.1,6,28.6,14,66.7,2603
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",05,223,222,99.6,221,22,10.0,48,21.7,73,33.0,78,35.3,151,68.3,2543
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",06,219,217,99.1,216,41,19.0,53,24.5,81,37.5,41,19.0,122,56.5,2535
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",07,216,213,98.6,213,27,12.7,45,21.1,85,39.9,56,26.3,141,66.2,2583
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",08,238,231,97.1,231,38,16.5,58,25.1,91,39.4,44,19.0,135,58.4,2583
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",03,76,75,98.7,74,6,8.1,17,23.0,25,33.8,26,35.1,51,68.9,2464
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",04,65,65,100.0,65,8,12.3,14,21.5,20,30.8,23,35.4,43,66.2,2504
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",03,80,80,100.0,79,7,8.9,18,22.8,20,25.3,34,43.0,54,68.4,2469
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",04,70,70,100.0,67,"*","*","*","*",15,22.4,42,62.7,57,85.1,2541
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",03,82,82,100.0,82,13,15.9,23,28.0,18,22.0,28,34.1,46,56.1,2447
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",04,84,84,100.0,84,19,22.6,18,21.4,20,23.8,27,32.1,47,56.0,2477
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""",03,39,39,100.0,39,"*","*","*","*",12,30.8,20,51.3,32,82.1,2498
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",03,87,87,100.0,87,16,18.4,21,24.1,17,19.5,33,37.9,50,57.5,2451
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",04,92,91,98.9,91,20,22.0,13,14.3,27,29.7,31,34.1,58,63.7,2497
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",05,89,89,100.0,89,36,40.4,19,21.3,20,22.5,14,15.7,34,38.2,2476
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",06,93,93,100.0,93,29,31.2,37,39.8,"*","*","*","*",27,29.0,2484
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",07,90,90,100.0,90,27,30.0,35,38.9,"*","*","*","*",28,31.1,2522
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",08,90,90,100.0,90,13,14.4,27,30.0,33,36.7,17,18.9,50,55.6,2582
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",03,56,56,100.0,56,36,64.3,15,26.8,"*","*","*","*","*","*",2344
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",04,58,58,100.0,58,42,72.4,8,13.8,8,13.8,0,0.0,8,13.8,2375
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",05,63,63,100.0,63,44,69.8,10,15.9,"*","*","*","*",9,14.3,2406
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",06,38,37,97.4,37,17,45.9,11,29.7,"*","*","*","*",9,24.3,2470
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",07,46,46,100.0,46,22,47.8,16,34.8,8,17.4,0,0.0,8,17.4,2481
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",08,51,51,100.0,51,26,51.0,"*","*","*","*",0,0.0,"*","*",2476
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",03,45,45,100.0,45,27,60.0,"*","*",8,17.8,"*","*","*","*",2367
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",04,53,53,100.0,53,40,75.5,8,15.1,"*","*","*","*","*","*",2363
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",05,44,44,100.0,44,20,45.5,"*","*",15,34.1,"*","*","*","*",2467
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",06,32,32,100.0,32,11,34.4,"*","*",10,31.3,"*","*","*","*",2485
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",03,51,51,100.0,51,24,47.1,14,27.5,9,17.6,"*","*","*","*",2380
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",04,51,51,100.0,51,25,49.0,12,23.5,"*","*","*","*",14,27.5,2422
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",05,42,42,100.0,42,8,19.0,10,23.8,16,38.1,8,19.0,24,57.1,2504
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",06,30,30,100.0,30,11,36.7,10,33.3,"*","*","*","*",9,30.0,2479
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",07,33,33,100.0,33,"*","*",12,36.4,8,24.2,"*","*","*","*",2545
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",08,46,46,100.0,46,"*","*",17,37.0,15,32.6,"*","*","*","*",2529
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",03,121,121,100.0,121,85,70.2,26,21.5,10,8.3,0,0.0,10,8.3,2343
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",04,117,117,100.0,117,80,68.4,20,17.1,11,9.4,6,5.1,17,14.5,2381
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",05,107,106,99.1,106,67,63.2,21,19.8,"*","*","*","*",18,17.0,2421
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",06,107,107,100.0,107,67,62.6,21,19.6,"*","*","*","*",19,17.8,2440
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",07,156,156,100.0,156,61,39.1,47,30.1,40,25.6,8,5.1,48,30.8,2506
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",08,160,157,98.1,157,67,42.7,56,35.7,"*","*","*","*",34,21.7,2508
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",03,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",05,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",06,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",08,7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",03,42,42,100.0,42,21,50.0,16,38.1,"*","*","*","*","*","*",2363
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",04,58,58,100.0,58,37,63.8,10,17.2,"*","*","*","*",11,19.0,2394
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",05,52,52,100.0,52,29,55.8,12,23.1,"*","*","*","*",11,21.2,2446
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",06,40,40,100.0,40,20,50.0,"*","*","*","*",0,0.0,"*","*",2439
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",03,136,135,99.3,135,102,75.6,23,17.0,"*","*","*","*",10,7.4,2332
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",04,140,140,100.0,140,115,82.1,16,11.4,"*","*","*","*",9,6.4,2359
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",05,131,131,100.0,131,98,74.8,17,13.0,"*","*","*","*",16,12.2,2392
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",06,126,126,100.0,126,91,72.2,20,15.9,"*","*","*","*",15,11.9,2414
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",07,133,133,100.0,133,83,62.4,26,19.5,"*","*","*","*",24,18.0,2454
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",08,134,134,100.0,134,92,68.7,28,20.9,"*","*","*","*",14,10.4,2447
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",03,44,43,97.7,43,19,44.2,11,25.6,"*","*","*","*",13,30.2,2393
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",04,46,46,100.0,46,20,43.5,14,30.4,"*","*","*","*",12,26.1,2430
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",05,42,42,100.0,42,13,31.0,"*","*",13,31.0,"*","*","*","*",2478
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",06,38,36,94.7,36,"*","*",17,47.2,11,30.6,"*","*","*","*",2510
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",07,36,36,100.0,36,"*","*",15,41.7,13,36.1,"*","*","*","*",2551
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",08,33,33,100.0,33,"*","*",6,18.2,19,57.6,"*","*","*","*",2581
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",03,139,139,100.0,139,105,75.5,23,16.5,"*","*","*","*",11,7.9,2333
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",04,103,102,99.0,102,70,68.6,16,15.7,10,9.8,6,5.9,16,15.7,2384
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",05,80,80,100.0,80,51,63.8,16,20.0,"*","*","*","*",13,16.3,2428
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",06,52,52,100.0,52,28,53.8,16,30.8,"*","*","*","*",8,15.4,2453
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",07,52,52,100.0,52,27,51.9,18,34.6,"*","*","*","*",7,13.5,2473
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",08,49,49,100.0,49,25,51.0,20,40.8,"*","*","*","*","*","*",2490
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",03,47,47,100.0,47,34,72.3,"*","*","*","*",0,0.0,"*","*",2329
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",04,33,33,100.0,33,22,66.7,6,18.2,"*","*","*","*","*","*",2391
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",05,40,40,100.0,40,22,55.0,11,27.5,7,17.5,0,0.0,7,17.5,2428
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",06,27,27,100.0,27,19,70.4,"*","*","*","*",0,0.0,"*","*",2395
