"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, Special Education Status (SWD)"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Y",24,24,100.0,24,17,70.8,"*","*","*","*",0,0.0,"*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",113,113,100.0,113,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",206,201,97.6,201,"*","*",52,25.9,"*","*",63,31.3,"*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Y",34,33,97.1,33,16,48.5,"*","*","*","*",0,0.0,"*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","N",91,91,100.0,91,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","N",218,215,98.6,215,74,34.4,"*","*","*","*",24,11.2,"*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Y",28,24,85.7,24,18,75.0,"*","*","*","*",0,0.0,"*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",618,613,99.2,613,121,19.7,230,37.5,"*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Y",75,74,98.7,74,56,75.7,13,17.6,"*","*","*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","N",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",357,356,99.7,355,44,12.4,124,34.9,"*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Y",30,30,100.0,30,13,43.3,14,46.7,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","N",101,99,98.0,99,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",173,173,100.0,173,62,35.8,"*","*",38,22.0,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Y",31,31,100.0,31,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",185,183,98.9,183,74,40.4,"*","*",27,14.8,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Y",23,23,100.0,23,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",114,106,93.0,106,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y",14,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","N","*",0,"*",0,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","N",217,217,100.0,217,79,36.4,86,39.6,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Y",28,27,96.4,27,19,70.4,"*","*","*","*",0,0.0,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",320,318,99.4,318,30,9.4,89,28.0,"*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",39,39,100.0,39,26,66.7,8,20.5,"*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","N",79,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",112,112,100.0,112,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","N",217,203,93.5,203,124,61.1,32,15.8,34,16.7,13,6.4,47,23.2
"Branford School District","=""0140011""","Branford High School","=""0146111""","Y",24,21,87.5,21,21,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","N",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",790,771,97.6,770,161,20.9,236,30.6,"*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",114,112,98.2,112,80,71.4,28,25.0,"*","*","*","*","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",121,121,100.0,121,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",141,141,100.0,141,"*","*",36,25.5,"*","*",44,31.2,"*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Y",20,20,100.0,20,"*","*",7,35.0,"*","*",0,0.0,"*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",140,138,98.6,138,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Y",15,15,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",513,512,99.8,512,214,41.8,143,27.9,108,21.1,47,9.2,155,30.3
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",51,50,98.0,50,41,82.0,9,18.0,0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","N",53,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Y",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","N",280,279,99.6,279,185,66.3,"*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",72,71,98.6,71,68,95.8,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","N",202,186,92.1,186,166,89.2,18,9.7,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Y",38,35,92.1,35,35,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","N",146,146,100.0,146,100,68.5,"*","*",10,6.8,"*","*","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Y",22,21,95.5,21,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","N",198,198,100.0,198,98,49.5,"*","*",30,15.2,"*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",33,33,100.0,33,31,93.9,"*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","N",655,651,99.4,651,473,72.7,144,22.1,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",75,73,97.3,73,65,89.0,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","N",175,173,98.9,173,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","N",375,325,86.7,325,223,68.6,71,21.8,"*","*","*","*",31,9.5
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Y",49,37,75.5,36,36,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","N",712,710,99.7,710,573,80.7,114,16.1,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",90,87,96.7,87,"*","*",0,0.0,"*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","N",214,213,99.5,213,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","N",382,382,100.0,382,312,81.7,"*","*",11,2.9,"*","*","*","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",39,39,100.0,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","N",185,185,100.0,185,134,72.4,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",47,47,100.0,46,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","N",446,442,99.1,442,303,68.6,"*","*",26,5.9,"*","*","*","*"
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",68,67,98.5,67,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","N",183,183,100.0,183,128,69.9,44,24.0,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y",27,27,100.0,27,"*","*",0,0.0,"*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","N",108,108,100.0,108,68,63.0,"*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Y",28,28,100.0,26,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","N",416,413,99.3,413,269,65.1,"*","*",28,6.8,"*","*","*","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",67,67,100.0,67,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","N",120,120,100.0,120,"*","*","*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","N",133,131,98.5,131,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","N",269,203,75.5,202,185,91.6,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Y",34,20,58.8,20,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","N",257,257,100.0,257,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","N",220,213,96.8,213,132,62.0,"*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",41,38,92.7,38,36,94.7,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","N",265,258,97.4,258,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","N",341,340,99.7,340,206,60.6,95,27.9,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",63,63,100.0,62,55,88.7,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","N",527,526,99.8,526,478,90.9,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",88,88,100.0,88,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","N",252,252,100.0,252,124,49.2,84,33.3,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Y",40,38,95.0,38,29,76.3,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","N",283,273,96.5,273,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","N",464,460,99.1,460,299,65.0,"*","*",24,5.2,"*","*","*","*"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",57,57,100.0,57,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","N",263,263,100.0,263,225,85.6,"*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",41,41,100.0,41,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","N",237,237,100.0,237,162,68.4,"*","*",17,7.2,"*","*","*","*"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",41,41,100.0,41,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","N",407,407,100.0,407,151,37.1,163,40.0,77,18.9,16,3.9,93,22.9
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",35,35,100.0,35,24,68.6,11,31.4,0,0.0,0,0.0,0,0.0
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","N",234,228,97.4,228,115,50.4,"*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Y",47,46,97.9,46,40,87.0,"*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",249,245,98.4,245,130,53.1,"*","*","*","*",12,4.9,"*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Y",60,55,91.7,55,51,92.7,"*","*","*","*",0,0.0,"*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","Y",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",616,614,99.7,613,162,26.4,206,33.6,159,25.9,86,14.0,245,40.0
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",128,127,99.2,127,106,83.5,14,11.0,7,5.5,0,0.0,7,5.5
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",149,148,99.3,148,31,20.9,"*","*","*","*",24,16.2,"*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Y",24,24,100.0,24,19,79.2,"*","*","*","*",0,0.0,"*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",172,172,100.0,172,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",496,496,100.0,496,141,28.4,177,35.7,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",87,86,98.9,86,68,79.1,13,15.1,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",174,174,100.0,174,"*","*",45,25.9,"*","*",46,26.4,"*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y",26,25,96.2,25,18,72.0,"*","*","*","*",0,0.0,"*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",147,147,100.0,147,"*","*",61,41.5,"*","*",22,15.0,"*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y",30,30,100.0,30,18,60.0,"*","*","*","*",0,0.0,"*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",353,347,98.3,347,64,18.4,140,40.3,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",64,62,96.9,62,47,75.8,11,17.7,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",200,199,99.5,199,41,20.6,66,33.2,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y",38,38,100.0,38,31,81.6,"*","*","*","*",0,0.0,"*","*"
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",168,168,100.0,168,30,17.9,57,33.9,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y",41,41,100.0,41,23,56.1,15,36.6,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",506,503,99.4,503,"*","*",210,41.7,125,24.9,"*","*","*","*"
