"Five-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Gender"

"",,,,,,"Graduates",
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Female",184,165,89.7
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Male",180,153,85.0
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Female",120,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Male",143,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Female",56,54,96.4
"Canton School District","=""0230011""","Canton High School","=""0236111""","Male",62,59,95.2
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Female",70,64,91.4
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Male",47,41,87.2
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Female",38,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Male",23,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Female",58,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Male",44,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Female",162,160,98.8
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Male",202,195,96.5
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Female",77,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Male",67,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Female",122,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Male",128,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Female",21,19,90.5
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Male",17,14,"*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Female",84,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Male",67,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Female",89,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Male",102,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Female",37,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Male",64,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Female",49,40,81.6
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Male",74,60,81.1
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Female",55,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Male",70,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Female",38,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Male",81,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Female",69,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Male",113,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Female",38,31,81.6
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Male",91,84,92.3
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Female",53,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Male",104,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Female",19,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Male",116,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Female",35,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Male",76,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Female",62,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Male",130,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Female",65,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Male",134,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Female",40,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Male",94,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Female",54,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Male",98,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Female",43,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Male",83,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Female",86,80,93.0
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Male",66,59,89.4
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Female",92,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Male",74,"*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Female",344,300,87.2
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Male",372,296,79.6
"Darien School District","=""0350011""","Darien High School","=""0356111""","Female",161,"*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Male",165,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Female",56,49,87.5
"Derby School District","=""0370011""","Derby High School","=""0376111""","Male",65,48,73.8
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Female",39,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Male",37,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Female",46,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Male",47,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Female",66,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Male",70,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Female",18,18,"*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Male",15,15,"*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Female",268,238,88.8
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Male",236,196,83.1
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Female",150,136,90.7
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Male",142,120,84.5
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Female",163,160,98.2
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Male",161,156,96.9
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Female",43,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Male",47,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Female","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Male","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Female",21,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Male",22,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Female",98,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Male",84,"*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Female",117,101,86.3
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Male",120,101,84.2
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Female",128,118,92.2
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Male",147,125,85.0
"Explorations District","=""2720013""","Explorations","=""2726113""","Female",16,"*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Male",14,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Female",185,182,98.4
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Male",165,157,95.2
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Female",154,150,97.4
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Male",147,140,95.2
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Female",166,159,95.8
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Male",167,161,96.4
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Female",281,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Male",261,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Female",88,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Male",105,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Female",283,277,97.9
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Male",349,338,96.8
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Female",106,92,86.8
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Male",92,74,80.4
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Female",176,146,83.0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Male",151,125,82.8
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Female",140,"*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Male",126,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Female",283,248,87.6
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Male",287,256,89.2
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Female",131,107,81.7
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Male",147,116,78.9
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Female",16,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Male",15,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Female",50,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Male",38,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Female",48,38,79.2
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Male",47,27,57.4
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",24,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",107,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Female",105,82,78.1
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Male",29,21,72.4
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Female",57,37,64.9
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Male",45,33,73.3
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Female",32,"*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Male",22,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Female",45,39,86.7
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Male",53,44,83.0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Female",67,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Male",39,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Female",30,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Male",42,"*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Female",108,86,79.6
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Male",85,57,67.1
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Female",80,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Male",78,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Female",115,107,93.0
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Male",112,102,91.1
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Female","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Female",50,"*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Male",42,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",158,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",157,"*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female",255,203,79.6
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male",238,179,75.2
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Female",163,135,82.8
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Male",150,108,72.0
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Female",161,119,73.9
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Male",137,99,72.3
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Female",180,153,85.0
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Male",161,121,75.2
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Female",122,109,89.3
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Male",102,87,85.3
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Female",141,131,92.9
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Male",124,120,96.8
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Female",197,195,99.0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Male",168,163,97.0
"Montville School District","=""0860011""","Montville High School","=""0866111""","Female",89,77,86.5
"Montville School District","=""0860011""","Montville High School","=""0866111""","Male",105,94,89.5
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Female",183,155,84.7
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Male",186,158,84.9
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Female",373,223,59.8
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Male",350,209,59.7
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Female",151,"*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Male",159,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Female",120,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Male",119,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Female",76,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Male",33,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Female",47,32,68.1
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Male",30,18,60.0
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Female",109,102,93.6
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Male",61,48,78.7
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Female",10,"*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Male",30,"*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Female",159,92,57.9
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Male",150,88,58.7
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Female",12,"*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Male",21,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Female",36,29,80.6
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Male",26,17,65.4
"New Haven School District","=""0930011""","Sound School","=""0936711""","Female",31,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Male",30,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Female",222,145,65.3
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Male",253,147,58.1
"New London School District","=""0950011""","New London High School","=""0956111""","Female",116,76,65.5
"New London School District","=""0950011""","New London High School","=""0956111""","Male",144,104,72.2
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Female",185,170,91.9
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Male",208,179,86.1
"Newington School District","=""0940011""","Newington High School","=""0946111""","Female",204,188,92.2
"Newington School District","=""0940011""","Newington High School","=""0946111""","Male",205,179,87.3
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Female",243,234,96.3
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Male",199,192,96.5
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Female",95,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Male",101,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Female",166,152,91.6
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Male",138,117,84.8
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Female",31,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Male",36,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Female",218,201,92.2
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Male",227,205,90.3
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",185,168,90.8
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",195,171,87.7
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",35,18,51.4
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",27,12,44.4
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Female",307,262,85.3
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Male",305,252,82.6
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Female",12,"*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Male",14,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Female",60,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Male",61,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Female",76,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Male",78,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Female",126,112,88.9
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Male",100,92,92.0
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Female",118,108,91.5
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Male",112,101,90.2
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Female",58,"*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Male",78,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Female",46,39,84.8
"Portland School District","=""1130011""","Portland High School","=""1136111""","Male",51,43,84.3
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Female",35,31,88.6
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Male",37,32,86.5
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Female",67,61,91.0
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Male",70,57,81.4
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Female",74,65,87.8
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Male",95,87,91.6
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Female",185,179,96.8
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Male",219,202,92.2
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Female",60,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Male",43,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Female",103,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Male",83,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Female",128,119,93.0
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Male",139,116,83.5
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Female",106,"*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Male",113,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Female",85,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Male",89,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Female",24,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Male",12,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Female",41,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Male",52,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Female",69,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Male",70,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Female",108,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Male",109,"*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Female",193,183,94.8
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Male",194,182,93.8
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Female",99,91,91.9
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Male",98,85,86.7
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Female",77,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Male",102,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Female",77,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Male",56,"*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Female",133,118,88.7
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Male",149,127,85.2
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Female",221,218,98.6
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Male",208,199,95.7
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Female",95,89,93.7
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Male",81,74,91.4
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Female",90,81,90.0
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Male",97,81,83.5
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Female",201,185,92.0
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Male",193,179,92.7
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Female",163,158,96.9
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Male",193,185,95.9
"Somers School District","=""1290011""","Somers High School","=""1296111""","Female",70,67,95.7
"Somers School District","=""1290011""","Somers High School","=""1296111""","Male",73,71,97.3
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Female",182,"*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Male",233,"*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Female",278,266,95.7
"Southington School District","=""1310011""","Southington High School","=""1316211""","Male",259,243,93.8
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Female",68,62,91.2
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Male",67,54,80.6
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Female",22,15,68.2
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Male",30,15,50.0
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Female",222,196,88.3
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Male",221,194,87.8
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Female",52,"*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Male",89,"*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Female",305,281,92.1
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Male",290,245,84.5
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Female",103,"*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Male",105,"*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Female",180,164,91.1
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Male",146,130,89.0
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Female",125,119,95.2
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Male",117,100,85.5
