"Five-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Special Education Status"

"",,,,"Non-Graduates",,,
"Guilford School District","Guilford High School","Non-Special Education",242,"*","*","*","*"
"Guilford School District","Guilford High School","Special Education",24,"*","*","*","*"
"Hamden School District","Hamden High School","Non-Special Education",507,"*","*",54,10.7
"Hamden School District","Hamden High School","Special Education",63,"*","*",9,14.3
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",235,"*","*",42,17.9
"Hartford School District","Bulkeley High School Upper School","Special Education",43,"*","*",9,20.9
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",28,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Special Education","*","*","*","*","*"
"Hartford School District","Classical Magnet School","Non-Special Education",82,"*","*","*","*"
"Hartford School District","Classical Magnet School","Special Education",6,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",61,"*","*",12,19.7
"Hartford School District","Culinary Arts Academy","Special Education",34,"*","*",12,35.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",113,"*","*",19,16.8
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",18,"*","*",6,33.3
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",111,"*","*",25,22.5
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",23,"*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",84,"*","*",27,32.1
"Hartford School District","HPHS Law and Government Academy","Special Education",18,"*","*","*","*"
"Hartford School District","OPPortunity High School","Non-Special Education",45,"*","*",22,48.9
"Hartford School District","OPPortunity High School","Special Education",9,"*","*",6,66.7
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",89,"*","*",14,15.7
"Hartford School District","Pathways Academy of Technology and Design","Special Education",9,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",102,"*","*",6,5.9
"Hartford School District","Sports and Medical Sciences Academy","Special Education","*","*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-Special Education",70,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Special Education","*","*","*","*","*"
"Killingly School District","Killingly High School","Non-Special Education",167,"*","*",35,21.0
"Killingly School District","Killingly High School","Special Education",26,"*","*",11,42.3
"Lebanon School District","Lyman Memorial High School","Non-Special Education",143,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Special Education",15,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-Special Education",206,"*","*","*","*"
"Ledyard School District","Ledyard High School","Special Education",21,"*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Special Education","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Non-Special Education","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Special Education","*","*","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education",287,"*","*","*","*"
"Madison School District","Daniel Hand High School","Special Education",28,"*","*","*","*"
"Manchester School District","Manchester High School","Non-Special Education",435,"*","*",85,19.5
"Manchester School District","Manchester High School","Special Education",58,"*","*",15,25.9
"Meriden School District","Francis T. Maloney High School","Non-Special Education",269,"*","*",50,18.6
"Meriden School District","Francis T. Maloney High School","Special Education",44,9,20.5,10,22.7
"Meriden School District","Orville H. Platt High School","Non-Special Education",259,"*","*",67,25.9
"Meriden School District","Orville H. Platt High School","Special Education",39,"*","*",13,33.3
"Middletown School District","Middletown High School","Non-Special Education",293,"*","*",33,11.3
"Middletown School District","Middletown High School","Special Education",48,"*","*",17,35.4
"Milford School District","Jonathan Law High School","Non-Special Education",189,"*","*",13,6.9
"Milford School District","Jonathan Law High School","Special Education",35,6,17.1,"*","*"
"Milford School District","Joseph A. Foran High School","Non-Special Education",228,"*","*",8,3.5
"Milford School District","Joseph A. Foran High School","Special Education",37,"*","*","*","*"
"Monroe School District","Masuk High School","Non-Special Education",341,"*","*","*","*"
"Monroe School District","Masuk High School","Special Education",24,"*","*","*","*"
"Montville School District","Montville High School","Non-Special Education",178,"*","*","*","*"
"Montville School District","Montville High School","Special Education",16,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-Special Education",322,"*","*",41,12.7
"Naugatuck School District","Naugatuck High School","Special Education",47,"*","*",9,19.1
"New Britain School District","New Britain High School","Non-Special Education",624,6,1.0,233,37.3
"New Britain School District","New Britain High School","Special Education",99,12,12.1,40,40.4
"New Canaan School District","New Canaan High School","Non-Special Education",280,"*","*","*","*"
"New Canaan School District","New Canaan High School","Special Education",30,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-Special Education",215,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Special Education",24,"*","*","*","*"
"New Haven School District","Cooperative High School","Non-Special Education",101,"*","*",16,15.8
"New Haven School District","Cooperative High School","Special Education",8,"*","*","*","*"
"New Haven School District","High School In The Community","Non-Special Education",67,"*","*",23,34.3
"New Haven School District","High School In The Community","Special Education",10,"*","*","*","*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",162,"*","*",18,11.1
"New Haven School District","Hill Regional Career High School","Special Education",8,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",35,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education","*","*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",278,"*","*",110,39.6
"New Haven School District","James Hillhouse High School","Special Education",31,"*","*",14,45.2
"New Haven School District","Metropolitan Business Academy","Non-Special Education",31,"*","*","*","*"
"New Haven School District","Metropolitan Business Academy","Special Education","*","*","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",56,"*","*",12,21.4
"New Haven School District","New Haven Academy","Special Education",6,"*","*","*","*"
"New Haven School District","Sound School","Non-Special Education",56,"*","*","*","*"
"New Haven School District","Sound School","Special Education","*","*","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",428,7,1.6,147,34.3
"New Haven School District","Wilbur Cross High School","Special Education",47,9,19.1,20,42.6
"New London School District","New London High School","Non-Special Education",216,"*","*",50,23.1
"New London School District","New London High School","Special Education",44,"*","*",18,40.9
"New Milford School District","New Milford High School","Non-Special Education",345,"*","*",24,7.0
"New Milford School District","New Milford High School","Special Education",48,"*","*",16,33.3
"Newington School District","Newington High School","Non-Special Education",372,"*","*",25,6.7
"Newington School District","Newington High School","Special Education",37,"*","*",6,16.2
"Newtown School District","Newtown High School","Non-Special Education",396,"*","*","*","*"
"Newtown School District","Newtown High School","Special Education",46,"*","*","*","*"
"North Branford School District","North Branford High School","Non-Special Education",166,"*","*","*","*"
"North Branford School District","North Branford High School","Special Education",30,"*","*","*","*"
"North Haven School District","North Haven High School","Non-Special Education",278,"*","*","*","*"
"North Haven School District","North Haven High School","Special Education",26,"*","*","*","*"
"North Stonington School District","Wheeler High School","Non-Special Education",61,"*","*","*","*"
"North Stonington School District","Wheeler High School","Special Education",6,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-Special Education",390,"*","*",28,7.2
"Norwalk School District","Brien McMahon High School","Special Education",55,"*","*","*","*"
"Norwalk School District","Norwalk High School","Non-Special Education",338,"*","*",37,10.9
"Norwalk School District","Norwalk High School","Special Education",42,"*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",47,"*","*",23,48.9
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",15,"*","*",7,46.7
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",534,"*","*",74,13.9
"Norwich Free Academy District","Norwich Free Academy","Special Education",78,"*","*",19,24.4
"Norwich School District","Thames River Academy","Non-Special Education","*","*","*","*","*"
"Norwich School District","Thames River Academy","Special Education","*","*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education",112,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Special Education",9,"*","*","*","*"
"Oxford School District","Oxford High School","Non-Special Education",144,"*","*","*","*"
"Oxford School District","Oxford High School","Special Education",10,"*","*","*","*"
"Plainfield School District","Plainfield High School","Non-Special Education",191,"*","*","*","*"
"Plainfield School District","Plainfield High School","Special Education",35,"*","*","*","*"
"Plainville School District","Plainville High School","Non-Special Education",204,"*","*","*","*"
"Plainville School District","Plainville High School","Special Education",26,"*","*","*","*"
"Plymouth School District","Terryville High School","Non-Special Education",128,"*","*","*","*"
"Plymouth School District","Terryville High School","Special Education",8,"*","*","*","*"
"Portland School District","Portland High School","Non-Special Education",88,"*","*","*","*"
"Portland School District","Portland High School","Special Education",9,"*","*","*","*"
"Putnam School District","Putnam High School","Non-Special Education",56,"*","*","*","*"
"Putnam School District","Putnam High School","Special Education",16,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education",122,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Special Education",15,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-Special Education",148,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Special Education",21,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-Special Education",368,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Special Education",36,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-Special Education",89,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Special Education",14,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-Special Education",172,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Special Education",14,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-Special Education",238,"*","*","*","*"
"Regional School District 08","RHAM High School","Special Education",29,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-Special Education",184,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Special Education",35,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-Special Education",160,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Special Education",14,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-Special Education",36,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Non-Special Education",81,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Special Education",12,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-Special Education",125,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Special Education",14,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-Special Education",201,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Special Education",16,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-Special Education",349,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Special Education",38,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-Special Education",182,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Special Education",15,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-Special Education",157,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Special Education",22,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-Special Education",121,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Special Education",12,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-Special Education",247,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Special Education",35,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-Special Education",383,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Special Education",46,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-Special Education",169,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Special Education",7,"*","*","*","*"
"Seymour School District","Seymour High School","Non-Special Education",178,"*","*","*","*"
"Seymour School District","Seymour High School","Special Education",9,"*","*","*","*"
"Shelton School District","Shelton High School","Non-Special Education",368,"*","*","*","*"
"Shelton School District","Shelton High School","Special Education",26,"*","*","*","*"
"Simsbury School District","Simsbury High School","Non-Special Education",327,"*","*","*","*"
"Simsbury School District","Simsbury High School","Special Education",29,"*","*","*","*"
"Somers School District","Somers High School","Non-Special Education",131,"*","*","*","*"
"Somers School District","Somers High School","Special Education",12,"*","*","*","*"
"South Windsor School District","South Windsor High School","Non-Special Education",377,"*","*","*","*"
"South Windsor School District","South Windsor High School","Special Education",38,"*","*","*","*"
"Southington School District","Southington High School","Non-Special Education",481,"*","*","*","*"
"Southington School District","Southington High School","Special Education",56,"*","*","*","*"
"Stafford School District","Stafford High School","Non-Special Education",122,"*","*","*","*"
"Stafford School District","Stafford High School","Special Education",13,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Non-Special Education",42,"*","*",8,19.0
"Stamford Academy District","Stamford Academy","Special Education",10,"*","*",6,60.0
"Stamford School District","Stamford High School","Non-Special Education",389,"*","*",42,10.8
"Stamford School District","Stamford High School","Special Education",54,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-Special Education",137,"*","*",6,4.4
"Stamford School District","The Academy of Information Technology","Special Education","*","*","*","*","*"
"Stamford School District","Westhill High School","Non-Special Education",542,"*","*",53,9.8
"Stamford School District","Westhill High School","Special Education","*","*","*",8,15.1
"Stonington School District","Stonington High School","Non-Special Education",184,"*","*","*","*"
"Stonington School District","Stonington High School","Special Education",24,"*","*","*","*"
"Stratford School District","Bunnell High School","Non-Special Education",292,"*","*",20,6.8
"Stratford School District","Bunnell High School","Special Education",34,6,17.6,"*","*"
"Stratford School District","Stratford High School","Non-Special Education",224,"*","*",18,8.0
"Stratford School District","Stratford High School","Special Education",18,"*","*","*","*"
"Suffield School District","Suffield High School","Non-Special Education",202,"*","*","*","*"
"Suffield School District","Suffield High School","Special Education",12,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Non-Special Education","*","*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Special Education","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","Non-Special Education",63,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Special Education",7,"*","*","*","*"
"Thomaston School District","Thomaston High School","Non-Special Education",79,"*","*","*","*"
"Thomaston School District","Thomaston High School","Special Education",23,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Non-Special Education","*","*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Special Education","*","*","*","*","*"
"Tolland School District","Tolland High School","Non-Special Education",208,"*","*","*","*"
"Tolland School District","Tolland High School","Special Education",13,"*","*","*","*"
"Torrington School District","Torrington High School","Non-Special Education",252,"*","*",38,15.1
"Torrington School District","Torrington High School","Special Education",28,"*","*",9,32.1
"Trumbull School District","Trumbull High School","Non-Special Education",466,"*","*","*","*"
"Trumbull School District","Trumbull High School","Special Education",35,"*","*","*","*"
"Vernon School District","Rockville High School","Non-Special Education",259,"*","*",35,13.5
"Vernon School District","Rockville High School","Special Education",28,"*","*",6,21.4
"Wallingford School District","Lyman Hall High School","Non-Special Education",264,"*","*",23,8.7
"Wallingford School District","Lyman Hall High School","Special Education",34,"*","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Non-Special Education",229,"*","*",18,7.9
"Wallingford School District","Mark T. Sheehan High School","Special Education",25,"*","*","*","*"
"Waterbury School District","Crosby High School","Non-Special Education",378,"*","*",126,33.3
"Waterbury School District","Crosby High School","Special Education",37,"*","*",14,37.8
"Waterbury School District","John F. Kennedy High School","Non-Special Education",313,"*","*",73,23.3
"Waterbury School District","John F. Kennedy High School","Special Education",48,"*","*",19,39.6
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-Special Education",106,"*","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","Special Education",8,"*","*","*","*"
"Waterbury School District","Wilby High School","Non-Special Education",292,"*","*",102,34.9
"Waterbury School District","Wilby High School","Special Education",52,"*","*",14,26.9
"Waterford School District","Waterford High School","Non-Special Education",254,"*","*","*","*"
"Waterford School District","Waterford High School","Special Education",15,"*","*","*","*"
"Watertown School District","Watertown High School","Non-Special Education",215,"*","*",10,4.7
"Watertown School District","Watertown High School","Special Education",30,"*","*",9,30.0
"West Hartford School District","Conard High School","Non-Special Education",365,"*","*",26,7.1
"West Hartford School District","Conard High School","Special Education",44,"*","*","*","*"
"West Hartford School District","Hall High School","Non-Special Education",360,"*","*",7,1.9
"West Hartford School District","Hall High School","Special Education",42,"*","*","*","*"
"West Haven School District","West Haven High School","Non-Special Education",417,"*","*",113,27.1
"West Haven School District","West Haven High School","Special Education",35,"*","*",10,28.6
"Westbrook School District","Westbrook High School","Non-Special Education",68,"*","*","*","*"
"Westbrook School District","Westbrook High School","Special Education",7,"*","*","*","*"
"Weston School District","Weston High School","Non-Special Education",181,"*","*","*","*"
"Weston School District","Weston High School","Special Education",11,"*","*","*","*"
"Westport School District","Staples High School","Non-Special Education",418,"*","*","*","*"
"Westport School District","Staples High School","Special Education",45,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","Non-Special Education",281,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","Special Education",21,"*","*","*","*"
"Wilton School District","Wilton High School","Non-Special Education",279,"*","*","*","*"
"Wilton School District","Wilton High School","Special Education",24,"*","*","*","*"
"Windham School District","Windham High School","Non-Special Education",211,"*","*",57,27.0
"Windham School District","Windham High School","Special Education",39,"*","*",12,30.8
"Windsor Locks School District","Windsor Locks High School","Non-Special Education",120,"*","*","*","*"
"Windsor Locks School District","Windsor Locks High School","Special Education",11,"*","*","*","*"
"Windsor School District","Windsor High School","Non-Special Education",308,"*","*","*","*"
"Windsor School District","Windsor High School","Special Education",39,"*","*","*","*"
"Wolcott School District","Wolcott High School","Non-Special Education",207,"*","*","*","*"
"Wolcott School District","Wolcott High School","Special Education",18,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy","Non-Special Education",275,"*","*","*","*"
