"Five-Year Graduation Rates, 2013-14"
"All Districts, All Schools, High Needs Status"

"",,,,,,"Graduates",
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","High Needs",72,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Non-High Needs",292,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","High Needs",27,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Non-High Needs",101,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","High Needs",57,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Non-High Needs",190,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","High Needs",22,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Non-High Needs",7,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","High Needs",164,156,95.1
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Non-High Needs",19,19,"*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","High Needs",152,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Non-High Needs",33,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","High Needs",123,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Non-High Needs",20,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","High Needs",100,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Non-High Needs",10,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","High Needs",85,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-High Needs",42,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","High Needs",62,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-High Needs",64,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","High Needs",93,89,95.7
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-High Needs",84,84,100.0
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","High Needs",54,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-High Needs",57,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","High Needs",101,96,95.0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-High Needs",42,42,100.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","High Needs",91,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-High Needs",63,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","High Needs",79,76,96.2
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-High Needs",76,76,100.0
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","High Needs",58,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-High Needs",87,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","High Needs",114,112,98.2
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-High Needs",93,91,97.8
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","High Needs",75,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-High Needs",66,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","High Needs",104,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-High Needs",78,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","High Needs",66,66,100.0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-High Needs",63,61,96.8
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","High Needs",32,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-High Needs",98,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","High Needs",35,26,74.3
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-High Needs",97,97,100.0
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","High Needs",400,319,79.8
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-High Needs",302,291,96.4
"Darien School District","=""0350011""","Darien High School","=""0356111""","High Needs",57,"*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-High Needs",272,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","High Needs",66,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-High Needs",36,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","High Needs",9,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-High Needs",55,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","High Needs",29,25,86.2
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-High Needs",71,71,100.0
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","High Needs",18,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-High Needs",101,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","High Needs",15,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-High Needs",31,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","High Needs",283,245,86.6
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-High Needs",68,60,88.2
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","High Needs","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Non-High Needs","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","High Needs",146,111,76.0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-High Needs",105,100,95.2
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","High Needs",51,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-High Needs",210,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","High Needs",50,48,96.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-High Needs",56,52,92.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","High Needs",18,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-High Needs",16,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","High Needs",20,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-High Needs",10,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","High Needs",41,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-High Needs",153,"*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","High Needs","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-High Needs","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","High Needs",82,"*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-High Needs",108,"*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","High Needs",89,"*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-High Needs",143,"*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","High Needs","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-High Needs","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","High Needs",65,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-High Needs",294,"*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","High Needs",89,"*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-High Needs",263,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","High Needs",62,56,90.3
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-High Needs",274,274,100.0
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","High Needs",105,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-High Needs",460,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","High Needs",35,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-High Needs",164,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","High Needs",190,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-High Needs",466,"*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","High Needs",84,"*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-High Needs",82,"*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","High Needs",166,132,79.5
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-High Needs",147,138,93.9
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","High Needs",64,"*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-High Needs",215,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","High Needs",209,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-High Needs",227,"*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","High Needs",197,159,80.7
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","High Needs",46,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-High Needs",8,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","High Needs",49,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-High Needs",35,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","High Needs",95,64,67.4
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","High Needs",44,"*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Non-High Needs",8,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","High Needs",83,57,68.7
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","High Needs","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Non-High Needs","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","High Needs",118,93,78.8
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","High Needs","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Non-High Needs","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","High Needs","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Non-High Needs","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","High Needs","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Non-High Needs","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","High Needs",48,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-High Needs",23,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","High Needs",100,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","High Needs",49,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Non-High Needs",31,"*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","High Needs",102,77,75.5
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-High Needs",101,96,95.0
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","High Needs",69,63,91.3
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Non-High Needs",27,27,100.0
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","High Needs",6,"*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Non-High Needs",18,"*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","High Needs",17,"*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Non-High Needs",15,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","High Needs",25,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-High Needs",78,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","High Needs",82,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-High Needs",150,"*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","High Needs",7,"*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-High Needs",59,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","High Needs",55,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-High Needs",262,"*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","High Needs",242,"*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-High Needs",172,"*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","High Needs",211,160,75.8
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-High Needs",93,86,92.5
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","High Needs",216,"*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-High Needs",74,"*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","High Needs",143,122,85.3
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-High Needs",156,152,97.4
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","High Needs",95,83,87.4
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-High Needs",160,157,98.1
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","High Needs",75,"*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-High Needs",164,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","High Needs",67,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-High Needs",226,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","High Needs",73,64,87.7
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-High Needs",110,104,94.5
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","High Needs",193,152,78.8
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-High Needs",137,126,92.0
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","High Needs",512,370,72.3
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-High Needs",100,88,88.0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","High Needs",34,"*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-High Needs",276,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","High Needs",47,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-High Needs",189,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","High Needs",139,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-High Needs",25,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","High Needs","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-High Needs","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","High Needs",154,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-High Needs",16,"*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","High Needs","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-High Needs","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","High Needs",235,175,74.5
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-High Needs",27,20,74.1
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","High Needs",80,72,90.0
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-High Needs",12,12,"*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","High Needs",52,45,86.5
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-High Needs",13,13,"*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","High Needs",55,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-High Needs",29,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","High Needs",265,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-High Needs",20,"*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","High Needs","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Non-High Needs","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","High Needs",95,78,82.1
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-High Needs",280,272,97.1
"Newington School District","=""0940011""","Newington High School","=""0946111""","High Needs",115,"*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-High Needs",248,"*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","High Needs",68,59,86.8
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-High Needs",352,352,100.0
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","High Needs",47,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-High Needs",99,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","High Needs",76,61,80.3
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-High Needs",235,225,95.7
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","High Needs",17,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-High Needs",39,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","High Needs",232,191,82.3
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-High Needs",163,156,95.7
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","High Needs",187,164,87.7
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-High Needs",188,181,96.3
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","High Needs","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-High Needs","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","High Needs",281,225,80.1
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-High Needs",321,311,96.9
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","High Needs",37,33,89.2
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-High Needs",96,93,96.9
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","High Needs",20,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-High Needs",153,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","High Needs",84,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-High Needs",85,"*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","High Needs",81,"*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-High Needs",91,"*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","High Needs",45,"*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-High Needs",82,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","High Needs",27,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-High Needs",85,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","High Needs",46,40,87.0
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-High Needs",19,19,"*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","High Needs",34,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-High Needs",86,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","High Needs",33,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-High Needs",103,"*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","High Needs",72,69,95.8
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-High Needs",341,337,98.8
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","High Needs",33,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-High Needs",60,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","High Needs",26,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Non-High Needs",160,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","High Needs",70,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Non-High Needs",220,"*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","High Needs",45,"*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Non-High Needs",204,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","High Needs",37,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Non-High Needs",175,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","High Needs",20,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Non-High Needs",19,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","High Needs",22,22,100.0
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Non-High Needs",55,55,100.0
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","High Needs",27,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Non-High Needs",103,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","High Needs",40,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Non-High Needs",167,"*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","High Needs",63,"*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Non-High Needs",261,"*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","High Needs",45,"*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Non-High Needs",131,"*","*"
