"Five-Year Graduation Rates, 2013-14"
"All Districts, All Schools, English Learner Status"

"",,,,,,"Graduates",
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Non-ELL",315,"*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","ELL",12,"*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Non-ELL",335,"*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","ELL",8,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Non-ELL","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","ELL","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Non-ELL",134,130,97.0
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Non-ELL",31,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Non-ELL",94,83,88.3
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Non-ELL","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","ELL","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Non-ELL",97,"*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Non-ELL",45,39,86.7
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Non-ELL","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","ELL","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Non-ELL","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","ELL","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Non-ELL","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","ELL","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Non-ELL",29,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Non-ELL",177,169,95.5
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","ELL",6,6,"*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Non-ELL",135,130,96.3
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","ELL",8,8,"*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Non-ELL",102,94,92.2
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","ELL",8,8,"*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-ELL",177,173,97.7
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-ELL",155,152,98.1
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-ELL",145,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-ELL",141,133,94.3
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-ELL",182,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-ELL",129,127,98.4
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-ELL",130,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-ELL","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","ELL","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-ELL",626,561,89.6
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","ELL",76,49,64.5
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-ELL","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","ELL","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-ELL","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","ELL","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-ELL",64,61,95.3
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-ELL",100,96,96.0
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-ELL",119,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-ELL",46,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-ELL",325,287,88.3
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","ELL",26,18,69.2
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Non-ELL",72,"*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","ELL",9,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-ELL",243,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELL",8,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-ELL","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELL","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-ELL","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-ELL",30,20,66.7
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-ELL","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELL","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-ELL","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELL","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-ELL","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELL","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-ELL",232,215,92.7
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-ELL",26,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-ELL","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","ELL","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-ELL",345,334,96.8
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","ELL",7,7,"*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-ELL","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","ELL","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-ELL","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","ELL","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-ELL","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","ELL","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-ELL",631,622,98.6
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","ELL",25,23,92.0
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-ELL",166,147,88.6
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-ELL",302,263,87.1
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELL",11,7,"*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-ELL","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELL","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-ELL",425,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELL",11,"*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Non-ELL",148,120,81.1
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELL",49,39,79.6
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-ELL",54,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","ELL","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Non-ELL",81,57,70.4
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","ELL",14,7,"*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","ELL","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Non-ELL",66,46,69.7
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","ELL",17,11,"*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Non-ELL",97,74,76.3
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","ELL",33,22,66.7
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Non-ELL",99,82,82.8
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","ELL",19,11,"*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Non-ELL",64,"*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","ELL",8,"*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Non-ELL",57,"*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","ELL",14,"*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","ELL","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","ELL","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","ELL","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","ELL","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-ELL","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","ELL","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Non-ELL","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","ELL","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Non-ELL","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","ELL","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Non-ELL",32,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-ELL",103,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-ELL","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","ELL","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-ELL",66,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-ELL","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","ELL","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-ELL",401,"*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","ELL",13,"*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-ELL",265,222,83.8
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","ELL",39,24,61.5
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-ELL",271,226,83.4
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","ELL",19,13,"*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-ELL","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","ELL","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-ELL",255,240,94.1
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-ELL","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","ELL","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-ELL",293,289,98.6
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-ELL",176,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","ELL",7,"*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-ELL",321,"*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","ELL",9,"*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-ELL",522,400,76.6
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","ELL",90,58,64.4
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-ELL",310,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-ELL","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","ELL","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","ELL","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-ELL",53,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELL",6,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELL","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","ELL","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-ELL",235,178,75.7
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELL",27,17,63.0
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELL","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-ELL",65,58,89.2
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELL","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-ELL",233,165,70.8
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELL",52,33,63.5
"New London School District","=""0950011""","New London High School","=""0956111""","Non-ELL",183,147,80.3
"New London School District","=""0950011""","New London High School","=""0956111""","ELL",37,26,70.3
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-ELL","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELL","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-ELL",352,"*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELL",11,"*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-ELL","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","ELL","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-ELL","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","ELL","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-ELL","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","ELL","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-ELL",56,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-ELL",361,322,89.2
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","ELL",34,25,73.5
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-ELL",349,325,93.1
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELL",26,20,76.9
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-ELL",37,"*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELL",6,"*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-ELL",571,"*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELL",31,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-ELL","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","ELL","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-ELL","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","ELL","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-ELL","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","ELL","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-ELL","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","ELL","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-ELL","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","ELL","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-ELL","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","ELL","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-ELL","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","ELL","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-ELL",120,112,93.3
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-ELL","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","ELL","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-ELL","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","ELL","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-ELL","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","ELL","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Non-ELL",186,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Non-ELL","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","ELL","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Non-ELL","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","ELL","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Non-ELL",212,204,96.2
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Non-ELL",39,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Non-ELL",77,77,100.0
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Non-ELL",130,127,97.7
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Non-ELL","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","ELL","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Non-ELL","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","ELL","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Non-ELL",176,171,97.2
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Non-ELL","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","ELL","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Non-ELL",107,105,98.1
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Non-ELL","*","*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","ELL","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Non-ELL","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","ELL","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Non-ELL",173,162,93.6
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","ELL",6,6,"*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Non-ELL","*","*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","ELL","*","*","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Non-ELL","*","*","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","ELL","*","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Non-ELL","*","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","ELL","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Non-ELL",129,"*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Non-ELL","*","*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","ELL","*","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Non-ELL","*","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","ELL","*","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Non-ELL","*","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","ELL","*","*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Non-ELL",55,22,40.0
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Non-ELL",435,408,93.8
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","ELL",38,32,84.2
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Non-ELL",165,"*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Non-ELL",468,438,93.6
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","ELL",61,51,83.6
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Non-ELL",170,"*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Non-ELL",334,328,98.2
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Non-ELL",276,"*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","ELL",9,"*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Non-ELL","*","*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","ELL","*","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Non-ELL",34,"*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Non-ELL","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","ELL","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Non-ELL",70,"*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Non-ELL",83,77,92.8
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Non-ELL",223,209,93.7
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Non-ELL",249,225,90.4
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","ELL",6,6,"*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Non-ELL",541,"*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","ELL",8,"*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Non-ELL",281,"*","*"
