"Five-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Special Education Status"

"",,,,"Non-Graduates",,,
"Cromwell School District","Cromwell High School","Special Education",15,"*","*","*","*"
"Danbury School District","Alternative Center For Excellence","Non-Special Education",26,"*","*","*","*"
"Danbury School District","Alternative Center For Excellence","Special Education",7,"*","*","*","*"
"Danbury School District","Danbury High School","Non-Special Education",668,8,1.2,74,11.1
"Danbury School District","Danbury High School","Special Education",67,11,16.4,14,20.9
"Darien School District","Darien High School","Non-Special Education",277,"*","*","*","*"
"Darien School District","Darien High School","Special Education",35,"*","*","*","*"
"Derby School District","Derby High School","Non-Special Education","*","*","*","*","*"
"Derby School District","Derby High School","Special Education","*","*","*","*","*"
"East Granby School District","East Granby High School","Non-Special Education",62,"*","*","*","*"
"East Granby School District","East Granby High School","Special Education",7,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education",83,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Special Education",12,"*","*","*","*"
"East Hampton School District","East Hampton High School","Non-Special Education",119,"*","*","*","*"
"East Hampton School District","East Hampton High School","Special Education",10,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-Special Education",36,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Special Education","*","*","*","*","*"
"East Hartford School District","East Hartford High School","Non-Special Education",323,"*","*",25,7.7
"East Hartford School District","East Hartford High School","Special Education",45,7,15.6,9,20.0
"East Hartford School District","Stevens Alternate High school","Non-Special Education",97,"*","*",29,29.9
"East Hartford School District","Stevens Alternate High school","Special Education","*","*","*",6,31.6
"East Haven School District","East Haven High School","Non-Special Education",214,"*","*",36,16.8
"East Haven School District","East Haven High School","Special Education",24,"*","*",10,41.7
"East Lyme School District","East Lyme High School","Non-Special Education",262,"*","*","*","*"
"East Lyme School District","East Lyme High School","Special Education",44,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-Special Education",76,"*","*","*","*"
"East Windsor School District","East Windsor High School","Special Education",16,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-Special Education",24,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-Special Education",33,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Special Education","*","*","*","*","*"
"Ellington School District","Ellington High School","Non-Special Education",179,"*","*","*","*"
"Ellington School District","Ellington High School","Special Education",18,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-Special Education",13,"*","*","*","*"
"Enfield School District","Enfield High School","Non-Special Education",152,"*","*",14,9.2
"Enfield School District","Enfield High School","Special Education",30,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Non-Special Education",225,"*","*",10,4.4
"Enfield School District","Enrico Fermi High School","Special Education",30,"*","*","*","*"
"Explorations District","Explorations","Non-Special Education",23,"*","*","*","*"
"Explorations District","Explorations","Special Education",7,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-Special Education",342,"*","*",6,1.8
"Fairfield School District","Fairfield Ludlowe High School","Special Education",41,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Non-Special Education",282,"*","*",8,2.8
"Fairfield School District","Fairfield Warde High School","Special Education",31,6,19.4,"*","*"
"Farmington School District","Farmington High School","Non-Special Education",290,"*","*","*","*"
"Farmington School District","Farmington High School","Special Education",28,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-Special Education",487,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Special Education",58,"*","*","*","*"
"Granby School District","Granby Memorial High School","Non-Special Education",184,"*","*","*","*"
"Granby School District","Granby Memorial High School","Special Education",9,"*","*","*","*"
"Greenwich School District","Greenwich High School","Non-Special Education",592,"*","*","*","*"
"Greenwich School District","Greenwich High School","Special Education",92,"*","*","*","*"
"Griswold School District","Griswold High School","Non-Special Education",149,"*","*","*","*"
"Griswold School District","Griswold High School","Special Education",17,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Non-Special Education",279,"*","*",33,11.8
"Groton School District","Robert E. Fitch High School","Special Education",40,"*","*",9,22.5
"Guilford School District","Guilford High School","Non-Special Education",242,"*","*","*","*"
"Guilford School District","Guilford High School","Special Education",35,"*","*","*","*"
"Hamden School District","Hamden High School","Non-Special Education",384,"*","*","*","*"
"Hamden School District","Hamden High School","Special Education",57,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",151,"*","*",24,15.9
"Hartford School District","Bulkeley High School Upper School","Special Education",25,"*","*",11,44.0
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",33,"*","*","*","*"
"Hartford School District","Classical Magnet School","Non-Special Education",84,"*","*","*","*"
"Hartford School District","Classical Magnet School","Special Education","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",55,"*","*",13,23.6
"Hartford School District","Culinary Arts Academy","Special Education",20,"*","*",7,35.0
"Hartford School District","Great Path Academy High School at MCC","Non-Special Education",60,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Special Education",8,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",88,"*","*",19,21.6
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",28,"*","*",13,46.4
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",117,"*","*",32,27.4
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",25,"*","*",7,28.0
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",106,"*","*",17,16.0
"Hartford School District","HPHS Law and Government Academy","Special Education",17,"*","*","*","*"
"Hartford School District","High School Inc.","Non-Special Education",83,"*","*",18,21.7
"Hartford School District","High School Inc.","Special Education",22,"*","*",6,27.3
"Hartford School District","Journalism and Media Academy Magnet School","Non-Special Education",53,"*","*",13,24.5
"Hartford School District","Journalism and Media Academy Magnet School","Special Education",6,"*","*","*","*"
"Hartford School District","OPPortunity High School","Non-Special Education",67,"*","*",21,31.3
"Hartford School District","OPPortunity High School","Special Education",17,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",59,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Special Education",12,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",86,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Special Education","*","*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-Special Education",86,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Special Education",8,"*","*","*","*"
"Killingly School District","Killingly High School","Non-Special Education",189,"*","*",27,14.3
"Killingly School District","Killingly High School","Special Education",25,"*","*",9,36.0
"Learn","Connecticut River Academy","Non-Special Education",23,"*","*","*","*"
"Learn","Connecticut River Academy","Special Education",6,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-Special Education","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-Special Education",11,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Special Education","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-Special Education",109,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Special Education",9,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-Special Education",202,"*","*","*","*"
"Ledyard School District","Ledyard High School","Special Education",22,"*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Non-Special Education","*","*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Special Education","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Non-Special Education",79,"*","*","*","*"
"Litchfield School District","Litchfield High School","Special Education",7,"*","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education",277,"*","*","*","*"
"Madison School District","Daniel Hand High School","Special Education",38,"*","*","*","*"
"Manchester School District","Manchester High School","Non-Special Education",391,"*","*",53,13.6
"Manchester School District","Manchester High School","Special Education",51,"*","*",11,21.6
"Meriden School District","Francis T. Maloney High School","Non-Special Education",283,7,2.5,45,15.9
"Meriden School District","Francis T. Maloney High School","Special Education",42,"*","*",14,33.3
"Meriden School District","Orville H. Platt High School","Non-Special Education",243,"*","*",58,23.9
"Meriden School District","Orville H. Platt High School","Special Education",42,"*","*",15,35.7
"Middletown School District","Middletown High School","Non-Special Education",314,"*","*",39,12.4
"Middletown School District","Middletown High School","Special Education",43,"*","*",7,16.3
"Milford School District","Jonathan Law High School","Non-Special Education",209,8,3.8,12,5.7
"Milford School District","Jonathan Law High School","Special Education",44,11,25.0,"*","*"
"Milford School District","Joseph A. Foran High School","Non-Special Education",215,"*","*",7,3.3
"Milford School District","Joseph A. Foran High School","Special Education",48,"*","*","*","*"
"Monroe School District","Masuk High School","Non-Special Education",275,"*","*","*","*"
"Monroe School District","Masuk High School","Special Education",32,"*","*","*","*"
"Montville School District","Montville High School","Non-Special Education",157,"*","*","*","*"
"Montville School District","Montville High School","Special Education",18,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-Special Education",280,"*","*",33,11.8
"Naugatuck School District","Naugatuck High School","Special Education",52,"*","*",13,25.0
"New Britain School District","New Britain High School","Non-Special Education",532,"*","*",147,27.6
"New Britain School District","New Britain High School","Special Education",80,"*","*",29,36.3
"New Canaan School District","New Canaan High School","Non-Special Education",295,"*","*","*","*"
"New Canaan School District","New Canaan High School","Special Education",43,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-Special Education",232,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Special Education",25,"*","*","*","*"
"New Haven School District","Cooperative High School","Non-Special Education",164,"*","*",11,6.7
"New Haven School District","Cooperative High School","Special Education",9,"*","*","*","*"
"New Haven School District","High School In The Community","Non-Special Education",54,"*","*",19,35.2
"New Haven School District","High School In The Community","Special Education",18,"*","*","*","*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",147,"*","*",9,6.1
"New Haven School District","Hill Regional Career High School","Special Education",6,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",31,"*","*",6,19.4
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education","*","*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",227,"*","*",77,33.9
"New Haven School District","James Hillhouse High School","Special Education",31,"*","*",9,29.0
"New Haven School District","Metropolitan Business Academy","Non-Special Education",90,"*","*",16,17.8
"New Haven School District","Metropolitan Business Academy","Special Education","*","*","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",72,"*","*",20,27.8
"New Haven School District","New Haven Academy","Special Education","*","*","*","*","*"
"New Haven School District","Sound School","Non-Special Education",68,"*","*","*","*"
"New Haven School District","Sound School","Special Education",11,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",265,"*","*",68,25.7
"New Haven School District","Wilbur Cross High School","Special Education",39,6,15.4,12,30.8
"New London School District","New London High School","Non-Special Education",219,"*","*",57,26.0
"New London School District","New London High School","Special Education",33,"*","*",14,42.4
"New Milford School District","New Milford High School","Non-Special Education",337,"*","*",22,6.5
"New Milford School District","New Milford High School","Special Education",43,"*","*",11,25.6
"Newington School District","Newington High School","Non-Special Education",337,"*","*",17,5.0
"Newington School District","Newington High School","Special Education",36,"*","*",8,22.2
"Newtown School District","Newtown High School","Non-Special Education",428,"*","*","*","*"
"Newtown School District","Newtown High School","Special Education",39,"*","*","*","*"
"North Branford School District","North Branford High School","Non-Special Education",149,"*","*","*","*"
"North Branford School District","North Branford High School","Special Education",20,"*","*","*","*"
"North Haven School District","North Haven High School","Non-Special Education",274,"*","*","*","*"
"North Haven School District","North Haven High School","Special Education",31,"*","*","*","*"
"North Stonington School District","Wheeler High School","Non-Special Education","*","*","*","*","*"
"North Stonington School District","Wheeler High School","Special Education","*","*","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-Special Education",350,"*","*",37,10.6
"Norwalk School District","Brien McMahon High School","Special Education",36,"*","*","*","*"
"Norwalk School District","Norwalk High School","Non-Special Education",318,"*","*",28,8.8
"Norwalk School District","Norwalk High School","Special Education",31,"*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",30,"*","*",17,56.7
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",9,"*","*",6,66.7
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",504,11,2.2,46,9.1
"Norwich Free Academy District","Norwich Free Academy","Special Education",63,6,9.5,13,20.6
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education",129,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Special Education",6,"*","*","*","*"
"Oxford School District","Oxford High School","Non-Special Education",146,"*","*","*","*"
"Oxford School District","Oxford High School","Special Education",7,"*","*","*","*"
"Plainfield School District","Plainfield High School","Non-Special Education",167,"*","*","*","*"
"Plainfield School District","Plainfield High School","Special Education",32,"*","*","*","*"
"Plainville School District","Plainville High School","Non-Special Education",177,"*","*","*","*"
"Plainville School District","Plainville High School","Special Education",25,"*","*","*","*"
"Plymouth School District","Terryville High School","Non-Special Education",111,"*","*","*","*"
"Plymouth School District","Terryville High School","Special Education",10,"*","*","*","*"
"Portland School District","Portland High School","Non-Special Education",86,"*","*","*","*"
"Portland School District","Portland High School","Special Education",6,"*","*","*","*"
"Putnam School District","Putnam High School","Non-Special Education",75,"*","*","*","*"
"Putnam School District","Putnam High School","Special Education",17,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education",96,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Special Education",12,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-Special Education",142,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Special Education",20,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-Special Education",353,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Special Education",39,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-Special Education",84,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Special Education",13,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-Special Education",161,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Special Education",13,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-Special Education",236,"*","*","*","*"
"Regional School District 08","RHAM High School","Special Education",35,"*","*","*","*"
"Regional School District 08","Region Alternative High School","Non-Special Education","*","*","*","*","*"
"Regional School District 08","Region Alternative High School","Special Education","*","*","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-Special Education",209,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Special Education",24,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-Special Education",174,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Special Education",24,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-Special Education",31,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Special Education",8,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Non-Special Education",71,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Special Education",13,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-Special Education",127,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Special Education",19,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-Special Education",174,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Special Education",24,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-Special Education",270,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Special Education",47,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-Special Education",173,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Special Education",11,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-Special Education",135,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Special Education",26,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-Special Education",99,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Special Education",13,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-Special Education",266,"*","*",7,2.6
"Regional School District 19","E. O. Smith High School","Special Education",47,"*","*",7,14.9
"Ridgefield School District","Ridgefield High School","Non-Special Education",372,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Special Education",37,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-Special Education",153,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Special Education",23,"*","*","*","*"
"Seymour School District","Seymour High School","Non-Special Education",162,"*","*","*","*"
"Seymour School District","Seymour High School","Special Education",15,"*","*","*","*"
"Shelton School District","Shelton High School","Non-Special Education",368,"*","*",17,4.6
"Shelton School District","Shelton High School","Special Education",24,"*","*",8,33.3
"Simsbury School District","Simsbury High School","Non-Special Education",351,"*","*","*","*"
"Simsbury School District","Simsbury High School","Special Education",44,"*","*","*","*"
"Somers School District","Somers High School","Non-Special Education",132,"*","*","*","*"
"Somers School District","Somers High School","Special Education",15,"*","*","*","*"
"South Windsor School District","South Windsor High School","Non-Special Education",339,"*","*","*","*"
"South Windsor School District","South Windsor High School","Special Education",37,"*","*","*","*"
"Southington School District","Southington High School","Non-Special Education",424,"*","*",17,4.0
"Southington School District","Southington High School","Special Education",62,"*","*",6,9.7
"Stafford School District","Stafford High School","Non-Special Education",117,"*","*","*","*"
"Stafford School District","Stafford High School","Special Education",10,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Non-Special Education","*","*","*","*","*"
"Stamford Academy District","Stamford Academy","Special Education","*","*","*","*","*"
"Stamford School District","Stamford High School","Non-Special Education",445,6,1.3,37,8.3
"Stamford School District","Stamford High School","Special Education",54,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-Special Education",154,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Special Education",10,"*","*","*","*"
"Stamford School District","Westhill High School","Non-Special Education",497,"*","*",40,8.0
"Stamford School District","Westhill High School","Special Education",44,"*","*",7,15.9
"Stonington School District","Stonington High School","Non-Special Education",175,"*","*","*","*"
"Stonington School District","Stonington High School","Special Education",22,"*","*","*","*"
"Stratford School District","Bunnell High School","Non-Special Education",260,"*","*",11,4.2
"Stratford School District","Bunnell High School","Special Education",25,"*","*","*","*"
"Stratford School District","Stratford High School","Non-Special Education",229,"*","*",11,4.8
"Stratford School District","Stratford High School","Special Education",23,"*","*","*","*"
"Suffield School District","Suffield High School","Non-Special Education",196,"*","*","*","*"
"Suffield School District","Suffield High School","Special Education",21,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Non-Special Education",29,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Special Education",6,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Non-Special Education",77,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Special Education",7,"*","*","*","*"
"Thomaston School District","Thomaston High School","Non-Special Education",64,"*","*","*","*"
"Thomaston School District","Thomaston High School","Special Education",12,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Non-Special Education",75,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Special Education",8,"*","*","*","*"
"Tolland School District","Tolland High School","Non-Special Education",222,"*","*","*","*"
"Tolland School District","Tolland High School","Special Education",20,"*","*","*","*"
"Torrington School District","Torrington High School","Non-Special Education",229,"*","*","*","*"
"Torrington School District","Torrington High School","Special Education",38,"*","*","*","*"
"Trumbull School District","Trumbull High School","Non-Special Education",515,"*","*","*","*"
"Trumbull School District","Trumbull High School","Special Education",32,"*","*","*","*"
"Vernon School District","Rockville High School","Non-Special Education",203,"*","*",23,11.3
"Vernon School District","Rockville High School","Special Education",29,"*","*",8,27.6
"Wallingford School District","Lyman Hall High School","Non-Special Education",250,"*","*",12,4.8
"Wallingford School District","Lyman Hall High School","Special Education",36,"*","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Non-Special Education",214,"*","*",7,3.3
"Wallingford School District","Mark T. Sheehan High School","Special Education",19,"*","*","*","*"
"Waterbury School District","Crosby High School","Non-Special Education",306,"*","*",93,30.4
"Waterbury School District","Crosby High School","Special Education",52,6,11.5,17,32.7
"Waterbury School District","John F. Kennedy High School","Non-Special Education",323,"*","*",92,28.5
"Waterbury School District","John F. Kennedy High School","Special Education",60,"*","*",19,31.7
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-Special Education",92,"*","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","Special Education",13,"*","*","*","*"
"Waterbury School District","Wilby High School","Non-Special Education",300,"*","*",59,19.7
"Waterbury School District","Wilby High School","Special Education",57,"*","*",23,40.4
"Waterford School District","Waterford High School","Non-Special Education",208,"*","*","*","*"
"Waterford School District","Waterford High School","Special Education",27,"*","*","*","*"
"Watertown School District","Watertown High School","Non-Special Education",237,"*","*","*","*"
