"Five-Year Graduation Rates, 2011-12"
"All Districts, All Schools, English Learner Status"

"",,,,,,"Graduates",
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","ELL","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Non-ELL","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","ELL","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Non-ELL","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Non-ELL",152,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","ELL",18,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Non-ELL",117,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","ELL",12,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Non-ELL",108,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","ELL",17,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-ELL",141,135,95.7
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","ELL",13,13,"*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-ELL",199,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","ELL",6,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-ELL",131,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-ELL",153,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","ELL",8,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-ELL",152,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-ELL",129,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-ELL",163,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","ELL",11,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","ELL","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-ELL",148,137,92.6
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-ELL","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","ELL","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-ELL",594,533,89.7
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","ELL",110,79,71.8
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-ELL","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","ELL","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-ELL",101,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","ELL",8,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-ELL",60,58,96.7
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-ELL","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","ELL","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-ELL","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","ELL","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-ELL",37,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-ELL",384,346,90.1
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","ELL",26,19,73.1
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-ELL",204,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELL",10,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-ELL",296,283,95.6
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-ELL",85,77,90.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-ELL",34,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","ELL","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-ELL","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELL","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-ELL",19,"*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-ELL","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELL","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-ELL",303,273,90.1
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-ELL",29,17,58.6
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-ELL","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","ELL","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-ELL",327,"*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","ELL",11,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-ELL","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","ELL","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-ELL","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","ELL","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-ELL",187,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-ELL",610,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","ELL",30,"*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-ELL","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","ELL","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-ELL",328,"*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELL",11,"*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-ELL",284,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-ELL",483,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELL",13,"*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Non-ELL",202,155,76.7
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELL",45,35,77.8
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-ELL",33,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","ELL","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","ELL","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Non-ELL",93,77,82.8
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","ELL",36,22,61.1
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Non-ELL",96,77,80.2
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","ELL",29,17,58.6
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Non-ELL",110,69,62.7
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","ELL",24,16,66.7
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Non-ELL",62,"*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","ELL",10,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","ELL","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Non-ELL",97,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","ELL",9,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","ELL","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-ELL","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","ELL","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-ELL",124,116,93.5
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-ELL","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","ELL","*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Non-ELL","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-ELL",102,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-ELL","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","ELL","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-ELL",456,371,81.4
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","ELL",16,16,"*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-ELL",271,208,76.8
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","ELL",49,29,59.2
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-ELL",277,209,75.5
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","ELL",22,13,59.1
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-ELL","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","ELL","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-ELL","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","ELL","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-ELL","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","ELL","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-ELL",337,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-ELL",200,177,88.5
"Montville School District","=""0860011""","Montville High School","=""0866111""","ELL",10,10,"*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-ELL",360,312,86.7
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","ELL",7,7,"*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-ELL",522,380,72.8
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","ELL",113,66,58.4
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-ELL","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","ELL","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-ELL","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","ELL","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","ELL","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-ELL",66,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELL",7,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-ELL",146,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELL",9,"*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","ELL","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-ELL",226,139,61.5
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELL",26,15,57.7
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELL","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","ELL","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELL","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-ELL",339,243,71.7
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELL",78,52,66.7
"New London School District","=""0950011""","New London High School","=""0956111""","Non-ELL",175,125,71.4
"New London School District","=""0950011""","New London High School","=""0956111""","ELL",52,36,69.2
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-ELL","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELL","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-ELL",321,"*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELL",9,"*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-ELL","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","ELL","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-ELL","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","ELL","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-ELL","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","ELL","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-ELL",54,48,88.9
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-ELL",412,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","ELL",37,"*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-ELL",348,312,89.7
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELL",41,29,70.7
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-ELL","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELL","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-ELL",603,536,88.9
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELL",33,22,66.7
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Non-ELL",34,6,17.6
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-ELL","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","ELL","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-ELL",146,134,91.8
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-ELL","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","ELL","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-ELL","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","ELL","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-ELL",134,122,91.0
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-ELL","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","ELL","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-ELL","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","ELL","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-ELL",135,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-ELL","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","ELL","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-ELL","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","ELL","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-ELL","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","ELL","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Non-ELL","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","ELL","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Non-ELL","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","ELL","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Non-ELL","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","ELL","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Non-ELL",229,224,97.8
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Non-ELL",42,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Non-ELL","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","ELL","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Non-ELL",141,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Non-ELL","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","ELL","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Non-ELL","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","ELL","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Non-ELL","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","ELL","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Non-ELL",189,179,94.7
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Non-ELL",103,"*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Non-ELL","*","*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","ELL","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Non-ELL",440,"*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Non-ELL","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","ELL","*","*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Non-ELL","*","*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","ELL","*","*","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Non-ELL",418,"*","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","ELL",6,"*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Non-ELL","*","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","ELL","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Non-ELL","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","ELL","*","*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Non-ELL",371,363,97.8
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","ELL",6,6,"*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Non-ELL",482,460,95.4
"Southington School District","=""1310011""","Southington High School","=""1316211""","ELL",7,7,"*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Non-ELL",139,125,89.9
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Non-ELL","*","*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","ELL","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Non-ELL",324,296,91.4
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","ELL",57,44,77.2
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Non-ELL","*","*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","ELL","*","*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Non-ELL",528,483,91.5
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","ELL",94,64,68.1
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Non-ELL",178,170,95.5
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Non-ELL",284,"*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","ELL",6,"*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Non-ELL",261,"*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","ELL",15,"*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Non-ELL",203,189,93.1
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Non-ELL",41,33,80.5
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Non-ELL","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","ELL","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Non-ELL","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","ELL","*","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Non-ELL",99,89,89.9
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Non-ELL",228,"*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Non-ELL",279,"*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","ELL",14,"*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Non-ELL",529,"*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","ELL",9,"*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Non-ELL",247,"*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","ELL",11,"*","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Non-ELL",268,"*","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","ELL",15,"*","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Non-ELL","*","*","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","ELL","*","*","*"
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Non-ELL",301,195,64.8
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","ELL",43,23,53.5
