"Five-Year Graduation Rates, 2012-13"
"All Districts, All Schools, High Needs Status"

"",,,,"Graduates",
"Derby School District","Derby High School","High Needs",53,41,77.4
"Derby School District","Derby High School","Non-High Needs",31,29,93.5
"East Granby School District","East Granby High School","High Needs",10,9,90.0
"East Granby School District","East Granby High School","Non-High Needs",59,58,98.3
"East Haddam School District","Nathan Hale-Ray High School","High Needs",21,20,95.2
"East Haddam School District","Nathan Hale-Ray High School","Non-High Needs",74,74,100.0
"East Hampton School District","East Hampton High School","High Needs",24,22,91.7
"East Hampton School District","East Hampton High School","Non-High Needs",105,104,99.0
"East Hartford School District","Connecticut IB Academy","High Needs",15,15,100.0
"East Hartford School District","Connecticut IB Academy","Non-High Needs",23,22,95.7
"East Hartford School District","East Hartford High School","High Needs",272,236,86.8
"East Hartford School District","East Hartford High School","Non-High Needs",96,91,94.8
"East Hartford School District","Stevens Alternate High school","High Needs",107,69,64.5
"East Hartford School District","Stevens Alternate High school","Non-High Needs",9,8,88.9
"East Haven School District","East Haven High School","High Needs",132,88,66.7
"East Haven School District","East Haven High School","Non-High Needs",106,96,90.6
"East Lyme School District","East Lyme High School","High Needs",66,56,84.8
"East Lyme School District","East Lyme High School","Non-High Needs",240,239,99.6
"East Windsor School District","East Windsor High School","High Needs",48,39,81.3
"East Windsor School District","East Windsor High School","Non-High Needs",44,42,95.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","High Needs",9,8,88.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-High Needs",17,17,100.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","High Needs",25,21,84.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-High Needs",15,12,80.0
"Ellington School District","Ellington High School","High Needs",38,32,84.2
"Ellington School District","Ellington High School","Non-High Needs",159,154,96.9
"Elm City College Preparatory School District","Elm City College Preparatory School","High Needs","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-High Needs","*","*","*"
"Enfield School District","Enfield High School","High Needs",80,60,75.0
"Enfield School District","Enfield High School","Non-High Needs",102,96,94.1
"Enfield School District","Enrico Fermi High School","High Needs",84,74,88.1
"Enfield School District","Enrico Fermi High School","Non-High Needs",171,168,98.2
"Explorations District","Explorations","High Needs",17,10,58.8
"Explorations District","Explorations","Non-High Needs",13,11,84.6
"Fairfield School District","Fairfield Ludlowe High School","High Needs",82,72,87.8
"Fairfield School District","Fairfield Ludlowe High School","Non-High Needs",301,296,98.3
"Fairfield School District","Fairfield Warde High School","High Needs",90,76,84.4
"Fairfield School District","Fairfield Warde High School","Non-High Needs",223,217,97.3
"Farmington School District","Farmington High School","High Needs",56,51,91.1
"Farmington School District","Farmington High School","Non-High Needs",262,262,100.0
"Glastonbury School District","Glastonbury High School","High Needs",86,79,91.9
"Glastonbury School District","Glastonbury High School","Non-High Needs",459,457,99.6
"Granby School District","Granby Memorial High School","High Needs",26,25,96.2
"Granby School District","Granby Memorial High School","Non-High Needs",167,165,98.8
"Greenwich School District","Greenwich High School","High Needs",185,170,91.9
"Greenwich School District","Greenwich High School","Non-High Needs",499,494,99.0
"Griswold School District","Griswold High School","High Needs",71,60,84.5
"Griswold School District","Griswold High School","Non-High Needs",95,91,95.8
"Groton School District","Robert E. Fitch High School","High Needs",141,107,75.9
"Groton School District","Robert E. Fitch High School","Non-High Needs",178,163,91.6
"Guilford School District","Guilford High School","High Needs",55,48,87.3
"Guilford School District","Guilford High School","Non-High Needs",222,216,97.3
"Hamden School District","Hamden High School","High Needs",218,188,86.2
"Hamden School District","Hamden High School","Non-High Needs",223,212,95.1
"Hartford School District","Bulkeley High School Upper School","High Needs",176,135,76.7
"Hartford School District","Capital Preparatory Magnet School","High Needs",19,19,100.0
"Hartford School District","Capital Preparatory Magnet School","Non-High Needs",14,14,100.0
"Hartford School District","Classical Magnet School","High Needs",55,55,100.0
"Hartford School District","Classical Magnet School","Non-High Needs",33,32,97.0
"Hartford School District","Culinary Arts Academy","High Needs",75,51,68.0
"Hartford School District","Great Path Academy High School at MCC","High Needs",39,36,92.3
"Hartford School District","Great Path Academy High School at MCC","Non-High Needs",29,29,100.0
"Hartford School District","HPHS Academy of Engineering and Green Technology","High Needs",116,79,68.1
"Hartford School District","HPHS Academy of Nursing and Health Science","High Needs",142,103,72.5
"Hartford School District","HPHS Law and Government Academy","High Needs",123,103,83.7
"Hartford School District","High School Inc.","High Needs",90,67,74.4
"Hartford School District","High School Inc.","Non-High Needs",15,13,86.7
"Hartford School District","Journalism and Media Academy Magnet School","High Needs",59,41,69.5
"Hartford School District","OPPortunity High School","High Needs",82,58,70.7
"Hartford School District","OPPortunity High School","Non-High Needs","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","High Needs",61,57,93.4
"Hartford School District","Pathways Academy of Technology and Design","Non-High Needs","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","High Needs",88,82,93.2
"Hartford School District","University High of Science and Engineering","High Needs",50,50,100.0
"Hartford School District","University High of Science and Engineering","Non-High Needs",44,42,95.5
"Killingly School District","Killingly High School","High Needs",118,83,70.3
"Killingly School District","Killingly High School","Non-High Needs",96,88,91.7
"Learn","Connecticut River Academy","High Needs",24,24,100.0
"Learn","Connecticut River Academy","Non-High Needs","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-High Needs","*","*","*"
"Learn","Three Rivers Middle College Magnet School","High Needs",6,6,100.0
"Learn","Three Rivers Middle College Magnet School","Non-High Needs",6,"*","*"
"Lebanon School District","Lyman Memorial High School","High Needs",33,30,90.9
"Lebanon School District","Lyman Memorial High School","Non-High Needs",85,81,95.3
"Ledyard School District","Ledyard High School","High Needs",68,57,83.8
"Ledyard School District","Ledyard High School","Non-High Needs",156,152,97.4
"Lisbon School District","Community Connection - The Big Picture High School","High Needs","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Non-High Needs","*","*","*"
"Litchfield School District","Litchfield High School","High Needs",17,16,94.1
"Litchfield School District","Litchfield High School","Non-High Needs",69,69,100.0
"Madison School District","Daniel Hand High School","High Needs",47,46,97.9
"Madison School District","Daniel Hand High School","Non-High Needs",268,268,100.0
"Manchester School District","Manchester High School","High Needs",252,198,78.6
"Manchester School District","Manchester High School","Non-High Needs",190,176,92.6
"Meriden School District","Francis T. Maloney High School","High Needs",219,154,70.3
"Meriden School District","Francis T. Maloney High School","Non-High Needs",106,100,94.3
"Meriden School District","Orville H. Platt High School","High Needs",216,143,66.2
"Meriden School District","Orville H. Platt High School","Non-High Needs",69,65,94.2
"Middletown School District","Middletown High School","High Needs",193,160,82.9
"Middletown School District","Middletown High School","Non-High Needs",164,151,92.1
"Milford School District","Jonathan Law High School","High Needs",114,85,74.6
"Milford School District","Jonathan Law High School","Non-High Needs",139,135,97.1
"Milford School District","Joseph A. Foran High School","High Needs",93,77,82.8
"Milford School District","Joseph A. Foran High School","Non-High Needs",170,169,99.4
"Monroe School District","Masuk High School","High Needs",69,66,95.7
"Monroe School District","Masuk High School","Non-High Needs",238,237,99.6
"Montville School District","Montville High School","High Needs",71,57,80.3
"Montville School District","Montville High School","Non-High Needs",104,101,97.1
"Naugatuck School District","Naugatuck High School","High Needs",176,134,76.1
"Naugatuck School District","Naugatuck High School","Non-High Needs",156,139,89.1
"New Britain School District","New Britain High School","High Needs",518,343,66.2
"New Britain School District","New Britain High School","Non-High Needs",94,81,86.2
"New Canaan School District","New Canaan High School","High Needs",47,43,91.5
"New Canaan School District","New Canaan High School","Non-High Needs",291,288,99.0
"New Fairfield School District","New Fairfield High School","High Needs",56,51,91.1
"New Fairfield School District","New Fairfield High School","Non-High Needs",201,198,98.5
"New Haven School District","Cooperative High School","High Needs",142,130,91.5
"New Haven School District","Cooperative High School","Non-High Needs",31,28,90.3
"New Haven School District","High School In The Community","High Needs",65,41,63.1
"New Haven School District","High School In The Community","Non-High Needs","*","*","*"
"New Haven School District","Hill Regional Career High School","High Needs",136,126,92.6
"New Haven School District","Hill Regional Career High School","Non-High Needs",17,17,100.0
"New Haven School District","Hyde School of Health, Science and Sports Medicine","High Needs",34,29,85.3
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-High Needs","*","*","*"
"New Haven School District","James Hillhouse High School","High Needs",242,154,63.6
"New Haven School District","James Hillhouse High School","Non-High Needs",16,8,50.0
"New Haven School District","Metropolitan Business Academy","High Needs",85,73,85.9
"New Haven School District","Metropolitan Business Academy","Non-High Needs",10,6,60.0
"New Haven School District","New Haven Academy","High Needs",67,49,73.1
"New Haven School District","New Haven Academy","Non-High Needs",8,6,75.0
"New Haven School District","Sound School","High Needs",58,55,94.8
"New Haven School District","Sound School","Non-High Needs",21,20,95.2
"New Haven School District","Wilbur Cross High School","High Needs",283,198,70.0
"New Haven School District","Wilbur Cross High School","Non-High Needs",21,16,76.2
"New London School District","New London High School","High Needs","*","*","*"
"New London School District","New London High School","Non-High Needs","*","*","*"
"New Milford School District","New Milford High School","High Needs",99,81,81.8
"New Milford School District","New Milford High School","Non-High Needs",281,266,94.7
"Newington School District","Newington High School","High Needs",125,102,81.6
"Newington School District","Newington High School","Non-High Needs",248,241,97.2
"Newtown School District","Newtown High School","High Needs",71,62,87.3
"Newtown School District","Newtown High School","Non-High Needs",396,388,98.0
"North Branford School District","North Branford High School","High Needs",49,44,89.8
"North Branford School District","North Branford High School","Non-High Needs",120,120,100.0
"North Haven School District","North Haven High School","High Needs",92,74,80.4
"North Haven School District","North Haven High School","Non-High Needs",213,206,96.7
"North Stonington School District","Wheeler High School","High Needs",13,12,92.3
"North Stonington School District","Wheeler High School","Non-High Needs",35,34,97.1
"Norwalk School District","Brien McMahon High School","High Needs",222,191,86.0
"Norwalk School District","Brien McMahon High School","Non-High Needs",164,155,94.5
"Norwalk School District","Norwalk High School","High Needs",152,128,84.2
"Norwalk School District","Norwalk High School","Non-High Needs",197,189,95.9
"Norwalk School District","Norwalk Pathways Academy at Briggs","High Needs","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-High Needs","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","High Needs",262,202,77.1
"Norwich Free Academy District","Norwich Free Academy","Non-High Needs",305,289,94.8
"Old Saybrook School District","Old Saybrook Senior High School","High Needs",28,26,92.9
"Old Saybrook School District","Old Saybrook Senior High School","Non-High Needs",107,103,96.3
"Oxford School District","Oxford High School","High Needs",22,21,95.5
"Oxford School District","Oxford High School","Non-High Needs",131,129,98.5
"Plainfield School District","Plainfield High School","High Needs",96,76,79.2
"Plainfield School District","Plainfield High School","Non-High Needs",103,99,96.1
"Plainville School District","Plainville High School","High Needs",76,65,85.5
"Plainville School District","Plainville High School","Non-High Needs",126,120,95.2
"Plymouth School District","Terryville High School","High Needs",43,36,83.7
"Plymouth School District","Terryville High School","Non-High Needs",78,73,93.6
"Portland School District","Portland High School","High Needs",22,15,68.2
"Portland School District","Portland High School","Non-High Needs",70,66,94.3
"Putnam School District","Putnam High School","High Needs",57,51,89.5
"Putnam School District","Putnam High School","Non-High Needs",35,33,94.3
"Regional School District 01","Housatonic Valley Regional High School","High Needs",40,36,90.0
"Regional School District 01","Housatonic Valley Regional High School","Non-High Needs",68,64,94.1
"Regional School District 04","Valley Regional High School","High Needs",40,35,87.5
"Regional School District 04","Valley Regional High School","Non-High Needs",122,120,98.4
"Regional School District 05","Amity Regional High School","High Needs",58,53,91.4
"Regional School District 05","Amity Regional High School","Non-High Needs",334,326,97.6
"Regional School District 06","Wamogo Regional High School","High Needs",21,19,90.5
"Regional School District 06","Wamogo Regional High School","Non-High Needs",76,74,97.4
"Regional School District 07","Northwestern Regional High School","High Needs",23,23,100.0
"Regional School District 07","Northwestern Regional High School","Non-High Needs",151,149,98.7
"Regional School District 08","RHAM High School","High Needs",52,45,86.5
"Regional School District 08","RHAM High School","Non-High Needs",219,213,97.3
"Regional School District 08","Region Alternative High School","High Needs","*","*","*"
"Regional School District 08","Region Alternative High School","Non-High Needs","*","*","*"
"Regional School District 09","Joel Barlow High School","High Needs",34,31,91.2
"Regional School District 09","Joel Barlow High School","Non-High Needs",199,195,98.0
"Regional School District 10","Lewis S. Mills High School","High Needs",41,34,82.9
"Regional School District 10","Lewis S. Mills High School","Non-High Needs",157,154,98.1
"Regional School District 11","Parish Hill High School","High Needs",15,14,93.3
"Regional School District 11","Parish Hill High School","Non-High Needs",24,22,91.7
"Regional School District 12","Shepaug Valley High School","High Needs",19,17,89.5
"Regional School District 12","Shepaug Valley High School","Non-High Needs",65,61,93.8
"Regional School District 13","Coginchaug Regional High School","High Needs",24,22,91.7
"Regional School District 13","Coginchaug Regional High School","Non-High Needs",122,121,99.2
"Regional School District 14","Nonnewaug High School","High Needs",44,38,86.4
"Regional School District 14","Nonnewaug High School","Non-High Needs",154,149,96.8
"Regional School District 15","Pomperaug Regional High School","High Needs",62,56,90.3
"Regional School District 15","Pomperaug Regional High School","Non-High Needs",255,252,98.8
"Regional School District 16","Woodland Regional High School","High Needs",49,38,77.6
"Regional School District 16","Woodland Regional High School","Non-High Needs",135,132,97.8
"Regional School District 17","Haddam-Killingworth High School","High Needs",35,32,91.4
"Regional School District 17","Haddam-Killingworth High School","Non-High Needs",126,125,99.2
"Regional School District 18","Lyme-Old Lyme High School","High Needs",22,18,81.8
"Regional School District 18","Lyme-Old Lyme High School","Non-High Needs",90,90,100.0
"Regional School District 19","E. O. Smith High School","High Needs",97,80,82.5
"Regional School District 19","E. O. Smith High School","Non-High Needs",216,210,97.2
"Ridgefield School District","Ridgefield High School","High Needs",53,50,94.3
"Ridgefield School District","Ridgefield High School","Non-High Needs",356,354,99.4
"Rocky Hill School District","Rocky Hill High School","High Needs",43,35,81.4
"Rocky Hill School District","Rocky Hill High School","Non-High Needs",133,130,97.7
"Seymour School District","Seymour High School","High Needs",68,51,75.0
"Seymour School District","Seymour High School","Non-High Needs",109,107,98.2
"Shelton School District","Shelton High School","High Needs",120,95,79.2
"Shelton School District","Shelton High School","Non-High Needs",272,268,98.5
"Simsbury School District","Simsbury High School","High Needs",72,68,94.4
"Simsbury School District","Simsbury High School","Non-High Needs",323,322,99.7
"Somers School District","Somers High School","High Needs",26,23,88.5
"Somers School District","Somers High School","Non-High Needs",121,120,99.2
"South Windsor School District","South Windsor High School","High Needs",72,65,90.3
"South Windsor School District","South Windsor High School","Non-High Needs",304,299,98.4
"Southington School District","Southington High School","High Needs",115,98,85.2
"Southington School District","Southington High School","Non-High Needs",371,364,98.1
"Stafford School District","Stafford High School","High Needs",45,37,82.2
"Stafford School District","Stafford High School","Non-High Needs",82,78,95.1
"Stamford Academy District","Stamford Academy","High Needs","*","*","*"
"Stamford Academy District","Stamford Academy","Non-High Needs","*","*","*"
"Stamford School District","Stamford High School","High Needs",316,275,87.0
"Stamford School District","Stamford High School","Non-High Needs",183,178,97.3
"Stamford School District","The Academy of Information Technology","High Needs",52,52,100.0
"Stamford School District","The Academy of Information Technology","Non-High Needs",112,111,99.1
"Stamford School District","Westhill High School","High Needs",332,283,85.2
"Stamford School District","Westhill High School","Non-High Needs",209,206,98.6
"Stonington School District","Stonington High School","High Needs",48,44,91.7
"Stonington School District","Stonington High School","Non-High Needs",149,147,98.7
"Stratford School District","Bunnell High School","High Needs",126,115,91.3
"Stratford School District","Bunnell High School","Non-High Needs",159,155,97.5
"Stratford School District","Stratford High School","High Needs",132,120,90.9
"Stratford School District","Stratford High School","Non-High Needs",120,116,96.7
"Suffield School District","Suffield High School","High Needs",50,43,86.0
"Suffield School District","Suffield High School","Non-High Needs",167,164,98.2
"The Bridge Academy District","The Bridge Academy","High Needs","*","*","*"
"The Bridge Academy District","The Bridge Academy","Non-High Needs","*","*","*"
"The Gilbert School District","The Gilbert School","High Needs",36,27,75.0
"The Gilbert School District","The Gilbert School","Non-High Needs",48,43,89.6
"Thomaston School District","Thomaston High School","High Needs",31,30,96.8
"Thomaston School District","Thomaston High School","Non-High Needs",45,44,97.8
"Thompson School District","Tourtellotte Memorial High School","High Needs",32,26,81.3
"Thompson School District","Tourtellotte Memorial High School","Non-High Needs",51,51,100.0
"Tolland School District","Tolland High School","High Needs",37,29,78.4
"Tolland School District","Tolland High School","Non-High Needs",205,200,97.6
"Torrington School District","Torrington High School","High Needs",139,119,85.6
"Torrington School District","Torrington High School","Non-High Needs",128,123,96.1
"Trumbull School District","Trumbull High School","High Needs",106,103,97.2
"Trumbull School District","Trumbull High School","Non-High Needs",441,438,99.3
"Vernon School District","Rockville High School","High Needs",108,82,75.9
"Vernon School District","Rockville High School","Non-High Needs",124,117,94.4
"Wallingford School District","Lyman Hall High School","High Needs",94,84,89.4
"Wallingford School District","Lyman Hall High School","Non-High Needs",192,184,95.8
"Wallingford School District","Mark T. Sheehan High School","High Needs",43,39,90.7
"Wallingford School District","Mark T. Sheehan High School","Non-High Needs",190,183,96.3
"Waterbury School District","Crosby High School","High Needs",334,221,66.2
"Waterbury School District","Crosby High School","Non-High Needs",24,19,79.2
"Waterbury School District","John F. Kennedy High School","High Needs",323,216,66.9
"Waterbury School District","John F. Kennedy High School","Non-High Needs",60,52,86.7
"Waterbury School District","Waterbury Arts Magnet School (High)","High Needs",72,65,90.3
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-High Needs",33,30,90.9
"Waterbury School District","Wilby High School","High Needs",327,245,74.9
"Waterbury School District","Wilby High School","Non-High Needs",30,27,90.0
"Waterford School District","Waterford High School","High Needs",66,55,83.3
"Waterford School District","Waterford High School","Non-High Needs",169,167,98.8
"Watertown School District","Watertown High School","High Needs",86,63,73.3
"Watertown School District","Watertown High School","Non-High Needs",184,178,96.7
"West Hartford School District","Conard High School","High Needs",145,130,89.7
"West Hartford School District","Conard High School","Non-High Needs",275,271,98.5
"West Hartford School District","Hall High School","High Needs",119,113,95.0
"West Hartford School District","Hall High School","Non-High Needs",268,264,98.5
"West Haven School District","West Haven High School","High Needs",321,212,66.0
"West Haven School District","West Haven High School","Non-High Needs",109,98,89.9
"Westbrook School District","Westbrook High School","High Needs",14,13,92.9
"Westbrook School District","Westbrook High School","Non-High Needs",63,61,96.8
"Weston School District","Weston High School","High Needs",25,24,96.0
"Weston School District","Weston High School","Non-High Needs",181,181,100.0
"Westport School District","Staples High School","High Needs",58,58,100.0
"Westport School District","Staples High School","Non-High Needs",403,403,100.0
"Wethersfield School District","Wethersfield High School","High Needs",64,47,73.4
"Wethersfield School District","Wethersfield High School","Non-High Needs",199,198,99.5
"Wilton School District","Wilton High School","High Needs",60,58,96.7
"Wilton School District","Wilton High School","Non-High Needs",258,256,99.2
"Windham School District","Windham High School","High Needs",133,103,77.4
"Windham School District","Windham High School","Non-High Needs",56,52,92.9
"Windsor Locks School District","Windsor Locks High School","High Needs",59,52,88.1
"Windsor Locks School District","Windsor Locks High School","Non-High Needs",77,75,97.4
"Windsor School District","Windsor High School","High Needs",158,136,86.1
"Windsor School District","Windsor High School","Non-High Needs",185,176,95.1
"Wolcott School District","Wolcott High School","High Needs",62,52,83.9
"Wolcott School District","Wolcott High School","Non-High Needs",158,156,98.7
"Woodstock Academy District","Woodstock Academy","High Needs",34,31,91.2
"Woodstock Academy District","Woodstock Academy","Non-High Needs",244,239,98.0

