"Five-Year Graduation Rates, Trend"
"All Districts, All Schools, Special Education Status"

"Bridgeport School District","Central High School","Special Education",58.8,63.2,67.2,80.4
"Bridgeport School District","Harding High School","Non-Special Education",52.4,69.7,67.3,74.6
"Bridgeport School District","Harding High School","Special Education",24.6,51.0,48.1,51.2
"Bristol School District","Bristol Central High School","Non-Special Education",80.9,90.5,88.5,88.0
"Bristol School District","Bristol Central High School","Special Education",66.7,84.8,71.4,86.0
"Bristol School District","Bristol Eastern High School","Non-Special Education",86.4,89.7,86.9,90.3
"Bristol School District","Bristol Eastern High School","Special Education",97.1,91.7,81.4,84.4
"Brookfield School District","Brookfield High School","Non-Special Education",96.4,99.6,98.2,99.5
"Brookfield School District","Brookfield High School","Special Education",100.0,94.1,92.3,100.0
"Canton School District","Canton High School","Non-Special Education",96.1,99.1,100.0,99.1
"Canton School District","Canton High School","Special Education",93.8,90.9,93.8,82.4
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-Special Education","N/A","N/A",91.4,96.6
"Capitol Region Education Council","Academy of Aerospace and Engineering","Special Education","N/A","N/A","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-Special Education",92.2,84.6,"N/A","N/A"
"Capitol Region Education Council","Great Path Academy at MCC","Special Education",71.4,90.0,"N/A","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education",83.1,90.1,85.7,88.4
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education","*","*",77.8,87.5
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Non-Special Education","N/A","N/A","N/A",95.5
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Special Education","N/A","N/A","N/A","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-Special Education",92.0,94.5,95.3,94.6
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Special Education","*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Non-Special Education","N/A","N/A","N/A",87.2
"Capitol Region Education Council","Public Safety Academy","Special Education","N/A","N/A","N/A","*"
"Cheshire School District","Cheshire High School","Non-Special Education",98.8,99.7,98.4,100.0
"Cheshire School District","Cheshire High School","Special Education",85.7,97.2,94.3,92.1
"Clinton School District","The Morgan School","Non-Special Education",95.2,96.0,94.2,96.6
"Clinton School District","The Morgan School","Special Education",94.7,84.2,77.3,77.8
"Colchester School District","Bacon Academy","Non-Special Education",95.5,98.6,96.4,98.6
"Colchester School District","Bacon Academy","Special Education",88.5,91.7,88.5,88.9
"Common Ground High School District","Common Ground High School","Non-Special Education",90.0,"*","*","*"
"Common Ground High School District","Common Ground High School","Special Education",75.0,"*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-Special Education",92.4,94.4,91.2,95.2
"Connecticut Technical High School System","A. I. Prince Technical High School","Special Education",100.0,88.9,100.0,100.0
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-Special Education",95.2,95.0,96.3,91.8
"Connecticut Technical High School System","Bullard-Havens Technical High School","Special Education","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-Special Education",95.7,94.2,96.7,96.2
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Special Education",100.0,100.0,100.0,100.0
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-Special Education",81.4,91.5,85.5,92.0
"Connecticut Technical High School System","Eli Whitney Technical High School","Special Education","*",100.0,100.0,100.0
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-Special Education",95.6,96.0,99.3,94.1
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Special Education",100.0,96.7,92.3,100.0
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-Special Education",94.6,99.2,96.0,98.3
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Special Education",100.0,100.0,100.0,"*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-Special Education",98.2,97.4,99.4,98.8
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Special Education",88.2,100.0,100.0,80.0
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-Special Education",89.0,95.7,100.0,96.1
"Connecticut Technical High School System","H. H. Ellis Technical High School","Special Education",90.9,100.0,100.0,100.0
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-Special Education",93.1,97.8,96.7,96.7
"Connecticut Technical High School System","Henry Abbott Technical High School","Special Education",96.2,96.3,96.0,95.5
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-Special Education",98.4,98.5,97.3,99.3
"Connecticut Technical High School System","Howell Cheney Technical High School","Special Education",100.0,100.0,100.0,100.0
"Connecticut Technical High School System","Norwich Technical High School","Non-Special Education",98.0,97.2,98.6,97.9
"Connecticut Technical High School System","Norwich Technical High School","Special Education",100.0,100.0,100.0,100.0
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-Special Education",93.6,97.2,99.3,97.1
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Special Education",89.5,100.0,100.0,100.0
"Connecticut Technical High School System","Platt Technical High School","Non-Special Education",96.7,97.1,99.0,97.9
"Connecticut Technical High School System","Platt Technical High School","Special Education",100.0,100.0,100.0,100.0
"Connecticut Technical High School System","Vinal Technical High School","Non-Special Education",92.9,96.0,95.7,95.8
"Connecticut Technical High School System","Vinal Technical High School","Special Education",95.2,100.0,92.0,85.7
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-Special Education",96.6,98.3,97.9,98.9
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Special Education","*","*","*","N/A"
"Connecticut Technical High School System","Windham Technical High School","Non-Special Education",96.6,98.4,99.2,98.2
"Connecticut Technical High School System","Windham Technical High School","Special Education",87.5,92.3,100.0,100.0
"Coventry School District","Coventry High School","Non-Special Education",95.5,93.5,93.2,99.1
"Coventry School District","Coventry High School","Special Education",63.2,87.5,70.6,100.0
"Cromwell School District","Cromwell High School","Non-Special Education",98.6,98.5,96.0,"*"
"Cromwell School District","Cromwell High School","Special Education",73.7,66.7,86.7,"*"
"Danbury School District","Alternative Center For Excellence","Non-Special Education","N/A","N/A",34.6,"N/A"
"Danbury School District","Alternative Center For Excellence","Special Education","N/A","N/A",85.7,"N/A"
"Danbury School District","Danbury High School","Non-Special Education",84.9,88.3,87.7,88.8
"Danbury School District","Danbury High School","Special Education",67.2,74.3,62.7,70.0
"Darien School District","Darien High School","Non-Special Education",97.3,97.8,98.9,99.3
"Darien School District","Darien High School","Special Education",97.1,100.0,91.4,94.1
"Derby School District","Derby High School","Non-Special Education","*",83.8,"*",88.5
"Derby School District","Derby High School","Special Education","*",60.0,"*",73.3
"East Granby School District","East Granby High School","Non-Special Education",98.6,98.0,98.4,"*"
"East Granby School District","East Granby High School","Special Education",85.7,88.9,85.7,"*"
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education","*",93.3,98.8,97.7
"East Haddam School District","Nathan Hale-Ray High School","Special Education","*",100.0,100.0,84.6
"East Hampton School District","East Hampton High School","Non-Special Education",94.4,"*",99.2,"*"
"East Hampton School District","East Hampton High School","Special Education",81.8,"*",80.0,"*"
"East Hartford School District","Connecticut IB Academy","Non-Special Education",100.0,91.9,97.2,97.8
"East Hartford School District","Connecticut IB Academy","Special Education","N/A","N/A","*","*"
"East Hartford School District","East Hartford High School","Non-Special Education",86.7,92.0,92.3,88.3
"East Hartford School District","East Hartford High School","Special Education",80.8,66.0,64.4,77.3
"East Hartford School District","Stevens Alternate High school","Non-Special Education","N/A","N/A",67.0,65.1
"East Hartford School District","Stevens Alternate High school","Special Education","N/A","N/A","*","*"
"East Haven School District","East Haven High School","Non-Special Education",89.2,81.1,80.4,86.0
"East Haven School District","East Haven High School","Special Education",69.6,58.3,50.0,69.0
"East Lyme School District","East Lyme High School","Non-Special Education",97.6,96.8,98.9,98.3
"East Lyme School District","East Lyme High School","Special Education",97.1,88.9,81.8,95.8
"East Windsor School District","East Windsor High School","Non-Special Education",87.3,90.9,89.5,93.5
"East Windsor School District","East Windsor High School","Special Education",100.0,87.5,81.3,100.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-Special Education","*",93.8,95.8,93.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Special Education","N/A","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-Special Education",79.5,75.8,84.8,61.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Special Education","*","*","*","*"
"Ellington School District","Ellington High School","Non-Special Education",94.6,96.1,95.0,97.1
"Ellington School District","Ellington High School","Special Education",100.0,66.7,88.9,86.4
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-Special Education","N/A","*",76.9,"*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Special Education","N/A","*","N/A","*"
"Enfield School District","Enfield High School","Non-Special Education",87.6,90.7,89.5,86.7
"Enfield School District","Enfield High School","Special Education",67.9,71.4,66.7,64.7
"Enfield School District","Enrico Fermi High School","Non-Special Education",89.1,93.3,95.6,95.3
"Enfield School District","Enrico Fermi High School","Special Education",78.9,74.5,90.0,80.5
"Explorations District","Explorations","Non-Special Education",71.4,"*","*",76.5
"Explorations District","Explorations","Special Education",66.7,"*","*",88.9
"Fairfield School District","Fairfield Ludlowe High School","Non-Special Education",97.5,98.3,97.7,97.2
"Fairfield School District","Fairfield Ludlowe High School","Special Education",89.7,92.2,82.9,89.7
"Fairfield School District","Fairfield Warde High School","Non-Special Education",97.8,96.3,96.1,98.1
"Fairfield School District","Fairfield Warde High School","Special Education",79.2,90.2,71.0,82.1
"Farmington School District","Farmington High School","Non-Special Education",96.1,97.8,99.3,100.0
"Farmington School District","Farmington High School","Special Education",96.3,87.5,89.3,83.8
"Glastonbury School District","Glastonbury High School","Non-Special Education",99.0,99.6,99.4,99.6
"Glastonbury School District","Glastonbury High School","Special Education",93.7,86.5,89.7,96.0
"Granby School District","Granby Memorial High School","Non-Special Education",97.8,98.8,98.9,97.8
"Granby School District","Granby Memorial High School","Special Education",100.0,100.0,88.9,89.5
"Greenwich School District","Greenwich High School","Non-Special Education",98.4,96.9,97.6,98.6
"Greenwich School District","Greenwich High School","Special Education",87.5,87.9,93.5,96.2
"Griswold School District","Griswold High School","Non-Special Education",89.2,89.8,92.6,91.5
"Griswold School District","Griswold High School","Special Education",40.9,80.8,76.5,72.0
"Groton School District","Robert E. Fitch High School","Non-Special Education",85.3,84.6,87.1,87.6
"Groton School District","Robert E. Fitch High School","Special Education",57.1,78.8,67.5,76.3
"Guilford School District","Guilford High School","Non-Special Education",96.3,100.0,96.7,97.6
"Guilford School District","Guilford High School","Special Education",100.0,93.9,85.7,76.9
"Hamden School District","Hamden High School","Non-Special Education",89.2,91.7,90.9,96.2
"Hamden School District","Hamden High School","Special Education",82.5,85.7,89.5,84.8
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",82.1,80.3,82.8,79.5
"Hartford School District","Bulkeley High School Upper School","Special Education",69.8,61.4,40.0,87.1
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",89.3,97.0,100.0,98.0
"Hartford School District","Capital Preparatory Magnet School","Special Education","*","N/A","N/A","*"
"Hartford School District","Classical Magnet School","Non-Special Education",97.6,98.7,98.8,98.8
"Hartford School District","Classical Magnet School","Special Education","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",78.7,72.2,74.5,69.9
"Hartford School District","Culinary Arts Academy","Special Education",50.0,44.4,50.0,59.1
"Hartford School District","Great Path Academy High School at MCC","Non-Special Education","N/A","N/A",96.7,97.8
"Hartford School District","Great Path Academy High School at MCC","Special Education","N/A","N/A",87.5,100.0
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",80.5,83.3,76.1,75.0
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",66.7,57.6,42.9,40.0
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",77.5,79.6,72.6,76.8
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",73.9,54.5,72.0,55.6
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",66.7,65.1,83.0,80.2
"Hartford School District","HPHS Law and Government Academy","Special Education",77.8,57.1,88.2,66.7
"Hartford School District","High School Inc.","Non-Special Education","N/A","N/A",78.3,69.0
"Hartford School District","High School Inc.","Special Education","N/A","N/A",68.2,71.4
"Hartford School District","Journalism and Media Academy Magnet School","Non-Special Education","N/A","N/A",75.5,80.4
"Hartford School District","Journalism and Media Academy Magnet School","Special Education","N/A","N/A","*",73.3
"Hartford School District","OPPortunity High School","Non-Special Education",46.7,56.7,68.7,50.0
"Hartford School District","OPPortunity High School","Special Education","*",50.0,76.5,75.0
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",84.3,95.9,94.9,100.0
"Hartford School District","Pathways Academy of Technology and Design","Special Education",88.9,90.9,91.7,81.8
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",94.1,95.7,94.2,96.7
"Hartford School District","Sports and Medical Sciences Academy","Special Education","*",91.7,"*",87.5
"Hartford School District","University High of Science and Engineering","Non-Special Education",97.1,91.4,97.7,94.6
"Hartford School District","University High of Science and Engineering","Special Education","*","*",100.0,"*"
"Killingly School District","Killingly High School","Non-Special Education",77.8,84.6,82.5,86.2
"Killingly School District","Killingly High School","Special Education",50.0,81.5,60.0,77.3
"Learn","Connecticut River Academy","Non-Special Education","N/A","N/A",95.7,95.3
"Learn","Connecticut River Academy","Special Education","N/A","N/A",100.0,81.8
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-Special Education","N/A","N/A","*",95.7
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Special Education","N/A","N/A","N/A","*"
"Learn","Three Rivers Middle College Magnet School","Non-Special Education","N/A","N/A",81.8,96.7
"Learn","Three Rivers Middle College Magnet School","Special Education","N/A","N/A","*","*"
"Lebanon School District","Lyman Memorial High School","Non-Special Education",94.4,93.0,93.6,96.8
"Lebanon School District","Lyman Memorial High School","Special Education",93.3,100.0,100.0,87.5
"Ledyard School District","Ledyard High School","Non-Special Education",93.2,94.5,92.6,98.0
"Ledyard School District","Ledyard High School","Special Education",81.0,91.3,100.0,93.5
"Lisbon School District","Community Connection - The Big Picture High School","Non-Special Education","N/A","*","*","N/A"
"Lisbon School District","Community Connection - The Big Picture High School","Special Education","*","N/A","*","N/A"
"Litchfield School District","Litchfield High School","Non-Special Education","*","*",98.7,"*"
"Litchfield School District","Litchfield High School","Special Education","*","*",100.0,"*"
"Madison School District","Daniel Hand High School","Non-Special Education",98.6,99.3,100.0,99.3
"Madison School District","Daniel Hand High School","Special Education",85.7,97.6,97.4,94.1
"Manchester School District","Manchester High School","Non-Special Education",79.5,82.8,85.9,91.0
"Manchester School District","Manchester High School","Special Education",62.1,76.6,74.5,82.6
"Meriden School District","Francis T. Maloney High School","Non-Special Education",81.0,79.6,81.6,84.4
"Meriden School District","Francis T. Maloney High School","Special Education",56.8,44.0,54.8,58.5
"Meriden School District","Orville H. Platt High School","Non-Special Education",74.1,77.8,75.3,88.9
"Meriden School District","Orville H. Platt High School","Special Education",66.7,56.9,59.5,47.8
"Middletown School District","Middletown High School","Non-Special Education",83.6,87.0,87.6,92.3
"Middletown School District","Middletown High School","Special Education",60.4,71.1,83.7,85.7
"Milford School District","Jonathan Law High School","Non-Special Education",90.5,90.7,90.4,95.1
"Milford School District","Jonathan Law High School","Special Education",71.4,74.5,70.5,86.7
"Milford School District","Joseph A. Foran High School","Non-Special Education",95.6,98.1,96.3,98.0
"Milford School District","Joseph A. Foran High School","Special Education",89.2,72.7,81.3,94.1
"Monroe School District","Masuk High School","Non-Special Education",99.7,99.7,99.3,99.6
"Monroe School District","Masuk High School","Special Education",75.0,93.3,93.8,90.3
"Montville School District","Montville High School","Non-Special Education",89.3,91.9,92.4,91.8
"Montville School District","Montville High School","Special Education",75.0,68.0,72.2,92.3
"Naugatuck School District","Naugatuck High School","Non-Special Education",86.6,88.4,85.0,84.5
"Naugatuck School District","Naugatuck High School","Special Education",72.3,77.6,67.3,82.6
"New Britain School District","New Britain High School","Non-Special Education",61.7,71.8,70.9,75.4
"New Britain School District","New Britain High School","Special Education",47.5,59.8,58.8,68.5
"New Canaan School District","New Canaan High School","Non-Special Education",98.9,100.0,99.0,100.0
"New Canaan School District","New Canaan High School","Special Education",93.3,97.7,90.7,90.9
"New Fairfield School District","New Fairfield High School","Non-Special Education",94.9,99.5,97.4,98.6
"New Fairfield School District","New Fairfield High School","Special Education",87.5,86.4,92.0,91.7
"New Haven School District","Cooperative High School","Non-Special Education",84.2,92.9,92.1,96.0
"New Haven School District","Cooperative High School","Special Education",87.5,100.0,77.8,84.6
"New Haven School District","High School In The Community","Non-Special Education",62.7,61.3,64.8,58.7
"New Haven School District","High School In The Community","Special Education",80.0,"*",55.6,"*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",88.3,92.0,93.9,91.3
"New Haven School District","Hill Regional Career High School","Special Education",87.5,"*","*",80.0
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",82.9,84.6,80.6,96.4
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education","*",75.0,"*",87.5
"New Haven School District","James Hillhouse High School","Non-Special Education",59.7,62.0,63.9,76.2
"New Haven School District","James Hillhouse High School","Special Education",45.2,54.8,54.8,62.9
"New Haven School District","Metropolitan Business Academy","Non-Special Education",87.1,92.1,82.2,91.9
"New Haven School District","Metropolitan Business Academy","Special Education","*","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",75.0,77.5,72.2,89.7
"New Haven School District","New Haven Academy","Special Education","*","*","*",85.7
"New Haven School District","Sound School","Non-Special Education",92.9,91.8,94.1,94.6
"New Haven School District","Sound School","Special Education","*",100.0,100.0,90.0
"New Haven School District","Wilbur Cross High School","Non-Special Education",64.0,73.7,72.8,72.7
"New Haven School District","Wilbur Cross High School","Special Education",38.3,50.0,53.8,41.4
"New London School District","New London High School","Non-Special Education",75.0,73.4,71.7,80.3
"New London School District","New London High School","Special Education",40.9,60.5,48.5,68.8
"New Milford School District","New Milford High School","Non-Special Education",92.8,95.2,93.5,95.1
"New Milford School District","New Milford High School","Special Education",60.4,83.7,74.4,73.3
"Newington School District","Newington High School","Non-Special Education",92.5,94.6,95.0,96.7
"Newington School District","Newington High School","Special Education",62.2,75.0,63.9,75.0
"Newtown School District","Newtown High School","Non-Special Education",96.7,97.3,97.9,100.0
"Newtown School District","Newtown High School","Special Education",93.5,86.5,79.5,78.0
"North Branford School District","North Branford High School","Non-Special Education",97.0,94.5,97.3,91.7
"North Branford School District","North Branford High School","Special Education",80.0,81.8,95.0,96.2
"North Haven School District","North Haven High School","Non-Special Education",89.6,96.9,93.1,93.7
"North Haven School District","North Haven High School","Special Education",76.9,85.0,80.6,72.0
"North Stonington School District","Wheeler High School","Non-Special Education",90.2,"*","*",95.9
"North Stonington School District","Wheeler High School","Special Education",100.0,"*","*",100.0
"Norwalk School District","Brien McMahon High School","Non-Special Education",92.1,91.3,89.4,88.6
"Norwalk School District","Brien McMahon High School","Special Education",85.5,84.8,91.7,81.4
"Norwalk School District","Norwalk High School","Non-Special Education",88.8,88.3,91.2,93.1
"Norwalk School District","Norwalk High School","Special Education",92.9,83.3,87.1,84.1
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",46.8,"*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",53.3,"*","*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",86.0,88.3,88.7,90.6
"Norwich Free Academy District","Norwich Free Academy","Special Education",70.5,84.4,69.8,75.8
"Norwich School District","Thames River Academy","Non-Special Education","*","*","N/A","N/A"
"Norwich School District","Thames River Academy","Special Education","*","*","N/A","N/A"
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education","*",98.4,95.3,95.9
"Old Saybrook School District","Old Saybrook Senior High School","Special Education","*",94.1,100.0,80.0
"Oxford School District","Oxford High School","Non-Special Education",97.9,92.7,98.6,98.2
"Oxford School District","Oxford High School","Special Education",80.0,77.8,85.7,75.0
"Plainfield School District","Plainfield High School","Non-Special Education",91.1,94.3,92.2,92.6
"Plainfield School District","Plainfield High School","Special Education",85.7,72.5,65.6,60.0
"Plainville School District","Plainville High School","Non-Special Education",91.7,97.2,92.7,94.1
"Plainville School District","Plainville High School","Special Education",84.6,74.1,84.0,85.0
"Plymouth School District","Terryville High School","Non-Special Education",96.9,95.0,91.0,95.6
"Plymouth School District","Terryville High School","Special Education",87.5,60.0,80.0,71.4
"Portland School District","Portland High School","Non-Special Education",85.2,94.0,87.2,96.0
"Portland School District","Portland High School","Special Education",77.8,85.7,100.0,90.9
"Putnam School District","Putnam High School","Non-Special Education",94.6,91.5,92.0,94.2
"Putnam School District","Putnam High School","Special Education",62.5,85.7,88.2,76.9
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education",86.9,96.5,92.7,93.2
"Regional School District 01","Housatonic Valley Regional High School","Special Education",80.0,95.2,91.7,94.1
"Regional School District 04","Valley Regional High School","Non-Special Education",91.9,93.4,97.9,98.3
"Regional School District 04","Valley Regional High School","Special Education",76.2,91.3,80.0,94.7
"Regional School District 05","Amity Regional High School","Non-Special Education",94.6,97.7,97.2,98.6
"Regional School District 05","Amity Regional High School","Special Education",91.7,95.3,92.3,96.0
"Regional School District 06","Wamogo Regional High School","Non-Special Education",89.9,94.7,96.4,94.8
"Regional School District 06","Wamogo Regional High School","Special Education",85.7,100.0,92.3,87.5
"Regional School District 07","Northwestern Regional High School","Non-Special Education",98.3,99.4,98.8,98.3
"Regional School District 07","Northwestern Regional High School","Special Education",100.0,88.2,100.0,100.0
"Regional School District 08","RHAM High School","Non-Special Education",89.9,98.0,96.6,97.6
"Regional School District 08","RHAM High School","Special Education",72.4,78.4,85.7,90.5
"Regional School District 08","Region Alternative High School","Non-Special Education","N/A","N/A","*","N/A"
"Regional School District 08","Region Alternative High School","Special Education","N/A","N/A","*","N/A"
"Regional School District 09","Joel Barlow High School","Non-Special Education",99.5,99.5,98.1,98.2
"Regional School District 09","Joel Barlow High School","Special Education",85.7,86.4,87.5,100.0
"Regional School District 10","Lewis S. Mills High School","Non-Special Education",100.0,98.5,97.1,97.8
"Regional School District 10","Lewis S. Mills High School","Special Education",71.4,91.7,79.2,84.6
"Regional School District 11","Parish Hill High School","Non-Special Education",75.0,96.8,90.3,"*"
"Regional School District 11","Parish Hill High School","Special Education","N/A",100.0,100.0,"*"
"Regional School District 12","Shepaug Valley High School","Non-Special Education",86.4,86.2,93.0,"N/A"
"Regional School District 12","Shepaug Valley High School","Special Education",91.7,87.5,92.3,"N/A"
"Regional School District 12","Shepaug Valley School","Non-Special Education","N/A","N/A","N/A",100.0
"Regional School District 12","Shepaug Valley School","Special Education","N/A","N/A","N/A",100.0
"Regional School District 13","Coginchaug Regional High School","Non-Special Education",95.2,98.3,98.4,98.2
"Regional School District 13","Coginchaug Regional High School","Special Education",85.7,95.5,94.7,95.0
"Regional School District 14","Nonnewaug High School","Non-Special Education",97.5,98.9,96.6,98.9
"Regional School District 14","Nonnewaug High School","Special Education",87.5,94.7,79.2,90.0
"Regional School District 15","Pomperaug Regional High School","Non-Special Education",95.1,96.8,98.5,99.3
"Regional School District 15","Pomperaug Regional High School","Special Education",86.8,90.9,89.4,93.0
"Regional School District 16","Woodland Regional High School","Non-Special Education",91.2,96.6,93.1,98.7
"Regional School District 16","Woodland Regional High School","Special Education",66.7,88.9,81.8,85.0
"Regional School District 17","Haddam-Killingworth High School","Non-Special Education",94.9,95.7,99.3,100.0
"Regional School District 17","Haddam-Killingworth High School","Special Education",90.9,88.0,88.5,96.3
"Regional School District 18","Lyme-Old Lyme High School","Non-Special Education",99.2,98.9,98.0,99.0
"Regional School District 18","Lyme-Old Lyme High School","Special Education",91.7,91.7,84.6,85.7
"Regional School District 19","E. O. Smith High School","Non-Special Education",89.1,93.4,97.0,98.0
"Regional School District 19","E. O. Smith High School","Special Education",71.4,83.9,68.1,97.1
"Ridgefield School District","Ridgefield High School","Non-Special Education",98.2,99.5,99.5,99.0
"Ridgefield School District","Ridgefield High School","Special Education",89.1,98.0,91.9,89.7
"Rocky Hill School District","Rocky Hill High School","Non-Special Education",92.3,95.7,94.8,93.9
"Rocky Hill School District","Rocky Hill High School","Special Education",100.0,81.0,87.0,92.9
"Seymour School District","Seymour High School","Non-Special Education","*",92.7,90.1,91.8
"Seymour School District","Seymour High School","Special Education","*",75.0,80.0,75.0
"Shelton School District","Shelton High School","Non-Special Education",94.6,95.7,94.8,96.4
"Shelton School District","Shelton High School","Special Education",61.5,71.4,58.3,73.1
"Simsbury School District","Simsbury High School","Non-Special Education",97.6,99.2,99.1,98.3
"Simsbury School District","Simsbury High School","Special Education",82.8,97.5,95.5,93.0
"Somers School District","Somers High School","Non-Special Education",96.9,98.5,98.5,99.1
"Somers School District","Somers High School","Special Education",91.7,87.5,86.7,85.7
"South Windsor School District","South Windsor High School","Non-Special Education",94.2,98.2,97.3,99.0
"South Windsor School District","South Windsor High School","Special Education",86.8,95.7,91.9,95.0
"Southington School District","Southington High School","Non-Special Education",96.0,96.9,96.0,98.9
"Southington School District","Southington High School","Special Education",83.9,85.7,88.7,81.8
"Stafford School District","Stafford High School","Non-Special Education",87.7,89.6,92.3,96.8
"Stafford School District","Stafford High School","Special Education",69.2,92.9,70.0,86.7
"Stamford Academy District","Stamford Academy","Non-Special Education","*",58.1,"*","*"
