"Five-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Special Education Status"

"",,,,"Non-Graduates",,,
"Connecticut Technical High School System","Windham Technical High School","Special Education",17,"*","*","*","*"
"Coventry School District","Coventry High School","Non-Special Education",110,"*","*","*","*"
"Coventry School District","Coventry High School","Special Education",20,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-Special Education",124,"*","*","*","*"
"Cromwell School District","Cromwell High School","Special Education",8,"*","*","*","*"
"Danbury School District","Danbury High School","Non-Special Education",632,8,1.3,63,10.0
"Danbury School District","Danbury High School","Special Education",70,11,15.7,10,14.3
"Darien School District","Darien High School","Non-Special Education",278,"*","*","*","*"
"Darien School District","Darien High School","Special Education",51,"*","*","*","*"
"Derby School District","Derby High School","Non-Special Education",87,"*","*","*","*"
"Derby School District","Derby High School","Special Education",15,"*","*","*","*"
"East Granby School District","East Granby High School","Non-Special Education","*","*","*","*","*"
"East Granby School District","East Granby High School","Special Education","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education",87,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Special Education",13,"*","*","*","*"
"East Hampton School District","East Hampton High School","Non-Special Education","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Special Education","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-Special Education",45,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Special Education","*","*","*","*","*"
"East Hartford School District","East Hartford High School","Non-Special Education",307,13,4.2,23,7.5
"East Hartford School District","East Hartford High School","Special Education",44,7,15.9,"*","*"
"East Hartford School District","Stevens Alternate High school","Non-Special Education",63,"*","*",21,33.3
"East Hartford School District","Stevens Alternate High school","Special Education","*","*","*",6,33.3
"East Haven School District","East Haven High School","Non-Special Education",222,"*","*",27,12.2
"East Haven School District","East Haven High School","Special Education",29,"*","*",8,27.6
"East Lyme School District","East Lyme High School","Non-Special Education",237,"*","*","*","*"
"East Lyme School District","East Lyme High School","Special Education",24,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-Special Education",92,"*","*","*","*"
"East Windsor School District","East Windsor High School","Special Education",14,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-Special Education",30,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-Special Education",26,"*","*",10,38.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Special Education","*","*","*","*","*"
"Ellington School District","Ellington High School","Non-Special Education",172,"*","*","*","*"
"Ellington School District","Ellington High School","Special Education",22,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-Special Education","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Special Education","*","*","*","*","*"
"Enfield School District","Enfield High School","Non-Special Education",173,"*","*",23,13.3
"Enfield School District","Enfield High School","Special Education",17,"*","*",6,35.3
"Enfield School District","Enrico Fermi High School","Non-Special Education",191,"*","*",9,4.7
"Enfield School District","Enrico Fermi High School","Special Education",41,"*","*",6,14.6
"Explorations District","Explorations","Non-Special Education",17,"*","*","*","*"
"Explorations District","Explorations","Special Education",9,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-Special Education",320,"*","*",8,2.5
"Fairfield School District","Fairfield Ludlowe High School","Special Education",39,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Non-Special Education",324,"*","*",6,1.9
"Fairfield School District","Fairfield Warde High School","Special Education",28,"*","*","*","*"
"Farmington School District","Farmington High School","Non-Special Education",299,"*","*","*","*"
"Farmington School District","Farmington High School","Special Education",37,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-Special Education",515,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Special Education",50,"*","*","*","*"
"Granby School District","Granby Memorial High School","Non-Special Education",180,"*","*","*","*"
"Granby School District","Granby Memorial High School","Special Education",19,"*","*","*","*"
"Greenwich School District","Greenwich High School","Non-Special Education",577,"*","*","*","*"
"Greenwich School District","Greenwich High School","Special Education",79,"*","*","*","*"
"Griswold School District","Griswold High School","Non-Special Education",141,"*","*",11,7.8
"Griswold School District","Griswold High School","Special Education",25,"*","*",7,28.0
"Groton School District","Robert E. Fitch High School","Non-Special Education",275,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Special Education",38,"*","*","*","*"
"Guilford School District","Guilford High School","Non-Special Education",253,"*","*","*","*"
"Guilford School District","Guilford High School","Special Education",26,"*","*","*","*"
"Hamden School District","Hamden High School","Non-Special Education",390,"*","*","*","*"
"Hamden School District","Hamden High School","Special Education",46,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",166,"*","*",31,18.7
"Hartford School District","Bulkeley High School Upper School","Special Education",31,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",50,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Special Education","*","*","*","*","*"
"Hartford School District","Classical Magnet School","Non-Special Education",80,"*","*","*","*"
"Hartford School District","Classical Magnet School","Special Education","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",73,"*","*",19,26.0
"Hartford School District","Culinary Arts Academy","Special Education",22,6,27.3,"*","*"
"Hartford School District","Great Path Academy High School at MCC","Non-Special Education",46,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Special Education",6,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",68,"*","*",16,23.5
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",15,"*","*",8,53.3
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",112,"*","*",24,21.4
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",18,"*","*",7,38.9
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",106,"*","*",18,17.0
"Hartford School District","HPHS Law and Government Academy","Special Education",12,"*","*","*","*"
"Hartford School District","High School Inc.","Non-Special Education",58,"*","*",16,27.6
"Hartford School District","High School Inc.","Special Education",14,"*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Non-Special Education",56,"*","*",11,19.6
"Hartford School District","Journalism and Media Academy Magnet School","Special Education",15,"*","*","*","*"
"Hartford School District","OPPortunity High School","Non-Special Education",50,"*","*",25,50.0
"Hartford School District","OPPortunity High School","Special Education",12,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",60,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Special Education",11,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",92,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Special Education",8,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-Special Education",74,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Special Education",6,"*","*","*","*"
"Killingly School District","Killingly High School","Non-Special Education",181,"*","*","*","*"
"Killingly School District","Killingly High School","Special Education",22,"*","*","*","*"
"Learn","Connecticut River Academy","Non-Special Education",85,"*","*","*","*"
"Learn","Connecticut River Academy","Special Education",11,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-Special Education",23,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Special Education","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-Special Education",30,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Special Education","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-Special Education",95,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Special Education",8,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-Special Education",201,"*","*","*","*"
"Ledyard School District","Ledyard High School","Special Education",31,"*","*","*","*"
"Litchfield School District","Litchfield High School","Non-Special Education","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Special Education","*","*","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education",283,"*","*","*","*"
"Madison School District","Daniel Hand High School","Special Education",34,"*","*","*","*"
"Manchester School District","Manchester High School","Non-Special Education",368,"*","*",32,8.7
"Manchester School District","Manchester High School","Special Education",46,"*","*",6,13.0
"Meriden School District","Francis T. Maloney High School","Non-Special Education",263,"*","*",40,15.2
"Meriden School District","Francis T. Maloney High School","Special Education",41,"*","*",12,29.3
"Meriden School District","Orville H. Platt High School","Non-Special Education",244,"*","*",27,11.1
"Meriden School District","Orville H. Platt High School","Special Education",46,"*","*",23,50.0
"Middletown School District","Middletown High School","Non-Special Education",271,"*","*","*","*"
"Middletown School District","Middletown High School","Special Education",28,"*","*","*","*"
"Milford School District","Jonathan Law High School","Non-Special Education",225,"*","*",10,4.4
"Milford School District","Jonathan Law High School","Special Education",30,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Non-Special Education",205,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Special Education",34,"*","*","*","*"
"Monroe School District","Masuk High School","Non-Special Education",262,"*","*","*","*"
"Monroe School District","Masuk High School","Special Education",31,"*","*","*","*"
"Montville School District","Montville High School","Non-Special Education",170,"*","*","*","*"
"Montville School District","Montville High School","Special Education",13,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-Special Education",284,"*","*",38,13.4
"Naugatuck School District","Naugatuck High School","Special Education",46,"*","*",6,13.0
"New Britain School District","New Britain High School","Non-Special Education",558,"*","*",127,22.8
"New Britain School District","New Britain High School","Special Education",54,"*","*",12,22.2
"New Canaan School District","New Canaan High School","Non-Special Education",277,"*","*","*","*"
"New Canaan School District","New Canaan High School","Special Education",33,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-Special Education",212,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Special Education",24,"*","*","*","*"
"New Haven School District","Cooperative High School","Non-Special Education",151,"*","*",6,4.0
"New Haven School District","Cooperative High School","Special Education",13,"*","*","*","*"
"New Haven School District","High School In The Community","Non-Special Education",46,"*","*",16,34.8
"New Haven School District","High School In The Community","Special Education",13,"*","*","*","*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",160,"*","*",14,8.8
"New Haven School District","Hill Regional Career High School","Special Education",10,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",28,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education",8,"*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",227,"*","*",49,21.6
"New Haven School District","James Hillhouse High School","Special Education",35,6,17.1,7,20.0
"New Haven School District","Metropolitan Business Academy","Non-Special Education",86,"*","*",7,8.1
"New Haven School District","Metropolitan Business Academy","Special Education",6,"*","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",58,"*","*","*","*"
"New Haven School District","New Haven Academy","Special Education",7,"*","*","*","*"
"New Haven School District","Sound School","Non-Special Education",74,"*","*","*","*"
"New Haven School District","Sound School","Special Education",10,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",256,"*","*",70,27.3
"New Haven School District","Wilbur Cross High School","Special Education",29,6,20.7,11,37.9
"New London School District","New London High School","Non-Special Education",188,"*","*","*","*"
"New London School District","New London High School","Special Education",32,"*","*","*","*"
"New Milford School District","New Milford High School","Non-Special Education",345,"*","*",16,4.6
"New Milford School District","New Milford High School","Special Education",30,"*","*",7,23.3
"Newington School District","Newington High School","Non-Special Education",331,"*","*","*","*"
"Newington School District","Newington High School","Special Education",32,"*","*","*","*"
"Newtown School District","Newtown High School","Non-Special Education",379,"*","*","*","*"
"Newtown School District","Newtown High School","Special Education",41,"*","*","*","*"
"North Branford School District","North Branford High School","Non-Special Education",120,"*","*","*","*"
"North Branford School District","North Branford High School","Special Education",26,"*","*","*","*"
"North Haven School District","North Haven High School","Non-Special Education",286,"*","*",15,5.2
"North Haven School District","North Haven High School","Special Education",25,"*","*",7,28.0
"North Stonington School District","Wheeler High School","Non-Special Education",49,"*","*","*","*"
"North Stonington School District","Wheeler High School","Special Education",7,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-Special Education",352,16,4.5,24,6.8
"Norwalk School District","Brien McMahon High School","Special Education",43,6,14.0,"*","*"
"Norwalk School District","Norwalk High School","Non-Special Education",331,"*","*",19,5.7
"Norwalk School District","Norwalk High School","Special Education",44,"*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",36,15,41.7,14,38.9
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",7,"*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",540,"*","*",51,9.4
"Norwich Free Academy District","Norwich Free Academy","Special Education",62,"*","*",12,19.4
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education",123,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Special Education",10,"*","*","*","*"
"Oxford School District","Oxford High School","Non-Special Education",165,"*","*","*","*"
"Oxford School District","Oxford High School","Special Education",8,"*","*","*","*"
"Plainfield School District","Plainfield High School","Non-Special Education",149,"*","*","*","*"
"Plainfield School District","Plainfield High School","Special Education",20,"*","*","*","*"
"Plainville School District","Plainville High School","Non-Special Education",152,"*","*","*","*"
"Plainville School District","Plainville High School","Special Education",20,"*","*","*","*"
"Plymouth School District","Terryville High School","Non-Special Education",113,"*","*","*","*"
"Plymouth School District","Terryville High School","Special Education",14,"*","*","*","*"
"Portland School District","Portland High School","Non-Special Education",101,"*","*","*","*"
"Portland School District","Portland High School","Special Education",11,"*","*","*","*"
"Putnam School District","Putnam High School","Non-Special Education",52,"*","*","*","*"
"Putnam School District","Putnam High School","Special Education",13,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education",103,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Special Education",17,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-Special Education",117,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Special Education",19,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-Special Education",363,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Special Education",50,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-Special Education",77,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Special Education",16,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-Special Education",179,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Special Education",7,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-Special Education",248,"*","*","*","*"
"Regional School District 08","RHAM High School","Special Education",42,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-Special Education",218,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Special Education",31,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-Special Education",186,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Special Education",26,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-Special Education","*","*","*","*","*"
"Regional School District 11","Parish Hill High School","Special Education","*","*","*","*","*"
"Regional School District 12","Shepaug Valley School","Non-Special Education",63,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Special Education",14,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-Special Education",110,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Special Education",20,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-Special Education",187,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Special Education",20,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-Special Education",281,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Special Education",43,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-Special Education",156,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Special Education",20,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-Special Education",124,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Special Education",27,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-Special Education",100,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Special Education",7,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-Special Education",245,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Special Education",35,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-Special Education",417,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Special Education",39,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-Special Education",165,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Special Education",14,"*","*","*","*"
"Seymour School District","Seymour High School","Non-Special Education",122,"*","*","*","*"
"Seymour School District","Seymour High School","Special Education",12,"*","*","*","*"
"Shelton School District","Shelton High School","Non-Special Education",336,"*","*",11,3.3
"Shelton School District","Shelton High School","Special Education",26,"*","*",6,23.1
"Simsbury School District","Simsbury High School","Non-Special Education",346,"*","*","*","*"
"Simsbury School District","Simsbury High School","Special Education",43,"*","*","*","*"
"Somers School District","Somers High School","Non-Special Education",115,"*","*","*","*"
"Somers School District","Somers High School","Special Education",14,"*","*","*","*"
"South Windsor School District","South Windsor High School","Non-Special Education",292,"*","*","*","*"
"South Windsor School District","South Windsor High School","Special Education",40,"*","*","*","*"
"Southington School District","Southington High School","Non-Special Education",435,"*","*","*","*"
"Southington School District","Southington High School","Special Education",66,"*","*","*","*"
"Stafford School District","Stafford High School","Non-Special Education",125,"*","*","*","*"
"Stafford School District","Stafford High School","Special Education",15,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Non-Special Education",45,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Special Education",10,"*","*","*","*"
"Stamford School District","Stamford High School","Non-Special Education",421,7,1.7,21,5.0
"Stamford School District","Stamford High School","Special Education",52,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-Special Education",146,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Special Education",19,"*","*","*","*"
"Stamford School District","Westhill High School","Non-Special Education",472,"*","*",31,6.6
"Stamford School District","Westhill High School","Special Education",57,"*","*",7,12.3
"Stonington School District","Stonington High School","Non-Special Education",161,"*","*","*","*"
"Stonington School District","Stonington High School","Special Education",9,"*","*","*","*"
"Stratford School District","Bunnell High School","Non-Special Education",312,"*","*","*","*"
"Stratford School District","Bunnell High School","Special Education",22,"*","*","*","*"
"Stratford School District","Stratford High School","Non-Special Education",259,"*","*",13,5.0
"Stratford School District","Stratford High School","Special Education",26,"*","*","*","*"
"Suffield School District","Suffield High School","Non-Special Education",188,"*","*","*","*"
"Suffield School District","Suffield High School","Special Education",25,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Non-Special Education","*","*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Special Education","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","Non-Special Education",78,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Special Education",6,"*","*","*","*"
"Thomaston School District","Thomaston High School","Non-Special Education",60,"*","*","*","*"
"Thomaston School District","Thomaston High School","Special Education",10,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Non-Special Education",75,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Special Education",8,"*","*","*","*"
"Tolland School District","Tolland High School","Non-Special Education",204,"*","*","*","*"
"Tolland School District","Tolland High School","Special Education",19,"*","*","*","*"
"Torrington School District","Torrington High School","Non-Special Education",228,"*","*","*","*"
"Torrington School District","Torrington High School","Special Education",27,"*","*","*","*"
"Trumbull School District","Trumbull High School","Non-Special Education",498,"*","*","*","*"
"Trumbull School District","Trumbull High School","Special Education",51,"*","*","*","*"
"Vernon School District","Rockville High School","Non-Special Education",255,"*","*",25,9.8
"Vernon School District","Rockville High School","Special Education",34,"*","*",6,17.6
"Wallingford School District","Lyman Hall High School","Non-Special Education",218,"*","*",12,5.5
"Wallingford School District","Lyman Hall High School","Special Education",32,"*","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Non-Special Education",197,"*","*",7,3.6
"Wallingford School District","Mark T. Sheehan High School","Special Education",28,"*","*","*","*"
"Waterbury School District","Crosby High School","Non-Special Education",343,"*","*",79,23.0
"Waterbury School District","Crosby High School","Special Education",49,"*","*",12,24.5
"Waterbury School District","John F. Kennedy High School","Non-Special Education",321,"*","*",83,25.9
"Waterbury School District","John F. Kennedy High School","Special Education",51,"*","*",24,47.1
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-Special Education",109,"*","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","Special Education",11,"*","*","*","*"
"Waterbury School District","Wilby High School","Non-Special Education",291,"*","*",84,28.9
"Waterbury School District","Wilby High School","Special Education",72,"*","*",20,27.8
"Waterford School District","Waterford High School","Non-Special Education",180,"*","*","*","*"
"Waterford School District","Waterford High School","Special Education",17,"*","*","*","*"
