"Five-Year Graduation Rates, 2010-11"
"All Districts, All Schools, High Needs Status"

"",,,,,,"Graduates",
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","High Needs",27,22,81.5
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Non-High Needs",11,11,"*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","High Needs",41,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Non-High Needs",110,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","High Needs",64,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Non-High Needs",127,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","High Needs",28,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Non-High Needs",73,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","High Needs",39,28,71.8
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Non-High Needs",84,72,85.7
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","High Needs",36,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-High Needs",89,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","High Needs",13,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-High Needs",106,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","High Needs",35,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-High Needs",147,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","High Needs",18,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-High Needs",111,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","High Needs",49,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-High Needs",108,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","High Needs",13,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-High Needs",122,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","High Needs",18,18,"*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-High Needs",93,91,97.8
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","High Needs",22,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-High Needs",170,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","High Needs",34,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-High Needs",165,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","High Needs",26,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-High Needs",108,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","High Needs",26,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-High Needs",126,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","High Needs",17,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-High Needs",109,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","High Needs",27,20,74.1
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-High Needs",125,119,95.2
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","High Needs",31,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-High Needs",135,"*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","High Needs",302,219,72.5
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-High Needs",414,377,91.1
"Darien School District","=""0350011""","Darien High School","=""0356111""","High Needs",40,38,95.0
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-High Needs",286,279,97.6
"Derby School District","=""0370011""","Derby High School","=""0376111""","High Needs",52,38,73.1
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-High Needs",69,59,85.5
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","High Needs",7,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-High Needs",69,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","High Needs",10,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-High Needs",83,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","High Needs",17,15,"*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-High Needs",119,112,94.1
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","High Needs",9,9,"*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-High Needs",24,24,100.0
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","High Needs",294,250,85.0
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-High Needs",210,184,87.6
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","High Needs",89,68,76.4
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-High Needs",203,188,92.6
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","High Needs",44,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-High Needs",280,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","High Needs",35,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-High Needs",55,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","High Needs","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-High Needs","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","High Needs",15,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-High Needs",28,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","High Needs",25,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-High Needs",157,"*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","High Needs",69,47,68.1
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-High Needs",168,155,92.3
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","High Needs",53,44,83.0
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-High Needs",222,199,89.6
"Explorations District","=""2720013""","Explorations","=""2726113""","High Needs",14,"*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-High Needs",16,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","High Needs",47,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-High Needs",303,"*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","High Needs",50,"*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-High Needs",251,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","High Needs",49,42,85.7
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-High Needs",284,278,97.9
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","High Needs",84,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-High Needs",458,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","High Needs",18,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-High Needs",175,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","High Needs",135,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-High Needs",497,"*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","High Needs",50,29,58.0
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-High Needs",148,137,92.6
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","High Needs",113,76,67.3
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-High Needs",214,195,91.1
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","High Needs",37,"*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-High Needs",229,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","High Needs",181,142,78.5
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-High Needs",389,362,93.1
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","High Needs",266,211,79.3
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Non-High Needs",12,12,"*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","High Needs",16,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-High Needs",15,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","High Needs",47,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-High Needs",41,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","High Needs","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Non-High Needs","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","High Needs",131,103,78.6
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","High Needs","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Non-High Needs","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","High Needs","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Non-High Needs","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","High Needs",47,"*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Non-High Needs",7,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","High Needs",90,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-High Needs",8,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","High Needs","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Non-High Needs","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","High Needs",35,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Non-High Needs",37,"*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","High Needs",69,40,58.0
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-High Needs",124,103,83.1
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","High Needs",30,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-High Needs",128,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","High Needs",51,44,86.3
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-High Needs",176,165,93.8
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","High Needs","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","High Needs",10,"*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-High Needs",82,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","High Needs",35,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-High Needs",280,"*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","High Needs",215,134,62.3
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-High Needs",278,248,89.2
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","High Needs",173,117,67.6
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-High Needs",140,126,90.0
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","High Needs",192,124,64.6
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-High Needs",106,94,88.7
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","High Needs",132,86,65.2
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-High Needs",209,188,90.0
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","High Needs",64,47,73.4
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-High Needs",160,149,93.1
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","High Needs",63,55,87.3
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-High Needs",202,196,97.0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","High Needs",35,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-High Needs",330,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","High Needs",47,40,85.1
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-High Needs",147,131,89.1
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","High Needs",149,111,74.5
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-High Needs",220,202,91.8
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","High Needs",523,287,54.9
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-High Needs",200,145,72.5
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","High Needs",32,"*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-High Needs",278,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","High Needs",32,26,81.3
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-High Needs",207,199,96.1
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","High Needs",67,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-High Needs",42,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","High Needs",48,33,68.8
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-High Needs",29,17,58.6
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","High Needs",110,93,84.5
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-High Needs",60,57,95.0
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","High Needs",31,25,80.6
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-High Needs",9,9,"*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","High Needs",242,139,57.4
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-High Needs",67,41,61.2
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","High Needs",26,"*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-High Needs",7,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","High Needs",45,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-High Needs",17,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","High Needs",27,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-High Needs",34,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","High Needs",388,230,59.3
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-High Needs",87,62,71.3
"New London School District","=""0950011""","New London High School","=""0956111""","High Needs",187,121,64.7
"New London School District","=""0950011""","New London High School","=""0956111""","Non-High Needs",73,59,80.8
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","High Needs",79,56,70.9
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-High Needs",314,293,93.3
"Newington School District","=""0940011""","Newington High School","=""0946111""","High Needs",94,72,76.6
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-High Needs",315,295,93.7
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","High Needs",54,"*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-High Needs",388,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","High Needs",42,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-High Needs",154,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","High Needs",59,50,84.7
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-High Needs",245,219,89.4
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","High Needs",18,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-High Needs",49,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","High Needs",193,165,85.5
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-High Needs",252,241,95.6
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","High Needs",134,114,85.1
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-High Needs",246,225,91.5
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","High Needs",39,"*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-High Needs",23,"*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","High Needs",213,164,77.0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-High Needs",399,350,87.7
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","High Needs",17,"*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Non-High Needs",9,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","High Needs",15,11,"*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-High Needs",106,104,98.1
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","High Needs",15,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-High Needs",139,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","High Needs",68,56,82.4
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-High Needs",158,148,93.7
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","High Needs",51,42,82.4
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-High Needs",179,167,93.3
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","High Needs",23,"*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-High Needs",113,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","High Needs",19,13,"*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-High Needs",78,69,88.5
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","High Needs",35,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-High Needs",37,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","High Needs",30,23,76.7
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-High Needs",107,95,88.8
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","High Needs",32,22,68.8
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-High Needs",137,130,94.9
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","High Needs",52,45,86.5
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-High Needs",352,336,95.5
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","High Needs",25,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-High Needs",78,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","High Needs",25,25,100.0
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Non-High Needs",161,158,98.1
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","High Needs",37,26,70.3
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Non-High Needs",230,209,90.9
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","High Needs",37,"*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Non-High Needs",182,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","High Needs",21,17,81.0
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Non-High Needs",153,153,100.0
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","High Needs",8,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Non-High Needs",28,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","High Needs",14,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Non-High Needs",79,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","High Needs",19,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Non-High Needs",120,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","High Needs",33,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Non-High Needs",184,"*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","High Needs",52,44,84.6
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Non-High Needs",335,321,95.8
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","High Needs",34,25,73.5
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Non-High Needs",163,151,92.6
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","High Needs",25,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Non-High Needs",154,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","High Needs",16,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Non-High Needs",117,"*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","High Needs",51,36,70.6
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Non-High Needs",231,209,90.5
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","High Needs",54,49,90.7
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Non-High Needs",375,368,98.1
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","High Needs",17,"*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Non-High Needs",159,"*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","High Needs",45,30,66.7
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Non-High Needs",142,132,93.0
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","High Needs",82,67,81.7
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Non-High Needs",312,297,95.2
