"Five-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Gender"

"",,,,,,"Non-Graduates",,,
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Male",94,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Female",54,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Male",98,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Female",43,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Male",83,0,0.0,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Female",86,"*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Male",66,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Female",92,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Male",74,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Female",344,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Male",372,"*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Female",161,0,0.0,"*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Male",165,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Female",56,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Male",65,"*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Female",39,0,0.0,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Male",37,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Female",46,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Male",47,0,0.0,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Female",66,"*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Male",70,0,0.0,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Female",18,0,"*",0,"*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Male",15,0,"*",0,"*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Female",268,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Male",236,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Female",150,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Male",142,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Female",163,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Male",161,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Female",43,0,0.0,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Male",47,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Female","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Male","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Female",21,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Male",22,0,0.0,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Female",98,0,0.0,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Male",84,0,0.0,"*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Female",117,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Male",120,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Female",128,0,0.0,"*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Male",147,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Female",16,0,"*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Male",14,0,"*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Female",185,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Male",165,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Female",154,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Male",147,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Female",166,0,0.0,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Male",167,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Female",281,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Male",261,0,0.0,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Female",88,0,0.0,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Male",105,0,0.0,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Female",283,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Male",349,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Female",106,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Male",92,0,0.0,"*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Female",176,0,0.0,"*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Male",151,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Female",140,0,0.0,"*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Male",126,0,0.0,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Female",283,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Male",287,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Female",131,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Male",147,"*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Female",16,0,"*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Male",15,0,"*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Female",50,0,0.0,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Male",38,0,0.0,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Female",48,"*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Male",47,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",24,0,0.0,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",107,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Female",105,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Male",29,0,0.0,"*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Female",57,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Male",45,"*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Female",32,"*","*",16,50.0
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Male",22,"*","*",12,54.5
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Female",45,0,0.0,6,13.3
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Male",53,0,0.0,9,17.0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Female",67,0,0.0,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Male",39,0,0.0,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Female",30,0,0.0,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Male",42,0,0.0,"*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Female",108,"*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Male",85,"*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Female",80,0,0.0,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Male",78,0,0.0,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Female",115,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Male",112,"*","*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Female","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Female",50,0,0.0,"*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Male",42,"*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",158,"*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",157,0,0.0,"*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female",255,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male",238,"*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Female",163,"*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Male",150,"*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Female",161,0,0.0,42,26.1
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Male",137,0,0.0,38,27.7
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Female",180,7,3.9,20,11.1
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Male",161,10,6.2,30,18.6
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Female",122,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Male",102,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Female",141,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Male",124,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Female",197,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Male",168,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Female",89,0,0.0,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Male",105,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Female",183,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Male",186,"*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Female",373,6,1.6,144,38.6
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Male",350,12,3.4,129,36.9
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Female",151,0,0.0,"*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Male",159,"*","*",0,0.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Female",120,0,0.0,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Male",119,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Female",76,0,0.0,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Male",33,0,0.0,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Female",47,0,0.0,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Male",30,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Female",109,0,0.0,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Male",61,"*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Female",10,0,"*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Male",30,"*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Female",159,"*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Male",150,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Female",12,0,"*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Male",21,0,0.0,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Female",36,"*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Male",26,"*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Female",31,0,0.0,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Male",30,0,0.0,0,0.0
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Female",222,"*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Male",253,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Female",116,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Male",144,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Female",185,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Male",208,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Female",204,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Male",205,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Female",243,0,0.0,9,3.7
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Male",199,0,0.0,7,3.5
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Female",95,0,0.0,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Male",101,0,0.0,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Female",166,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Male",138,"*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Female",31,0,0.0,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Male",36,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Female",218,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Male",227,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",185,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",195,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",35,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",27,0,0.0,"*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Female",307,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Male",305,"*","*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Female",12,0,"*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Male",14,0,"*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Female",60,"*","*",0,0.0
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Male",61,"*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Female",76,"*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Male",78,0,0.0,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Female",126,"*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Male",100,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Female",118,0,0.0,10,8.5
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Male",112,0,0.0,11,9.8
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Female",58,0,0.0,"*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Male",78,0,0.0,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Female",46,0,0.0,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Male",51,"*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Female",35,"*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Male",37,"*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Female",67,0,0.0,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Male",70,"*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Female",74,0,0.0,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Male",95,"*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Female",185,0,0.0,"*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Male",219,"*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Female",60,0,0.0,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Male",43,0,0.0,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Female",103,0,0.0,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Male",83,"*","*",0,0.0
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Female",128,0,0.0,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Male",139,"*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Female",106,"*","*",0,0.0
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Male",113,"*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Female",85,"*","*",0,0.0
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Male",89,"*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Female",24,0,0.0,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Male",12,0,"*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Female",41,0,0.0,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Male",52,0,0.0,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Female",69,0,0.0,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Male",70,"*","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Female",108,"*","*",0,0.0
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Male",109,"*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Female",193,0,0.0,"*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Male",194,"*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Female",99,"*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Male",98,"*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Female",77,0,0.0,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Male",102,0,0.0,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Female",77,"*","*",0,0.0
