"Five-Year Graduation Rates, Trend"
"All Districts, All Schools, High Needs Status"

"Bridgeport School District","Central High School","Non-High Needs",71.4,"N/A","*","*"
"Bridgeport School District","Harding High School","High Needs",49.1,67.2,64.0,"*"
"Bridgeport School District","Harding High School","Non-High Needs","*","*","*","N/A"
"Bristol School District","Bristol Central High School","High Needs",67.5,82.9,75.2,79.6
"Bristol School District","Bristol Central High School","Non-High Needs",86.5,96.0,96.3,95.3
"Bristol School District","Bristol Eastern High School","High Needs",82.2,84.3,77.5,81.4
"Bristol School District","Bristol Eastern High School","Non-High Needs",89.5,94.0,93.3,96.2
"Brookfield School District","Brookfield High School","High Needs",94.4,93.3,92.3,97.7
"Brookfield School District","Brookfield High School","Non-High Needs",96.7,100.0,99.0,100.0
"Canton School District","Canton High School","High Needs",94.4,93.8,96.7,87.0
"Canton School District","Canton High School","Non-High Needs",96.0,99.0,100.0,99.1
"Capitol Region Education Council","Academy of Aerospace and Engineering","High Needs","N/A","N/A",88.9,92.9
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-High Needs","N/A","N/A",95.0,100.0
"Capitol Region Education Council","Great Path Academy at MCC","High Needs",89.7,84.0,"N/A","N/A"
"Capitol Region Education Council","Great Path Academy at MCC","Non-High Needs",89.8,88.0,"N/A","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","High Needs",72.7,93.3,84.9,88.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-High Needs",89.7,83.8,84.8,88.2
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","High Needs","N/A","N/A","N/A",94.1
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Non-High Needs","N/A","N/A","N/A","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","High Needs",91.3,91.5,93.6,95.7
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-High Needs",92.4,100.0,97.7,94.0
"Capitol Region Education Council","Public Safety Academy","High Needs","N/A","N/A","N/A",87.2
"Capitol Region Education Council","Public Safety Academy","Non-High Needs","N/A","N/A","N/A","*"
"Cheshire School District","Cheshire High School","High Needs",89.6,98.6,93.5,95.8
"Cheshire School District","Cheshire High School","Non-High Needs",98.7,99.7,99.0,100.0
"Clinton School District","The Morgan School","High Needs",94.3,90.3,84.6,88.9
"Clinton School District","The Morgan School","Non-High Needs",95.4,95.5,95.6,97.0
"Colchester School District","Bacon Academy","High Needs",88.1,93.4,86.8,91.2
"Colchester School District","Bacon Academy","Non-High Needs",96.2,99.4,98.0,99.5
"Common Ground High School District","Common Ground High School","High Needs",81.5,95.8,93.3,86.4
"Common Ground High School District","Common Ground High School","Non-High Needs",100.0,100.0,100.0,100.0
"Connecticut Technical High School System","A. I. Prince Technical High School","High Needs",87.8,94.0,92.5,95.1
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-High Needs",94.5,95.0,"*",100.0
"Connecticut Technical High School System","Bullard-Havens Technical High School","High Needs",93.8,94.1,96.4,91.4
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-High Needs",96.1,100.0,96.4,93.9
"Connecticut Technical High School System","E. C. Goodwin Technical High School","High Needs",92.9,94.6,95.9,96.7
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-High Needs",97.3,"*",100.0,95.0
"Connecticut Technical High School System","Eli Whitney Technical High School","High Needs",71.8,92.4,86.2,93.0
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-High Needs",85.7,"*","*",90.0
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","High Needs",94.4,94.1,97.8,94.1
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-High Needs",96.6,100.0,100.0,95.2
"Connecticut Technical High School System","Emmett O'Brien Technical High School","High Needs",84.6,98.6,98.4,96.8
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-High Needs",96.2,100.0,94.2,98.4
"Connecticut Technical High School System","H. C. Wilcox Technical High School","High Needs",91.4,98.0,100.0,95.7
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-High Needs",98.6,97.1,98.9,100.0
"Connecticut Technical High School System","H. H. Ellis Technical High School","High Needs",88.9,98.3,100.0,100.0
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-High Needs",89.2,94.4,100.0,93.0
"Connecticut Technical High School System","Henry Abbott Technical High School","High Needs",93.9,97.9,95.1,95.0
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-High Needs",93.5,96.9,98.5,100.0
"Connecticut Technical High School System","Howell Cheney Technical High School","High Needs",92.3,96.6,97.6,100.0
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-High Needs",99.2,100.0,97.7,98.4
"Connecticut Technical High School System","Norwich Technical High School","High Needs",100.0,94.7,100.0,96.2
"Connecticut Technical High School System","Norwich Technical High School","Non-High Needs",97.8,100.0,97.4,100.0
"Connecticut Technical High School System","Oliver Wolcott Technical High School","High Needs",90.9,96.9,100.0,96.6
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-High Needs",93.5,98.0,99.2,97.7
"Connecticut Technical High School System","Platt Technical High School","High Needs",97.1,98.3,97.9,98.2
"Connecticut Technical High School System","Platt Technical High School","Non-High Needs",97.0,96.1,100.0,97.8
"Connecticut Technical High School System","Vinal Technical High School","High Needs",88.5,96.8,92.2,90.7
"Connecticut Technical High School System","Vinal Technical High School","Non-High Needs",94.4,97.0,97.4,98.5
"Connecticut Technical High School System","W. F. Kaynor Technical High School","High Needs",92.3,98.2,97.2,100.0
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-High Needs",97.6,98.4,98.8,97.4
"Connecticut Technical High School System","Windham Technical High School","High Needs",94.1,98.7,98.4,100.0
"Connecticut Technical High School System","Windham Technical High School","Non-High Needs",96.3,96.8,100.0,96.8
"Coventry School District","Coventry High School","High Needs",74.1,80.0,77.5,96.9
"Coventry School District","Coventry High School","Non-High Needs",95.2,98.1,95.8,100.0
"Cromwell School District","Cromwell High School","High Needs",80.6,85.7,90.2,74.3
"Cromwell School District","Cromwell High School","Non-High Needs",99.3,99.0,97.0,100.0
"Danbury School District","Alternative Center For Excellence","High Needs","N/A","N/A","*","N/A"
"Danbury School District","Alternative Center For Excellence","Non-High Needs","N/A","N/A","*","N/A"
"Danbury School District","Danbury High School","High Needs",72.5,80.6,76.7,79.8
"Danbury School District","Danbury High School","Non-High Needs",91.1,93.6,96.3,96.4
"Darien School District","Darien High School","High Needs",95.0,100.0,92.7,94.7
"Darien School District","Darien High School","Non-High Needs",97.6,97.7,98.9,99.3
"Derby School District","Derby High School","High Needs",73.1,75.4,77.4,81.8
"Derby School District","Derby High School","Non-High Needs",85.5,92.5,93.5,94.4
"East Granby School District","East Granby High School","High Needs",85.7,90.9,90.0,77.8
"East Granby School District","East Granby High School","Non-High Needs",98.6,98.0,98.3,98.2
"East Haddam School District","Nathan Hale-Ray High School","High Needs",90.0,87.0,95.2,86.2
"East Haddam School District","Nathan Hale-Ray High School","Non-High Needs",92.8,96.1,100.0,100.0
"East Hampton School District","East Hampton High School","High Needs",88.2,88.5,91.7,88.9
"East Hampton School District","East Hampton High School","Non-High Needs",94.1,97.7,99.0,100.0
"East Hartford School District","Connecticut IB Academy","High Needs",100.0,92.9,100.0,"*"
"East Hartford School District","Connecticut IB Academy","Non-High Needs",100.0,91.3,95.7,96.8
"East Hartford School District","East Hartford High School","High Needs",85.0,86.4,86.8,86.6
"East Hartford School District","East Hartford High School","Non-High Needs",87.6,95.7,94.8,88.2
"East Hartford School District","Stevens Alternate High school","High Needs","N/A","N/A",64.5,64.5
"East Hartford School District","Stevens Alternate High school","Non-High Needs","N/A","N/A",88.9,"*"
"East Haven School District","East Haven High School","High Needs",76.4,71.5,66.7,76.0
"East Haven School District","East Haven High School","Non-High Needs",92.6,87.9,90.6,95.2
"East Lyme School District","East Lyme High School","High Needs",97.7,92.0,84.8,96.1
"East Lyme School District","East Lyme High School","Non-High Needs",97.5,96.8,99.6,98.6
"East Windsor School District","East Windsor High School","High Needs",85.7,82.4,81.3,96.0
"East Windsor School District","East Windsor High School","Non-High Needs",90.9,96.1,95.5,92.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","High Needs","*",87.5,88.9,94.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-High Needs","*",92.3,100.0,93.8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","High Needs",93.3,70.0,84.0,65.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-High Needs",71.4,85.7,80.0,70.0
"Ellington School District","Ellington High School","High Needs",92.0,72.2,84.2,90.2
"Ellington School District","Ellington High School","Non-High Needs",95.5,97.5,96.9,97.4
"Elm City College Preparatory School District","Elm City College Preparatory School","High Needs","N/A","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-High Needs","N/A","*","*","*"
"Enfield School District","Enfield High School","High Needs",68.1,77.1,75.0,70.7
"Enfield School District","Enfield High School","Non-High Needs",92.3,95.1,94.1,95.4
"Enfield School District","Enrico Fermi High School","High Needs",83.0,77.4,88.1,86.5
"Enfield School District","Enrico Fermi High School","Non-High Needs",89.6,97.0,98.2,96.5
"Explorations District","Explorations","High Needs",64.3,45.0,58.8,"*"
"Explorations District","Explorations","Non-High Needs",75.0,88.9,84.6,"*"
"Fairfield School District","Fairfield Ludlowe High School","High Needs",93.6,93.7,87.8,86.2
"Fairfield School District","Fairfield Ludlowe High School","Non-High Needs",97.4,98.5,98.3,98.6
"Fairfield School District","Fairfield Warde High School","High Needs",84.0,87.8,84.4,91.0
"Fairfield School District","Fairfield Warde High School","Non-High Needs",98.8,98.0,97.3,98.9
"Farmington School District","Farmington High School","High Needs",85.7,92.7,91.1,90.3
"Farmington School District","Farmington High School","Non-High Needs",97.9,97.9,100.0,100.0
"Glastonbury School District","Glastonbury High School","High Needs",92.9,92.4,91.9,97.1
"Glastonbury School District","Glastonbury High School","Non-High Needs",99.3,99.5,99.6,99.8
"Granby School District","Granby Memorial High School","High Needs",94.4,100.0,96.2,88.6
"Granby School District","Granby Memorial High School","Non-High Needs",98.3,98.7,98.8,98.8
"Greenwich School District","Greenwich High School","High Needs",88.9,92.6,91.9,96.8
"Greenwich School District","Greenwich High School","Non-High Needs",99.6,96.9,99.0,98.9
"Griswold School District","Griswold High School","High Needs",58.0,80.0,84.5,81.0
"Griswold School District","Griswold High School","Non-High Needs",92.6,95.1,95.8,96.3
"Groton School District","Robert E. Fitch High School","High Needs",67.3,76.8,75.9,79.5
"Groton School District","Robert E. Fitch High School","Non-High Needs",91.1,90.2,91.6,93.9
"Guilford School District","Guilford High School","High Needs",94.6,96.5,87.3,85.9
"Guilford School District","Guilford High School","Non-High Needs",96.9,100.0,97.3,98.6
"Hamden School District","Hamden High School","High Needs",78.5,86.2,86.2,90.9
"Hamden School District","Hamden High School","Non-High Needs",93.1,95.6,95.1,98.7
"Hartford School District","Bulkeley High School Upper School","High Needs",79.3,76.9,76.7,80.7
"Hartford School District","Bulkeley High School Upper School","Non-High Needs",100.0,"N/A","N/A","N/A"
"Hartford School District","Capital Preparatory Magnet School","High Needs",93.8,100.0,100.0,97.8
"Hartford School District","Capital Preparatory Magnet School","Non-High Needs",86.7,87.5,100.0,87.5
"Hartford School District","Classical Magnet School","High Needs",93.6,98.0,100.0,98.0
"Hartford School District","Classical Magnet School","Non-High Needs",100.0,100.0,97.0,100.0
"Hartford School District","Culinary Arts Academy","High Needs",68.5,63.0,68.0,67.4
"Hartford School District","Culinary Arts Academy","Non-High Needs","*","N/A","N/A","N/A"
"Hartford School District","Great Path Academy High School at MCC","High Needs","N/A","N/A",92.3,97.7
"Hartford School District","Great Path Academy High School at MCC","Non-High Needs","N/A","N/A",100.0,100.0
"Hartford School District","HPHS Academy of Engineering and Green Technology","High Needs",78.6,76.7,68.1,68.7
"Hartford School District","HPHS Academy of Nursing and Health Science","High Needs",77.5,75.2,72.5,73.6
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-High Needs","*","N/A","N/A","*"
"Hartford School District","HPHS Law and Government Academy","High Needs",67.7,63.4,83.7,78.8
"Hartford School District","HPHS Law and Government Academy","Non-High Needs","*","N/A","N/A","N/A"
"Hartford School District","High School Inc.","High Needs","N/A","N/A",74.4,68.1
"Hartford School District","High School Inc.","Non-High Needs","N/A","N/A",86.7,"*"
"Hartford School District","Journalism and Media Academy Magnet School","High Needs","N/A","N/A",69.5,80.0
"Hartford School District","Journalism and Media Academy Magnet School","Non-High Needs","N/A","N/A","N/A","*"
"Hartford School District","OPPortunity High School","High Needs",42.6,54.9,70.7,55.7
"Hartford School District","OPPortunity High School","Non-High Needs","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","High Needs",87.8,93.7,93.4,95.8
"Hartford School District","Pathways Academy of Technology and Design","Non-High Needs","*",100.0,"*",100.0
"Hartford School District","Sports and Medical Sciences Academy","High Needs",93.2,96.2,93.2,96.0
"Hartford School District","Sports and Medical Sciences Academy","Non-High Needs","*","*","N/A","N/A"
"Hartford School District","University High of Science and Engineering","High Needs",97.1,88.9,100.0,91.8
"Hartford School District","University High of Science and Engineering","Non-High Needs",97.3,96.8,95.5,96.8
"Killingly School District","Killingly High School","High Needs",58.0,76.8,70.3,75.5
"Killingly School District","Killingly High School","Non-High Needs",83.1,92.9,91.7,95.0
"Learn","Connecticut River Academy","High Needs","N/A","N/A",100.0,91.3
"Learn","Connecticut River Academy","Non-High Needs","N/A","N/A","*",100.0
"Learn","Marine Science Magnet High School of Southeastern Connecticut","High Needs","N/A","N/A","N/A","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-High Needs","N/A","N/A","*",100.0
"Learn","Three Rivers Middle College Magnet School","High Needs","N/A","N/A",100.0,94.1
"Learn","Three Rivers Middle College Magnet School","Non-High Needs","N/A","N/A","*","*"
"Lebanon School District","Lyman Memorial High School","High Needs",83.3,95.5,90.9,96.0
"Lebanon School District","Lyman Memorial High School","Non-High Needs",96.9,93.1,95.3,96.2
"Ledyard School District","Ledyard High School","High Needs",86.3,88.0,83.8,95.1
"Ledyard School District","Ledyard High School","Non-High Needs",93.8,96.1,97.4,98.7
"Lisbon School District","Community Connection - The Big Picture High School","High Needs","*","*","*","N/A"
"Lisbon School District","Community Connection - The Big Picture High School","Non-High Needs","N/A","*","*","N/A"
"Litchfield School District","Litchfield High School","High Needs",80.0,100.0,94.1,100.0
"Litchfield School District","Litchfield High School","Non-High Needs",97.6,98.8,100.0,96.6
"Madison School District","Daniel Hand High School","High Needs",85.7,96.2,97.9,96.4
"Madison School District","Daniel Hand High School","Non-High Needs",98.9,99.6,100.0,99.2
"Manchester School District","Manchester High School","High Needs",62.3,75.8,78.6,83.9
"Manchester School District","Manchester High School","Non-High Needs",89.2,91.4,92.6,98.8
"Meriden School District","Francis T. Maloney High School","High Needs",67.6,65.2,70.3,75.8
"Meriden School District","Francis T. Maloney High School","Non-High Needs",90.0,90.9,94.3,92.5
"Meriden School District","Orville H. Platt High School","High Needs",64.6,69.0,66.2,78.2
"Meriden School District","Orville H. Platt High School","Non-High Needs",88.7,90.4,94.2,94.6
"Middletown School District","Middletown High School","High Needs",65.2,78.2,82.9,85.3
"Middletown School District","Middletown High School","Non-High Needs",90.0,92.4,92.1,97.4
"Milford School District","Jonathan Law High School","High Needs",73.4,77.0,74.6,87.4
"Milford School District","Jonathan Law High School","Non-High Needs",93.1,97.1,97.1,98.1
"Milford School District","Joseph A. Foran High School","High Needs",87.3,85.0,82.8,94.7
"Milford School District","Joseph A. Foran High School","Non-High Needs",97.0,99.4,99.4,98.8
"Monroe School District","Masuk High School","High Needs",82.9,95.7,95.7,95.5
"Monroe School District","Masuk High School","Non-High Needs",99.7,100.0,99.6,99.6
"Montville School District","Montville High School","High Needs",85.1,75.6,80.3,87.7
"Montville School District","Montville High School","Non-High Needs",89.1,97.7,97.1,94.5
"Naugatuck School District","Naugatuck High School","High Needs",74.5,78.8,76.1,78.8
"Naugatuck School District","Naugatuck High School","Non-High Needs",91.8,94.7,89.1,92.0
"New Britain School District","New Britain High School","High Needs",54.9,65.0,66.2,72.3
"New Britain School District","New Britain High School","Non-High Needs",72.5,90.7,86.2,88.0
"New Canaan School District","New Canaan High School","High Needs",93.8,97.9,91.5,91.2
"New Canaan School District","New Canaan High School","Non-High Needs",98.9,100.0,99.0,100.0
"New Fairfield School District","New Fairfield High School","High Needs",81.3,92.6,91.1,91.5
"New Fairfield School District","New Fairfield High School","Non-High Needs",96.1,100.0,98.5,99.5
"New Haven School District","Cooperative High School","High Needs",79.1,95.6,91.5,95.0
"New Haven School District","Cooperative High School","Non-High Needs",92.9,81.8,90.3,96.0
"New Haven School District","High School In The Community","High Needs",68.8,57.4,63.1,56.1
"New Haven School District","High School In The Community","Non-High Needs",58.6,"*","*","*"
"New Haven School District","Hill Regional Career High School","High Needs",84.5,91.0,92.6,90.3
"New Haven School District","Hill Regional Career High School","Non-High Needs",95.0,95.5,100.0,93.8
"New Haven School District","Hyde School of Health, Science and Sports Medicine","High Needs",80.6,81.8,85.3,93.9
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-High Needs",100.0,"*","*","*"
"New Haven School District","James Hillhouse High School","High Needs",57.4,60.8,63.6,74.5
"New Haven School District","James Hillhouse High School","Non-High Needs",61.2,65.0,50.0,74.1
"New Haven School District","Metropolitan Business Academy","High Needs",88.5,92.7,85.9,90.0
"New Haven School District","Metropolitan Business Academy","Non-High Needs",85.7,"*",60.0,100.0
"New Haven School District","New Haven Academy","High Needs",68.9,81.6,73.1,86.5
"New Haven School District","New Haven Academy","Non-High Needs",88.2,"*",75.0,100.0
"New Haven School District","Sound School","High Needs",92.6,92.2,94.8,94.5
"New Haven School District","Sound School","Non-High Needs",94.1,95.0,95.2,93.1
"New Haven School District","Wilbur Cross High School","High Needs",59.3,70.8,70.0,67.9
"New Haven School District","Wilbur Cross High School","Non-High Needs",71.3,70.4,76.2,90.0
"New London School District","New London High School","High Needs",64.7,"*","*","*"
"New London School District","New London High School","Non-High Needs",80.8,"*","*","*"
"New Milford School District","New Milford High School","High Needs",70.9,86.9,81.8,82.1
"New Milford School District","New Milford High School","Non-High Needs",93.3,96.1,94.7,97.1
"Newington School District","Newington High School","High Needs",76.6,84.8,81.6,85.2
"Newington School District","Newington High School","Non-High Needs",93.7,95.7,97.2,99.2
"Newtown School District","Newtown High School","High Needs",92.6,89.8,87.3,86.8
"Newtown School District","Newtown High School","Non-High Needs",96.9,97.4,98.0,100.0
"North Branford School District","North Branford High School","High Needs",81.0,82.8,89.8,87.2
"North Branford School District","North Branford High School","Non-High Needs",98.1,96.1,100.0,94.9
"North Haven School District","North Haven High School","High Needs",84.7,85.0,80.4,80.3
"North Haven School District","North Haven High School","Non-High Needs",89.4,99.1,96.7,95.7
"North Stonington School District","Wheeler High School","High Needs",83.3,66.7,92.3,94.1
"North Stonington School District","Wheeler High School","Non-High Needs",93.9,97.4,97.1,97.4
"Norwalk School District","Brien McMahon High School","High Needs",85.5,87.9,86.0,82.3
"Norwalk School District","Brien McMahon High School","Non-High Needs",95.6,93.4,94.5,95.7
"Norwalk School District","Norwalk High School","High Needs",85.1,79.6,84.2,87.7
"Norwalk School District","Norwalk High School","Non-High Needs",91.5,95.1,95.9,96.3
"Norwalk School District","Norwalk Pathways Academy at Briggs","High Needs",48.7,"*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-High Needs",47.8,"*","*","*"
"Norwich Free Academy District","Norwich Free Academy","High Needs",77.0,79.4,77.1,80.1
"Norwich Free Academy District","Norwich Free Academy","Non-High Needs",87.7,93.1,94.8,96.9
"Norwich School District","Thames River Academy","High Needs","*","*","N/A","N/A"
"Norwich School District","Thames River Academy","Non-High Needs","*","*","N/A","N/A"
"Old Saybrook School District","Old Saybrook Senior High School","High Needs",73.3,93.8,92.9,89.2
"Old Saybrook School District","Old Saybrook Senior High School","Non-High Needs",98.1,99.1,96.3,96.9
"Oxford School District","Oxford High School","High Needs",86.7,65.2,95.5,85.0
"Oxford School District","Oxford High School","Non-High Needs",97.8,96.7,98.5,98.7
"Plainfield School District","Plainfield High School","High Needs",82.4,82.6,79.2,82.1
"Plainfield School District","Plainfield High School","Non-High Needs",93.7,96.2,96.1,95.3
"Plainville School District","Plainville High School","High Needs",82.4,87.0,85.5,86.4
"Plainville School District","Plainville High School","Non-High Needs",93.3,98.4,95.2,98.9
"Plymouth School District","Terryville High School","High Needs",91.3,80.8,83.7,84.4
"Plymouth School District","Terryville High School","Non-High Needs",97.3,97.6,93.6,97.6
"Portland School District","Portland High School","High Needs",68.4,80.8,68.2,81.5
"Portland School District","Portland High School","Non-High Needs",88.5,98.4,94.3,100.0
"Putnam School District","Putnam High School","High Needs",82.9,85.0,89.5,87.0
"Putnam School District","Putnam High School","Non-High Needs",91.9,100.0,94.3,100.0
"Regional School District 01","Housatonic Valley Regional High School","High Needs",76.7,95.3,90.0,91.2
"Regional School District 01","Housatonic Valley Regional High School","Non-High Needs",88.8,96.7,94.1,94.2
"Regional School District 04","Valley Regional High School","High Needs",68.8,88.2,87.5,93.9
"Regional School District 04","Valley Regional High School","Non-High Needs",94.9,94.4,98.4,99.0
"Regional School District 05","Amity Regional High School","High Needs",86.5,94.0,91.4,95.8
"Regional School District 05","Amity Regional High School","Non-High Needs",95.5,98.1,97.6,98.8
"Regional School District 06","Wamogo Regional High School","High Needs",88.0,100.0,90.5,90.9
"Regional School District 06","Wamogo Regional High School","Non-High Needs",89.7,93.9,97.4,95.0
"Regional School District 07","Northwestern Regional High School","High Needs",100.0,88.9,100.0,92.3
"Regional School District 07","Northwestern Regional High School","Non-High Needs",98.1,100.0,98.7,99.4
"Regional School District 08","RHAM High School","High Needs",70.3,82.7,86.5,91.4
"Regional School District 08","RHAM High School","Non-High Needs",90.9,98.3,97.3,98.2
"Regional School District 08","Region Alternative High School","High Needs","N/A","N/A","*","N/A"
"Regional School District 08","Region Alternative High School","Non-High Needs","N/A","N/A","*","N/A"
"Regional School District 09","Joel Barlow High School","High Needs",86.5,91.2,91.2,100.0
"Regional School District 09","Joel Barlow High School","Non-High Needs",99.5,99.5,98.0,98.0
"Regional School District 10","Lewis S. Mills High School","High Needs",81.0,93.9,82.9,86.5
"Regional School District 10","Lewis S. Mills High School","Non-High Needs",100.0,98.5,98.1,98.3
"Regional School District 11","Parish Hill High School","High Needs","*",95.7,93.3,95.0
"Regional School District 11","Parish Hill High School","Non-High Needs","*",100.0,91.7,100.0
"Regional School District 12","Shepaug Valley High School","High Needs",92.9,84.2,89.5,"N/A"
"Regional School District 12","Shepaug Valley High School","Non-High Needs",86.1,87.0,93.8,"N/A"
"Regional School District 12","Shepaug Valley School","High Needs","N/A","N/A","N/A",100.0
"Regional School District 12","Shepaug Valley School","Non-High Needs","N/A","N/A","N/A",100.0
"Regional School District 13","Coginchaug Regional High School","High Needs",78.9,92.6,91.7,96.3
"Regional School District 13","Coginchaug Regional High School","Non-High Needs",96.7,99.1,99.2,98.1
"Regional School District 14","Nonnewaug High School","High Needs",84.8,93.8,86.4,92.5
"Regional School District 14","Nonnewaug High School","Non-High Needs",98.9,99.4,96.8,99.4
"Regional School District 15","Pomperaug Regional High School","High Needs",84.6,90.5,90.3,95.2
"Regional School District 15","Pomperaug Regional High School","Non-High Needs",95.8,97.3,98.8,99.2
"Regional School District 16","Woodland Regional High School","High Needs",73.5,88.5,77.6,91.1
"Regional School District 16","Woodland Regional High School","Non-High Needs",92.6,98.6,97.8,99.2
"Regional School District 17","Haddam-Killingworth High School","High Needs",88.0,85.7,91.4,97.5
"Regional School District 17","Haddam-Killingworth High School","Non-High Needs",95.5,97.3,99.2,100.0
"Regional School District 18","Lyme-Old Lyme High School","High Needs",93.8,95.0,81.8,91.7
"Regional School District 18","Lyme-Old Lyme High School","Non-High Needs",99.1,98.8,100.0,98.9
"Regional School District 19","E. O. Smith High School","High Needs",70.6,82.1,82.5,95.8
"Regional School District 19","E. O. Smith High School","Non-High Needs",90.5,95.3,97.2,98.6
"Ridgefield School District","Ridgefield High School","High Needs",90.7,98.5,94.3,92.3
"Ridgefield School District","Ridgefield High School","Non-High Needs",98.1,99.5,99.4,99.2
"Rocky Hill School District","Rocky Hill High School","High Needs",94.1,81.8,81.4,92.1
"Rocky Hill School District","Rocky Hill High School","Non-High Needs",92.5,97.6,97.7,94.3
"Seymour School District","Seymour High School","High Needs",66.7,80.9,75.0,81.3
"Seymour School District","Seymour High School","Non-High Needs",93.0,96.1,98.2,95.3
"Shelton School District","Shelton High School","High Needs",81.7,83.0,79.2,85.4
"Shelton School District","Shelton High School","Non-High Needs",95.2,97.5,98.5,98.5
"Simsbury School District","Simsbury High School","High Needs",89.8,95.5,94.4,91.5
"Simsbury School District","Simsbury High School","Non-High Needs",97.4,99.7,99.7,99.1
"Somers School District","Somers High School","High Needs",93.8,89.5,88.5,91.7
"Somers School District","Somers High School","Non-High Needs",96.9,99.2,99.2,99.0
"South Windsor School District","South Windsor High School","High Needs",84.1,93.3,90.3,96.8
"South Windsor School District","South Windsor High School","Non-High Needs",95.2,99.0,98.4,98.9
"Southington School District","Southington High School","High Needs",86.4,88.9,85.2,87.6
"Southington School District","Southington High School","Non-High Needs",96.4,98.0,98.1,99.5
"Stafford School District","Stafford High School","High Needs",78.1,88.9,82.2,89.6
"Stafford School District","Stafford High School","Non-High Needs",88.3,90.6,95.1,98.9
