"Physical Fitness Tests: Students Reaching Health Standard, 2011-12"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","All Grades","All Tests - School",44.8
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","All Grades","Curl Up",87.5
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","All Grades","Mile Run",63.1
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","All Grades","Push Up",58.8
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","All Grades","Sit and Reach",81.7
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","All Grades","All Tests - School",35.0
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","All Grades","Curl Up",74.3
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","All Grades","Mile Run",58.9
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","All Grades","Push Up",57.9
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","All Grades","Sit and Reach",78.5
"Ashford School District","=""0030011""","Ashford School","=""0030111""","All Grades","All Tests - School",47.4
"Ashford School District","=""0030011""","Ashford School","=""0030111""","All Grades","Curl Up",81.2
"Ashford School District","=""0030011""","Ashford School","=""0030111""","All Grades","Mile Run",64.7
"Ashford School District","=""0030011""","Ashford School","=""0030111""","All Grades","Push Up",84.2
"Ashford School District","=""0030011""","Ashford School","=""0030111""","All Grades","Sit and Reach",82.7
"Avon School District","=""0040011""","Avon High School","=""0046111""","All Grades","All Tests - School",49.6
"Avon School District","=""0040011""","Avon High School","=""0046111""","All Grades","Curl Up",85.7
"Avon School District","=""0040011""","Avon High School","=""0046111""","All Grades","Mile Run",77.6
"Avon School District","=""0040011""","Avon High School","=""0046111""","All Grades","Push Up",79.0
"Avon School District","=""0040011""","Avon High School","=""0046111""","All Grades","Sit and Reach",71.3
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","All Grades","All Tests - School",38.0
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","All Grades","Curl Up",90.1
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","All Grades","Mile Run",91.6
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","All Grades","Push Up",65.4
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","All Grades","Sit and Reach",61.6
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","All Grades","All Tests - School",52.6
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","All Grades","Curl Up",79.7
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","All Grades","Mile Run",82.0
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","All Grades","Push Up",78.2
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","All Grades","Sit and Reach",76.7
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","All Grades","All Tests - School",64.7
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","All Grades","Curl Up",92.7
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","All Grades","Mile Run",82.0
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","All Grades","Push Up",71.3
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","All Grades","Sit and Reach",83.3
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","All Grades","All Tests - School",64.7
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","All Grades","Curl Up",91.8
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","All Grades","Mile Run",92.2
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","All Grades","Push Up",72.5
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","All Grades","Sit and Reach",83.1
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","All Grades","All Tests - School",50.6
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","All Grades","Curl Up",90.6
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","All Grades","Mile Run",64.7
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","All Grades","Push Up",70.6
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","All Grades","Sit and Reach",82.4
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","All Grades","All Tests - School",46.6
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","All Grades","Curl Up",94.8
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","All Grades","Mile Run",53.4
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","All Grades","Push Up",89.6
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","All Grades","Sit and Reach",89.6
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","All Grades","All Tests - School",59.7
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","All Grades","Curl Up",90.7
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","All Grades","Mile Run",84.1
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","All Grades","Push Up",78.8
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","All Grades","Sit and Reach",82.6
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","All Grades","All Tests - School",65.3
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","All Grades","Curl Up",89.3
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","All Grades","Mile Run",84.0
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","All Grades","Push Up",76.0
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","All Grades","Sit and Reach",97.3
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","All Grades","All Tests - School",70.8
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","All Grades","Curl Up",87.6
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","All Grades","Mile Run",83.1
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","All Grades","Push Up",77.5
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","All Grades","Sit and Reach",95.5
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","All Grades","All Tests - School",75.0
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","All Grades","Curl Up",100.0
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","All Grades","Mile Run",85.0
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","All Grades","Push Up",85.0
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","All Grades","Sit and Reach",97.5
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","All Grades","All Tests - School",32.2
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","All Grades","Curl Up",82.5
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","All Grades","Mile Run",88.8
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","All Grades","Push Up",56.6
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","All Grades","Sit and Reach",53.8
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","All Grades","All Tests - School",52.1
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","All Grades","Curl Up",85.8
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","All Grades","Mile Run",63.0
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","All Grades","Push Up",87.7
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","All Grades","Sit and Reach",86.7
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","All Grades","All Tests - School",58.5
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","All Grades","Curl Up",87.9
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","All Grades","Mile Run",82.7
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","All Grades","Push Up",70.6
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","All Grades","Sit and Reach",84.5
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","All Grades","All Tests - School",48.3
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","All Grades","Curl Up",90.3
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","All Grades","Mile Run",76.3
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","All Grades","Push Up",61.4
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","All Grades","Sit and Reach",97.1
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","All Grades","All Tests - School",64.0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","All Grades","Curl Up",91.0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","All Grades","Mile Run",94.4
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","All Grades","Push Up",92.1
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","All Grades","Sit and Reach",75.3
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","All Grades","All Tests - School",55.7
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","All Grades","Curl Up",90.2
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","All Grades","Mile Run",80.3
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","All Grades","Push Up",82.8
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","All Grades","Sit and Reach",71.3
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","All Grades","All Tests - School",42.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","All Grades","Curl Up",77.8
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","All Grades","Mile Run",57.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","All Grades","Push Up",84.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","All Grades","Sit and Reach",72.2
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","All Grades","All Tests - School",31.5
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","All Grades","Curl Up",90.8
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","All Grades","Mile Run",70.8
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","All Grades","Push Up",57.7
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","All Grades","Sit and Reach",56.2
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","All Grades","All Tests - School",61.5
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","All Grades","Curl Up",89.3
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","All Grades","Mile Run",87.7
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","All Grades","Push Up",67.4
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","All Grades","Sit and Reach",86.6
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","All Grades","All Tests - School",80.2
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","All Grades","Curl Up",91.7
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","All Grades","Mile Run",92.7
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","All Grades","Push Up",86.5
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","All Grades","Sit and Reach",92.7
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","All Grades","All Tests - School",70.1
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","All Grades","Curl Up",97.0
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","All Grades","Mile Run",82.1
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","All Grades","Push Up",82.1
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","All Grades","Sit and Reach",86.6
"Branford School District","=""0140011""","Branford High School","=""0146111""","All Grades","All Tests - School",41.6
"Branford School District","=""0140011""","Branford High School","=""0146111""","All Grades","Curl Up",76.6
"Branford School District","=""0140011""","Branford High School","=""0146111""","All Grades","Mile Run",56.3
"Branford School District","=""0140011""","Branford High School","=""0146111""","All Grades","Push Up",71.9
"Branford School District","=""0140011""","Branford High School","=""0146111""","All Grades","Sit and Reach",84.0
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","All Grades","All Tests - School",47.2
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","All Grades","Curl Up",83.3
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","All Grades","Mile Run",58.7
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","All Grades","Push Up",62.8
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","All Grades","Sit and Reach",65.4
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","All Grades","All Tests - School",25.7
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","All Grades","Curl Up",62.2
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","All Grades","Mile Run",77.0
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","All Grades","Push Up",81.1
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","All Grades","Sit and Reach",37.8
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","All Grades","All Tests - School",57.0
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","All Grades","Curl Up",81.4
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","All Grades","Mile Run",94.2
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","All Grades","Push Up",74.4
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","All Grades","Sit and Reach",87.2
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","All Grades","All Tests - School",43.0
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","All Grades","Curl Up",82.6
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","All Grades","Mile Run",60.5
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","All Grades","Push Up",74.4
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","All Grades","Sit and Reach",79.1
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","All Grades","All Tests - School",19.3
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","All Grades","Curl Up",75.7
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","All Grades","Mile Run",42.9
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","All Grades","Push Up",61.4
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","All Grades","Sit and Reach",63.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","All Grades","All Tests - School",55.9
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","All Grades","Curl Up",89.8
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","All Grades","Mile Run",87.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","All Grades","Push Up",72.9
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","All Grades","Sit and Reach",76.8
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","All Grades","All Tests - School","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","All Grades","Curl Up","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","All Grades","Mile Run","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","All Grades","Push Up","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","All Grades","Sit and Reach","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","All Grades","All Tests - School",24.2
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","All Grades","Curl Up",90.1
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","All Grades","Mile Run",68.1
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","All Grades","Push Up",67.0
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","All Grades","Sit and Reach",33.0
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","All Grades","All Tests - School",40.0
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","All Grades","Curl Up",84.3
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","All Grades","Mile Run",67.1
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","All Grades","Push Up",67.1
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","All Grades","Sit and Reach",80.0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","All Grades","All Tests - School",42.2
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","All Grades","Curl Up",71.2
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","All Grades","Mile Run",59.0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","All Grades","Push Up",73.0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","All Grades","Sit and Reach",79.9
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","All Grades","All Tests - School",53.3
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","All Grades","Curl Up",76.7
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","All Grades","Mile Run",66.7
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","All Grades","Push Up",57.8
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","All Grades","Sit and Reach",81.1
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","All Grades","All Tests - School",53.5
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","All Grades","Curl Up",76.7
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","All Grades","Mile Run",53.5
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","All Grades","Push Up",72.1
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","All Grades","Sit and Reach",86.0
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","All Grades","All Tests - School",54.8
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","All Grades","Curl Up",98.1
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","All Grades","Mile Run",58.6
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","All Grades","Push Up",86.9
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","All Grades","Sit and Reach",91.6
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","All Grades","All Tests - School",43.7
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","All Grades","Curl Up",89.7
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","All Grades","Mile Run",93.1
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","All Grades","Push Up",54.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","All Grades","Sit and Reach",85.1
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","All Grades","All Tests - School",58.2
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","All Grades","Curl Up",91.8
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","All Grades","Mile Run",58.2
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","All Grades","Push Up",76.6
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","All Grades","Sit and Reach",89.2
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","All Grades","All Tests - School",29.2
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","All Grades","Curl Up",51.8
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","All Grades","Mile Run",59.9
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","All Grades","Push Up",59.9
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","All Grades","Sit and Reach",78.1
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","All Grades","All Tests - School",64.0
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","All Grades","Curl Up",68.3
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","All Grades","Mile Run",86.8
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","All Grades","Push Up",73.5
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","All Grades","Sit and Reach",83.6
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","All Grades","All Tests - School",44.3
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","All Grades","Curl Up",74.5
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","All Grades","Mile Run",54.7
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","All Grades","Push Up",75.5
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","All Grades","Sit and Reach",73.6
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","All Grades","All Tests - School",48.5
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","All Grades","Curl Up",76.5
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","All Grades","Mile Run",60.3
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","All Grades","Push Up",52.9
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","All Grades","Sit and Reach",76.5
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","All Grades","All Tests - School",37.8
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","All Grades","Curl Up",52.4
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","All Grades","Mile Run",78.5
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","All Grades","Push Up",61.4
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","All Grades","Sit and Reach",83.3
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","All Grades","All Tests - School",46.3
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","All Grades","Curl Up",73.8
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","All Grades","Mile Run",86.3
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","All Grades","Push Up",66.3
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","All Grades","Sit and Reach",63.8
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","All Grades","All Tests - School",88.7
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","All Grades","Curl Up",93.0
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","All Grades","Mile Run",95.8
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","All Grades","Push Up",95.8
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","All Grades","Sit and Reach",93.0
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","All Grades","All Tests - School","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","All Grades","Curl Up","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","All Grades","Mile Run","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","All Grades","Push Up","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","All Grades","Sit and Reach","*"
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","All Grades","All Tests - School",56.2
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","All Grades","Curl Up",99.3
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","All Grades","Mile Run",89.7
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","All Grades","Push Up",70.5
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","All Grades","Sit and Reach",69.2
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","All Grades","All Tests - School",41.2
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","All Grades","Curl Up",92.8
