"Physical Fitness Tests: Students Reaching Health Standard, 2009-10"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","Grade 8","Mile Run","N/A"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","Grade 8","Push Up","N/A"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","Grade 8","Sit and Reach","N/A"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","Grade 10","All Tests - School","N/A"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","Grade 10","Curl Up","N/A"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","Grade 10","Mile Run","N/A"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","Grade 10","Push Up","N/A"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","Grade 10","Sit and Reach","N/A"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 4","All Tests - School","N/A"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 4","Curl Up","N/A"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 4","Mile Run","N/A"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 4","Push Up","N/A"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 4","Sit and Reach","N/A"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 6","All Tests - School",17.9
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 6","Curl Up",43.6
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 6","Mile Run",53.8
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 6","Push Up",46.2
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 6","Sit and Reach",48.7
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 8","All Tests - School",36.1
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 8","Curl Up",69.4
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 8","Mile Run",66.7
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 8","Push Up",66.7
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 8","Sit and Reach",69.4
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 10","All Tests - School","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 10","Curl Up",40.9
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 10","Mile Run",36.4
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 10","Push Up",86.4
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Grade 10","Sit and Reach",81.8
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 4","All Tests - School",40.0
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 4","Curl Up",52.5
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 4","Mile Run",77.5
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 4","Push Up",82.5
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 4","Sit and Reach",77.5
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 6","All Tests - School",72.9
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 6","Curl Up",77.1
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 6","Mile Run",100.0
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 6","Push Up",93.8
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 6","Sit and Reach",93.8
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 8","All Tests - School","N/A"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 8","Curl Up","N/A"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 8","Mile Run","N/A"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 8","Push Up","N/A"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 8","Sit and Reach","N/A"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 10","All Tests - School","N/A"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 10","Curl Up","N/A"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 10","Mile Run","N/A"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 10","Push Up","N/A"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Grade 10","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 4","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 4","Curl Up","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 4","Mile Run","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 4","Push Up","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 4","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 6","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 6","Curl Up","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 6","Mile Run","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 6","Push Up","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 6","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 8","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 8","Curl Up","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 8","Mile Run","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 8","Push Up","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 8","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 10","All Tests - School",53.3
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 10","Curl Up",86.2
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 10","Mile Run",58.6
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 10","Push Up",66.4
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 10","Sit and Reach",88.2
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 4","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 4","Curl Up","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 4","Mile Run","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 4","Push Up","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 4","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 6","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 6","Curl Up","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 6","Mile Run","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 6","Push Up","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 6","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 8","All Tests - School",45.1
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 8","Curl Up",97.7
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 8","Mile Run",52.6
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 8","Push Up",92.5
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 8","Sit and Reach",78.2
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 10","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 10","Curl Up","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 10","Mile Run","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 10","Push Up","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 10","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 4","All Tests - School",35.2
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 4","Curl Up",61.5
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 4","Mile Run",77.0
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 4","Push Up",44.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 4","Sit and Reach",77.9
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 6","All Tests - School",52.8
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 6","Curl Up",73.0
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 6","Mile Run",83.1
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 6","Push Up",66.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 6","Sit and Reach",71.9
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 8","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 8","Curl Up","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 8","Mile Run","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 8","Push Up","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 8","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 10","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 10","Curl Up","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 10","Mile Run","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 10","Push Up","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 10","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 4","All Tests - School",41.3
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 4","Curl Up",97.8
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 4","Mile Run",58.7
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 4","Push Up",65.2
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 4","Sit and Reach",79.3
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 6","All Tests - School",48.3
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 6","Curl Up",96.6
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 6","Mile Run",62.1
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 6","Push Up",72.4
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 6","Sit and Reach",79.3
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 8","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 8","Curl Up","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 8","Mile Run","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 8","Push Up","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 8","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 10","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 10","Curl Up","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 10","Mile Run","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 10","Push Up","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 10","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 4","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 4","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 4","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 4","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 4","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 6","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 6","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 6","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 6","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 6","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 8","All Tests - School","*"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 8","Curl Up",77.3
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 8","Mile Run","*"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 8","Push Up",45.5
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 8","Sit and Reach",72.7
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 10","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 10","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 10","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 10","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Grade 10","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 4","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 4","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 4","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 4","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 4","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 6","All Tests - School",51.9
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 6","Curl Up",74.3
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 6","Mile Run",81.7
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 6","Push Up",63.9
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 6","Sit and Reach",91.3
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 8","All Tests - School",55.7
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 8","Curl Up",85.2
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 8","Mile Run",82.3
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 8","Push Up",63.7
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 8","Sit and Reach",91.1
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 10","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 10","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 10","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 10","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 10","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 4","All Tests - School",30.7
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 4","Curl Up",68.0
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 4","Mile Run",57.3
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 4","Push Up",65.3
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 4","Sit and Reach",80.0
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 6","All Tests - School",31.9
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 6","Curl Up",84.1
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 6","Mile Run",66.7
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 6","Push Up",49.3
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 6","Sit and Reach",71.0
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 8","All Tests - School",34.9
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 8","Curl Up",65.1
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 8","Mile Run",81.0
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 8","Push Up",57.1
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 8","Sit and Reach",60.3
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 10","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 10","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 10","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 10","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 10","Sit and Reach","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 4","All Tests - School",49.0
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 4","Curl Up",92.2
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 4","Mile Run",58.8
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 4","Push Up",80.4
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 4","Sit and Reach",94.1
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 6","All Tests - School",58.7
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 6","Curl Up",87.0
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 6","Mile Run",76.1
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 6","Push Up",76.1
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 6","Sit and Reach",93.5
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 8","All Tests - School",64.3
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 8","Curl Up",98.2
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 8","Mile Run",73.2
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 8","Push Up",85.7
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 8","Sit and Reach",94.6
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 10","All Tests - School","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 10","Curl Up","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 10","Mile Run","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 10","Push Up","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Grade 10","Sit and Reach","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 4","All Tests - School","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 4","Curl Up","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 4","Mile Run","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 4","Push Up","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 4","Sit and Reach","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 6","All Tests - School","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 6","Curl Up","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 6","Mile Run","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 6","Push Up","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 6","Sit and Reach","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 8","All Tests - School","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 8","Curl Up","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 8","Mile Run","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 8","Push Up","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 8","Sit and Reach","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 10","All Tests - School",60.4
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 10","Curl Up",96.3
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 10","Mile Run",75.4
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 10","Push Up",85.8
"Avon School District","=""0040011""","Avon High School","=""0046111""","Grade 10","Sit and Reach",79.1
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 4","All Tests - School","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 4","Curl Up","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 4","Mile Run","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 4","Push Up","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 4","Sit and Reach","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 6","All Tests - School","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 6","Curl Up","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 6","Mile Run","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 6","Push Up","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 6","Sit and Reach","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 8","All Tests - School",42.4
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 8","Curl Up",76.0
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 8","Mile Run",90.8
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 8","Push Up",68.8
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 8","Sit and Reach",65.8
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 10","All Tests - School","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 10","Curl Up","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 10","Mile Run","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 10","Push Up","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Grade 10","Sit and Reach","N/A"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Grade 4","All Tests - School",69.3
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Grade 4","Curl Up",90.1
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Grade 4","Mile Run",86.1
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Grade 4","Push Up",90.1
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Grade 4","Sit and Reach",94.1
