"Physical Fitness Tests: Students Reaching Health Standard, 2014-15"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 4","Curl Up","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 4","Mile Run","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 4","Push Up","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 4","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 6","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 6","Curl Up","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 6","Mile Run","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 6","Push Up","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 6","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 8","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 8","Curl Up","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 8","Mile Run","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 8","Push Up","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 8","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 10","All Tests - School",44.9
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 10","Curl Up",64.1
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 10","Mile Run",67.3
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 10","Push Up",67.3
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 10","Sit and Reach",91.7
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 4","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 4","Curl Up","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 4","Mile Run","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 4","Push Up","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 4","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 6","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 6","Curl Up","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 6","Mile Run","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 6","Push Up","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 6","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 8","All Tests - School",26.1
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 8","Curl Up",81.4
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 8","Mile Run",55.9
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 8","Push Up",61.5
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 8","Sit and Reach",62.1
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 10","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 10","Curl Up","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 10","Mile Run","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 10","Push Up","N/A"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade 10","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 4","All Tests - School",38.8
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 4","Curl Up",63.8
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 4","Mile Run",88.8
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 4","Push Up",57.5
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 4","Sit and Reach",77.5
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 6","All Tests - School",38.8
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 6","Curl Up",58.8
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 6","Mile Run",82.4
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 6","Push Up",50.6
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 6","Sit and Reach",71.8
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 8","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 8","Curl Up","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 8","Mile Run","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 8","Push Up","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 8","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 10","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 10","Curl Up","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 10","Mile Run","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 10","Push Up","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade 10","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 4","All Tests - School","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 4","Curl Up","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 4","Mile Run","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 4","Push Up","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 4","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 6","All Tests - School","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 6","Curl Up","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 6","Mile Run","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 6","Push Up","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 6","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 8","All Tests - School","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 8","Curl Up","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 8","Mile Run","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 8","Push Up","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 8","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 10","All Tests - School","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 10","Curl Up","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 10","Mile Run","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 10","Push Up","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Grade 10","Sit and Reach","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 4","All Tests - School",44.7
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 4","Curl Up",90.6
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 4","Mile Run",57.6
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 4","Push Up",68.2
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 4","Sit and Reach",85.9
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 6","All Tests - School",41.8
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 6","Curl Up",92.4
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 6","Mile Run",63.3
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 6","Push Up",60.8
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 6","Sit and Reach",81.0
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 8","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 8","Curl Up","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 8","Mile Run","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 8","Push Up","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 8","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 10","All Tests - School","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 10","Curl Up","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 10","Mile Run","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 10","Push Up","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade 10","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 4","All Tests - School",30.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 4","Curl Up",55.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 4","Mile Run",30.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 4","Push Up",40.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 4","Sit and Reach",80.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 6","All Tests - School",0.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 6","Curl Up",63.6
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 6","Mile Run",40.9
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 6","Push Up",68.2
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 6","Sit and Reach",54.5
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 8","All Tests - School",70.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 8","Curl Up",80.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 8","Mile Run",70.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 8","Push Up",75.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 8","Sit and Reach",70.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 10","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 10","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 10","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 10","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade 10","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 4","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 4","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 4","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 4","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 4","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 6","All Tests - School",42.7
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 6","Curl Up",82.5
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 6","Mile Run",73.6
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 6","Push Up",64.2
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 6","Sit and Reach",86.2
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 8","All Tests - School",42.2
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 8","Curl Up",89.3
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 8","Mile Run",65.3
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 8","Push Up",60.0
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 8","Sit and Reach",87.6
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 10","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 10","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 10","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 10","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade 10","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 4","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 4","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 4","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 4","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 4","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 6","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 6","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 6","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 6","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 6","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 8","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 8","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 8","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 8","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 8","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 10","All Tests - School",0.0
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 10","Curl Up","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 10","Mile Run",0.0
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 10","Push Up","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 10","Sit and Reach","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 4","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 4","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 4","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 4","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 4","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 6","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 6","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 6","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 6","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 6","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 8","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 8","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 8","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 8","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 8","Sit and Reach","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 10","All Tests - School","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 10","Curl Up","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 10","Mile Run","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 10","Push Up","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 10","Sit and Reach","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 4","All Tests - School",18.9
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 4","Curl Up",47.3
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 4","Mile Run",40.5
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 4","Push Up",81.1
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 4","Sit and Reach",68.9
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 6","All Tests - School",13.9
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 6","Curl Up",30.6
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 6","Mile Run",36.1
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 6","Push Up",41.7
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 6","Sit and Reach",50.0
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 8","All Tests - School",17.2
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 8","Curl Up",56.3
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 8","Mile Run",48.4
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 8","Push Up",43.8
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 8","Sit and Reach",67.2
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 10","All Tests - School","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Grade 10","Curl Up","N/A"
