"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2013-14"
"All Districts, Other Health Impairment"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."

"",,"2013-14",
"Regional School District 05","=""2050012""",55,90.2
"Regional School District 06","=""2060012""",18,85.7
"Regional School District 07","=""2070012""",11,"*"
"Regional School District 08","=""2080012""",50,67.6
"Regional School District 09","=""2090012""",32,82.1
"Regional School District 10","=""2100012""",46,88.5
"Regional School District 11","=""2110012""","*","*"
"Regional School District 12","=""2120012""",24,80.0
"Regional School District 13","=""2130012""",46,88.5
"Regional School District 14","=""2140012""",31,81.6
"Regional School District 15","=""2150012""",62,73.8
"Regional School District 16","=""2160012""",39,62.9
"Regional School District 17","=""2170012""",67,88.2
"Regional School District 18","=""2180012""",22,78.6
"Regional School District 19","=""2190012""",36,76.6
"Ridgefield School District","=""1180011""",56,83.6
"Rocky Hill School District","=""1190011""",38,84.4
"Salem School District","=""1210011""",10,"*"
"Salisbury School District","=""1220011""","*","*"
"Scotland School District","=""1230011""",6,"*"
"Seymour School District","=""1240011""",34,97.1
"Sharon School District","=""1250011""","*","*"
"Shelton School District","=""1260011""",68,61.8
"Sherman School District","=""1270011""",6,"*"
"Simsbury School District","=""1280011""",95,77.9
"Somers School District","=""1290011""",19,95.0
"South Windsor School District","=""1320011""",147,85.5
"Southington School District","=""1310011""",115,68.9
"Sprague School District","=""1330011""",7,"*"
"Stafford School District","=""1340011""",22,59.5
"Stamford School District","=""1350011""",203,65.1
"Sterling School District","=""1360011""",9,"*"
"Stonington School District","=""1370011""",59,95.2
"Stratford School District","=""1380011""",155,78.7
"Suffield School District","=""1390011""",41,82.0
"Thomaston School District","=""1400011""",22,81.5
"Thompson School District","=""1410011""",12,50.0
"Tolland School District","=""1420011""",49,87.5
"Torrington School District","=""1430011""",84,56.0
"Trumbull School District","=""1440011""",110,71.0
"Unified School District #1","=""3360015""",43,76.8
"Unified School District #2","=""3470015""",0,0
"Union School District","=""1450011""","*","*"
"Vernon School District","=""1460011""",31,50.8
"Voluntown School District","=""1470011""","*","*"
"Wallingford School District","=""1480011""",161,89.0
"Waterbury School District","=""1510011""",452,68.1
"Waterford School District","=""1520011""",93,90.3
"Watertown School District","=""1530011""",90,84.9
"West Hartford School District","=""1550011""",195,81.6
"West Haven School District","=""1560011""",84,72.4
"Westbrook School District","=""1540011""",7,"*"
"Weston School District","=""1570011""",26,60.5
"Westport School District","=""1580011""",94,87.9
"Wethersfield School District","=""1590011""",59,84.3
"Willington School District","=""1600011""",9,"*"
"Wilton School District","=""1610011""",76,69.1
"Winchester School District","=""1620011""",29,61.7
"Windham School District","=""1630011""",64,78.0
"Windsor Locks School District","=""1650011""",35,87.5
"Windsor School District","=""1640011""",69,86.3
"Wolcott School District","=""1660011""",43,89.6
"Woodbridge School District","=""1670011""",14,"*"
"Woodstock School District","=""1690011""",7,"*"

