"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2011-12"
"All Districts, Other Health Impairment"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."

"",,"2011-12",
"New Fairfield School District","=""0910011""",48,77.4
"New Hartford School District","=""0920011""",7,"*"
"New Haven School District","=""0930011""",339,80.9
"New London School District","=""0950011""",88,65.7
"New Milford School District","=""0960011""",100,68.0
"Newington School District","=""0940011""",48,71.6
"Newtown School District","=""0970011""",59,90.8
"Norfolk School District","=""0980011""","*","*"
"North Branford School District","=""0990011""",38,95.0
"North Canaan School District","=""1000011""",0,0
"North Haven School District","=""1010011""",50,87.7
"North Stonington School District","=""1020011""",19,90.5
"Norwalk School District","=""1030011""",136,68.7
"Norwich School District","=""1040011""",89,56.0
"Old Saybrook School District","=""1060011""",41,71.9
"Orange School District","=""1070011""",12,"*"
"Oxford School District","=""1080011""",16,72.7
"Plainfield School District","=""1090011""",41,77.4
"Plainville School District","=""1100011""",66,85.7
"Plymouth School District","=""1110011""",52,85.2
"Pomfret School District","=""1120011""",6,"*"
"Portland School District","=""1130011""",19,82.6
"Preston School District","=""1140011""",19,82.6
"Putnam School District","=""1160011""",14,"*"
"Redding School District","=""1170011""",37,97.4
"Regional School District 01","=""2010012""","*","*"
"Regional School District 04","=""2040012""",27,81.8
"Regional School District 05","=""2050012""",59,88.1
"Regional School District 06","=""2060012""",18,75.0
"Regional School District 07","=""2070012""",21,67.7
"Regional School District 08","=""2080012""",59,72.8
"Regional School District 09","=""2090012""",31,73.8
"Regional School District 10","=""2100012""",41,80.4
"Regional School District 11","=""2110012""",12,60.0
"Regional School District 12","=""2120012""",18,66.7
"Regional School District 13","=""2130012""",56,93.3
"Regional School District 14","=""2140012""",33,76.7
"Regional School District 15","=""2150012""",65,73.0
"Regional School District 16","=""2160012""",40,72.7
"Regional School District 17","=""2170012""",58,87.9
"Regional School District 18","=""2180012""",17,77.3
"Regional School District 19","=""2190012""",32,62.7
"Ridgefield School District","=""1180011""",38,86.4
"Rocky Hill School District","=""1190011""",26,76.5
"Salem School District","=""1210011""",10,"*"
"Salisbury School District","=""1220011""","*","*"
"Scotland School District","=""1230011""","*","*"
"Seymour School District","=""1240011""",26,86.7
"Sharon School District","=""1250011""","*","*"
"Shelton School District","=""1260011""",76,69.7
"Sherman School District","=""1270011""",10,"*"
"Simsbury School District","=""1280011""",81,71.7
"Somers School District","=""1290011""",18,90.0
"South Windsor School District","=""1320011""",148,83.1
"Southington School District","=""1310011""",104,71.2
"Sprague School District","=""1330011""",7,"*"
"Stafford School District","=""1340011""",17,65.4
"Stamford School District","=""1350011""",157,68.0
"Sterling School District","=""1360011""",8,"*"
"Stonington School District","=""1370011""",45,97.8
"Stratford School District","=""1380011""",141,77.5
"Suffield School District","=""1390011""",41,85.4
"Thomaston School District","=""1400011""",30,88.2
"Thompson School District","=""1410011""",19,54.3
"Tolland School District","=""1420011""",48,80.0
"Torrington School District","=""1430011""",87,64.9
"Trumbull School District","=""1440011""",90,68.2
"Unified School District #1","=""3360015""",53,84.1
"Unified School District #2","=""3470015""",0,0
"Union School District","=""1450011""","*","*"
"Vernon School District","=""1460011""",36,62.1
"Voluntown School District","=""1470011""","*","*"
"Wallingford School District","=""1480011""",170,88.1
"Waterbury School District","=""1510011""",382,70.5
"Waterford School District","=""1520011""",76,88.4
"Watertown School District","=""1530011""",83,91.2
"West Hartford School District","=""1550011""",181,78.7
"West Haven School District","=""1560011""",75,70.1
"Westbrook School District","=""1540011""",7,"*"
"Weston School District","=""1570011""",35,64.8
"Westport School District","=""1580011""",76,87.4
"Wethersfield School District","=""1590011""",49,86.0
"Willington School District","=""1600011""",10,"*"
"Wilton School District","=""1610011""",67,72.8
"Winchester School District","=""1620011""",25,61.0
"Windham School District","=""1630011""",56,64.4
"Windsor Locks School District","=""1650011""",26,78.8
"Windsor School District","=""1640011""",62,86.1
"Wolcott School District","=""1660011""",41,70.7
"Woodbridge School District","=""1670011""",12,"*"
"Woodstock School District","=""1690011""","*","*"

