"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2015-16"
"All Districts, Emotional Disturbance"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."

"",,"2015-16",
"Ledyard School District","=""0720011""",18,51.4
"Lisbon School District","=""0730011""","*","*"
"Litchfield School District","=""0740011""","*","*"
"Madison School District","=""0760011""",9,"*"
"Manchester School District","=""0770011""",20,31.3
"Mansfield School District","=""0780011""","*","*"
"Marlborough School District","=""0790011""","*","*"
"Meriden School District","=""0800011""",50,27.9
"Middletown School District","=""0830011""",26,37.1
"Milford School District","=""0840011""",26,37.1
"Monroe School District","=""0850011""",6,"*"
"Montville School District","=""0860011""",9,34.6
"Naugatuck School District","=""0880011""",13,38.2
"New Britain School District","=""0890011""",18,16.8
"New Canaan School District","=""0900011""","*","*"
"New Fairfield School District","=""0910011""","*","*"
"New Hartford School District","=""0920011""","*","*"
"New Haven School District","=""0930011""",98,36.6
"New London School District","=""0950011""",25,32.9
"New Milford School District","=""0960011""",25,53.2
"Newington School District","=""0940011""",15,45.5
"Newtown School District","=""0970011""",22,57.9
"North Branford School District","=""0990011""",16,66.7
"North Canaan School District","=""1000011""",0,0
"North Haven School District","=""1010011""",21,48.8
"North Stonington School District","=""1020011""","*","*"
"Norwalk School District","=""1030011""",34,42.5
"Norwich School District","=""1040011""",35,33.7
"Old Saybrook School District","=""1060011""","*","*"
"Orange School District","=""1070011""","*","*"
"Oxford School District","=""1080011""",6,"*"
"Plainfield School District","=""1090011""",13,34.2
"Plainville School District","=""1100011""","*","*"
"Plymouth School District","=""1110011""",19,73.1
"Pomfret School District","=""1120011""","*","*"
"Portland School District","=""1130011""","*","*"
"Preston School District","=""1140011""","*","*"
"Putnam School District","=""1160011""",9,"*"
"Redding School District","=""1170011""","*","*"
"Regional School District 01","=""2010012""","*","*"
"Regional School District 04","=""2040012""",11,"*"
"Regional School District 05","=""2050012""",20,74.1
"Regional School District 06","=""2060012""","*","*"
"Regional School District 07","=""2070012""","*","*"
"Regional School District 08","=""2080012""","*","*"
"Regional School District 09","=""2090012""","*","*"
"Regional School District 10","=""2100012""",9,"*"
"Regional School District 11","=""2110012""","*","*"
"Regional School District 12","=""2120012""","*","*"
"Regional School District 13","=""2130012""",6,"*"
"Regional School District 14","=""2140012""",6,"*"
"Regional School District 15","=""2150012""","*","*"
"Regional School District 16","=""2160012""","*","*"
"Regional School District 17","=""2170012""",19,79.2
"Regional School District 18","=""2180012""","*","*"
"Regional School District 19","=""2190012""",8,32.0
"Ridgefield School District","=""1180011""",36,65.5
"Rocky Hill School District","=""1190011""",10,"*"
"Salem School District","=""1210011""","*","*"
"Salisbury School District","=""1220011""","*","*"
"Seymour School District","=""1240011""",9,"*"
"Sharon School District","=""1250011""","*","*"
"Shelton School District","=""1260011""",18,51.4
"Sherman School District","=""1270011""","*","*"
"Simsbury School District","=""1280011""",11,44.0
"Somers School District","=""1290011""",9,"*"
"South Windsor School District","=""1320011""",11,50.0
"Southington School District","=""1310011""",14,28.6
"Sprague School District","=""1330011""","*","*"
"Stafford School District","=""1340011""",7,30.4
"Stamford School District","=""1350011""",15,33.3
"Sterling School District","=""1360011""","*","*"
"Stonington School District","=""1370011""","*","*"
"Stratford School District","=""1380011""",21,35.0
"Suffield School District","=""1390011""","*","*"
"Thomaston School District","=""1400011""","*","*"
"Thompson School District","=""1410011""","*","*"
"Tolland School District","=""1420011""","*","*"
"Torrington School District","=""1430011""",23,40.4
"Trumbull School District","=""1440011""",28,62.2
"Unified School District #1","=""3360015""",55,88.7
"Unified School District #2","=""3470015""",0,0
"Union School District","=""1450011""","*","*"
"Vernon School District","=""1460011""",22,38.6
"Voluntown School District","=""1470011""",0,0
"Wallingford School District","=""1480011""",17,43.6
"Waterbury School District","=""1510011""",77,29.1
"Waterford School District","=""1520011""",20,50.0
"Watertown School District","=""1530011""",19,63.3
"West Hartford School District","=""1550011""",32,45.7
"West Haven School District","=""1560011""",18,28.6
"Westbrook School District","=""1540011""",8,"*"
"Weston School District","=""1570011""","*","*"
"Westport School District","=""1580011""",27,55.1
"Wethersfield School District","=""1590011""",9,31.0
"Willington School District","=""1600011""","*","*"
"Wilton School District","=""1610011""",8,"*"
"Winchester School District","=""1620011""",11,47.8
"Windham School District","=""1630011""",33,51.6
"Windsor Locks School District","=""1650011""",15,71.4
"Windsor School District","=""1640011""","*","*"
"Wolcott School District","=""1660011""",10,"*"
"Woodbridge School District","=""1670011""","*","*"
"Woodstock School District","=""1690011""",0,0

