"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2014-15"
"All Districts, Other Disabilities"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."

"",,"2014-15",
"Hebron School District","=""0670011""",0,0
"Killingly School District","=""0690011""","*","*"
"Lebanon School District","=""0710011""","*","*"
"Ledyard School District","=""0720011""","*","*"
"Lisbon School District","=""0730011""","*","*"
"Litchfield School District","=""0740011""",0,0
"Madison School District","=""0760011""","*","*"
"Manchester School District","=""0770011""",17,21.8
"Mansfield School District","=""0780011""","*","*"
"Meriden School District","=""0800011""",18,23.4
"Middletown School District","=""0830011""",15,53.6
"Milford School District","=""0840011""","*","*"
"Monroe School District","=""0850011""","*","*"
"Montville School District","=""0860011""","*","*"
"Naugatuck School District","=""0880011""",9,45.0
"New Britain School District","=""0890011""",19,29.7
"New Canaan School District","=""0900011""","*","*"
"New Fairfield School District","=""0910011""",10,"*"
"New Hartford School District","=""0920011""","*","*"
"New Haven School District","=""0930011""",40,29.2
"New London School District","=""0950011""","*","*"
"New Milford School District","=""0960011""",10,25.0
"Newington School District","=""0940011""","*","*"
"Newtown School District","=""0970011""","*","*"
"North Branford School District","=""0990011""","*","*"
"North Canaan School District","=""1000011""",0,0
"North Haven School District","=""1010011""","*","*"
"North Stonington School District","=""1020011""","*","*"
"Norwalk School District","=""1030011""",37,46.8
"Norwich School District","=""1040011""",14,29.8
"Old Saybrook School District","=""1060011""","*","*"
"Oxford School District","=""1080011""",0,0
"Plainfield School District","=""1090011""","*","*"
"Plainville School District","=""1100011""","*","*"
"Plymouth School District","=""1110011""","*","*"
"Pomfret School District","=""1120011""",0,0
"Portland School District","=""1130011""","*","*"
"Preston School District","=""1140011""","*","*"
"Putnam School District","=""1160011""",0,0
"Redding School District","=""1170011""","*","*"
"Regional School District 01","=""2010012""","*","*"
"Regional School District 04","=""2040012""","*","*"
"Regional School District 05","=""2050012""","*","*"
"Regional School District 06","=""2060012""","*","*"
"Regional School District 07","=""2070012""","*","*"
"Regional School District 08","=""2080012""","*","*"
"Regional School District 09","=""2090012""",0,0
"Regional School District 10","=""2100012""","*","*"
"Regional School District 11","=""2110012""","*","*"
"Regional School District 12","=""2120012""",0,0
"Regional School District 13","=""2130012""","*","*"
"Regional School District 14","=""2140012""","*","*"
"Regional School District 15","=""2150012""",8,28.6
"Regional School District 16","=""2160012""","*","*"
"Regional School District 17","=""2170012""",10,50.0
"Regional School District 18","=""2180012""","*","*"
"Regional School District 19","=""2190012""","*","*"
"Ridgefield School District","=""1180011""","*","*"
"Rocky Hill School District","=""1190011""","*","*"
"Salem School District","=""1210011""","*","*"
"Salisbury School District","=""1220011""","*","*"
"Scotland School District","=""1230011""",0,"*"
"Seymour School District","=""1240011""","*","*"
"Sharon School District","=""1250011""",0,0
"Shelton School District","=""1260011""","*","*"
"Sherman School District","=""1270011""","*","*"
"Simsbury School District","=""1280011""","*","*"
"Somers School District","=""1290011""","*","*"
"South Windsor School District","=""1320011""",15,37.5
"Southington School District","=""1310011""",12,23.5
"Sprague School District","=""1330011""","*","*"
"Stafford School District","=""1340011""","*","*"
"Stamford School District","=""1350011""",35,28.9
"Sterling School District","=""1360011""","*","*"
"Stonington School District","=""1370011""","*","*"
"Stratford School District","=""1380011""",21,36.2
"Suffield School District","=""1390011""","*","*"
"Thomaston School District","=""1400011""","*","*"
"Thompson School District","=""1410011""","*","*"
"Tolland School District","=""1420011""","*","*"
"Torrington School District","=""1430011""","*","*"
"Trumbull School District","=""1440011""","*","*"
"Unified School District #1","=""3360015""","*","*"
"Unified School District #2","=""3470015""",0,0
"Vernon School District","=""1460011""",21,60.0
"Voluntown School District","=""1470011""",0,0
"Wallingford School District","=""1480011""",8,22.9
"Waterbury School District","=""1510011""",31,25.2
"Waterford School District","=""1520011""","*","*"
"Watertown School District","=""1530011""",0,0
"West Hartford School District","=""1550011""",47,52.8
"West Haven School District","=""1560011""",61,45.9
"Westbrook School District","=""1540011""","*","*"
"Weston School District","=""1570011""","*","*"
"Westport School District","=""1580011""","*","*"
"Wethersfield School District","=""1590011""",18,46.2
"Willington School District","=""1600011""",0,0
"Wilton School District","=""1610011""","*","*"
"Winchester School District","=""1620011""","*","*"
"Windham School District","=""1630011""",10,37.0
"Windsor Locks School District","=""1650011""","*","*"
"Windsor School District","=""1640011""",72,52.9
"Wolcott School District","=""1660011""","*","*"
"Woodbridge School District","=""1670011""",0,0
"Woodstock School District","=""1690011""",0,0

