"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2014-15"
"All Districts, Emotional Disturbance"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."

"",,"2014-15",
"West Haven School District","=""1560011""",20,32.8
"Westbrook School District","=""1540011""","*","*"
"Weston School District","=""1570011""","*","*"
"Westport School District","=""1580011""",37,68.5
"Wethersfield School District","=""1590011""",11,31.4
"Willington School District","=""1600011""","*","*"
"Wilton School District","=""1610011""","*","*"
"Winchester School District","=""1620011""",11,52.4
"Windham School District","=""1630011""",33,49.3
"Windsor Locks School District","=""1650011""",9,37.5
"Windsor School District","=""1640011""","*","*"
"Wolcott School District","=""1660011""",13,59.1
"Woodbridge School District","=""1670011""","*","*"
"Woodstock School District","=""1690011""",0,0

