"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2013-14"
"All Districts, Emotional Disturbance"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."

"",,"2013-14",
"Sherman School District","=""1270011""","*","*"
"Simsbury School District","=""1280011""",12,48.0
"Somers School District","=""1290011""",8,"*"
"South Windsor School District","=""1320011""","*","*"
"Southington School District","=""1310011""",25,50.0
"Sprague School District","=""1330011""","*","*"
"Stafford School District","=""1340011""",7,31.8
"Stamford School District","=""1350011""",22,59.5
"Sterling School District","=""1360011""","*","*"
"Stonington School District","=""1370011""",12,57.1
"Stratford School District","=""1380011""",21,47.7
"Suffield School District","=""1390011""","*","*"
"Thomaston School District","=""1400011""","*","*"
"Thompson School District","=""1410011""","*","*"
"Tolland School District","=""1420011""",10,"*"
"Torrington School District","=""1430011""","*","*"
"Trumbull School District","=""1440011""",14,50.0
"Unified School District #1","=""3360015""",77,89.5
"Unified School District #2","=""3470015""",0,0
"Union School District","=""1450011""","*","*"
"Vernon School District","=""1460011""",25,35.2
"Voluntown School District","=""1470011""",0,0
"Wallingford School District","=""1480011""",17,42.5
"Waterbury School District","=""1510011""",82,33.7
"Waterford School District","=""1520011""",15,45.5
"Watertown School District","=""1530011""",18,78.3
"West Hartford School District","=""1550011""",24,40.0
"West Haven School District","=""1560011""",25,37.3
"Westbrook School District","=""1540011""",6,"*"
"Weston School District","=""1570011""","*","*"
"Westport School District","=""1580011""",18,60.0
"Wethersfield School District","=""1590011""",9,31.0
"Willington School District","=""1600011""","*","*"
"Wilton School District","=""1610011""",12,52.2
"Winchester School District","=""1620011""",7,26.9
"Windham School District","=""1630011""",29,40.3
"Windsor Locks School District","=""1650011""",6,"*"
"Windsor School District","=""1640011""",16,43.2
"Wolcott School District","=""1660011""",10,41.7
"Woodbridge School District","=""1670011""","*","*"
"Woodstock School District","=""1690011""","*","*"

