"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2011-12"
"All Districts, Learning Disability"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."

"",,"2011-12",
"Regional School District 01","=""2010012""",24,80.0
"Regional School District 04","=""2040012""",58,95.1
"Regional School District 05","=""2050012""",92,90.2
"Regional School District 06","=""2060012""",39,81.3
"Regional School District 07","=""2070012""",30,60.0
"Regional School District 08","=""2080012""",66,78.6
"Regional School District 09","=""2090012""",28,87.5
"Regional School District 10","=""2100012""",76,86.4
"Regional School District 11","=""2110012""",20,71.4
"Regional School District 12","=""2120012""",35,71.4
"Regional School District 13","=""2130012""",87,92.6
"Regional School District 14","=""2140012""",60,95.2
"Regional School District 15","=""2150012""",169,81.3
"Regional School District 16","=""2160012""",35,56.5
"Regional School District 17","=""2170012""",98,89.1
"Regional School District 18","=""2180012""",47,87.0
"Regional School District 19","=""2190012""",46,73.0
"Ridgefield School District","=""1180011""",161,92.5
"Rocky Hill School District","=""1190011""",62,86.1
"Salem School District","=""1210011""",17,"*"
"Salisbury School District","=""1220011""",8,"*"
"Scotland School District","=""1230011""",0,0
"Seymour School District","=""1240011""",88,96.7
"Sharon School District","=""1250011""","*","*"
"Shelton School District","=""1260011""",136,71.2
"Sherman School District","=""1270011""",18,75.0
"Simsbury School District","=""1280011""",152,79.2
"Somers School District","=""1290011""",53,93.0
"South Windsor School District","=""1320011""",110,90.9
"Southington School District","=""1310011""",174,79.1
"Sprague School District","=""1330011""","*","*"
"Stafford School District","=""1340011""",26,49.1
"Stamford School District","=""1350011""",463,79.0
"Sterling School District","=""1360011""",14,70.0
"Stonington School District","=""1370011""",118,93.7
"Stratford School District","=""1380011""",196,94.2
"Suffield School District","=""1390011""",91,94.8
"Thomaston School District","=""1400011""",40,88.9
"Thompson School District","=""1410011""",17,60.7
"Tolland School District","=""1420011""",90,73.8
"Torrington School District","=""1430011""",217,73.3
"Trumbull School District","=""1440011""",125,71.4
"Unified School District #1","=""3360015""",77,85.6
"Unified School District #2","=""3470015""",0,0
"Union School District","=""1450011""","*","*"
"Vernon School District","=""1460011""",100,85.5
"Voluntown School District","=""1470011""",13,"*"
"Wallingford School District","=""1480011""",241,96.0
"Waterbury School District","=""1510011""",657,73.7
"Waterford School District","=""1520011""",81,90.0
"Watertown School District","=""1530011""",104,93.7
"West Hartford School District","=""1550011""",233,75.2
"West Haven School District","=""1560011""",208,88.1
"Westbrook School District","=""1540011""",31,88.6
"Weston School District","=""1570011""",51,72.9
"Westport School District","=""1580011""",224,89.2
"Wethersfield School District","=""1590011""",93,89.4
"Willington School District","=""1600011""",17,85.0
"Wilton School District","=""1610011""",129,60.3
"Winchester School District","=""1620011""",44,57.1
"Windham School District","=""1630011""",100,65.4
"Windsor Locks School District","=""1650011""",97,95.1
"Windsor School District","=""1640011""",180,93.8
"Wolcott School District","=""1660011""",69,89.6
"Woodbridge School District","=""1670011""",13,"*"
"Woodstock School District","=""1690011""",20,47.6

