"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2012-13"
"All Districts, Other Disabilities"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."

"",,"2012-13",
"Norwich School District","=""1040011""",17,26.6
"Old Saybrook School District","=""1060011""","*","*"
"Orange School District","=""1070011""","*","*"
"Oxford School District","=""1080011""","*","*"
"Plainfield School District","=""1090011""",10,41.7
"Plainville School District","=""1100011""","*","*"
"Plymouth School District","=""1110011""","*","*"
"Pomfret School District","=""1120011""","*","*"
"Portland School District","=""1130011""","*","*"
"Preston School District","=""1140011""","*","*"
"Putnam School District","=""1160011""","*","*"
"Redding School District","=""1170011""","*","*"
"Regional School District 01","=""2010012""","*","*"
"Regional School District 04","=""2040012""","*","*"
"Regional School District 05","=""2050012""","*","*"
"Regional School District 06","=""2060012""","*","*"
"Regional School District 07","=""2070012""","*","*"
"Regional School District 08","=""2080012""","*","*"
"Regional School District 09","=""2090012""",0,0
"Regional School District 10","=""2100012""","*","*"
"Regional School District 11","=""2110012""","*","*"
"Regional School District 12","=""2120012""","*","*"
"Regional School District 13","=""2130012""","*","*"
"Regional School District 14","=""2140012""","*","*"
"Regional School District 15","=""2150012""","*","*"
"Regional School District 16","=""2160012""","*","*"
"Regional School District 17","=""2170012""",7,"*"
"Regional School District 18","=""2180012""","*","*"
"Regional School District 19","=""2190012""","*","*"
"Ridgefield School District","=""1180011""","*","*"
"Rocky Hill School District","=""1190011""","*","*"
"Salem School District","=""1210011""",0,0
"Salisbury School District","=""1220011""","*","*"
"Scotland School District","=""1230011""","*","*"
"Seymour School District","=""1240011""","*","*"
"Sharon School District","=""1250011""","*","*"
"Shelton School District","=""1260011""","*","*"
"Sherman School District","=""1270011""","*","*"
"Simsbury School District","=""1280011""",6,"*"
"Somers School District","=""1290011""","*","*"
"South Windsor School District","=""1320011""",14,37.8
"Southington School District","=""1310011""","*","*"
"Sprague School District","=""1330011""",0,0
"Stafford School District","=""1340011""","*","*"
"Stamford School District","=""1350011""",48,35.3
"Sterling School District","=""1360011""","*","*"
"Stonington School District","=""1370011""","*","*"
"Stratford School District","=""1380011""",22,39.3
"Suffield School District","=""1390011""","*","*"
"Thomaston School District","=""1400011""",9,"*"
"Thompson School District","=""1410011""",0,0
"Tolland School District","=""1420011""","*","*"
"Torrington School District","=""1430011""",18,29.5
"Trumbull School District","=""1440011""",13,36.1
"Unified School District #1","=""3360015""","*","*"
"Unified School District #2","=""3470015""",0,0
"Vernon School District","=""1460011""",13,46.4
"Voluntown School District","=""1470011""","*","*"
"Wallingford School District","=""1480011""",16,47.1
"Waterbury School District","=""1510011""",42,31.8
"Waterford School District","=""1520011""",6,"*"
"Watertown School District","=""1530011""","*","*"
"West Hartford School District","=""1550011""",54,54.5
"West Haven School District","=""1560011""",48,44.0
"Westbrook School District","=""1540011""","*","*"
"Weston School District","=""1570011""","*","*"
"Westport School District","=""1580011""","*","*"
"Wethersfield School District","=""1590011""",21,55.3
"Willington School District","=""1600011""","*","*"
"Wilton School District","=""1610011""","*","*"
"Winchester School District","=""1620011""","*","*"
"Windham School District","=""1630011""",9,39.1
"Windsor Locks School District","=""1650011""","*","*"
"Windsor School District","=""1640011""",69,62.7
"Wolcott School District","=""1660011""","*","*"
"Woodbridge School District","=""1670011""",0,0
"Woodstock School District","=""1690011""",0,0

