"Educator Race/Ethnicity Report for 2006-07"

"District","Race","Count","% of Total"
="Mansfield School District",="White",140,96.6
="Marlborough School District",="White",57,98.3
="Meriden School District",="White",662,90.8
="Middletown School District",="White",426,93.4
="Milford School District",="White",716,98.2
="Monroe School District",="White",338,99.1
="Montville School District",="White",267,97.8
="Naugatuck School District",="White",401,98.5
="New Beginnings Inc Family Academy District",="White",20,76.9
="New Britain School District",="White",731,83.3
="New Canaan School District",="White",403,98.1
="New Fairfield School District",="White",256,98.5
="New Hartford School District",="White",56,98.3
="New Haven School District",="White",1315,72.5
="New London School District",="White",225,80.7
="New Milford School District",="White",396,98.8
="Newington School District",="White",378,97.4
="Newtown School District",="White",451,98.7
="Norfolk School District",="White",27,100.0
="North Branford School District",="White",199,99.5
="North Canaan School District",="White",44,100.0
="North Haven School District",="White",321,97.3
="North Stonington School District",="White",91,100.0
="Norwalk School District",="White",818,85.7
="Norwich Free Academy District",="White",173,92.0
="Norwich School District",="White",312,96.9
="Odyssey Community School District",="White",14,100.0
="Office of Early Childhood (OEC)",="White",45,100.0
="Old Saybrook School District",="White",160,98.8
="Orange School District",="White",133,99.3
="Oxford School District",="White",111,99.1
="Park City Prep Charter School District",="White",9,90.0
="Plainfield School District",="White",229,100.0
="Plainville School District",="White",248,98.8
="Plymouth School District",="White",155,98.1
="Pomfret School District",="White",50,100.0
="Portland School District",="White",126,100.0
="Preston School District",="White",52,98.1
="Putnam School District",="White",124,99.2
="Redding School District",="White",123,99.2
="Regional School District 01",="White",67,98.5
="Regional School District 04",="White",97,96.0
="Regional School District 05",="White",238,96.8
="Regional School District 06",="White",111,98.2
="Regional School District 07",="White",108,98.2
="Regional School District 08",="White",153,96.2
="Regional School District 09",="White",99,99.0
="Regional School District 10",="White",251,98.8
="Regional School District 11",="White",51,100.0
="Regional School District 12",="White",116,99.2
="Regional School District 13",="White",201,98.5
="Regional School District 14",="White",194,98.5
="Regional School District 15",="White",375,98.2
="Regional School District 16",="White",222,99.1
="Regional School District 17",="White",222,97.8
="Regional School District 18",="White",165,98.8
="Regional School District 19",="White",123,98.4
="Ridgefield School District",="White",458,97.7
="Rocky Hill School District",="White",227,98.3
="Salem School District",="White",55,96.5
="Salisbury School District",="White",46,97.9
="Scotland School District",="White",23,100.0
="Seymour School District",="White",215,99.5
="Sharon School District",="White",39,100.0
="Shelton School District",="White",446,99.3
="Sherman School District",="White",44,95.7
="Side By Side Charter School District",="White",17,100.0
="Simsbury School District",="White",421,97.0
="Somers School District",="White",151,97.4
="South Windsor School District",="White",396,95.9
="Southington School District",="White",591,98.5
="Sprague School District",="White",31,91.2
="Stafford School District",="White",175,98.9
="Stamford Academy District",="White",9,81.8
="Stamford School District",="White",1306,86.3
="Sterling School District",="White",38,100.0
="Stonington School District",="White",224,97.8
="Stratford School District",="White",608,95.9
="Suffield School District",="White",215,96.0
="The Bridge Academy District",="White",17,81.0
="The Gilbert School District",="White",54,100.0
="Thomaston School District",="White",112,99.1
="Thompson School District",="White",124,98.4
="Tolland School District",="White",252,95.8
="Torrington School District",="White",400,96.4
="Trailblazers Academy District",="White",16,100.0
="Trumbull School District",="White",560,96.7
="Unified School District #1",="White",188,89.5
="Unified School District #2",="White",95,88.8
="Union School District",="White",11,100.0
="Vernon School District",="White",354,97.0
="Voluntown School District",="White",32,100.0
="Wallingford School District",="White",616,98.3
="Waterbury School District",="White",1374,88.4
="Waterford School District",="White",266,97.1
="Watertown School District",="White",262,98.9
="West Hartford School District",="White",902,95.1
="West Haven School District",="White",550,93.9
="Westbrook School District",="White",106,100.0
="Weston School District",="White",241,96.8
="Westport School District",="White",590,96.4
="Wethersfield School District",="White",306,95.6
="Willington School District",="White",64,97.0
="Wilton School District",="White",399,98.0
="Winchester School District",="White",103,99.0
="Windham School District",="White",330,89.9
="Windsor Locks School District",="White",178,95.2
="Windsor School District",="White",401,91.1
="Wolcott School District",="White",247,98.8
="Woodbridge School District",="White",78,100.0
="Woodstock Academy District",="White",95,97.9
="Woodstock School District",="White",74,100.0

