"Educator Race/Ethnicity Report for 2003-04"

"District","Race","Count","% of Total"
="Regional School District 06",="White",109,99.1
="Regional School District 07",="White",112,99.1
="Regional School District 08",="White",146,96.7
="Regional School District 09",="White",93,97.9
="Regional School District 10",="White",236,98.3
="Regional School District 11",="White",52,100.0
="Regional School District 12",="White",112,99.1
="Regional School District 13",="White",200,99.5
="Regional School District 14",="White",201,99.0
="Regional School District 15",="White",364,98.6
="Regional School District 16",="White",224,99.1
="Regional School District 17",="White",231,98.3
="Regional School District 18",="White",164,100.0
="Regional School District 19",="White",118,96.7
="Ridgefield School District",="White",435,98.2
="Rocky Hill School District",="White",217,98.2
="Salem School District",="White",52,96.3
="Salisbury School District",="White",48,98.0
="Scotland School District",="White",22,100.0
="Seymour School District",="White",223,98.7
="Sharon School District",="White",40,100.0
="Shelton School District",="White",444,99.3
="Sherman School District",="White",43,95.6
="Side By Side Charter School District",="White",14,100.0
="Simsbury School District",="White",410,97.9
="Somers School District",="White",149,98.7
="South Windsor School District",="White",396,97.1
="Southington School District",="White",566,99.1
="Sprague School District",="White",33,97.1
="Stafford School District",="White",184,97.9
="Stamford School District",="White",1243,88.1
="Sterling School District",="White",38,100.0
="Stonington School District",="White",222,99.1
="Stratford School District",="White",612,96.1
="Suffield School District",="White",187,96.4
="The Bridge Academy District",="White",9,69.2
="The Gilbert School District",="White",58,100.0
="Thomaston School District",="White",104,97.2
="Thompson School District",="White",120,99.2
="Tolland School District",="White",268,96.8
="Torrington School District",="White",365,96.8
="Trailblazers Academy District",="White",16,94.1
="Trumbull School District",="White",541,97.0
="Unified School District #1",="White",176,91.2
="Unified School District #2",="White",99,88.4
="Union School District",="White",10,100.0
="Vernon School District",="White",360,97.3
="Voluntown School District",="White",31,100.0
="Wallingford School District",="White",616,98.7
="Waterbury School District",="White",1300,88.7
="Waterford School District",="White",275,97.9
="Watertown School District",="White",270,98.9
="West Hartford School District",="White",874,94.9
="West Haven School District",="White",568,94.2
="Westbrook School District",="White",98,99.0
="Weston School District",="White",231,97.5
="Westport School District",="White",543,97.3
="Wethersfield School District",="White",284,96.0
="Willington School District",="White",64,97.0
="Wilton School District",="White",375,97.9
="Winchester School District",="White",102,99.0
="Windham School District",="White",324,88.3
="Windsor Locks School District",="White",181,95.3
="Windsor School District",="White",408,89.9
="Wolcott School District",="White",247,99.2
="Woodbridge School District",="White",91,98.9
="Woodstock Academy District",="White",80,98.8
="Woodstock School District",="White",78,100.0

