"Educator Race/Ethnicity Report for 2004-05"

"District","Race","Count","% of Total"
="Hamden School District",="Hispanic or Latino",12,2.2
="Hartford School District",="Hispanic or Latino",326,15.2
="Hebron School District",="Hispanic or Latino",1,1.0
="Highville Mustard Seed Charter School District",="Hispanic or Latino",2,8.7
="Interdistrict School for Arts and Comm District",="Hispanic or Latino",1,6.3
="Learn",="Hispanic or Latino",3,3.3
="Lebanon School District",="Hispanic or Latino",2,1.5
="Ledyard School District",="Hispanic or Latino",3,1.2
="Manchester School District",="Hispanic or Latino",19,2.9
="Mansfield School District",="Hispanic or Latino",1,0.7
="Meriden School District",="Hispanic or Latino",46,6.3
="Middletown School District",="Hispanic or Latino",6,1.3
="Milford School District",="Hispanic or Latino",4,0.6
="Monroe School District",="Hispanic or Latino",3,0.9
="Montville School District",="Hispanic or Latino",3,1.1
="Naugatuck School District",="Hispanic or Latino",4,1.0
="New Beginnings Inc Family Academy District",="Hispanic or Latino",2,9.1
="New Britain School District",="Hispanic or Latino",93,11.1
="New Canaan School District",="Hispanic or Latino",3,0.8
="New Fairfield School District",="Hispanic or Latino",1,0.4
="New Haven School District",="Hispanic or Latino",129,7.2
="New London School District",="Hispanic or Latino",29,9.7
="New Milford School District",="Hispanic or Latino",4,1.0
="Newington School District",="Hispanic or Latino",2,0.5
="North Haven School District",="Hispanic or Latino",4,1.2
="Norwalk School District",="Hispanic or Latino",52,5.7
="Norwich Free Academy District",="Hispanic or Latino",5,2.8
="Norwich School District",="Hispanic or Latino",1,0.3
="Old Saybrook School District",="Hispanic or Latino",1,0.6
="Orange School District",="Hispanic or Latino",1,0.8
="Oxford School District",="Hispanic or Latino",1,0.9
="Plainville School District",="Hispanic or Latino",1,0.4
="Regional School District 04",="Hispanic or Latino",3,3.0
="Regional School District 05",="Hispanic or Latino",7,2.9
="Regional School District 06",="Hispanic or Latino",1,1.0
="Regional School District 07",="Hispanic or Latino",1,0.9
="Regional School District 08",="Hispanic or Latino",3,2.0
="Regional School District 09",="Hispanic or Latino",1,1.0
="Regional School District 10",="Hispanic or Latino",2,0.8
="Regional School District 12",="Hispanic or Latino",1,0.9
="Regional School District 13",="Hispanic or Latino",1,0.5
="Regional School District 14",="Hispanic or Latino",2,1.1
="Regional School District 15",="Hispanic or Latino",2,0.5
="Regional School District 16",="Hispanic or Latino",1,0.5
="Regional School District 17",="Hispanic or Latino",4,1.7
="Regional School District 19",="Hispanic or Latino",3,2.4
="Ridgefield School District",="Hispanic or Latino",7,1.6
="Rocky Hill School District",="Hispanic or Latino",5,2.2
="Salem School District",="Hispanic or Latino",1,1.8
="Sherman School District",="Hispanic or Latino",1,2.3
="Simsbury School District",="Hispanic or Latino",2,0.5
="Somers School District",="Hispanic or Latino",3,2.0
="South Windsor School District",="Hispanic or Latino",4,1.0
="Southington School District",="Hispanic or Latino",3,0.5
="Sprague School District",="Hispanic or Latino",1,2.7
="Stafford School District",="Hispanic or Latino",2,1.1
="Stamford School District",="Hispanic or Latino",63,4.3
="Stratford School District",="Hispanic or Latino",6,1.0
="Suffield School District",="Hispanic or Latino",5,2.4
="The Bridge Academy District",="Hispanic or Latino",3,23.1
="Thomaston School District",="Hispanic or Latino",3,2.8
="Tolland School District",="Hispanic or Latino",5,1.9
="Torrington School District",="Hispanic or Latino",8,2.1
="Trumbull School District",="Hispanic or Latino",10,1.8
="Unified School District #1",="Hispanic or Latino",6,3.0
="Unified School District #2",="Hispanic or Latino",3,2.5
="Vernon School District",="Hispanic or Latino",2,0.6
="Wallingford School District",="Hispanic or Latino",4,0.6
="Waterbury School District",="Hispanic or Latino",104,6.7
="Waterford School District",="Hispanic or Latino",4,1.4
="Watertown School District",="Hispanic or Latino",2,0.8
="West Hartford School District",="Hispanic or Latino",20,2.2
="West Haven School District",="Hispanic or Latino",7,1.2
="Weston School District",="Hispanic or Latino",2,0.8
="Westport School District",="Hispanic or Latino",11,1.9
="Wethersfield School District",="Hispanic or Latino",2,0.7
="Willington School District",="Hispanic or Latino",2,3.2
="Wilton School District",="Hispanic or Latino",2,0.5
="Winchester School District",="Hispanic or Latino",1,0.9
="Windham School District",="Hispanic or Latino",38,10.4
="Windsor Locks School District",="Hispanic or Latino",5,2.7
="Windsor School District",="Hispanic or Latino",8,1.8
="Wolcott School District",="Hispanic or Latino",2,0.8
="Woodstock Academy District",="Hispanic or Latino",1,1.2

