"Educator Race/Ethnicity Report for 2005-06"

"District","Race","Count","% of Total"
="The Bridge Academy District",="Hispanic or Latino",2,14.3
="Thomaston School District",="Hispanic or Latino",2,1.8
="Tolland School District",="Hispanic or Latino",5,1.9
="Torrington School District",="Hispanic or Latino",8,2.0
="Trumbull School District",="Hispanic or Latino",11,1.9
="Unified School District #1",="Hispanic or Latino",7,3.4
="Unified School District #2",="Hispanic or Latino",3,2.6
="Vernon School District",="Hispanic or Latino",2,0.6
="Wallingford School District",="Hispanic or Latino",4,0.6
="Waterbury School District",="Hispanic or Latino",110,7.1
="Waterford School District",="Hispanic or Latino",3,1.1
="Watertown School District",="Hispanic or Latino",2,0.8
="West Hartford School District",="Hispanic or Latino",24,2.6
="West Haven School District",="Hispanic or Latino",12,2.0
="Weston School District",="Hispanic or Latino",3,1.2
="Westport School District",="Hispanic or Latino",11,1.9
="Wethersfield School District",="Hispanic or Latino",3,1.0
="Willington School District",="Hispanic or Latino",2,3.1
="Wilton School District",="Hispanic or Latino",4,1.0
="Winchester School District",="Hispanic or Latino",1,0.9
="Windham School District",="Hispanic or Latino",36,9.8
="Windsor Locks School District",="Hispanic or Latino",5,2.7
="Windsor School District",="Hispanic or Latino",8,1.8
="Woodstock Academy District",="Hispanic or Latino",1,1.1

