"Educator Race/Ethnicity Report for 2005-06"

"District","Race","Count","% of Total"
="Interdistrict School for Arts and Comm District",="White",14,87.5
="Jumoke Academy District",="White",13,76.5
="Kent School District",="White",39,100.0
="Killingly School District",="White",261,98.5
="Learn",="White",116,92.8
="Lebanon School District",="White",132,96.4
="Ledyard School District",="White",253,97.7
="Lisbon School District",="White",53,100.0
="Litchfield School District",="White",124,100.0
="Madison School District",="White",321,99.4
="Manchester School District",="White",607,93.1
="Mansfield School District",="White",140,96.6
="Marlborough School District",="White",59,98.3
="Meriden School District",="White",672,90.6
="Middletown School District",="White",420,92.3
="Milford School District",="White",704,98.7
="Monroe School District",="White",339,98.8
="Montville School District",="White",266,97.8
="Naugatuck School District",="White",402,98.5
="New Beginnings Inc Family Academy District",="White",17,77.3
="New Britain School District",="White",711,83.1
="New Canaan School District",="White",396,97.5
="New Fairfield School District",="White",256,98.8
="New Hartford School District",="White",55,98.2
="New Haven School District",="White",1310,71.9
="New London School District",="White",220,80.3
="New Milford School District",="White",384,98.5
="Newington School District",="White",377,97.2
="Newtown School District",="White",435,99.1
="Norfolk School District",="White",25,100.0
="North Branford School District",="White",199,100.0
="North Canaan School District",="White",45,100.0
="North Haven School District",="White",322,97.0
="North Stonington School District",="White",91,100.0
="Norwalk School District",="White",797,85.3
="Norwich Free Academy District",="White",174,93.6
="Norwich School District",="White",315,97.8
="Odyssey Community School District",="White",16,100.0
="Office of Early Childhood (OEC)",="White",47,100.0
="Old Saybrook School District",="White",162,98.8
="Orange School District",="White",124,99.2
="Oxford School District",="White",108,99.1
="Plainfield School District",="White",216,100.0
="Plainville School District",="White",241,98.4
="Plymouth School District",="White",158,98.8
="Pomfret School District",="White",49,100.0
="Portland School District",="White",136,100.0
="Preston School District",="White",51,98.1
="Project Oceanology",="White",5,100.0
="Putnam School District",="White",129,98.5
="Redding School District",="White",121,98.4
="Regional School District 01",="White",66,98.5
="Regional School District 04",="White",97,95.1
="Regional School District 05",="White",235,97.1
="Regional School District 06",="White",110,99.1
="Regional School District 07",="White",106,98.2
="Regional School District 08",="White",149,96.8
="Regional School District 09",="White",98,99.0
="Regional School District 10",="White",243,98.4
="Regional School District 11",="White",50,100.0
="Regional School District 12",="White",115,99.1
="Regional School District 13",="White",207,99.5
="Regional School District 14",="White",186,97.9
="Regional School District 15",="White",373,98.7
="Regional School District 16",="White",219,99.6
="Regional School District 17",="White",232,98.3
="Regional School District 18",="White",164,98.8
="Regional School District 19",="White",123,98.4
="Ridgefield School District",="White",441,97.6
="Rocky Hill School District",="White",221,98.7
="Salem School District",="White",54,96.4
="Salisbury School District",="White",46,97.9
="Scotland School District",="White",24,100.0
="Seymour School District",="White",223,99.6
="Sharon School District",="White",40,100.0
="Shelton School District",="White",434,99.3
="Sherman School District",="White",45,95.7
="Side By Side Charter School District",="White",16,100.0
="Simsbury School District",="White",416,97.7
="Somers School District",="White",153,97.5
="South Windsor School District",="White",384,96.0
="Southington School District",="White",569,98.3
="Sprague School District",="White",36,92.3
="Stafford School District",="White",173,98.3
="Stamford Academy District",="White",17,100.0
="Stamford School District",="White",1283,87.1
="Sterling School District",="White",40,100.0
="Stonington School District",="White",219,98.2
="Stratford School District",="White",602,95.9
="Suffield School District",="White",203,95.3
="The Bridge Academy District",="White",11,78.6
="The Gilbert School District",="White",53,100.0
="Thomaston School District",="White",109,98.2
="Thompson School District",="White",126,99.2
="Tolland School District",="White",257,96.6
="Torrington School District",="White",389,96.8
="Trailblazers Academy District",="White",14,100.0
="Trumbull School District",="White",558,96.7
="Unified School District #1",="White",189,90.9
="Unified School District #2",="White",101,88.6
="Union School District",="White",10,100.0
="Vernon School District",="White",354,97.8
="Voluntown School District",="White",33,100.0
="Wallingford School District",="White",615,98.2
="Waterbury School District",="White",1369,88.4
="Waterford School District",="White",268,97.5
="Watertown School District",="White",252,98.8
="West Hartford School District",="White",873,94.5
="West Haven School District",="White",577,94.4
="Westbrook School District",="White",105,100.0
="Weston School District",="White",241,96.8
="Westport School District",="White",574,97.0
="Wethersfield School District",="White",304,96.2
="Willington School District",="White",62,96.9
="Wilton School District",="White",389,98.0
="Winchester School District",="White",105,99.1
="Windham School District",="White",325,88.8
="Windsor Locks School District",="White",178,94.7
="Windsor School District",="White",402,89.7
="Wolcott School District",="White",236,99.6
="Woodbridge School District",="White",80,98.8
="Woodstock Academy District",="White",88,98.9
="Woodstock School District",="White",78,100.0

