"CT School Day SAT, 2015-16"
"All Districts, ELA, English Learner Status (EL)"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",126,9,7.1,21,16.7,74,58.7,22,17.5,96,76.2,540
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","N","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","N",539,94,17.4,118,21.9,"*","*","*","*","*","*",506
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Y",80,65,81.3,"*","*","*","*",0,0.0,"*","*",380
"Darien School District","=""0350011""","Darien High School","=""0356111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","N",80,"*","*","*","*","*","*","*","*","*","*",453
"Derby School District","=""0370011""","Derby High School","=""0376111""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","N",61,7,11.5,8,13.1,28,45.9,18,29.5,46,75.4,555
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","N",78,10,12.8,8,10.3,47,60.3,13,16.7,60,76.9,532
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","N",50,"*","*","*","*",32,64.0,10,20.0,42,84.0,551
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",342,99,28.9,92,26.9,"*","*","*","*","*","*",469
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Y",24,17,70.8,"*","*","*","*",0,0.0,"*","*",387
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",206,"*","*","*","*","*","*","*","*","*","*",485
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",65,10,15.4,14,21.5,35,53.8,6,9.2,41,63.1,501
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N",30,"*","*","*","*",16,53.3,"*","*","*","*",522
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N",36,12,33.3,"*","*",16,44.4,"*","*","*","*",472
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N",202,19,9.4,28,13.9,121,59.9,34,16.8,155,76.7,540
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","N",196,24,12.2,51,26.0,107,54.6,14,7.1,121,61.7,504
"Explorations District","=""2720013""","Explorations","=""2726113""","N",21,"*","*",10,47.6,"*","*","*","*","*","*",479
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","N",350,12,3.4,28,8.0,196,56.0,114,32.6,310,88.6,583
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","N",344,"*","*","*","*","*","*","*","*","*","*",567
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","N",469,"*","*","*","*","*","*","*","*","*","*",574
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","N",151,9,6.0,16,10.6,83,55.0,43,28.5,126,83.4,565
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","N",592,"*","*","*","*","*","*","*","*","*","*",581
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","N",123,19,15.4,23,18.7,63,51.2,18,14.6,81,65.9,518
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","N",228,"*","*","*","*","*","*","*","*","*","*",529
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","N",254,9,3.5,20,7.9,139,54.7,86,33.9,225,88.6,587
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","N",354,"*","*","*","*","*","*","*","*","*","*",526
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","N",99,54,54.5,22,22.2,"*","*","*","*",23,23.2,425
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Y",51,42,82.4,9,17.6,0,0.0,0,0.0,0,0.0,374
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","N",43,"*","*","*","*","*","*","*","*","*","*",405
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","N",64,"*","*","*","*","*","*",0,0.0,"*","*",408
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","N",56,32,57.1,"*","*","*","*",0,0.0,"*","*",418
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Y",21,"*","*","*","*",0,0.0,0,0.0,0,0.0,383
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","N",49,"*","*","*","*","*","*",0,0.0,"*","*",409
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","N",99,"*","*","*","*","*","*","*","*","*","*",488
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","N",9,"*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","N",171,24,14.0,27,15.8,110,64.3,10,5.8,120,70.2,508
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","N",65,"*","*","*","*",34,52.3,27,41.5,61,93.8,587
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","N",31,"*","*",8,25.8,16,51.6,"*","*","*","*",527
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","N",83,6,7.2,6,7.2,60,72.3,11,13.3,71,85.5,547
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","N",197,24,12.2,37,18.8,100,50.8,36,18.3,136,69.0,527
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","N",74,7,9.5,10,13.5,41,55.4,16,21.6,57,77.0,544
