"CT School Day SAT, 2015-16"
"All Districts, Math, Free/Reduced Price Meal Eligibility (3-leve"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","F",12,"*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","N",104,"*","*",49,47.1,33,31.7,"*","*","*","*",484
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","F",23,"*","*","*","*","*","*","*","*","*","*",491
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","N",156,15,9.6,69,44.2,58,37.2,14,9.0,72,46.2,522
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","F",11,"*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","N",22,6,27.3,12,54.5,"*","*","*","*","*","*",459
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","F",113,72,63.7,"*","*","*","*",0,0.0,"*","*",391
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","N",43,"*","*","*","*",0,0.0,0,0.0,0,0.0,397
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","F",106,34,32.1,59,55.7,13,12.3,0,0.0,13,12.3,442
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","N",55,"*","*","*","*","*","*","*","*","*","*",432
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","F",76,"*","*",38,50.0,"*","*",0,0.0,"*","*",430
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","N",50,"*","*","*","*",8,16.0,0,0.0,8,16.0,437
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","F",98,49,50.0,"*","*","*","*",0,0.0,"*","*",413
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","N",28,"*","*","*","*",0,0.0,0,0.0,0,0.0,389
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","F",62,"*","*",33,53.2,"*","*",0,0.0,"*","*",435
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","N",47,"*","*","*","*",9,19.1,0,0.0,9,19.1,454
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","R",16,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","F",49,"*","*","*","*",0,0.0,0,0.0,0,0.0,405
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","N",71,"*","*",33,46.5,"*","*",0,0.0,"*","*",438
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","F",56,"*","*","*","*","*","*",0,0.0,"*","*",443
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","N",115,25,21.7,70,60.9,"*","*","*","*",20,17.4,467
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","F",42,"*","*","*","*","*","*","*","*","*","*",445
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","N",97,37,38.1,48,49.5,"*","*","*","*",12,12.4,442
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","F",41,"*","*","*","*","*","*",0,0.0,"*","*",452
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","N",94,19,20.2,53,56.4,22,23.4,0,0.0,22,23.4,471
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","F",41,"*","*","*","*","*","*",0,0.0,"*","*",442
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","N",97,29,29.9,52,53.6,"*","*","*","*",16,16.5,465
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","F",36,"*","*","*","*","*","*","*","*","*","*",464
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","N",113,16,14.2,70,61.9,27,23.9,0,0.0,27,23.9,478
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","N",118,"*","*",60,50.8,28,23.7,"*","*","*","*",477
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","F",54,"*","*","*","*","*","*",0,0.0,"*","*",443
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","N",117,39,33.3,55,47.0,"*","*","*","*",23,19.7,458
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","F",42,"*","*","*","*","*","*",0,0.0,"*","*",436
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","N",83,31,37.3,39,47.0,13,15.7,0,0.0,13,15.7,443
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","F",67,20,29.9,"*","*","*","*",0,0.0,"*","*",441
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","N",89,"*","*",54,60.7,20,22.5,"*","*","*","*",479
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","R",18,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","F",38,"*","*","*","*","*","*",0,0.0,"*","*",459
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","N",73,"*","*",38,52.1,16,21.9,"*","*","*","*",477
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",105,"*","*",41,39.0,47,44.8,"*","*","*","*",528
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","F",21,"*","*","*","*","*","*",0,0.0,"*","*",482
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N",110,"*","*",40,36.4,41,37.3,"*","*","*","*",518
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","F",16,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","F",185,91,49.2,69,37.3,"*","*","*","*",25,13.5,427
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","N",377,97,25.7,155,41.1,97,25.7,28,7.4,125,33.2,487
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","R",57,20,35.1,29,50.9,"*","*","*","*",8,14.0,451
"Darien School District","=""0350011""","Darien High School","=""0356111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","N",301,6,2.0,40,13.3,113,37.5,142,47.2,255,84.7,628
"Darien School District","=""0350011""","Darien High School","=""0356111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","F",44,23,52.3,"*","*","*","*",0,0.0,"*","*",420
"Derby School District","=""0370011""","Derby High School","=""0376111""","N",32,"*","*","*","*","*","*",0,0.0,"*","*",433
"Derby School District","=""0370011""","Derby High School","=""0376111""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","F",10,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","N",51,"*","*","*","*","*","*","*","*","*","*",534
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","N",69,"*","*",35,50.7,15,21.7,"*","*","*","*",488
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","N",107,19,17.8,39,36.4,42,39.3,7,6.5,49,45.8,514
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","N",29,"*","*",15,51.7,8,27.6,"*","*","*","*",541
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","F",194,72,37.1,96,49.5,"*","*","*","*",26,13.4,444
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",131,43,32.8,51,38.9,"*","*","*","*",37,28.2,468
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","R",41,14,34.1,18,43.9,"*","*","*","*",9,22.0,454
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","F",69,38,55.1,"*","*","*","*",0,0.0,"*","*",415
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",127,"*","*",59,46.5,25,19.7,"*","*","*","*",473
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","R",18,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","F",30,"*","*","*","*","*","*","*","*","*","*",476
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N",212,13,6.1,60,28.3,89,42.0,50,23.6,139,65.6,568
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","F",21,"*","*","*","*","*","*",0,0.0,"*","*",460
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",35,"*","*",16,45.7,13,37.1,"*","*","*","*",499
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","F",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
