"CT School Day SAT, 2015-16"
"All Districts, ELA, Gender"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Female",71,"*","*","*","*",43,60.6,14,19.7,57,80.3,539
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Male",55,"*","*",12,21.8,31,56.4,"*","*","*","*",541
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Female",69,"*","*","*","*",42,60.9,13,18.8,55,79.7,548
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Male",77,13,16.9,"*","*",40,51.9,"*","*","*","*",511
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Female",11,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Male",12,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Female",303,76,25.1,64,21.1,134,44.2,29,9.6,163,53.8,490
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Male",316,83,26.3,67,21.2,124,39.2,42,13.3,166,52.5,490
"Darien School District","=""0350011""","Darien High School","=""0356111""","Female",149,"*","*","*","*",61,40.9,83,55.7,144,96.6,629
"Darien School District","=""0350011""","Darien High School","=""0356111""","Male",161,"*","*","*","*",69,42.9,81,50.3,150,93.2,610
"Derby School District","=""0370011""","Derby High School","=""0376111""","Female",40,13,32.5,15,37.5,12,30.0,0,0.0,12,30.0,450
"Derby School District","=""0370011""","Derby High School","=""0376111""","Male",46,17,37.0,14,30.4,"*","*","*","*",15,32.6,442
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Female",30,"*","*","*","*",12,40.0,10,33.3,22,73.3,561
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Male",31,"*","*","*","*",16,51.6,8,25.8,24,77.4,550
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Female",51,"*","*","*","*",33,64.7,6,11.8,39,76.5,526
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Male",27,"*","*","*","*",14,51.9,7,25.9,21,77.8,543
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Female",75,"*","*","*","*",43,57.3,17,22.7,60,80.0,555
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Male",53,"*","*","*","*",31,58.5,9,17.0,40,75.5,542
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Female",33,"*","*","*","*","*","*","*","*","*","*",566
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Female",191,56,29.3,52,27.2,73,38.2,10,5.2,83,43.5,470
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Male",175,60,34.3,46,26.3,63,36.0,6,3.4,69,39.4,456
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Female",9,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Male",16,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Male",6,"*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Female",91,19,20.9,21,23.1,45,49.5,6,6.6,51,56.0,486
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Male",123,37,30.1,30,24.4,44,35.8,12,9.8,56,45.5,478
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Female",123,"*","*","*","*",76,61.8,31,25.2,107,87.0,575
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Male",127,"*","*","*","*",65,51.2,45,35.4,110,86.6,579
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Female",33,"*","*",6,18.2,17,51.5,"*","*","*","*",507
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Male",32,"*","*",8,25.0,18,56.3,"*","*","*","*",494
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Female",24,"*","*","*","*","*","*","*","*","*","*",535
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Male",6,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Female",19,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Female",96,7,7.3,7,7.3,65,67.7,17,17.7,82,85.4,557
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Male",106,12,11.3,21,19.8,56,52.8,17,16.0,73,68.9,525
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Female",14,"*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Male",19,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Female",79,"*","*",18,22.8,42,53.2,"*","*","*","*",504
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Male",70,19,27.1,"*","*",30,42.9,"*","*","*","*",486
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Female",90,"*","*",26,28.9,54,60.0,"*","*","*","*",504
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Male",106,"*","*",25,23.6,53,50.0,"*","*","*","*",504
"Explorations District","=""2720013""","Explorations","=""2726113""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Female",171,"*","*","*","*",93,54.4,59,34.5,152,88.9,590
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Male",179,"*","*","*","*",103,57.5,55,30.7,158,88.3,577
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Female",179,16,8.9,11,6.1,93,52.0,59,33.0,152,84.9,575
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Male",171,19,11.1,17,9.9,92,53.8,43,25.1,135,78.9,552
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Female",125,"*","*","*","*",60,48.0,51,40.8,111,88.8,586
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Male",173,"*","*","*","*",84,48.6,57,32.9,141,81.5,572
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Female",262,9,3.4,23,8.8,149,56.9,81,30.9,230,87.8,577
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Male",215,11,5.1,25,11.6,122,56.7,57,26.5,179,83.3,565
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Female",70,"*","*","*","*",35,50.0,22,31.4,57,81.4,569
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Male",81,"*","*","*","*",48,59.3,21,25.9,69,85.2,562
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Female",297,21,7.1,31,10.4,138,46.5,107,36.0,245,82.5,578
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Male",312,23,7.4,37,11.9,139,44.6,113,36.2,252,80.8,575
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Female",71,9,12.7,13,18.3,39,54.9,10,14.1,49,69.0,530
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Male",52,10,19.2,10,19.2,24,46.2,8,15.4,32,61.5,501
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Female",126,13,10.3,27,21.4,62,49.2,24,19.0,86,68.3,534
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Male",108,18,16.7,22,20.4,50,46.3,18,16.7,68,63.0,514
