"CT School Day SAT, 2015-16"
"All Districts, ELA, Free/Reduced Price Meal Eligibility (3-level"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","F",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","N",58,"*","*","*","*","*","*","*","*","*","*",574
"Branford School District","=""0140011""","Branford High School","=""0146111""","F",35,"*","*","*","*","*","*","*","*","*","*",475
"Branford School District","=""0140011""","Branford High School","=""0146111""","N",181,20,11.0,35,19.3,86,47.5,40,22.1,126,69.6,537
"Branford School District","=""0140011""","Branford High School","=""0146111""","R",16,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","F",19,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","F",130,27,20.8,38,29.2,59,45.4,6,4.6,65,50.0,478
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","F",119,72,60.5,35,29.4,"*","*","*","*",12,10.1,402
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","F",134,44,32.8,"*","*",46,34.3,"*","*","*","*",460
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","F",90,46,51.1,24,26.7,20,22.2,0,0.0,20,22.2,427
"Bridgeport School District","=""0150011""","Career and Craftsmanship","=""0152711""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","F",236,106,44.9,"*","*",70,29.7,"*","*","*","*",438
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","F",175,119,68.0,41,23.4,"*","*","*","*",15,8.6,394
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","F",132,37,28.0,35,26.5,50,37.9,10,7.6,60,45.5,475
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","F",80,19,23.8,"*","*","*","*","*","*","*","*",491
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","N",166,"*","*",30,18.1,99,59.6,"*","*","*","*",534
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","R",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","F",66,"*","*","*","*","*","*","*","*","*","*",481
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",202,18,8.9,29,14.4,135,66.8,20,9.9,155,76.7,525
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","N",204,8,3.9,21,10.3,120,58.8,55,27.0,175,85.8,568
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","F",10,"*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","N",99,"*","*","*","*",53,53.5,33,33.3,86,86.9,579
"Canton School District","=""0230011""","Canton High School","=""0236111""","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","F",13,"*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",42,0,0.0,"*","*","*","*",26,61.9,"*","*",640
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","F",40,12,30.0,17,42.5,"*","*","*","*","*","*",451
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","N",49,"*","*","*","*",22,44.9,17,34.7,39,79.6,565
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","F",30,"*","*",8,26.7,"*","*",0,0.0,"*","*",461
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N",21,0,0.0,"*","*",14,66.7,"*","*","*","*",552
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","F",26,8,30.8,"*","*","*","*","*","*","*","*",450
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",54,"*","*",20,37.0,19,35.2,"*","*","*","*",526
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","F",48,24,50.0,15,31.3,9,18.8,0,0.0,"*","*",420
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","F",37,"*","*",15,40.5,"*","*","*","*","*","*",472
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","N",49,"*","*","*","*",23,46.9,11,22.4,34,69.4,537
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","F",20,"*","*","*","*","*","*",0,0.0,"*","*",484
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","N",338,"*","*",33,9.8,196,58.0,"*","*","*","*",575
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","F",13,"*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","N",104,6,5.8,18,17.3,58,55.8,22,21.2,80,76.9,547
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","F",24,"*","*","*","*","*","*","*","*","*","*",509
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","N",156,9,5.8,17,10.9,95,60.9,35,22.4,130,83.3,561
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","F",11,"*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","N",22,"*","*","*","*",10,45.5,"*","*","*","*",519
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","F",113,50,44.2,42,37.2,"*","*","*","*",21,18.6,427
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","N",43,"*","*","*","*","*","*",0,0.0,"*","*",435
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","F",106,39,36.8,36,34.0,31,29.2,0,0.0,31,29.2,440
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","N",55,"*","*","*","*","*","*","*","*","*","*",455
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","F",76,"*","*",30,39.5,"*","*",0,0.0,"*","*",440
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","N",50,"*","*","*","*",25,50.0,"*","*","*","*",470
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","F",98,53,54.1,27,27.6,18,18.4,0,0.0,18,18.4,416
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","N",28,"*","*","*","*","*","*",0,0.0,"*","*",419
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","F",62,16,25.8,24,38.7,"*","*","*","*","*","*",458
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","N",47,"*","*","*","*",24,51.1,"*","*","*","*",486
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","R",16,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","F",49,"*","*","*","*","*","*",0,0.0,"*","*",436
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","N",71,"*","*",23,32.4,27,38.0,"*","*","*","*",469
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","F",56,"*","*","*","*","*","*",0,0.0,"*","*",459
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","N",115,"*","*",28,24.3,63,54.8,"*","*","*","*",496
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","F",42,"*","*","*","*","*","*","*","*","*","*",467
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","N",97,27,27.8,31,32.0,32,33.0,7,7.2,39,40.2,472
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","F",41,"*","*","*","*","*","*","*","*","*","*",465
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","N",94,12,12.8,21,22.3,55,58.5,6,6.4,61,64.9,503
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","F",41,"*","*","*","*","*","*",0,0.0,"*","*",457
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","N",97,"*","*",35,36.1,43,44.3,"*","*","*","*",483
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","F",36,"*","*","*","*","*","*","*","*","*","*",488
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","N",113,"*","*",37,32.7,56,49.6,"*","*","*","*",495
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","N",118,"*","*",30,25.4,57,48.3,"*","*","*","*",507
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","F",54,"*","*","*","*","*","*",0,0.0,"*","*",463
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","N",117,"*","*",35,29.9,58,49.6,"*","*","*","*",487
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","F",42,"*","*","*","*","*","*","*","*","*","*",453
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","N",83,18,21.7,25,30.1,33,39.8,7,8.4,40,48.2,478
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","F",67,13,19.4,"*","*","*","*",0,0.0,"*","*",480
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","N",89,"*","*",19,21.3,57,64.0,"*","*","*","*",505
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","R",18,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","F",39,"*","*","*","*","*","*",0,0.0,"*","*",457
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","N",73,"*","*",21,28.8,30,41.1,"*","*","*","*",489
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",105,"*","*","*","*",65,61.9,20,19.0,85,81.0,547
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","F",21,"*","*","*","*","*","*",0,0.0,"*","*",486
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N",110,15,13.6,"*","*",63,57.3,"*","*","*","*",543
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","F",17,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","F",185,78,42.2,"*","*",53,28.6,"*","*","*","*",443
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","N",377,59,15.6,73,19.4,183,48.5,62,16.4,245,65.0,516
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","R",57,22,38.6,"*","*",22,38.6,"*","*","*","*",466
"Darien School District","=""0350011""","Darien High School","=""0356111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","N",301,6,2.0,9,3.0,124,41.2,162,53.8,286,95.0,621
"Darien School District","=""0350011""","Darien High School","=""0356111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","F",44,15,34.1,17,38.6,"*","*","*","*",12,27.3,442
"Derby School District","=""0370011""","Derby High School","=""0376111""","N",32,"*","*","*","*","*","*","*","*","*","*",446
"Derby School District","=""0370011""","Derby High School","=""0376111""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","F",10,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","N",51,"*","*","*","*","*","*","*","*","*","*",571
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","N",69,7,10.1,8,11.6,43,62.3,11,15.9,54,78.3,533
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","N",107,"*","*","*","*",63,58.9,24,22.4,87,81.3,557
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","N",29,0,0.0,"*","*",22,75.9,"*","*","*","*",571
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","F",194,65,33.5,63,32.5,"*","*","*","*",66,34.0,450
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",131,39,29.8,"*","*",59,45.0,"*","*","*","*",484
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","R",41,12,29.3,13,31.7,16,39.0,0,0.0,16,39.0,460
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","F",69,29,42.0,"*","*","*","*","*","*","*","*",454
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",127,"*","*",31,24.4,61,48.0,"*","*","*","*",500
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","R",18,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","F",30,"*","*","*","*","*","*","*","*","*","*",518
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N",212,"*","*","*","*",119,56.1,72,34.0,191,90.1,587
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","F",21,"*","*","*","*","*","*","*","*","*","*",482
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",35,"*","*",8,22.9,21,60.0,"*","*","*","*",517
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","F",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
