"CT School Day SAT, 2015-16"
"All Districts, Math, Special Education Status (SWD)"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Y",38,21,55.3,"*","*","*","*",0,0.0,"*","*",412
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",246,33,13.4,125,50.8,"*","*","*","*","*","*",498
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Y",39,26,66.7,"*","*","*","*",0,0.0,"*","*",402
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","N",200,7,3.5,69,34.5,"*","*","*","*","*","*",555
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Y",22,9,40.9,11,50.0,"*","*","*","*","*","*",424
"Canton School District","=""0230011""","Canton High School","=""0236111""","N",103,"*","*","*","*","*","*","*","*","*","*",563
"Canton School District","=""0230011""","Canton High School","=""0236111""","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","N",87,"*","*","*","*","*","*",0,0.0,"*","*",462
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",76,"*","*","*","*","*","*","*","*","*","*",457
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N",55,"*","*","*","*","*","*",0,0.0,"*","*",428
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","N",341,"*","*",89,26.1,"*","*",82,24.0,"*","*",574
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Y",27,"*","*",16,59.3,"*","*",0,0.0,"*","*",432
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","N",116,"*","*","*","*","*","*","*","*","*","*",483
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","N",173,"*","*","*","*","*","*","*","*","*","*",527
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","N",33,"*","*","*","*","*","*","*","*","*","*",434
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","N",159,"*","*","*","*","*","*",0,0.0,"*","*",394
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","N",130,"*","*","*","*","*","*",0,0.0,"*","*",440
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","N",130,"*","*","*","*","*","*",0,0.0,"*","*",411
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","N",116,"*","*","*","*","*","*",0,0.0,"*","*",452
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","N",112,"*","*","*","*","*","*",0,0.0,"*","*",436
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","N",175,"*","*","*","*","*","*","*","*","*","*",461
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","N",147,"*","*","*","*","*","*","*","*","*","*",446
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","N",131,"*","*","*","*","*","*",0,0.0,"*","*",471
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","N",139,"*","*","*","*","*","*","*","*","*","*",459
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","N",151,"*","*","*","*","*","*",0,0.0,"*","*",478
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","N",147,"*","*","*","*","*","*","*","*","*","*",476
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","N",172,"*","*","*","*","*","*","*","*","*","*",452
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","N",119,42,35.3,"*","*","*","*",0,0.0,"*","*",445
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Y",20,"*","*","*","*",0,0.0,0,0.0,0,0.0,391
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","N",103,"*","*","*","*","*","*","*","*","*","*",479
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",117,"*","*","*","*","*","*","*","*","*","*",528
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N",127,"*","*","*","*","*","*","*","*","*","*",529
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","N",14,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","N",564,165,29.3,241,42.7,125,22.2,33,5.9,158,28.0,474
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Y",55,43,78.2,12,21.8,0,0.0,0,0.0,0,0.0,374
"Darien School District","=""0350011""","Darien High School","=""0356111""","N",274,"*","*",23,8.4,109,39.8,"*","*","*","*",643
"Darien School District","=""0350011""","Darien High School","=""0356111""","Y",36,"*","*",20,55.6,8,22.2,"*","*","*","*",502
"Derby School District","=""0370011""","Derby High School","=""0376111""","N",79,"*","*","*","*","*","*",0,0.0,"*","*",438
"Derby School District","=""0370011""","Derby High School","=""0376111""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","N",55,"*","*","*","*","*","*","*","*","*","*",531
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","N",71,"*","*","*","*","*","*","*","*","*","*",490
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","N",118,"*","*","*","*","*","*","*","*","*","*",520
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","N",50,"*","*",28,56.0,13,26.0,"*","*","*","*",522
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",334,102,30.5,"*","*","*","*",8,2.4,"*","*",462
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Y",32,27,84.4,"*","*","*","*",0,0.0,"*","*",366
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N",19,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",179,52,29.1,"*","*","*","*",7,3.9,"*","*",466
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Y",35,29,82.9,"*","*","*","*",0,0.0,"*","*",370
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N",227,"*","*",63,27.8,98,43.2,"*","*","*","*",567
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Y",23,11,47.8,"*","*",0,0.0,"*","*","*","*",430
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",55,"*","*","*","*","*","*","*","*","*","*",489
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N",29,"*","*","*","*","*","*",0,0.0,"*","*",414
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N",186,"*","*","*","*","*","*","*","*","*","*",539
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","N",134,"*","*","*","*","*","*","*","*","*","*",508
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","N",171,28,16.4,85,49.7,"*","*","*","*","*","*",495
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Y",25,17,68.0,"*","*","*","*",0,0.0,"*","*",392
"Explorations District","=""2720013""","Explorations","=""2726113""","N",14,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","N",320,"*","*",76,23.8,167,52.2,"*","*","*","*",580
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Y",30,"*","*",14,46.7,"*","*",0,0.0,"*","*",459
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","N",319,17,5.3,101,31.7,"*","*","*","*","*","*",559
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Y",31,16,51.6,11,35.5,"*","*","*","*","*","*",434
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","N",267,"*","*",75,28.1,"*","*",84,31.5,"*","*",584
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Y",31,"*","*",16,51.6,"*","*",0,0.0,"*","*",444
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","N",443,14,3.2,101,22.8,197,44.5,131,29.6,328,74.0,593
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Y",34,15,44.1,13,38.2,6,17.6,0,0.0,6,17.6,439
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","N",135,"*","*","*","*","*","*","*","*","*","*",567
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","N",541,"*","*",131,24.2,181,33.5,"*","*","*","*",596
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Y",68,28,41.2,30,44.1,"*","*","*","*",10,14.7,437
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","N",114,"*","*","*","*","*","*","*","*","*","*",497
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","N",215,"*","*","*","*","*","*","*","*","*","*",512
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","N",229,9,3.9,64,27.9,"*","*","*","*","*","*",572
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Y",24,10,41.7,9,37.5,"*","*","*","*","*","*",450
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","N",334,56,16.8,"*","*",94,28.1,"*","*","*","*",503
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Y",29,"*","*","*","*",0,0.0,0,0.0,0,0.0,368
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","N",139,"*","*","*","*","*","*",0,0.0,"*","*",394
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","N",31,"*","*","*","*","*","*",0,0.0,"*","*",433
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","N",68,"*","*","*","*","*","*","*","*","*","*",474
