"CT School Day SAT, 2015-16"
"All Districts, ELA, High Needs (F/R, EL or SWD)"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Y",81,"*","*",29,35.8,35,43.2,"*","*","*","*",463
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","N",107,"*","*",28,26.2,59,55.1,"*","*","*","*",496
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Y",61,"*","*",20,32.8,23,37.7,"*","*","*","*",460
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","N",93,"*","*",30,32.3,32,34.4,"*","*","*","*",475
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Y",62,"*","*",22,35.5,22,35.5,"*","*","*","*",459
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","N",83,"*","*",17,20.5,54,65.1,"*","*","*","*",515
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Y",57,"*","*",24,42.1,17,29.8,"*","*","*","*",459
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","N",91,"*","*",33,36.3,42,46.2,"*","*","*","*",485
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Y",50,"*","*",15,30.0,27,54.0,"*","*","*","*",486
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","N",108,"*","*",34,31.5,56,51.9,"*","*","*","*",498
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Y",47,"*","*",18,38.3,20,42.6,"*","*","*","*",470
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","N",110,"*","*",29,26.4,56,50.9,"*","*","*","*",516
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Y",76,"*","*",23,30.3,32,42.1,"*","*","*","*",464
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","N",108,"*","*",32,29.6,55,50.9,"*","*","*","*",487
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Y",72,27,37.5,23,31.9,"*","*","*","*",22,30.6,440
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","N",67,"*","*",20,29.9,30,44.8,"*","*","*","*",492
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Y",88,15,17.0,28,31.8,45,51.1,0,0.0,45,51.1,479
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","N",86,"*","*",16,18.6,57,66.3,"*","*","*","*",507
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Y",56,18,32.1,19,33.9,19,33.9,0,0.0,19,33.9,455
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","N",62,10,16.1,16,25.8,29,46.8,7,11.3,36,58.1,500
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Y",27,"*","*",9,33.3,10,37.0,"*","*","*","*",483
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",99,"*","*",12,12.1,64,64.6,"*","*","*","*",555
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Y",51,"*","*",10,19.6,21,41.2,"*","*","*","*",464
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N",95,"*","*",8,8.4,61,64.2,"*","*","*","*",563
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Y","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Y",294,134,45.6,70,23.8,81,27.6,9,3.1,90,30.6,439
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","N",325,25,7.7,61,18.8,177,54.5,62,19.1,239,73.5,536
"Darien School District","=""0350011""","Darien High School","=""0356111""","Y",42,"*","*","*","*",29,69.0,"*","*","*","*",525
"Darien School District","=""0350011""","Darien High School","=""0356111""","N",268,"*","*","*","*",101,37.7,"*","*","*","*",634
"Derby School District","=""0370011""","Derby High School","=""0376111""","Y",61,"*","*",21,34.4,14,23.0,"*","*","*","*",433
"Derby School District","=""0370011""","Derby High School","=""0376111""","N",25,"*","*",8,32.0,11,44.0,"*","*","*","*",476
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","N",46,"*","*","*","*","*","*","*","*","*","*",588
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","N",65,"*","*","*","*","*","*","*","*","*","*",540
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Y",27,"*","*",9,33.3,11,40.7,"*","*","*","*",489
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","N",101,"*","*",13,12.9,63,62.4,"*","*","*","*",566
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Y",21,"*","*","*","*",10,47.6,"*","*","*","*",522
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","N",29,0,0.0,"*","*",22,75.9,"*","*","*","*",571
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Y",249,87,34.9,79,31.7,"*","*","*","*",83,33.3,448
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",117,29,24.8,"*","*",58,49.6,"*","*","*","*",495
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Y",101,42,41.6,"*","*",31,30.7,"*","*","*","*",449
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",113,"*","*",26,23.0,58,51.3,"*","*","*","*",510
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Y",54,"*","*",10,18.5,28,51.9,"*","*","*","*",518
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N",196,"*","*","*","*",113,57.7,68,34.7,181,92.3,593
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Y",31,"*","*",6,19.4,14,45.2,"*","*","*","*",477
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",34,"*","*",8,23.5,21,61.8,"*","*","*","*",522
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Y",28,11,39.3,6,21.4,11,39.3,0,0.0,11,39.3,451
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N",174,8,4.6,22,12.6,110,63.2,34,19.5,144,82.8,554
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Y",23,"*","*","*","*","*","*","*","*","*","*",475
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Y",59,20,33.9,21,35.6,"*","*","*","*",18,30.5,457
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","N",90,"*","*",13,14.4,58,64.4,"*","*","*","*",521
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Y",68,"*","*",25,36.8,22,32.4,"*","*","*","*",463
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","N",128,"*","*",26,20.3,85,66.4,"*","*","*","*",526
"Explorations District","=""2720013""","Explorations","=""2726113""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Y",47,"*","*",16,34.0,20,42.6,"*","*","*","*",503
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","N",303,"*","*",12,4.0,176,58.1,"*","*","*","*",595
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Y",79,29,36.7,13,16.5,29,36.7,8,10.1,37,46.8,481
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","N",271,6,2.2,15,5.5,156,57.6,94,34.7,250,92.3,588
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Y",58,"*","*",13,22.4,26,44.8,"*","*","*","*",483
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","N",240,"*","*",14,5.8,118,49.2,"*","*","*","*",600
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Y",86,13,15.1,22,25.6,42,48.8,9,10.5,51,59.3,499
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","N",391,7,1.8,26,6.6,229,58.6,129,33.0,358,91.6,588
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Y",29,"*","*",6,20.7,13,44.8,"*","*","*","*",492
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","N",122,"*","*",10,8.2,70,57.4,"*","*","*","*",583
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Y",127,36,28.3,37,29.1,45,35.4,9,7.1,54,42.5,473
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","N",482,8,1.7,31,6.4,232,48.1,211,43.8,443,91.9,604
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Y",39,"*","*",11,28.2,13,33.3,"*","*","*","*",474
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","N",84,"*","*",12,14.3,50,59.5,"*","*","*","*",538
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Y",85,"*","*",26,30.6,32,37.6,"*","*","*","*",463
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","N",149,"*","*",23,15.4,80,53.7,"*","*","*","*",560
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Y",40,"*","*",6,15.0,25,62.5,"*","*","*","*",517
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","N",214,"*","*",14,6.5,114,53.3,"*","*","*","*",600
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Y",157,39,24.8,45,28.7,61,38.9,12,7.6,73,46.5,476
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","N",206,11,5.3,26,12.6,116,56.3,53,25.7,169,82.0,558
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Y",136,"*","*","*","*","*","*","*","*","*","*",405
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","N",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Y",26,"*","*","*","*","*","*",0,0.0,"*","*",420
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","N",12,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Y",35,"*","*","*","*",11,31.4,"*","*","*","*",453
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","N",42,"*","*","*","*",26,61.9,"*","*","*","*",571
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Y",42,"*","*","*","*","*","*",0,0.0,"*","*",400
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Y",30,12,40.0,"*","*",9,30.0,"*","*","*","*",439
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Y",43,"*","*","*","*","*","*","*","*","*","*",466
