"CT School Day SAT, 2015-16"
"All Districts, Math, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Y",56,"*","*",27,48.2,"*","*",0,0.0,"*","*",428
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","N",83,"*","*",39,47.0,"*","*",0,0.0,"*","*",443
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Y",85,25,29.4,50,58.8,10,11.8,0,0.0,10,11.8,443
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","N",89,"*","*",54,60.7,20,22.5,"*","*","*","*",479
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Y",44,15,34.1,18,40.9,11,25.0,0,0.0,11,25.0,458
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","N",73,"*","*",38,52.1,16,21.9,"*","*","*","*",477
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Y",21,"*","*",9,42.9,"*","*",0,0.0,"*","*",457
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",105,12,11.4,41,39.0,"*","*","*","*","*","*",528
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Y",36,7,19.4,15,41.7,14,38.9,0,0.0,14,38.9,483
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N",110,17,15.5,40,36.4,41,37.3,12,10.9,53,48.2,518
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Y",242,111,45.9,98,40.5,"*","*","*","*",33,13.6,432
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","N",377,"*","*",155,41.1,97,25.7,"*","*","*","*",487
"Darien School District","=""0350011""","Darien High School","=""0356111""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","N",301,"*","*","*","*","*","*","*","*","*","*",628
"Derby School District","=""0370011""","Derby High School","=""0376111""","Y",54,27,50.0,"*","*","*","*",0,0.0,"*","*",430
"Derby School District","=""0370011""","Derby High School","=""0376111""","N",32,16,50.0,"*","*","*","*",0,0.0,"*","*",433
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","N",51,"*","*","*","*","*","*","*","*","*","*",534
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","N",69,"*","*","*","*","*","*","*","*","*","*",488
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Y",21,"*","*",9,42.9,7,33.3,"*","*","*","*",481
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","N",107,"*","*",39,36.4,42,39.3,"*","*","*","*",514
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Y",21,"*","*",13,61.9,"*","*","*","*","*","*",496
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","N",29,"*","*",15,51.7,"*","*","*","*","*","*",541
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Y",235,86,36.6,114,48.5,"*","*","*","*",35,14.9,446
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",131,43,32.8,51,38.9,"*","*","*","*",37,28.2,468
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Y","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Y",87,45,51.7,35,40.2,7,8.0,0,0.0,7,8.0,418
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",127,36,28.3,59,46.5,25,19.7,7,5.5,32,25.2,473
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Y",38,12,31.6,13,34.2,"*","*","*","*",13,34.2,482
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N",212,"*","*",60,28.3,89,42.0,"*","*","*","*",568
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Y",30,"*","*",15,50.0,"*","*",0,0.0,"*","*",451
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",35,"*","*",16,45.7,"*","*","*","*","*","*",499
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N",24,"*","*","*","*","*","*",0,0.0,"*","*",419
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N",186,"*","*","*","*","*","*","*","*","*","*",534
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Y",23,"*","*","*","*","*","*","*","*","*","*",467
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Y",52,"*","*",24,46.2,13,25.0,"*","*","*","*",476
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","N",97,"*","*",40,41.2,35,36.1,"*","*","*","*",508
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Y",55,15,27.3,31,56.4,"*","*","*","*",9,16.4,453
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","N",141,"*","*",61,43.3,41,29.1,"*","*","*","*",492
"Explorations District","=""2720013""","Explorations","=""2726113""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Y",21,"*","*",9,42.9,6,28.6,"*","*","*","*",516
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","N",329,"*","*",81,24.6,167,50.8,"*","*","*","*",573
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Y",54,13,24.1,26,48.1,15,27.8,0,0.0,15,27.8,473
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","N",296,20,6.8,86,29.1,136,45.9,54,18.2,190,64.2,562
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Y",32,7,21.9,17,53.1,"*","*","*","*",8,25.0,485
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","N",266,"*","*",74,27.8,94,35.3,"*","*","*","*",579
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Y",59,14,23.7,17,28.8,22,37.3,6,10.2,28,47.5,513
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","N",418,15,3.6,97,23.2,181,43.3,125,29.9,306,73.2,592
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","N",134,"*","*","*","*","*","*","*","*","*","*",562
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Y",64,17,26.6,29,45.3,12,18.8,6,9.4,18,28.1,475
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","N",545,35,6.4,132,24.2,176,32.3,202,37.1,378,69.4,590
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Y",36,"*","*",19,52.8,8,22.2,"*","*","*","*",469
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","N",87,"*","*",43,49.4,29,33.3,"*","*","*","*",496
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Y",73,22,30.1,40,54.8,"*","*","*","*",11,15.1,456
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","N",161,"*","*",63,39.1,53,32.9,"*","*","*","*",524
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Y",23,10,43.5,"*","*","*","*",0,0.0,"*","*",454
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","N",230,"*","*",65,28.3,"*","*",46,20.0,"*","*",571
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Y",142,46,32.4,64,45.1,23,16.2,9,6.3,32,22.5,461
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","N",221,34,15.4,96,43.4,71,32.1,20,9.0,91,41.2,513
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Y",125,88,70.4,"*","*","*","*",0,0.0,"*","*",387
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","N",25,14,56.0,"*","*","*","*",0,0.0,"*","*",405
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","N",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Y",23,"*","*","*","*","*","*",0,0.0,"*","*",406
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","N",15,"*","*","*","*","*","*","*","*","*","*","*"
