"CT School Day SAT, 2015-16"
"All Districts, ELA, Special Education Status (SWD)"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","N",125,"*","*","*","*","*","*","*","*","*","*",466
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","N",77,"*","*","*","*","*","*",0,0.0,"*","*",434
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Career and Craftsmanship","=""0152711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Career and Craftsmanship","=""0152711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","N",205,79,38.5,"*","*",70,34.1,"*","*","*","*",448
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Y",31,"*","*","*","*",0,0.0,0,0.0,0,0.0,368
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","N",153,102,66.7,"*","*","*","*","*","*","*","*",396
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Y",22,17,77.3,"*","*","*","*",0,0.0,"*","*",379
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","N",125,"*","*","*","*","*","*","*","*","*","*",476
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","N",224,11,4.9,"*","*",135,60.3,"*","*","*","*",534
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Y",38,23,60.5,"*","*",10,26.3,"*","*","*","*",422
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",246,12,4.9,42,17.1,166,67.5,26,10.6,192,78.0,530
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Y",39,20,51.3,11,28.2,8,20.5,0,0.0,8,20.5,418
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","N",200,"*","*","*","*",126,63.0,57,28.5,183,91.5,579
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Y",22,"*","*",8,36.4,"*","*",0,0.0,"*","*",443
"Canton School District","=""0230011""","Canton High School","=""0236111""","N",103,"*","*","*","*","*","*","*","*","*","*",586
"Canton School District","=""0230011""","Canton High School","=""0236111""","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","N",87,"*","*","*","*","*","*","*","*","*","*",519
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",76,"*","*","*","*","*","*","*","*","*","*",507
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N",55,"*","*","*","*","*","*","*","*","*","*",448
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","N",341,7,2.1,28,8.2,206,60.4,100,29.3,306,89.7,578
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Y",27,9,33.3,8,29.6,10,37.0,0,0.0,10,37.0,457
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","N",116,"*","*","*","*","*","*","*","*","*","*",546
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","N",173,"*","*","*","*","*","*","*","*","*","*",565
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","N",33,"*","*","*","*","*","*","*","*","*","*",461
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","N",159,"*","*","*","*","*","*","*","*","*","*",432
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","N",130,"*","*","*","*","*","*","*","*","*","*",460
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","N",130,"*","*","*","*","*","*",0,0.0,"*","*",422
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","N",116,"*","*","*","*","*","*","*","*","*","*",479
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","N",112,"*","*","*","*","*","*","*","*","*","*",466
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","N",175,"*","*","*","*","*","*","*","*","*","*",484
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","N",147,"*","*","*","*","*","*","*","*","*","*",474
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","N",131,"*","*","*","*","*","*","*","*","*","*",499
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","N",139,"*","*","*","*","*","*","*","*","*","*",477
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","N",151,"*","*","*","*","*","*","*","*","*","*",497
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","N",147,"*","*","*","*","*","*","*","*","*","*",509
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","N",172,"*","*","*","*","*","*","*","*","*","*",479
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","N",119,26,21.8,37,31.1,"*","*","*","*","*","*",474
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Y",20,11,55.0,"*","*","*","*",0,0.0,"*","*",414
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","N",104,"*","*","*","*","*","*","*","*","*","*",486
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",117,"*","*","*","*","*","*","*","*","*","*",549
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N",127,"*","*","*","*","*","*","*","*","*","*",547
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","N",14,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","N",564,117,20.7,123,21.8,"*","*","*","*","*","*",500
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Y",55,42,76.4,"*","*","*","*",0,0.0,"*","*",387
"Darien School District","=""0350011""","Darien High School","=""0356111""","N",274,"*","*","*","*",104,38.0,"*","*","*","*",632
"Darien School District","=""0350011""","Darien High School","=""0356111""","Y",36,"*","*","*","*",26,72.2,"*","*","*","*",524
"Derby School District","=""0370011""","Derby High School","=""0376111""","N",79,"*","*","*","*","*","*","*","*","*","*",454
"Derby School District","=""0370011""","Derby High School","=""0376111""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","N",55,"*","*","*","*","*","*","*","*","*","*",571
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","N",71,"*","*","*","*","*","*","*","*","*","*",543
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","N",118,"*","*","*","*","*","*","*","*","*","*",561
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","N",50,"*","*","*","*",32,64.0,10,20.0,42,84.0,551
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",334,89,26.6,"*","*","*","*",16,4.8,"*","*",472
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Y",32,27,84.4,"*","*","*","*",0,0.0,"*","*",373
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N",19,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",179,33,18.4,43,24.0,"*","*","*","*","*","*",496
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Y",35,23,65.7,"*","*","*","*",0,0.0,"*","*",405
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N",227,"*","*","*","*",132,58.1,"*","*","*","*",584
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Y",23,"*","*","*","*",9,39.1,"*","*","*","*",502
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",55,"*","*","*","*","*","*","*","*","*","*",516
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N",29,"*","*","*","*","*","*","*","*","*","*",483
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N",186,"*","*","*","*","*","*","*","*","*","*",551
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","N",134,"*","*","*","*","*","*","*","*","*","*",509
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","N",171,"*","*",40,23.4,"*","*",14,8.2,"*","*",516
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Y",25,"*","*",11,44.0,"*","*",0,0.0,"*","*",420
"Explorations District","=""2720013""","Explorations","=""2726113""","N",14,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","N",320,"*","*",17,5.3,186,58.1,"*","*","*","*",592
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Y",30,"*","*",11,36.7,10,33.3,"*","*","*","*",487
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","N",319,"*","*",22,6.9,179,56.1,"*","*","*","*",574
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Y",31,16,51.6,"*","*",6,19.4,"*","*","*","*",456
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","N",267,"*","*",19,7.1,133,49.8,"*","*","*","*",591
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Y",31,10,32.3,"*","*",11,35.5,"*","*","*","*",461
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","N",443,"*","*",37,8.4,258,58.2,"*","*","*","*",580
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Y",34,"*","*",11,32.4,13,38.2,"*","*","*","*",464
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","N",135,"*","*","*","*","*","*","*","*","*","*",578
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","N",541,"*","*",47,8.7,258,47.7,"*","*","*","*",591
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Y",68,24,35.3,21,30.9,"*","*","*","*",23,33.8,457
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","N",114,"*","*","*","*","*","*","*","*","*","*",529
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","N",215,"*","*","*","*","*","*","*","*","*","*",534
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","N",230,"*","*","*","*",128,55.7,"*","*","*","*",595
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Y",24,"*","*","*","*",11,45.8,"*","*","*","*",511
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","N",334,"*","*",60,18.0,"*","*",65,19.5,"*","*",533
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Y",29,15,51.7,"*","*","*","*",0,0.0,"*","*",403
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","N",139,"*","*","*","*","*","*","*","*","*","*",412
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","N",31,"*","*","*","*","*","*",0,0.0,"*","*",450
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","N",68,"*","*","*","*","*","*","*","*","*","*",527
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","N",42,"*","*","*","*","*","*",0,0.0,"*","*",409
