"Primary Disability (K-12), 2012-13"
"All Districts, Learning Disability"

"",,"2012-13",,
"Wallingford School District","=""1480011""",229,3.7,30.0
"Waterbury School District","=""1510011""",957,5.5,32.4
"Waterford School District","=""1520011""",95,3.4,26.9
"Watertown School District","=""1530011""",107,3.6,30.9
"West Hartford School District","=""1550011""",299,2.9,27.4
"West Haven School District","=""1560011""",263,3.7,30.4
"Westbrook School District","=""1540011""",37,4.3,42.5
"Weston School District","=""1570011""",70,2.9,33.0
"Westport School District","=""1580011""",253,4.4,43.8
"Wethersfield School District","=""1590011""",120,3.1,26.3
"Willington School District","=""1600011""",19,4.1,30.2
"Wilton School District","=""1610011""",219,5.1,43.9
"Winchester School District","=""1620011""",75,5.8,30.0
"Windham School District","=""1630011""",144,4.7,28.3
"Windsor Locks School District","=""1650011""",93,5.1,45.4
"Windsor School District","=""1640011""",195,4.9,33.3
"Wolcott School District","=""1660011""",71,2.6,30.7
"Woodbridge School District","=""1670011""",12,1.6,18.5
"Woodstock School District","=""1690011""",47,3.7,54.0

