"Primary Disability (K-12), 2014-15"
"All Districts, Other Health Impairment"

"",,"2014-15",,
"Regional School District 11","=""2110012""",15,4.8,21.1
"Regional School District 12","=""2120012""",26,3.7,22.6
"Regional School District 13","=""2130012""",50,2.8,19.2
"Regional School District 14","=""2140012""",37,2.4,21.1
"Regional School District 15","=""2150012""",79,2.0,16.7
"Regional School District 16","=""2160012""",68,3.0,21.5
"Regional School District 17","=""2170012""",74,3.4,22.6
"Regional School District 18","=""2180012""",30,2.3,18.2
"Regional School District 19","=""2190012""",46,4.6,27.9
"Ridgefield School District","=""1180011""",78,1.5,16.7
"Rocky Hill School District","=""1190011""",52,2.0,21.6
"Salem School District","=""1210011""",12,1.9,15.6
"Salisbury School District","=""1220011""","*","*","*"
"Scotland School District","=""1230011""",8,7.1,40.0
"Seymour School District","=""1240011""",34,1.5,12.7
"Sharon School District","=""1250011""",6,3.8,18.2
"Shelton School District","=""1260011""",111,2.2,17.8
"Sherman School District","=""1270011""",14,2.7,19.4
"Simsbury School District","=""1280011""",134,3.1,23.8
"Somers School District","=""1290011""",28,1.9,17.5
"South Windsor School District","=""1320011""",158,3.6,28.9
"Southington School District","=""1310011""",190,2.9,24.0
"Sprague School District","=""1330011""",15,3.4,25.0
"Stafford School District","=""1340011""",37,2.4,20.0
"Stamford School District","=""1350011""",327,2.1,18.8
"Sterling School District","=""1360011""",12,2.0,15.4
"Stonington School District","=""1370011""",78,3.4,23.4
"Stratford School District","=""1380011""",203,2.8,26.0
"Suffield School District","=""1390011""",55,2.4,23.7
"Thomaston School District","=""1400011""",22,2.2,16.1
"Thompson School District","=""1410011""",17,1.6,13.9
"Tolland School District","=""1420011""",53,1.9,17.1
"Torrington School District","=""1430011""",162,3.6,21.4
"Trumbull School District","=""1440011""",165,2.5,26.0
"Unified School District #1","=""3360015""",36,8.8,20.6
"Unified School District #2","=""3470015""",26,12.1,17.3
"Union School District","=""1450011""","*","*","*"
"Vernon School District","=""1460011""",65,1.9,13.0
"Voluntown School District","=""1470011""",7,1.8,11.7
"Wallingford School District","=""1480011""",172,2.9,25.0
"Waterbury School District","=""1510011""",671,3.8,20.7
"Waterford School District","=""1520011""",117,4.3,29.8
"Watertown School District","=""1530011""",106,3.7,31.0
"West Hartford School District","=""1550011""",258,2.6,22.3
"West Haven School District","=""1560011""",138,2.0,14.2
"Westbrook School District","=""1540011""",11,1.4,12.2
"Weston School District","=""1570011""",43,1.8,21.5
"Westport School District","=""1580011""",116,2.0,20.2
"Wethersfield School District","=""1590011""",101,2.6,19.7
"Willington School District","=""1600011""",10,2.4,17.5
"Wilton School District","=""1610011""",122,2.9,22.4
"Winchester School District","=""1620011""",49,4.1,21.1
"Windham School District","=""1630011""",82,2.7,16.4
"Windsor Locks School District","=""1650011""",39,2.3,19.0
"Windsor School District","=""1640011""",89,2.4,15.1
"Wolcott School District","=""1660011""",50,2.0,21.8
"Woodbridge School District","=""1670011""",17,2.2,27.0
"Woodstock School District","=""1690011""",12,1.0,10.6

