"Primary Disability (K-12), 2010-11"
"All Districts, Emotional Disturbance"

"",,"2010-11",,
"Rocky Hill School District","=""1190011""",17,0.7,7.6
"Salem School District","=""1210011""","*","*","*"
"Salisbury School District","=""1220011""","*","*","*"
"Scotland School District","=""1230011""","*","*","*"
"Seymour School District","=""1240011""",13,0.5,5.7
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",45,0.8,8.9
"Sherman School District","=""1270011""","*","*","*"
"Simsbury School District","=""1280011""",24,0.5,4.2
"Somers School District","=""1290011""",11,0.7,6.9
"South Windsor School District","=""1320011""",16,0.3,3.0
"Southington School District","=""1310011""",64,0.9,8.8
"Sprague School District","=""1330011""",6,1.3,13.6
"Stafford School District","=""1340011""",23,1.3,13.5
"Stamford School District","=""1350011""",40,0.3,2.8
"Sterling School District","=""1360011""",6,1.0,9.2
"Stonington School District","=""1370011""",28,1.1,9.0
"Stratford School District","=""1380011""",46,0.6,6.6
"Suffield School District","=""1390011""",7,0.3,2.9
"Thomaston School District","=""1400011""",17,1.4,10.7
"Thompson School District","=""1410011""",14,1.1,10.1
"Tolland School District","=""1420011""",29,0.9,9.2
"Torrington School District","=""1430011""",78,1.7,9.8
"Trumbull School District","=""1440011""",33,0.5,5.7
"Unified School District #1","=""3360015""",147,18.0,41.9
"Unified School District #2","=""3470015""",144,47.2,62.3
"Vernon School District","=""1460011""",43,1.2,10.9
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",45,0.7,5.7
"Waterbury School District","=""1510011""",233,1.4,8.1
"Waterford School District","=""1520011""",33,1.1,9.9
"Watertown School District","=""1530011""",28,0.9,8.3
"West Hartford School District","=""1550011""",54,0.5,4.9
"West Haven School District","=""1560011""",65,0.9,8.0
"Westbrook School District","=""1540011""","*","*","*"
"Weston School District","=""1570011""","*","*","*"
"Westport School District","=""1580011""",38,0.7,6.4
"Wethersfield School District","=""1590011""",24,0.6,6.1
"Wilton School District","=""1610011""",11,0.3,2.5
"Winchester School District","=""1620011""",29,2.1,11.9
"Windham School District","=""1630011""",103,3.2,18.6
"Windsor Locks School District","=""1650011""",9,0.5,4.5
"Windsor School District","=""1640011""",45,1.1,8.9
"Wolcott School District","=""1660011""",19,0.7,7.4
"Woodbridge School District","=""1670011""","*","*","*"
"Woodstock School District","=""1690011""","*","*","*"

