"Primary Disability (K-12), 2012-13"
"All Districts, Other Disabilities"

"",,"2012-13",,
"Seymour School District","=""1240011""",11,0.5,4.5
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",23,0.4,4.0
"Sherman School District","=""1270011""",8,1.5,11.6
"Simsbury School District","=""1280011""",17,0.4,3.2
"Somers School District","=""1290011""",15,1.0,9.1
"South Windsor School District","=""1320011""",46,1.0,8.5
"Southington School District","=""1310011""",77,1.1,9.9
"Sprague School District","=""1330011""","*","*","*"
"Stafford School District","=""1340011""",19,1.2,10.4
"Stamford School District","=""1350011""",172,1.1,11.2
"Sterling School District","=""1360011""","*","*","*"
"Stonington School District","=""1370011""",12,0.5,3.9
"Stratford School District","=""1380011""",73,1.0,10.1
"Suffield School District","=""1390011""",7,0.3,2.8
"Thomaston School District","=""1400011""",21,1.8,14.7
"Thompson School District","=""1410011""","*","*","*"
"Tolland School District","=""1420011""",25,0.9,7.9
"Torrington School District","=""1430011""",82,1.8,11.2
"Trumbull School District","=""1440011""",52,0.8,8.7
"Unified School District #1","=""3360015""",10,1.6,4.1
"Unified School District #2","=""3470015""",18,7.9,10.3
"Vernon School District","=""1460011""",41,1.2,9.2
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",61,1.0,8.0
"Waterbury School District","=""1510011""",264,1.5,8.9
"Waterford School District","=""1520011""",25,0.9,7.1
"Watertown School District","=""1530011""",26,0.9,7.5
"West Hartford School District","=""1550011""",116,1.1,10.6
"West Haven School District","=""1560011""",136,1.9,15.7
"Westbrook School District","=""1540011""","*","*","*"
"Weston School District","=""1570011""",13,0.5,6.1
"Westport School District","=""1580011""",32,0.6,5.5
"Wethersfield School District","=""1590011""",49,1.3,10.7
"Willington School District","=""1600011""","*","*","*"
"Wilton School District","=""1610011""","*","*","*"
"Winchester School District","=""1620011""",16,1.2,6.4
"Windham School District","=""1630011""",32,1.0,6.3
"Windsor Locks School District","=""1650011""",10,0.6,4.9
"Windsor School District","=""1640011""",122,3.1,20.8
"Wolcott School District","=""1660011""",13,0.5,5.6
"Woodbridge School District","=""1670011""","*","*","*"
"Woodstock School District","=""1690011""","*","*","*"

