"Primary Disability (K-12), 2013-14"
"All Districts, Other Health Impairment"

"",,"2013-14",,
"Franklin School District","=""0530011""",6,2.3,17.6
"Glastonbury School District","=""0540011""",171,2.6,27.9
"Granby School District","=""0560011""",51,2.5,26.6
"Greenwich School District","=""0570011""",156,1.8,18.3
"Griswold School District","=""0580011""",63,3.5,24.8
"Groton School District","=""0590011""",109,2.2,15.0
"Guilford School District","=""0600011""",86,2.4,23.1
"Hamden School District","=""0620011""",168,2.5,19.2
"Hampton School District","=""0630011""","*","*","*"
"Hartford School District","=""0640011""",563,2.8,16.5
"Hartland School District","=""0650011""","*","*","*"
"Hebron School District","=""0670011""",16,1.9,16.8
"Killingly School District","=""0690011""",89,3.7,23.5
"Lebanon School District","=""0710011""",29,2.6,18.6
"Ledyard School District","=""0720011""",76,3.1,22.1
"Lisbon School District","=""0730011""",18,2.9,21.2
"Litchfield School District","=""0740011""",22,2.2,20.0
"Madison School District","=""0760011""",100,3.1,27.9
"Manchester School District","=""0770011""",166,2.3,18.6
"Mansfield School District","=""0780011""",22,1.9,15.7
"Marlborough School District","=""0790011""",6,1.0,11.5
"Meriden School District","=""0800011""",284,3.2,20.1
"Middletown School District","=""0830011""",109,2.1,18.1
"Milford School District","=""0840011""",199,3.1,24.8
"Monroe School District","=""0850011""",77,2.3,21.5
"Montville School District","=""0860011""",52,2.1,18.6
"Naugatuck School District","=""0880011""",134,3.0,22.2
"New Britain School District","=""0890011""",338,3.1,20.7
"New Canaan School District","=""0900011""",66,1.6,18.2
"New Fairfield School District","=""0910011""",66,2.5,25.7
"New Hartford School District","=""0920011""",10,1.9,18.9
"New Haven School District","=""0930011""",491,2.6,20.3
"New London School District","=""0950011""",147,4.3,22.8
"New Milford School District","=""0960011""",134,3.1,23.0
"Newington School District","=""0940011""",82,1.9,15.4
"Newtown School District","=""0970011""",68,1.4,16.7
"Norfolk School District","=""0980011""","*","*","*"
"North Branford School District","=""0990011""",52,2.5,18.0
"North Canaan School District","=""1000011""","*","*","*"
"North Haven School District","=""1010011""",66,1.9,17.8
"North Stonington School District","=""1020011""",20,2.7,30.8
"Norwalk School District","=""1030011""",225,2.0,18.4
"Norwich School District","=""1040011""",176,3.2,20.1
"Old Saybrook School District","=""1060011""",59,4.3,28.1
"Orange School District","=""1070011""",17,1.5,15.6
"Oxford School District","=""1080011""",50,2.4,24.0
"Plainfield School District","=""1090011""",60,2.6,21.7
"Plainville School District","=""1100011""",89,3.8,27.3
"Plymouth School District","=""1110011""",56,3.3,24.0
"Pomfret School District","=""1120011""",8,1.3,12.3
"Portland School District","=""1130011""",27,1.9,21.3
"Preston School District","=""1140011""",18,2.9,19.8
"Putnam School District","=""1160011""",18,1.5,9.4
"Redding School District","=""1170011""",34,3.4,26.2
"Regional School District 01","=""2010012""",9,2.1,14.8
"Regional School District 04","=""2040012""",34,3.4,23.4
"Regional School District 05","=""2050012""",61,2.5,22.7
"Regional School District 06","=""2060012""",21,2.5,18.9
"Regional School District 07","=""2070012""",19,1.8,15.7
"Regional School District 08","=""2080012""",74,4.0,33.6
"Regional School District 09","=""2090012""",39,3.6,31.2
"Regional School District 10","=""2100012""",52,2.0,20.6
"Regional School District 11","=""2110012""",13,4.1,20.6
"Regional School District 12","=""2120012""",30,3.9,23.8
"Regional School District 13","=""2130012""",53,2.8,19.4
"Regional School District 14","=""2140012""",38,2.3,20.7
"Regional School District 15","=""2150012""",84,2.1,17.9
"Regional School District 16","=""2160012""",63,2.7,22.0
"Regional School District 17","=""2170012""",76,3.4,23.8
"Regional School District 18","=""2180012""",29,2.1,18.0
"Regional School District 19","=""2190012""",47,4.6,28.1
"Ridgefield School District","=""1180011""",69,1.3,15.3
"Rocky Hill School District","=""1190011""",45,1.8,19.9
"Salem School District","=""1210011""",13,2.0,19.4
"Salisbury School District","=""1220011""","*","*","*"
"Scotland School District","=""1230011""",7,6.1,35.0
"Seymour School District","=""1240011""",35,1.5,13.7
"Sharon School District","=""1250011""",6,3.8,17.1
"Shelton School District","=""1260011""",113,2.2,18.6
"Sherman School District","=""1270011""",10,1.9,15.2
"Simsbury School District","=""1280011""",124,2.8,23.1
"Somers School District","=""1290011""",20,1.3,11.7
"South Windsor School District","=""1320011""",173,3.9,31.2
"Southington School District","=""1310011""",168,2.5,21.5
"Sprague School District","=""1330011""",10,2.3,22.2
"Stafford School District","=""1340011""",37,2.4,20.3
"Stamford School District","=""1350011""",314,2.0,18.9
"Sterling School District","=""1360011""",11,1.8,12.4
"Stonington School District","=""1370011""",63,2.7,20.5
"Stratford School District","=""1380011""",197,2.7,26.1
"Suffield School District","=""1390011""",52,2.2,21.3
"Thomaston School District","=""1400011""",27,2.5,19.4
"Thompson School District","=""1410011""",25,2.3,21.2
"Tolland School District","=""1420011""",57,2.1,19.2
"Torrington School District","=""1430011""",150,3.3,20.4
"Trumbull School District","=""1440011""",156,2.4,25.9
"Unified School District #1","=""3360015""",56,10.4,24.0
"Unified School District #2","=""3470015""",27,11.8,17.4
"Union School District","=""1450011""","*","*","*"
"Vernon School District","=""1460011""",62,1.8,13.2
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",181,3.0,25.2
"Waterbury School District","=""1510011""",669,3.8,21.6
"Waterford School District","=""1520011""",105,3.8,28.2
"Watertown School District","=""1530011""",106,3.6,30.5
"West Hartford School District","=""1550011""",243,2.4,21.5
"West Haven School District","=""1560011""",117,1.7,12.8
"Westbrook School District","=""1540011""",10,1.2,12.0
"Weston School District","=""1570011""",43,1.8,21.3
"Westport School District","=""1580011""",107,1.9,19.3
"Wethersfield School District","=""1590011""",71,1.8,15.0
"Willington School District","=""1600011""",9,2.0,15.3
"Wilton School District","=""1610011""",113,2.7,22.1
"Winchester School District","=""1620011""",47,3.7,19.7
"Windham School District","=""1630011""",85,2.7,17.5
"Windsor Locks School District","=""1650011""",40,2.3,19.2
"Windsor School District","=""1640011""",80,2.1,14.0
"Wolcott School District","=""1660011""",51,2.0,22.5
"Woodbridge School District","=""1670011""",15,2.0,25.4
"Woodstock School District","=""1690011""",12,0.9,11.3

