"Primary Disability (K-12), 2013-14"
"All Districts, Other Disabilities"

"",,"2013-14",,
"Lisbon School District","=""0730011""",11,1.8,12.9
"Litchfield School District","=""0740011""",6,0.6,5.5
"Madison School District","=""0760011""",14,0.4,3.9
"Manchester School District","=""0770011""",94,1.3,10.5
"Mansfield School District","=""0780011""",9,0.8,6.4
"Marlborough School District","=""0790011""","*","*","*"
"Meriden School District","=""0800011""",141,1.6,10.0
"Middletown School District","=""0830011""",38,0.7,6.3
"Milford School District","=""0840011""",70,1.1,8.7
"Monroe School District","=""0850011""",16,0.5,4.5
"Montville School District","=""0860011""","*","*","*"
"Naugatuck School District","=""0880011""",36,0.8,6.0
"New Britain School District","=""0890011""",191,1.8,11.7
"New Canaan School District","=""0900011""",22,0.5,6.1
"New Fairfield School District","=""0910011""",29,1.1,11.3
"New Hartford School District","=""0920011""",6,1.1,11.3
"New Haven School District","=""0930011""",140,0.7,5.8
"New London School District","=""0950011""",34,1.0,5.3
"New Milford School District","=""0960011""",54,1.2,9.3
"Newington School District","=""0940011""",46,1.1,8.6
"Newtown School District","=""0970011""",31,0.6,7.6
"North Branford School District","=""0990011""",12,0.6,4.2
"North Canaan School District","=""1000011""","*","*","*"
"North Haven School District","=""1010011""",21,0.6,5.7
"North Stonington School District","=""1020011""","*","*","*"
"Norwalk School District","=""1030011""",108,1.0,8.8
"Norwich School District","=""1040011""",85,1.5,9.7
"Old Saybrook School District","=""1060011""",18,1.3,8.6
"Orange School District","=""1070011""","*","*","*"
"Oxford School District","=""1080011""",7,0.3,3.4
"Plainfield School District","=""1090011""",25,1.1,9.1
"Plainville School District","=""1100011""",39,1.6,12.0
"Plymouth School District","=""1110011""",14,0.8,6.0
"Pomfret School District","=""1120011""","*","*","*"
"Portland School District","=""1130011""","*","*","*"
"Preston School District","=""1140011""",8,1.3,8.8
"Putnam School District","=""1160011""",15,1.3,7.9
"Redding School District","=""1170011""","*","*","*"
"Regional School District 01","=""2010012""",8,1.9,13.1
"Regional School District 04","=""2040012""","*","*","*"
"Regional School District 05","=""2050012""",14,0.6,5.2
"Regional School District 06","=""2060012""","*","*","*"
"Regional School District 07","=""2070012""",6,0.6,5.0
"Regional School District 08","=""2080012""",6,0.3,2.7
"Regional School District 09","=""2090012""","*","*","*"
"Regional School District 10","=""2100012""",12,0.5,4.8
"Regional School District 11","=""2110012""",6,1.9,9.5
"Regional School District 12","=""2120012""",8,1.1,6.3
"Regional School District 13","=""2130012""","*","*","*"
"Regional School District 14","=""2140012""",8,0.5,4.3
"Regional School District 15","=""2150012""",32,0.8,6.8
"Regional School District 16","=""2160012""",22,0.9,7.7
"Regional School District 17","=""2170012""",21,0.9,6.6
"Regional School District 18","=""2180012""",10,0.7,6.2
"Regional School District 19","=""2190012""",8,0.8,4.8
"Ridgefield School District","=""1180011""",10,0.2,2.2
"Rocky Hill School District","=""1190011""",22,0.9,9.7
"Salem School District","=""1210011""","*","*","*"
"Salisbury School District","=""1220011""","*","*","*"
"Scotland School District","=""1230011""","*","*","*"
"Seymour School District","=""1240011""",15,0.6,5.9
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",22,0.4,3.6
"Sherman School District","=""1270011""",7,1.3,10.6
"Simsbury School District","=""1280011""",20,0.5,3.7
"Somers School District","=""1290011""",20,1.3,11.7
"South Windsor School District","=""1320011""",57,1.3,10.3
"Southington School District","=""1310011""",85,1.3,10.9
"Sprague School District","=""1330011""","*","*","*"
"Stafford School District","=""1340011""","*","*","*"
"Stamford School District","=""1350011""",174,1.1,10.5
"Sterling School District","=""1360011""",12,2.0,13.5
"Stonington School District","=""1370011""",11,0.5,3.6
"Stratford School District","=""1380011""",71,1.0,9.4
"Suffield School District","=""1390011""",6,0.3,2.5
"Thomaston School District","=""1400011""",18,1.7,12.9
"Thompson School District","=""1410011""","*","*","*"
"Tolland School District","=""1420011""",22,0.8,7.4
"Torrington School District","=""1430011""",85,1.9,11.5
"Trumbull School District","=""1440011""",61,0.9,10.1
"Unified School District #1","=""3360015""","*","*","*"
"Unified School District #2","=""3470015""",11,4.8,7.1
"Vernon School District","=""1460011""",39,1.1,8.3
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",50,0.8,7.0
"Waterbury School District","=""1510011""",259,1.5,8.4
"Waterford School District","=""1520011""",17,0.6,4.6
"Watertown School District","=""1530011""",20,0.7,5.8
"West Hartford School District","=""1550011""",108,1.1,9.6
"West Haven School District","=""1560011""",151,2.2,16.6
"Westbrook School District","=""1540011""","*","*","*"
"Weston School District","=""1570011""",17,0.7,8.4
"Westport School District","=""1580011""",40,0.7,7.2
"Wethersfield School District","=""1590011""",53,1.4,11.2
"Willington School District","=""1600011""","*","*","*"
"Wilton School District","=""1610011""",25,0.6,4.9
"Winchester School District","=""1620011""",22,1.7,9.2
"Windham School District","=""1630011""",32,1.0,6.6
"Windsor Locks School District","=""1650011""",11,0.6,5.3
"Windsor School District","=""1640011""",150,3.9,26.3
"Wolcott School District","=""1660011""",10,0.4,4.4
"Woodbridge School District","=""1670011""","*","*","*"
"Woodstock School District","=""1690011""","*","*","*"

