"Primary Disability (K-12), 2013-14"
"All Districts, Learning Disability"

"",,"2013-14",,
"New Fairfield School District","=""0910011""",74,2.8,28.8
"New Hartford School District","=""0920011""",17,3.2,32.1
"New Haven School District","=""0930011""",931,4.9,38.4
"New London School District","=""0950011""",178,5.2,27.6
"New Milford School District","=""0960011""",165,3.8,28.4
"Newington School District","=""0940011""",222,5.1,41.7
"Newtown School District","=""0970011""",101,2.1,24.9
"Norfolk School District","=""0980011""","*","*","*"
"North Branford School District","=""0990011""",105,5.1,36.3
"North Canaan School District","=""1000011""",10,3.5,22.7
"North Haven School District","=""1010011""",113,3.3,30.5
"North Stonington School District","=""1020011""",18,2.4,27.7
"Norwalk School District","=""1030011""",463,4.1,37.9
"Norwich School District","=""1040011""",216,3.9,24.7
"Old Saybrook School District","=""1060011""",55,4.0,26.2
"Orange School District","=""1070011""",41,3.5,37.6
"Oxford School District","=""1080011""",66,3.2,31.7
"Plainfield School District","=""1090011""",68,2.9,24.6
"Plainville School District","=""1100011""",80,3.4,24.5
"Plymouth School District","=""1110011""",69,4.1,29.6
"Pomfret School District","=""1120011""",25,4.1,38.5
"Portland School District","=""1130011""",53,3.7,41.7
"Preston School District","=""1140011""",15,2.4,16.5
"Putnam School District","=""1160011""",67,5.7,35.1
"Redding School District","=""1170011""",29,2.9,22.3
"Regional School District 01","=""2010012""",28,6.5,45.9
"Regional School District 04","=""2040012""",58,5.8,40.0
"Regional School District 05","=""2050012""",92,3.8,34.2
"Regional School District 06","=""2060012""",51,6.2,45.9
"Regional School District 07","=""2070012""",48,4.5,39.7
"Regional School District 08","=""2080012""",81,4.4,36.8
"Regional School District 09","=""2090012""",45,4.1,36.0
"Regional School District 10","=""2100012""",87,3.3,34.5
"Regional School District 11","=""2110012""",26,8.1,41.3
"Regional School District 12","=""2120012""",46,6.0,36.5
"Regional School District 13","=""2130012""",101,5.4,37.0
"Regional School District 14","=""2140012""",63,3.8,34.2
"Regional School District 15","=""2150012""",190,4.7,40.4
"Regional School District 16","=""2160012""",79,3.4,27.5
"Regional School District 17","=""2170012""",123,5.5,38.4
"Regional School District 18","=""2180012""",55,4.0,34.2
"Regional School District 19","=""2190012""",58,5.7,34.7
"Ridgefield School District","=""1180011""",184,3.5,40.8
"Rocky Hill School District","=""1190011""",76,3.0,33.6
"Salem School District","=""1210011""",22,3.3,32.8
"Salisbury School District","=""1220011""",12,4.5,38.7
"Scotland School District","=""1230011""","*","*","*"
"Seymour School District","=""1240011""",111,4.7,43.4
"Sharon School District","=""1250011""",15,9.4,42.9
"Shelton School District","=""1260011""",242,4.8,39.7
"Sherman School District","=""1270011""",19,3.6,28.8
"Simsbury School District","=""1280011""",192,4.3,35.8
"Somers School District","=""1290011""",58,3.8,33.9
"South Windsor School District","=""1320011""",142,3.2,25.6
"Southington School District","=""1310011""",242,3.6,30.9
"Sprague School District","=""1330011""",7,1.6,15.6
"Stafford School District","=""1340011""",59,3.8,32.4
"Stamford School District","=""1350011""",681,4.3,41.0
"Sterling School District","=""1360011""",28,4.6,31.5
"Stonington School District","=""1370011""",124,5.3,40.4
"Stratford School District","=""1380011""",217,3.0,28.8
"Suffield School District","=""1390011""",91,3.9,37.3
"Thomaston School District","=""1400011""",47,4.4,33.8
"Thompson School District","=""1410011""",28,2.6,23.7
"Tolland School District","=""1420011""",125,4.5,42.1
"Torrington School District","=""1430011""",285,6.4,38.7
"Trumbull School District","=""1440011""",194,2.9,32.2
"Unified School District #1","=""3360015""",78,14.5,33.5
"Unified School District #2","=""3470015""",15,6.6,9.7
"Union School District","=""1450011""","*","*","*"
"Vernon School District","=""1460011""",134,3.8,28.5
"Voluntown School District","=""1470011""",16,4.2,39.0
"Wallingford School District","=""1480011""",217,3.6,30.3
"Waterbury School District","=""1510011""",1029,5.9,33.3
"Waterford School District","=""1520011""",110,4.0,29.6
"Watertown School District","=""1530011""",104,3.6,30.0
"West Hartford School District","=""1550011""",305,3.0,27.0
"West Haven School District","=""1560011""",272,3.9,29.9
"Westbrook School District","=""1540011""",28,3.4,33.7
"Weston School District","=""1570011""",66,2.7,32.7
"Westport School District","=""1580011""",238,4.1,42.9
"Wethersfield School District","=""1590011""",132,3.4,27.8
"Willington School District","=""1600011""",19,4.3,32.2
"Wilton School District","=""1610011""",221,5.2,43.2
"Winchester School District","=""1620011""",67,5.3,28.0
"Windham School District","=""1630011""",135,4.4,27.8
"Windsor Locks School District","=""1650011""",84,4.8,40.4
"Windsor School District","=""1640011""",192,4.9,33.6
"Wolcott School District","=""1660011""",71,2.7,31.3
"Woodbridge School District","=""1670011""",11,1.5,18.6
"Woodstock School District","=""1690011""",51,4.0,48.1

