"Primary Disability (K-12), 2011-12"
"All Districts, Other Health Impairment"

"",,"2011-12",,
"Hartland School District","=""0650011""","*","*","*"
"Hebron School District","=""0670011""",11,1.1,10.4
"Kent School District","=""0680011""","*","*","*"
"Killingly School District","=""0690011""",75,3.0,20.9
"Lebanon School District","=""0710011""",22,1.9,15.7
"Ledyard School District","=""0720011""",59,2.4,18.8
"Lisbon School District","=""0730011""",15,2.4,18.1
"Litchfield School District","=""0740011""",25,2.2,20.7
"Madison School District","=""0760011""",91,2.6,26.0
"Manchester School District","=""0770011""",150,2.1,15.3
"Mansfield School District","=""0780011""",29,2.3,19.1
"Marlborough School District","=""0790011""",9,1.4,18.4
"Meriden School District","=""0800011""",240,2.7,18.9
"Middletown School District","=""0830011""",113,2.2,18.3
"Milford School District","=""0840011""",208,3.0,25.3
"Monroe School District","=""0850011""",76,2.1,22.2
"Montville School District","=""0860011""",55,2.1,19.6
"Naugatuck School District","=""0880011""",123,2.7,22.0
"New Britain School District","=""0890011""",324,3.0,21.2
"New Canaan School District","=""0900011""",87,2.1,21.8
"New Fairfield School District","=""0910011""",62,2.2,22.2
"New Hartford School District","=""0920011""",10,1.7,16.7
"New Haven School District","=""0930011""",434,2.4,19.6
"New London School District","=""0950011""",138,4.0,23.4
"New Milford School District","=""0960011""",149,3.3,24.4
"Newington School District","=""0940011""",70,1.6,13.5
"Newtown School District","=""0970011""",65,1.2,16.0
"Norfolk School District","=""0980011""","*","*","*"
"North Branford School District","=""0990011""",40,1.8,15.2
"North Canaan School District","=""1000011""","*","*","*"
"North Haven School District","=""1010011""",57,1.6,16.6
"North Stonington School District","=""1020011""",21,2.8,29.2
"Norwalk School District","=""1030011""",198,1.8,18.1
"Norwich School District","=""1040011""",161,2.9,18.7
"Old Saybrook School District","=""1060011""",57,3.8,30.8
"Orange School District","=""1070011""",19,1.5,14.8
"Oxford School District","=""1080011""",22,1.0,16.4
"Plainfield School District","=""1090011""",53,2.2,17.6
"Plainville School District","=""1100011""",78,3.2,25.3
"Plymouth School District","=""1110011""",61,3.4,25.4
"Pomfret School District","=""1120011""",7,1.1,9.0
"Portland School District","=""1130011""",23,1.6,20.4
"Preston School District","=""1140011""",23,3.7,25.0
"Putnam School District","=""1160011""",18,1.5,10.7
"Redding School District","=""1170011""",38,3.3,25.7
"Regional School District 01","=""2010012""",11,2.3,16.9
"Regional School District 04","=""2040012""",33,3.4,24.1
"Regional School District 05","=""2050012""",67,2.7,24.0
"Regional School District 06","=""2060012""",24,2.6,20.5
"Regional School District 07","=""2070012""",31,2.9,23.1
"Regional School District 08","=""2080012""",81,4.3,34.0
"Regional School District 09","=""2090012""",42,4.1,33.6
"Regional School District 10","=""2100012""",52,1.9,19.8
"Regional School District 11","=""2110012""",20,6.0,28.6
"Regional School District 12","=""2120012""",28,3.2,21.7
"Regional School District 13","=""2130012""",60,3.0,21.9
"Regional School District 14","=""2140012""",43,2.4,20.9
"Regional School District 15","=""2150012""",89,2.1,17.6
"Regional School District 16","=""2160012""",56,2.3,22.4
"Regional School District 17","=""2170012""",67,2.8,21.5
"Regional School District 18","=""2180012""",23,1.6,15.0
"Regional School District 19","=""2190012""",51,4.5,28.8
"Ridgefield School District","=""1180011""",45,0.8,10.7
"Rocky Hill School District","=""1190011""",34,1.3,16.0
"Salem School District","=""1210011""",12,1.7,20.7
"Salisbury School District","=""1220011""","*","*","*"
"Scotland School District","=""1230011""",6,5.0,26.1
"Seymour School District","=""1240011""",30,1.3,12.7
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",111,2.1,20.6
"Sherman School District","=""1270011""",15,2.7,21.7
"Simsbury School District","=""1280011""",113,2.4,20.5
"Somers School District","=""1290011""",21,1.3,12.8
"South Windsor School District","=""1320011""",179,4.0,34.8
"Southington School District","=""1310011""",147,2.2,20.4
"Sprague School District","=""1330011""",9,2.0,22.0
"Stafford School District","=""1340011""",26,1.5,15.5
"Stamford School District","=""1350011""",232,1.5,15.9
"Sterling School District","=""1360011""",9,1.5,13.0
"Stonington School District","=""1370011""",47,1.9,15.5
"Stratford School District","=""1380011""",185,2.5,26.5
"Suffield School District","=""1390011""",49,2.0,19.8
"Thomaston School District","=""1400011""",34,2.9,24.8
"Thompson School District","=""1410011""",36,3.0,27.3
"Tolland School District","=""1420011""",62,2.1,19.9
"Torrington School District","=""1430011""",134,2.9,17.4
"Trumbull School District","=""1440011""",136,2.0,24.1
"Unified School District #1","=""3360015""",63,8.5,21.3
"Unified School District #2","=""3470015""",24,9.1,12.1
"Union School District","=""1450011""",6,5.9,54.5
"Vernon School District","=""1460011""",59,1.6,13.9
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",193,3.1,24.2
"Waterbury School District","=""1510011""",545,3.2,19.4
"Waterford School District","=""1520011""",87,3.1,25.6
"Watertown School District","=""1530011""",92,3.0,27.6
"West Hartford School District","=""1550011""",234,2.3,21.5
"West Haven School District","=""1560011""",111,1.6,13.4
"Westbrook School District","=""1540011""",11,1.2,14.7
"Weston School District","=""1570011""",55,2.2,25.2
"Westport School District","=""1580011""",87,1.5,15.3
"Wethersfield School District","=""1590011""",57,1.5,13.5
"Willington School District","=""1600011""",11,2.3,18.3
"Wilton School District","=""1610011""",94,2.2,20.3
"Winchester School District","=""1620011""",42,3.2,16.2
"Windham School District","=""1630011""",88,2.8,16.7
"Windsor Locks School District","=""1650011""",35,1.9,16.5
"Windsor School District","=""1640011""",73,1.8,13.5
"Wolcott School District","=""1660011""",58,2.1,23.5
"Woodbridge School District","=""1670011""",15,2.1,23.4
"Woodstock School District","=""1690011""",7,0.5,8.1

