"Four-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,,,"Graduates",
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Eligible For Free Lunch",19,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Eligible For Reduced Lunch",22,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Not Eligible For Lunch",354,349,98.6
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Eligible For Free Lunch","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Eligible For Reduced Lunch","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Not Eligible For Lunch",108,99,91.7
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Eligible For Free Lunch",23,20,87.0
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Eligible For Reduced Lunch",15,15,"*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Not Eligible For Lunch",206,196,95.1
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Eligible For Free Lunch",17,14,"*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Eligible For Reduced Lunch",8,8,"*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Not Eligible For Lunch",6,6,"*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Eligible For Free Lunch",117,110,94.0
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Eligible For Reduced Lunch",28,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Not Eligible For Lunch",23,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Eligible For Free Lunch",120,113,94.2
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Eligible For Reduced Lunch",51,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Not Eligible For Lunch",35,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Eligible For Free Lunch",78,71,91.0
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Eligible For Reduced Lunch",24,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Not Eligible For Lunch",27,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Eligible For Free Lunch",96,87,90.6
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Eligible For Reduced Lunch",22,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Not Eligible For Lunch",7,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Eligible For Free Lunch",57,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Eligible For Reduced Lunch",23,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Not Eligible For Lunch",75,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Eligible For Free Lunch",36,36,100.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Eligible For Reduced Lunch",24,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Not Eligible For Lunch",73,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Eligible For Free Lunch",62,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Eligible For Reduced Lunch",32,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Not Eligible For Lunch",112,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Eligible For Free Lunch",29,29,100.0
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Eligible For Reduced Lunch",20,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Not Eligible For Lunch",82,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Eligible For Free Lunch",45,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Eligible For Reduced Lunch",27,27,100.0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Not Eligible For Lunch",89,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Eligible For Free Lunch",34,31,91.2
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Eligible For Reduced Lunch",16,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Not Eligible For Lunch",94,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Eligible For Free Lunch",43,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Eligible For Reduced Lunch",27,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Not Eligible For Lunch",83,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Eligible For Free Lunch",29,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Eligible For Reduced Lunch",18,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Not Eligible For Lunch",115,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Eligible For Free Lunch",71,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Eligible For Reduced Lunch",32,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Not Eligible For Lunch",113,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Eligible For Free Lunch",22,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Eligible For Reduced Lunch",17,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Not Eligible For Lunch",91,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Eligible For Free Lunch",70,70,100.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Eligible For Reduced Lunch",38,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Not Eligible For Lunch",66,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Eligible For Free Lunch",44,44,100.0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Eligible For Reduced Lunch",21,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Not Eligible For Lunch",72,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Eligible For Free Lunch",20,12,60.0
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Eligible For Reduced Lunch",13,10,"*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Not Eligible For Lunch",118,109,92.4
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Eligible For Free Lunch",26,22,84.6
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Eligible For Reduced Lunch",8,8,"*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Not Eligible For Lunch",111,107,96.4
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Eligible For Free Lunch",238,161,67.6
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Eligible For Reduced Lunch",76,65,85.5
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Not Eligible For Lunch",391,340,87.0
"Darien School District","=""0350011""","Darien High School","=""0356111""","Eligible For Free Lunch",6,6,"*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Eligible For Reduced Lunch",6,6,"*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Not Eligible For Lunch",296,287,97.0
"Derby School District","=""0370011""","Derby High School","=""0376111""","Eligible For Free Lunch",38,25,65.8
"Derby School District","=""0370011""","Derby High School","=""0376111""","Eligible For Reduced Lunch",20,15,75.0
"Derby School District","=""0370011""","Derby High School","=""0376111""","Not Eligible For Lunch",44,39,88.6
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Eligible For Free Lunch","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Not Eligible For Lunch","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Eligible For Free Lunch","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Eligible For Reduced Lunch","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Not Eligible For Lunch",86,81,94.2
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Eligible For Free Lunch",8,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Eligible For Reduced Lunch",14,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Not Eligible For Lunch",138,133,96.4
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Eligible For Free Lunch","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Eligible For Reduced Lunch","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Not Eligible For Lunch",23,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Eligible For Free Lunch",209,167,79.9
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Eligible For Reduced Lunch",77,72,93.5
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Not Eligible For Lunch",131,124,94.7
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Eligible For Free Lunch",73,47,64.4
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Eligible For Reduced Lunch",35,28,80.0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Not Eligible For Lunch",109,88,80.7
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Eligible For Free Lunch",19,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Eligible For Reduced Lunch",17,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Not Eligible For Lunch",262,252,96.2
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Eligible For Free Lunch",20,15,75.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Eligible For Reduced Lunch",10,10,"*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Not Eligible For Lunch",56,51,91.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Eligible For Free Lunch","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Eligible For Reduced Lunch","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Not Eligible For Lunch",29,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Eligible For Free Lunch",14,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Eligible For Reduced Lunch",8,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Not Eligible For Lunch",21,17,81.0
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Eligible For Free Lunch",12,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Eligible For Reduced Lunch",6,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Not Eligible For Lunch",183,171,93.4
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Eligible For Free Lunch",11,9,"*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Eligible For Reduced Lunch","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Not Eligible For Lunch","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Eligible For Free Lunch",44,"*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Eligible For Reduced Lunch",12,"*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Not Eligible For Lunch",136,128,94.1
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Eligible For Free Lunch",57,41,71.9
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Eligible For Reduced Lunch",25,21,84.0
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Not Eligible For Lunch",221,204,92.3
"Explorations District","=""2720013""","Explorations","=""2726113""","Eligible For Free Lunch","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Eligible For Reduced Lunch","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Not Eligible For Lunch",14,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Eligible For Free Lunch",22,19,86.4
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Eligible For Reduced Lunch",11,11,"*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Not Eligible For Lunch",318,308,96.9
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Eligible For Free Lunch",35,25,71.4
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Eligible For Reduced Lunch",14,10,"*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Not Eligible For Lunch",288,277,96.2
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Eligible For Free Lunch",21,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Eligible For Reduced Lunch",13,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Not Eligible For Lunch",264,255,96.6
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Eligible For Free Lunch",30,23,76.7
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Eligible For Reduced Lunch",17,17,"*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Not Eligible For Lunch",461,449,97.4
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Eligible For Free Lunch","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Eligible For Reduced Lunch","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Not Eligible For Lunch",177,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Eligible For Free Lunch",64,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Eligible For Reduced Lunch",31,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Not Eligible For Lunch",549,516,94.0
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Eligible For Free Lunch",40,31,77.5
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Eligible For Reduced Lunch",22,17,77.3
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Not Eligible For Lunch",121,112,92.6
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Eligible For Free Lunch",110,83,75.5
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Eligible For Reduced Lunch",28,22,78.6
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Not Eligible For Lunch",201,177,88.1
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Eligible For Free Lunch",16,16,"*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Eligible For Reduced Lunch",13,13,"*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Not Eligible For Lunch",256,251,98.0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Eligible For Free Lunch",160,122,76.3
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Eligible For Reduced Lunch",58,48,82.8
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Not Eligible For Lunch",288,264,91.7
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Eligible For Free Lunch",236,149,63.1
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Not Eligible For Lunch","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Eligible For Free Lunch",16,16,"*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Eligible For Reduced Lunch",9,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Not Eligible For Lunch",8,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Eligible For Free Lunch",32,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Eligible For Reduced Lunch",19,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Not Eligible For Lunch",30,30,100.0
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Eligible For Free Lunch",43,27,62.8
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Not Eligible For Lunch","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Eligible For Free Lunch","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Eligible For Free Lunch",118,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Eligible For Reduced Lunch",7,"*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Eligible For Free Lunch",135,64,47.4
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Eligible For Free Lunch",65,30,46.2
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Not Eligible For Lunch","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Eligible For Free Lunch",40,34,85.0
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Eligible For Reduced Lunch",17,17,"*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Not Eligible For Lunch",29,29,100.0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Eligible For Free Lunch","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Eligible For Free Lunch",40,32,80.0
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Eligible For Reduced Lunch",14,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Not Eligible For Lunch",32,"*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Eligible For Free Lunch",61,36,59.0
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Eligible For Reduced Lunch",26,21,80.8
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Not Eligible For Lunch",101,90,89.1
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Eligible For Free Lunch",9,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Eligible For Reduced Lunch",7,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Not Eligible For Lunch",112,101,90.2
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Eligible For Free Lunch",24,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Eligible For Reduced Lunch",6,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Not Eligible For Lunch",178,169,94.9
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Eligible For Free Lunch","*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Not Eligible For Lunch","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Eligible For Free Lunch","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Eligible For Reduced Lunch","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Not Eligible For Lunch",88,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Eligible For Free Lunch","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Eligible For Reduced Lunch","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Not Eligible For Lunch",317,313,98.7
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Eligible For Free Lunch",191,124,64.9
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Eligible For Reduced Lunch",69,54,78.3
