"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Gender"

"",,,,"Graduates",
"Danbury School District","Alternative Center For Excellence","Female",14,"*","*"
"Danbury School District","Alternative Center For Excellence","Male",20,"*","*"
"Danbury School District","Danbury High School","Female",369,308,83.5
"Danbury School District","Danbury High School","Male",367,273,74.4
"Darien School District","Darien High School","Female",158,155,98.1
"Darien School District","Darien High School","Male",154,150,97.4
"Derby School District","Derby High School","Female",40,26,65.0
"Derby School District","Derby High School","Male",46,33,71.7
"East Granby School District","East Granby High School","Female",32,31,96.9
"East Granby School District","East Granby High School","Male",37,36,97.3
"East Haddam School District","Nathan Hale-Ray High School","Female",48,47,97.9
"East Haddam School District","Nathan Hale-Ray High School","Male",47,47,100.0
"East Hampton School District","East Hampton High School","Female",66,65,98.5
"East Hampton School District","East Hampton High School","Male",64,61,95.3
"East Hartford School District","Connecticut IB Academy","Female",25,24,96.0
"East Hartford School District","Connecticut IB Academy","Male",14,13,92.9
"East Hartford School District","East Hartford High School","Female",178,159,89.3
"East Hartford School District","East Hartford High School","Male",200,165,82.5
"East Hartford School District","Stevens Alternate High school","Female",48,29,60.4
"East Hartford School District","Stevens Alternate High school","Male",67,30,44.8
"East Haven School District","East Haven High School","Female",112,94,83.9
"East Haven School District","East Haven High School","Male",125,85,68.0
"East Lyme School District","East Lyme High School","Female",159,153,96.2
"East Lyme School District","East Lyme High School","Male",150,140,93.3
"East Windsor School District","East Windsor High School","Female",50,42,84.0
"East Windsor School District","East Windsor High School","Male",45,37,82.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Female",18,18,100.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Male",8,6,75.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Female",21,15,71.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Male",22,15,68.2
"Ellington School District","Ellington High School","Female",105,97,92.4
"Ellington School District","Ellington High School","Male",92,84,91.3
"Elm City College Preparatory School District","Elm City College Preparatory School","Female",7,"*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Male",6,"*","*"
"Enfield School District","Enfield High School","Female",75,62,82.7
"Enfield School District","Enfield High School","Male",108,88,81.5
"Enfield School District","Enrico Fermi High School","Female",143,135,94.4
"Enfield School District","Enrico Fermi High School","Male",113,103,91.2
"Explorations District","Explorations","Female",17,10,58.8
"Explorations District","Explorations","Male",15,11,73.3
"Fairfield School District","Fairfield Ludlowe High School","Female",188,182,96.8
"Fairfield School District","Fairfield Ludlowe High School","Male",195,183,93.8
"Fairfield School District","Fairfield Warde High School","Female",152,139,91.4
"Fairfield School District","Fairfield Warde High School","Male",162,148,91.4
"Farmington School District","Farmington High School","Female",160,157,98.1
"Farmington School District","Farmington High School","Male",158,151,95.6
"Glastonbury School District","Glastonbury High School","Female",274,267,97.4
"Glastonbury School District","Glastonbury High School","Male",276,268,97.1
"Granby School District","Granby Memorial High School","Female",98,97,99.0
"Granby School District","Granby Memorial High School","Male",95,93,97.9
"Greenwich School District","Greenwich High School","Female",324,309,95.4
"Greenwich School District","Greenwich High School","Male",362,343,94.8
"Griswold School District","Griswold High School","Female",92,83,90.2
"Griswold School District","Griswold High School","Male",75,64,85.3
"Groton School District","Robert E. Fitch High School","Female",166,143,86.1
"Groton School District","Robert E. Fitch High School","Male",154,124,80.5
"Guilford School District","Guilford High School","Female",138,133,96.4
"Guilford School District","Guilford High School","Male",140,128,91.4
"Hamden School District","Hamden High School","Female",227,207,91.2
"Hamden School District","Hamden High School","Male",216,179,82.9
"Hartford School District","Bulkeley High School Upper School","Female",88,69,78.4
"Hartford School District","Bulkeley High School Upper School","Male",88,57,64.8
"Hartford School District","Capital Preparatory Magnet School","Female",23,23,100.0
"Hartford School District","Capital Preparatory Magnet School","Male",10,10,100.0
"Hartford School District","Classical Magnet School","Female",54,52,96.3
"Hartford School District","Classical Magnet School","Male",35,32,91.4
"Hartford School District","Culinary Arts Academy","Female",42,27,64.3
"Hartford School District","Culinary Arts Academy","Male",31,14,45.2
"Hartford School District","Great Path Academy High School at MCC","Female",45,42,93.3
"Hartford School District","Great Path Academy High School at MCC","Male",23,22,95.7
"Hartford School District","HPHS Academy of Engineering and Green Technology","Female",38,26,68.4
"Hartford School District","HPHS Academy of Engineering and Green Technology","Male",74,45,60.8
"Hartford School District","HPHS Academy of Nursing and Health Science","Female",98,71,72.4
"Hartford School District","HPHS Academy of Nursing and Health Science","Male",41,24,58.5
"Hartford School District","HPHS Law and Government Academy","Female",72,56,77.8
"Hartford School District","HPHS Law and Government Academy","Male",48,30,62.5
"Hartford School District","High School Inc.","Female",52,42,80.8
"Hartford School District","High School Inc.","Male",54,33,61.1
"Hartford School District","Journalism and Media Academy Magnet School","Female",27,18,66.7
"Hartford School District","Journalism and Media Academy Magnet School","Male",27,18,66.7
"Hartford School District","OPPortunity High School","Female",36,18,50.0
"Hartford School District","OPPortunity High School","Male",41,27,65.9
"Hartford School District","Pathways Academy of Technology and Design","Female",29,26,89.7
"Hartford School District","Pathways Academy of Technology and Design","Male",41,39,95.1
"Hartford School District","Sports and Medical Sciences Academy","Female",48,46,95.8
"Hartford School District","Sports and Medical Sciences Academy","Male",40,36,90.0
"Hartford School District","University High of Science and Engineering","Female",34,32,94.1
"Hartford School District","University High of Science and Engineering","Male",60,59,98.3
"Killingly School District","Killingly High School","Female",108,90,83.3
"Killingly School District","Killingly High School","Male",106,74,69.8
"Learn","Connecticut River Academy","Female",17,16,94.1
"Learn","Connecticut River Academy","Male",12,10,83.3
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Male","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Female","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Male",7,"*","*"
"Lebanon School District","Lyman Memorial High School","Female",72,67,93.1
"Lebanon School District","Lyman Memorial High School","Male",46,43,93.5
"Ledyard School District","Ledyard High School","Female",113,106,93.8
"Ledyard School District","Ledyard High School","Male",112,102,91.1
"Lisbon School District","Community Connection - The Big Picture High School","Female","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Male","*","*","*"
"Litchfield School District","Litchfield High School","Female",46,45,97.8
"Litchfield School District","Litchfield High School","Male",40,40,100.0
"Madison School District","Daniel Hand High School","Female",158,156,98.7
"Madison School District","Daniel Hand High School","Male",158,157,99.4
"Manchester School District","Manchester High School","Female",211,172,81.5
"Manchester School District","Manchester High School","Male",234,178,76.1
"Meriden School District","Francis T. Maloney High School","Female",166,133,80.1
"Meriden School District","Francis T. Maloney High School","Male",163,110,67.5
"Meriden School District","Orville H. Platt High School","Female",152,111,73.0
"Meriden School District","Orville H. Platt High School","Male",141,92,65.2
"Middletown School District","Middletown High School","Female",162,140,86.4
"Middletown School District","Middletown High School","Male",200,162,81.0
"Milford School District","Jonathan Law High School","Female",124,110,88.7
"Milford School District","Jonathan Law High School","Male",132,96,72.7
"Milford School District","Joseph A. Foran High School","Female",136,123,90.4
"Milford School District","Joseph A. Foran High School","Male",128,116,90.6
"Monroe School District","Masuk High School","Female",161,160,99.4
"Monroe School District","Masuk High School","Male",146,140,95.9
"Montville School District","Montville High School","Female",75,70,93.3
"Montville School District","Montville High School","Male",101,85,84.2
"Naugatuck School District","Naugatuck High School","Female",160,133,83.1
"Naugatuck School District","Naugatuck High School","Male",173,128,74.0
"New Britain School District","New Britain High School","Female",305,210,68.9
"New Britain School District","New Britain High School","Male",307,180,58.6
"New Canaan School District","New Canaan High School","Female",177,173,97.7
"New Canaan School District","New Canaan High School","Male",161,157,97.5
"New Fairfield School District","New Fairfield High School","Female",132,131,99.2
"New Fairfield School District","New Fairfield High School","Male",125,116,92.8
"New Haven School District","Cooperative High School","Female",124,113,91.1
"New Haven School District","Cooperative High School","Male",49,42,85.7
"New Haven School District","High School In The Community","Female",42,27,64.3
"New Haven School District","High School In The Community","Male",30,14,46.7
"New Haven School District","Hill Regional Career High School","Female",103,98,95.1
"New Haven School District","Hill Regional Career High School","Male",50,43,86.0
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Female",7,6,85.7
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Male",29,22,75.9
"New Haven School District","James Hillhouse High School","Female",127,82,64.6
"New Haven School District","James Hillhouse High School","Male",133,68,51.1
"New Haven School District","Metropolitan Business Academy","Female",42,34,81.0
"New Haven School District","Metropolitan Business Academy","Male",53,43,81.1
"New Haven School District","New Haven Academy","Female",43,32,74.4
"New Haven School District","New Haven Academy","Male",32,18,56.3
"New Haven School District","Sound School","Female",38,35,92.1
"New Haven School District","Sound School","Male",42,39,92.9
"New Haven School District","Wilbur Cross High School","Female",150,114,76.0
"New Haven School District","Wilbur Cross High School","Male",155,82,52.9
"New London School District","New London High School","Female",120,82,68.3
"New London School District","New London High School","Male",133,82,61.7
"New Milford School District","New Milford High School","Female",192,175,91.1
"New Milford School District","New Milford High School","Male",189,165,87.3
"Newington School District","Newington High School","Female",189,176,93.1
"Newington School District","Newington High School","Male",184,162,88.0
"Newtown School District","Newtown High School","Female",227,215,94.7
"Newtown School District","Newtown High School","Male",241,227,94.2
"North Branford School District","North Branford High School","Female",92,88,95.7
"North Branford School District","North Branford High School","Male",78,75,96.2
"North Haven School District","North Haven High School","Female",150,142,94.7
"North Haven School District","North Haven High School","Male",159,131,82.4
"North Stonington School District","Wheeler High School","Female",30,29,96.7
"North Stonington School District","Wheeler High School","Male",18,17,94.4
"Norwalk School District","Brien McMahon High School","Female",202,182,90.1
"Norwalk School District","Brien McMahon High School","Male",183,160,87.4
"Norwalk School District","Norwalk High School","Female",178,163,91.6
"Norwalk School District","Norwalk High School","Male",170,148,87.1
"Norwalk School District","Norwalk Pathways Academy at Briggs","Female",18,"*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Male",20,"*","*"
"Norwich Free Academy District","Norwich Free Academy","Female",317,276,87.1
"Norwich Free Academy District","Norwich Free Academy","Male",256,214,83.6
"Old Saybrook School District","Old Saybrook Senior High School","Female",63,62,98.4
"Old Saybrook School District","Old Saybrook Senior High School","Male",73,67,91.8
"Oxford School District","Oxford High School","Female",79,79,100.0
"Oxford School District","Oxford High School","Male",74,71,95.9
"Plainfield School District","Plainfield High School","Female",99,89,89.9
"Plainfield School District","Plainfield High School","Male",103,82,79.6
"Plainville School District","Plainville High School","Female",107,101,94.4
"Plainville School District","Plainville High School","Male",95,81,85.3
"Plymouth School District","Terryville High School","Female",64,55,85.9
"Plymouth School District","Terryville High School","Male",59,53,89.8
"Portland School District","Portland High School","Female",42,38,90.5
"Portland School District","Portland High School","Male",50,42,84.0
"Putnam School District","Putnam High School","Female",44,40,90.9
"Putnam School District","Putnam High School","Male",48,34,70.8
"Regional School District 01","Housatonic Valley Regional High School","Female",55,49,89.1
"Regional School District 01","Housatonic Valley Regional High School","Male",53,49,92.5
"Regional School District 04","Valley Regional High School","Female",88,86,97.7
"Regional School District 04","Valley Regional High School","Male",74,69,93.2
"Regional School District 05","Amity Regional High School","Female",186,181,97.3
"Regional School District 05","Amity Regional High School","Male",206,197,95.6
"Regional School District 06","Wamogo Regional High School","Female",53,51,96.2
"Regional School District 06","Wamogo Regional High School","Male",44,42,95.5
"Regional School District 07","Northwestern Regional High School","Female",90,89,98.9
"Regional School District 07","Northwestern Regional High School","Male",85,81,95.3
"Regional School District 08","RHAM High School","Female",123,119,96.7
"Regional School District 08","RHAM High School","Male",149,139,93.3
"Regional School District 08","Region Alternative High School","Female","*","*","*"
"Regional School District 08","Region Alternative High School","Male","*","*","*"
"Regional School District 09","Joel Barlow High School","Female",121,116,95.9
"Regional School District 09","Joel Barlow High School","Male",113,108,95.6
"Regional School District 10","Lewis S. Mills High School","Female",97,89,91.8
"Regional School District 10","Lewis S. Mills High School","Male",101,94,93.1
"Regional School District 11","Parish Hill High School","Female",17,16,94.1
"Regional School District 11","Parish Hill High School","Male",22,20,90.9
"Regional School District 12","Shepaug Valley High School","Female",35,32,91.4
"Regional School District 12","Shepaug Valley High School","Male",48,46,95.8
"Regional School District 13","Coginchaug Regional High School","Female",78,75,96.2
"Regional School District 13","Coginchaug Regional High School","Male",68,68,100.0
"Regional School District 14","Nonnewaug High School","Female",108,103,95.4
"Regional School District 14","Nonnewaug High School","Male",89,82,92.1
"Regional School District 15","Pomperaug Regional High School","Female",145,138,95.2
"Regional School District 15","Pomperaug Regional High School","Male",171,162,94.7
"Regional School District 16","Woodland Regional High School","Female",81,76,93.8
"Regional School District 16","Woodland Regional High School","Male",103,90,87.4
"Regional School District 17","Haddam-Killingworth High School","Female",83,82,98.8
"Regional School District 17","Haddam-Killingworth High School","Male",79,75,94.9
"Regional School District 18","Lyme-Old Lyme High School","Female",58,56,96.6
"Regional School District 18","Lyme-Old Lyme High School","Male",55,52,94.5
"Regional School District 19","E. O. Smith High School","Female",171,150,87.7
"Regional School District 19","E. O. Smith High School","Male",144,126,87.5
"Ridgefield School District","Ridgefield High School","Female",198,192,97.0
"Ridgefield School District","Ridgefield High School","Male",211,206,97.6
"Rocky Hill School District","Rocky Hill High School","Female",82,79,96.3
"Rocky Hill School District","Rocky Hill High School","Male",95,80,84.2
"Seymour School District","Seymour High School","Female",87,77,88.5
"Seymour School District","Seymour High School","Male",90,77,85.6
"Shelton School District","Shelton High School","Female",189,170,89.9
"Shelton School District","Shelton High School","Male",201,185,92.0
"Simsbury School District","Simsbury High School","Female",189,187,98.9
"Simsbury School District","Simsbury High School","Male",207,201,97.1
"Somers School District","Somers High School","Female",68,67,98.5
"Somers School District","Somers High School","Male",78,74,94.9
"South Windsor School District","South Windsor High School","Female",177,169,95.5
"South Windsor School District","South Windsor High School","Male",199,190,95.5
"Southington School District","Southington High School","Female",249,232,93.2
"Southington School District","Southington High School","Male",239,213,89.1
"Stafford School District","Stafford High School","Female",69,64,92.8
"Stafford School District","Stafford High School","Male",58,47,81.0
"Stamford Academy District","Stamford Academy","Female",13,"*","*"
"Stamford Academy District","Stamford Academy","Male",24,"*","*"
"Stamford School District","Stamford High School","Female",246,217,88.2
"Stamford School District","Stamford High School","Male",255,229,89.8
"Stamford School District","The Academy of Information Technology","Female",68,68,100.0
"Stamford School District","The Academy of Information Technology","Male",96,95,99.0
"Stamford School District","Westhill High School","Female",269,238,88.5
"Stamford School District","Westhill High School","Male",277,231,83.4
"Stonington School District","Stonington High School","Female",87,83,95.4
"Stonington School District","Stonington High School","Male",110,106,96.4
"Stratford School District","Bunnell High School","Female",140,132,94.3
"Stratford School District","Bunnell High School","Male",147,138,93.9
"Stratford School District","Stratford High School","Female",130,123,94.6
"Stratford School District","Stratford High School","Male",124,108,87.1
"Suffield School District","Suffield High School","Female",124,119,96.0
"Suffield School District","Suffield High School","Male",94,85,90.4
"The Bridge Academy District","The Bridge Academy","Female",16,16,100.0
"The Bridge Academy District","The Bridge Academy","Male",19,15,78.9
"The Gilbert School District","The Gilbert School","Female",43,36,83.7
"The Gilbert School District","The Gilbert School","Male",41,33,80.5
"Thomaston School District","Thomaston High School","Female",41,39,95.1
"Thomaston School District","Thomaston High School","Male",37,34,91.9
"Thompson School District","Tourtellotte Memorial High School","Female",41,38,92.7
"Thompson School District","Tourtellotte Memorial High School","Male",44,39,88.6
"Tolland School District","Tolland High School","Female",116,111,95.7
"Tolland School District","Tolland High School","Male",126,117,92.9
"Torrington School District","Torrington High School","Female",134,123,91.8
"Torrington School District","Torrington High School","Male",134,109,81.3
"Trumbull School District","Trumbull High School","Female",278,273,98.2
"Trumbull School District","Trumbull High School","Male",269,265,98.5
"Vernon School District","Rockville High School","Female",124,110,88.7
"Vernon School District","Rockville High School","Male",111,85,76.6
"Wallingford School District","Lyman Hall High School","Female",171,163,95.3
"Wallingford School District","Lyman Hall High School","Male",115,99,86.1
"Wallingford School District","Mark T. Sheehan High School","Female",123,116,94.3
"Wallingford School District","Mark T. Sheehan High School","Male",112,104,92.9
"Waterbury School District","Crosby High School","Female",173,118,68.2
"Waterbury School District","Crosby High School","Male",186,116,62.4
"Waterbury School District","John F. Kennedy High School","Female",187,133,71.1
"Waterbury School District","John F. Kennedy High School","Male",195,132,67.7
"Waterbury School District","Waterbury Arts Magnet School (High)","Female",68,63,92.6
"Waterbury School District","Waterbury Arts Magnet School (High)","Male",38,29,76.3
"Waterbury School District","Wilby High School","Female",170,135,79.4
"Waterbury School District","Wilby High School","Male",190,125,65.8
"Waterford School District","Waterford High School","Female",109,101,92.7
"Waterford School District","Waterford High School","Male",129,121,93.8
"Watertown School District","Watertown High School","Female",139,127,91.4
"Watertown School District","Watertown High School","Male",132,109,82.6
"West Hartford School District","Conard High School","Female",208,200,96.2
"West Hartford School District","Conard High School","Male",212,198,93.4
"West Hartford School District","Hall High School","Female",203,195,96.1
"West Hartford School District","Hall High School","Male",188,177,94.1
"West Haven School District","West Haven High School","Female",201,160,79.6
"West Haven School District","West Haven High School","Male",230,145,63.0
"Westbrook School District","Westbrook High School","Female",36,35,97.2
"Westbrook School District","Westbrook High School","Male",41,39,95.1
"Weston School District","Weston High School","Female",102,102,100.0
"Weston School District","Weston High School","Male",104,103,99.0
"Westport School District","Staples High School","Female",220,218,99.1
"Westport School District","Staples High School","Male",243,242,99.6
"Wethersfield School District","Wethersfield High School","Female",126,119,94.4
"Wethersfield School District","Wethersfield High School","Male",138,123,89.1
"Wilton School District","Wilton High School","Female",159,155,97.5
"Wilton School District","Wilton High School","Male",160,157,98.1
"Windham School District","Windham High School","Female",90,70,77.8
"Windham School District","Windham High School","Male",103,77,74.8
"Windsor Locks School District","Windsor Locks High School","Female",75,73,97.3
"Windsor Locks School District","Windsor Locks High School","Male",61,54,88.5
"Windsor School District","Windsor High School","Female",174,146,83.9
"Windsor School District","Windsor High School","Male",179,143,79.9
"Wolcott School District","Wolcott High School","Female",111,104,93.7
"Wolcott School District","Wolcott High School","Male",109,103,94.5
"Woodstock Academy District","Woodstock Academy","Female",154,152,98.7
"Woodstock Academy District","Woodstock Academy","Male",125,117,93.6

