"Four-Year Graduation Rates, 2014-15"
"All Districts, All Schools, High Needs Status"

"",,,,,,"Non-Graduates",,,
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","High Needs",154,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Non-High Needs",40,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","High Needs",106,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Non-High Needs",28,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","High Needs","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Non-High Needs","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","High Needs",87,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-High Needs",19,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","High Needs",68,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-High Needs",57,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","High Needs",89,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-High Needs",89,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","High Needs",79,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-High Needs",63,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","High Needs",84,"*","*",0,0.0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-High Needs",59,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","High Needs",85,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-High Needs",70,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","High Needs",89,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-High Needs",74,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","High Needs",71,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-High Needs",84,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","High Needs",122,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-High Needs",79,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","High Needs",82,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-High Needs",71,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","High Needs",113,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-High Needs",58,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","High Needs",88,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-High Needs",48,0,0.0,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","High Needs",28,"*","*",0,0.0
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-High Needs",79,0,0.0,0,0.0
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","High Needs",34,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-High Needs",91,0,0.0,0,0.0
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","High Needs",453,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-High Needs",279,"*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","High Needs",42,"*","*",0,0.0
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-High Needs",287,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","High Needs",75,"*","*",9,12.0
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-High Needs",26,"*","*",0,0.0
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","High Needs",10,0,"*",0,"*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-High Needs",51,0,0.0,0,0.0
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","High Needs",29,"*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-High Needs",79,0,0.0,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","High Needs",23,"*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-High Needs",98,0,0.0,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","High Needs",22,0,0.0,0,0.0
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-High Needs",20,0,0.0,0,0.0
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","High Needs",316,"*","*",14,4.4
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-High Needs",92,"*","*",0,0.0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","High Needs",139,6,4.3,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-High Needs",89,0,0.0,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","High Needs",56,0,0.0,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-High Needs",208,0,0.0,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","High Needs",45,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-High Needs",42,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","High Needs",13,0,"*",0,"*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-High Needs",15,0,"*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","High Needs",30,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-High Needs",14,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","High Needs",55,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-High Needs",150,0,0.0,0,0.0
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","High Needs","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-High Needs","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","High Needs",72,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-High Needs",88,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","High Needs",90,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-High Needs",137,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","High Needs",16,0,"*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-High Needs",7,0,"*",0,"*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","High Needs",81,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-High Needs",300,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","High Needs",73,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-High Needs",228,"*","*",0,0.0
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","High Needs",60,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-High Needs",257,0,0.0,0,0.0
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","High Needs",97,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-High Needs",413,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","High Needs",29,0,0.0,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-High Needs",135,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","High Needs",170,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-High Needs",450,0,0.0,"*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","High Needs",64,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-High Needs",79,0,0.0,"*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","High Needs",136,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-High Needs",128,0,0.0,"*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","High Needs",59,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-High Needs",210,0,0.0,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","High Needs",235,9,3.8,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-High Needs",201,0,0.0,"*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","High Needs",181,28,15.5,22,12.2
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Non-High Needs","N/A","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","High Needs","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Non-High Needs","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","High Needs",28,0,0.0,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-High Needs",13,0,"*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","High Needs",58,"*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-High Needs",26,0,0.0,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","High Needs",78,13,16.7,11,14.1
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Non-High Needs","N/A","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","High Needs",50,"*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","Non-High Needs",12,0,"*",0,"*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","High Needs","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Non-High Needs","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","High Needs",100,6,6.0,21,21.0
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Non-High Needs","N/A","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","High Needs",102,13,12.7,26,25.5
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Non-High Needs",7,0,"*",0,"*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","High Needs",51,"*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Non-High Needs",25,0,0.0,"*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","High Needs",73,"*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Non-High Needs",11,0,"*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","High Needs",53,"*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Non-High Needs","N/A","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","High Needs",43,"*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-High Needs",25,"*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","High Needs",97,"*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Non-High Needs","N/A","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","High Needs",56,"*","*","*","*"
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","Non-High Needs",37,0,0.0,0,0.0
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","High Needs",89,11,12.4,"*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-High Needs",95,0,0.0,"*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","High Needs",60,0,0.0,"*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Non-High Needs",25,0,0.0,"*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","High Needs",30,"*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Non-High Needs",30,0,0.0,"*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","High Needs",17,0,"*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Non-High Needs",11,"*","*",0,"*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","High Needs",24,"*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-High Needs",68,0,0.0,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","High Needs",80,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-High Needs",147,"*","*",0,0.0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","High Needs",20,0,0.0,0,0.0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-High Needs",49,0,0.0,0,0.0
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","High Needs",54,"*","*",0,0.0
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-High Needs",254,0,0.0,"*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","High Needs",261,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-High Needs",143,"*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","High Needs",218,"*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-High Needs",72,"*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","High Needs",242,"*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-High Needs",71,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","High Needs",142,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-High Needs",130,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","High Needs",88,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-High Needs",114,0,0.0,"*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","High Needs",69,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-High Needs",162,0,0.0,0,0.0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","High Needs",49,0,0.0,0,0.0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-High Needs",259,0,0.0,0,0.0
"Montville School District","=""0860011""","Montville High School","=""0866111""","High Needs",63,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-High Needs",107,0,0.0,0,0.0
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","High Needs",217,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-High Needs",116,"*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","High Needs",558,"*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-High Needs",81,"*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","High Needs",40,"*","*",0,0.0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-High Needs",267,0,0.0,0,0.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","High Needs",45,0,0.0,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-High Needs",203,0,0.0,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","High Needs",117,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-High Needs",28,0,0.0,0,0.0
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","High Needs",47,"*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Non-High Needs",11,0,"*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","High Needs","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-High Needs","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","High Needs",165,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-High Needs",13,0,"*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","High Needs","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-High Needs","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","High Needs",235,"*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-High Needs",37,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","High Needs",77,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-High Needs",15,0,"*",0,"*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","High Needs",49,9,18.4,7,14.3
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-High Needs",12,0,"*",0,"*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","High Needs",51,"*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-High Needs",21,0,0.0,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","High Needs",340,"*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-High Needs",42,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","High Needs",187,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Non-High Needs",6,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","High Needs",109,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-High Needs",250,0,0.0,"*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","High Needs",132,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-High Needs",223,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","High Needs",67,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-High Needs",379,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","High Needs",52,0,0.0,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-High Needs",109,0,0.0,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","High Needs",73,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-High Needs",211,"*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","High Needs",14,"*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-High Needs",37,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","High Needs",248,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-High Needs",193,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","High Needs",176,10,5.7,15,8.5
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-High Needs",203,0,0.0,9,4.4
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","High Needs",36,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-High Needs",6,0,"*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","High Needs",306,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-High Needs",278,"*","*","*","*"
