"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,,,"Non-Graduates",,,
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Eligible For Free Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Eligible For Reduced Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Not Eligible For Lunch",147,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Eligible For Free Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Not Eligible For Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Eligible For Free Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Eligible For Reduced Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Not Eligible For Lunch",102,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Eligible For Free Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Eligible For Reduced Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Not Eligible For Lunch",187,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Eligible For Free Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Eligible For Reduced Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Not Eligible For Lunch",182,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Eligible For Free Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Not Eligible For Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Eligible For Free Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Eligible For Reduced Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Not Eligible For Lunch",132,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Eligible For Free Lunch",8,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Not Eligible For Lunch",118,"*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Eligible For Free Lunch",9,0,"*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Eligible For Reduced Lunch",6,"*","*",0,"*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Not Eligible For Lunch",137,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Eligible For Free Lunch",10,0,"*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Eligible For Reduced Lunch",6,0,"*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Not Eligible For Lunch",151,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Eligible For Free Lunch",168,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Eligible For Reduced Lunch",48,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Not Eligible For Lunch",503,38,7.6,41,8.2
"Darien School District","=""0350011""","Darien High School","=""0356111""","Eligible For Free Lunch","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Not Eligible For Lunch",322,6,1.9,6,1.9
"Derby School District","=""0370011""","Derby High School","=""0376111""","Eligible For Free Lunch",39,8,20.5,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Eligible For Reduced Lunch",12,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Not Eligible For Lunch",71,"*","*",10,14.1
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Not Eligible For Lunch",76,"*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Eligible For Free Lunch","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Eligible For Reduced Lunch","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Not Eligible For Lunch",86,0,0.0,6,7.0
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Eligible For Free Lunch","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Eligible For Reduced Lunch","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Not Eligible For Lunch",128,"*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Eligible For Free Lunch","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Eligible For Reduced Lunch","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Not Eligible For Lunch",24,0,0.0,0,0.0
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Eligible For Free Lunch",229,29,12.7,31,13.5
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Eligible For Reduced Lunch",64,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Not Eligible For Lunch",244,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Eligible For Free Lunch",44,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Eligible For Reduced Lunch",21,0,0.0,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Not Eligible For Lunch",225,"*","*",10,4.4
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Eligible For Free Lunch","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Eligible For Reduced Lunch","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Not Eligible For Lunch",313,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Eligible For Free Lunch","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Eligible For Reduced Lunch","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Not Eligible For Lunch",64,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Eligible For Free Lunch","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Not Eligible For Lunch","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Eligible For Free Lunch","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Eligible For Reduced Lunch","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Not Eligible For Lunch",26,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Eligible For Free Lunch","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Not Eligible For Lunch",173,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Eligible For Free Lunch",41,"*","*",16,39.0
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Eligible For Reduced Lunch",14,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Not Eligible For Lunch",187,10,5.3,"*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Eligible For Free Lunch",24,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Eligible For Reduced Lunch",16,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Not Eligible For Lunch",236,20,8.5,15,6.4
"Explorations District","=""2720013""","Explorations","=""2726113""","Eligible For Free Lunch","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Eligible For Reduced Lunch","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Not Eligible For Lunch",22,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Eligible For Free Lunch",14,"*","*",0,"*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Eligible For Reduced Lunch",6,0,"*",0,"*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Not Eligible For Lunch",331,"*","*",9,2.7
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Eligible For Free Lunch","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Eligible For Reduced Lunch","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Not Eligible For Lunch",278,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Eligible For Free Lunch",15,0,"*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Eligible For Reduced Lunch",10,0,"*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Not Eligible For Lunch",311,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Eligible For Free Lunch",17,0,"*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Eligible For Reduced Lunch",9,0,"*",0,"*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Not Eligible For Lunch",516,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Eligible For Free Lunch","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Not Eligible For Lunch",188,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Eligible For Free Lunch",40,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Eligible For Reduced Lunch",24,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Not Eligible For Lunch",567,21,3.7,6,1.1
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Eligible For Free Lunch",26,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Eligible For Reduced Lunch",8,0,"*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Not Eligible For Lunch",163,"*","*",13,8.0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Eligible For Free Lunch",67,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Eligible For Reduced Lunch",34,0,0.0,11,32.4
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Not Eligible For Lunch",229,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Eligible For Free Lunch","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Not Eligible For Lunch",251,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Eligible For Free Lunch",118,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Eligible For Reduced Lunch",17,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Not Eligible For Lunch",437,18,4.1,27,6.2
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Eligible For Free Lunch",259,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Eligible For Free Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Not Eligible For Lunch",15,0,"*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Eligible For Free Lunch",34,"*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Eligible For Reduced Lunch",10,0,"*",0,"*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Not Eligible For Lunch",45,0,0.0,0,0.0
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Eligible For Free Lunch",89,20,22.5,18,20.2
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Eligible For Free Lunch",129,15,11.6,22,17.1
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Eligible For Free Lunch",129,12,9.3,24,18.6
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Eligible For Free Lunch",99,27,27.3,22,22.2
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Eligible For Free Lunch",46,"*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Not Eligible For Lunch",7,"*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Eligible For Free Lunch",89,"*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Not Eligible For Lunch",8,0,"*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Eligible For Free Lunch",102,"*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Eligible For Free Lunch",25,"*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Eligible For Reduced Lunch",9,0,"*",0,"*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Not Eligible For Lunch",39,0,0.0,"*","*"
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Eligible For Free Lunch",167,0,0.0,52,31.1
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Not Eligible For Lunch","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Eligible For Free Lunch",41,"*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Eligible For Reduced Lunch",15,"*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Not Eligible For Lunch",140,7,5.0,22,15.7
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Eligible For Free Lunch",13,0,"*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Eligible For Reduced Lunch",6,0,"*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Not Eligible For Lunch",139,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Eligible For Free Lunch",18,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Eligible For Reduced Lunch",15,0,"*",0,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Not Eligible For Lunch",196,"*","*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Not Eligible For Lunch","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Eligible For Free Lunch","*","*","*","*","*"
