"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, English Learner Status"

"",,,,,,"Non-Graduates",,,
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-ELL","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","ELL","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-ELL",295,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-ELL",177,7,4.0,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","ELL",7,0,"*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-ELL",322,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","ELL",9,"*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-ELL",532,76,14.3,93,17.5
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","ELL",92,20,21.7,26,28.3
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-ELL",310,"*","*",0,0.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-ELL","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-ELL",53,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELL",6,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-ELL",241,"*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELL",27,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-ELL",65,"*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-ELL",243,"*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELL",52,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Non-ELL",185,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","ELL",38,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-ELL","*","*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELL","*","*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-ELL",351,"*","*",8,2.3
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELL",11,"*","*",0,"*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-ELL","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","ELL","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-ELL","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","ELL","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-ELL","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","ELL","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-ELL",56,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-ELL",361,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","ELL",34,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-ELL",349,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELL",26,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-ELL",36,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELL",6,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-ELL",577,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELL",31,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-ELL","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","ELL","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-ELL","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","ELL","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-ELL","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","ELL","*","*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-ELL","*","*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","ELL","*","*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-ELL","*","*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","ELL","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-ELL","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","ELL","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-ELL","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","ELL","*","*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-ELL",120,6,5.0,7,5.8
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-ELL","*","*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","ELL","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-ELL","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","ELL","*","*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-ELL","*","*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","ELL","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Non-ELL",186,0,0.0,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Non-ELL","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","ELL","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Non-ELL","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","ELL","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Non-ELL",213,"*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Non-ELL",39,"*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Non-ELL",77,"*","*",0,0.0
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Non-ELL",130,"*","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Non-ELL","*","*","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","ELL","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Non-ELL","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","ELL","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Non-ELL",176,"*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Non-ELL","*","*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","ELL","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Non-ELL",108,"*","*","*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Non-ELL","*","*","*","*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","ELL","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Non-ELL","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","ELL","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Non-ELL",175,"*","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","ELL",6,0,"*",0,"*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Non-ELL","*","*","*","*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","ELL","*","*","*","*","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Non-ELL","*","*","*","*","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","ELL","*","*","*","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Non-ELL","*","*","*","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","ELL","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Non-ELL",130,0,0.0,"*","*"
