"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Gender"

"",,,,"Non-Graduates",,,
"Meriden School District","Orville H. Platt High School","Female",152,7,4.6,34,22.4
"Meriden School District","Orville H. Platt High School","Male",141,12,8.5,37,26.2
"Middletown School District","Middletown High School","Female",162,6,3.7,16,9.9
"Middletown School District","Middletown High School","Male",200,10,5.0,28,14.0
"Milford School District","Jonathan Law High School","Female",124,11,8.9,"*","*"
"Milford School District","Jonathan Law High School","Male",132,28,21.2,8,6.1
"Milford School District","Joseph A. Foran High School","Female",136,11,8.1,"*","*"
"Milford School District","Joseph A. Foran High School","Male",128,8,6.3,"*","*"
"Monroe School District","Masuk High School","Female",161,"*","*","*","*"
"Monroe School District","Masuk High School","Male",146,"*","*","*","*"
"Montville School District","Montville High School","Female",75,"*","*","*","*"
"Montville School District","Montville High School","Male",101,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Female",160,9,5.6,18,11.3
"Naugatuck School District","Naugatuck High School","Male",173,23,13.3,22,12.7
"New Britain School District","New Britain High School","Female",305,19,6.2,76,24.9
"New Britain School District","New Britain High School","Male",307,47,15.3,80,26.1
"New Canaan School District","New Canaan High School","Female",177,"*","*","*","*"
"New Canaan School District","New Canaan High School","Male",161,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Female",132,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Male",125,"*","*","*","*"
"New Haven School District","Cooperative High School","Female",124,"*","*",9,7.3
"New Haven School District","Cooperative High School","Male",49,"*","*","*","*"
"New Haven School District","High School In The Community","Female",42,"*","*",10,23.8
"New Haven School District","High School In The Community","Male",30,"*","*",11,36.7
"New Haven School District","Hill Regional Career High School","Female",103,"*","*","*","*"
"New Haven School District","Hill Regional Career High School","Male",50,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Female",7,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Male",29,"*","*","*","*"
"New Haven School District","James Hillhouse High School","Female",127,11,8.7,34,26.8
"New Haven School District","James Hillhouse High School","Male",133,13,9.8,52,39.1
"New Haven School District","Metropolitan Business Academy","Female",42,"*","*",8,19.0
"New Haven School District","Metropolitan Business Academy","Male",53,"*","*",8,15.1
"New Haven School District","New Haven Academy","Female",43,"*","*",10,23.3
"New Haven School District","New Haven Academy","Male",32,6,18.8,8,25.0
"New Haven School District","Sound School","Female",38,"*","*","*","*"
"New Haven School District","Sound School","Male",42,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","Female",150,12,8.0,24,16.0
"New Haven School District","Wilbur Cross High School","Male",155,22,14.2,51,32.9
"New London School District","New London High School","Female",120,9,7.5,29,24.2
"New London School District","New London High School","Male",133,15,11.3,36,27.1
"New Milford School District","New Milford High School","Female",192,"*","*",16,8.3
"New Milford School District","New Milford High School","Male",189,"*","*",17,9.0
"Newington School District","Newington High School","Female",189,7,3.7,6,3.2
"Newington School District","Newington High School","Male",184,7,3.8,15,8.2
"Newtown School District","Newtown High School","Female",227,8,3.5,"*","*"
"Newtown School District","Newtown High School","Male",241,14,5.8,"*","*"
"North Branford School District","North Branford High School","Female",92,"*","*","*","*"
"North Branford School District","North Branford High School","Male",78,"*","*","*","*"
"North Haven School District","North Haven High School","Female",150,"*","*",6,4.0
"North Haven School District","North Haven High School","Male",159,"*","*",15,9.4
"North Stonington School District","Wheeler High School","Female",30,"*","*","*","*"
"North Stonington School District","Wheeler High School","Male",18,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","Female",202,"*","*",19,9.4
"Norwalk School District","Brien McMahon High School","Male",183,6,3.3,17,9.3
"Norwalk School District","Norwalk High School","Female",178,"*","*",14,7.9
"Norwalk School District","Norwalk High School","Male",170,9,5.3,13,7.6
"Norwalk School District","Norwalk Pathways Academy at Briggs","Female",18,"*","*",10,55.6
"Norwalk School District","Norwalk Pathways Academy at Briggs","Male",20,9,45.0,9,45.0
"Norwich Free Academy District","Norwich Free Academy","Female",317,7,2.2,34,10.7
"Norwich Free Academy District","Norwich Free Academy","Male",256,17,6.6,25,9.8
"Old Saybrook School District","Old Saybrook Senior High School","Female",63,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Male",73,"*","*","*","*"
"Oxford School District","Oxford High School","Female",79,"*","*","*","*"
"Oxford School District","Oxford High School","Male",74,"*","*","*","*"
"Plainfield School District","Plainfield High School","Female",99,"*","*",6,6.1
"Plainfield School District","Plainfield High School","Male",103,"*","*",6,5.8
"Plainville School District","Plainville High School","Female",107,"*","*","*","*"
"Plainville School District","Plainville High School","Male",95,"*","*","*","*"
"Plymouth School District","Terryville High School","Female",64,"*","*","*","*"
"Plymouth School District","Terryville High School","Male",59,"*","*","*","*"
"Portland School District","Portland High School","Female",42,"*","*","*","*"
"Portland School District","Portland High School","Male",50,"*","*","*","*"
"Putnam School District","Putnam High School","Female",44,"*","*","*","*"
"Putnam School District","Putnam High School","Male",48,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Female",55,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Male",53,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Female",88,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Male",74,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Female",186,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Male",206,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Female",53,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Male",44,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Female",90,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Male",85,"*","*","*","*"
"Regional School District 08","RHAM High School","Female",123,"*","*","*","*"
"Regional School District 08","RHAM High School","Male",149,"*","*","*","*"
"Regional School District 08","Region Alternative High School","Female","*","*","*","*","*"
"Regional School District 08","Region Alternative High School","Male","*","*","*","*","*"
"Regional School District 09","Joel Barlow High School","Female",121,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Male",113,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Female",97,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Male",101,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Female",17,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Male",22,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Female",35,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Male",48,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Female",78,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Male",68,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Female",108,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Male",89,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Female",145,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Male",171,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Female",81,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Male",103,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Female",83,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Male",79,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Female",58,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Male",55,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Female",171,12,7.0,"*","*"
"Regional School District 19","E. O. Smith High School","Male",144,14,9.7,"*","*"
"Ridgefield School District","Ridgefield High School","Female",198,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Male",211,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Female",82,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Male",95,"*","*","*","*"
"Seymour School District","Seymour High School","Female",87,"*","*","*","*"
"Seymour School District","Seymour High School","Male",90,"*","*","*","*"
"Shelton School District","Shelton High School","Female",189,9,4.8,10,5.3
"Shelton School District","Shelton High School","Male",201,9,4.5,7,3.5
"Simsbury School District","Simsbury High School","Female",189,"*","*","*","*"
"Simsbury School District","Simsbury High School","Male",207,"*","*","*","*"
"Somers School District","Somers High School","Female",68,"*","*","*","*"
"Somers School District","Somers High School","Male",78,"*","*","*","*"
"South Windsor School District","South Windsor High School","Female",177,"*","*","*","*"
"South Windsor School District","South Windsor High School","Male",199,"*","*","*","*"
"Southington School District","Southington High School","Female",249,9,3.6,8,3.2
"Southington School District","Southington High School","Male",239,13,5.4,13,5.4
"Stafford School District","Stafford High School","Female",69,"*","*","*","*"
"Stafford School District","Stafford High School","Male",58,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Female",13,6,46.2,"*","*"
"Stamford Academy District","Stamford Academy","Male",24,15,62.5,"*","*"
"Stamford School District","Stamford High School","Female",246,11,4.5,18,7.3
"Stamford School District","Stamford High School","Male",255,8,3.1,18,7.1
"Stamford School District","The Academy of Information Technology","Female",68,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Male",96,"*","*","*","*"
"Stamford School District","Westhill High School","Female",269,9,3.3,22,8.2
"Stamford School District","Westhill High School","Male",277,25,9.0,21,7.6
"Stonington School District","Stonington High School","Female",87,"*","*","*","*"
"Stonington School District","Stonington High School","Male",110,"*","*","*","*"
"Stratford School District","Bunnell High School","Female",140,"*","*",7,5.0
"Stratford School District","Bunnell High School","Male",147,"*","*","*","*"
"Stratford School District","Stratford High School","Female",130,"*","*","*","*"
"Stratford School District","Stratford High School","Male",124,"*","*",12,9.7
"Suffield School District","Suffield High School","Female",124,"*","*","*","*"
"Suffield School District","Suffield High School","Male",94,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Female",16,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Male",19,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Female",43,"*","*",7,16.3
"The Gilbert School District","The Gilbert School","Male",41,"*","*",6,14.6
"Thomaston School District","Thomaston High School","Female",41,"*","*","*","*"
"Thomaston School District","Thomaston High School","Male",37,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Female",41,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Male",44,"*","*","*","*"
"Tolland School District","Tolland High School","Female",116,"*","*","*","*"
"Tolland School District","Tolland High School","Male",126,"*","*","*","*"
"Torrington School District","Torrington High School","Female",134,6,4.5,"*","*"
"Torrington School District","Torrington High School","Male",134,14,10.4,"*","*"
"Trumbull School District","Trumbull High School","Female",278,"*","*","*","*"
"Trumbull School District","Trumbull High School","Male",269,"*","*","*","*"
"Vernon School District","Rockville High School","Female",124,"*","*",13,10.5
"Vernon School District","Rockville High School","Male",111,"*","*",18,16.2
"Wallingford School District","Lyman Hall High School","Female",171,"*","*",6,3.5
"Wallingford School District","Lyman Hall High School","Male",115,8,7.0,8,7.0
"Wallingford School District","Mark T. Sheehan High School","Female",123,"*","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Male",112,"*","*","*","*"
"Waterbury School District","Crosby High School","Female",173,8,4.6,47,27.2
"Waterbury School District","Crosby High School","Male",186,15,8.1,55,29.6
"Waterbury School District","John F. Kennedy High School","Female",187,"*","*",51,27.3
"Waterbury School District","John F. Kennedy High School","Male",195,"*","*",58,29.7
"Waterbury School District","Waterbury Arts Magnet School (High)","Female",68,"*","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","Male",38,"*","*","*","*"
"Waterbury School District","Wilby High School","Female",170,7,4.1,28,16.5
"Waterbury School District","Wilby High School","Male",190,14,7.4,51,26.8
"Waterford School District","Waterford High School","Female",109,"*","*","*","*"
"Waterford School District","Waterford High School","Male",129,"*","*","*","*"
"Watertown School District","Watertown High School","Female",139,"*","*",8,5.8
"Watertown School District","Watertown High School","Male",132,"*","*",12,9.1
"West Hartford School District","Conard High School","Female",208,"*","*","*","*"
"West Hartford School District","Conard High School","Male",212,"*","*",12,5.7
"West Hartford School District","Hall High School","Female",203,"*","*",7,3.4
"West Hartford School District","Hall High School","Male",188,6,3.2,"*","*"
"West Haven School District","West Haven High School","Female",201,9,4.5,32,15.9
"West Haven School District","West Haven High School","Male",230,22,9.6,63,27.4
"Westbrook School District","Westbrook High School","Female",36,"*","*","*","*"
"Westbrook School District","Westbrook High School","Male",41,"*","*","*","*"
"Weston School District","Weston High School","Female",102,"*","*","*","*"
"Weston School District","Weston High School","Male",104,"*","*","*","*"
"Westport School District","Staples High School","Female",220,"*","*","*","*"
"Westport School District","Staples High School","Male",243,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","Female",126,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","Male",138,"*","*","*","*"
"Wilton School District","Wilton High School","Female",159,"*","*","*","*"
"Wilton School District","Wilton High School","Male",160,"*","*","*","*"
"Windham School District","Windham High School","Female",90,7,7.8,13,14.4
"Windham School District","Windham High School","Male",103,11,10.7,15,14.6
"Windsor Locks School District","Windsor Locks High School","Female",75,"*","*","*","*"
"Windsor Locks School District","Windsor Locks High School","Male",61,"*","*","*","*"
"Windsor School District","Windsor High School","Female",174,14,8.0,14,8.0
"Windsor School District","Windsor High School","Male",179,20,11.2,16,8.9
"Wolcott School District","Wolcott High School","Female",111,"*","*","*","*"
"Wolcott School District","Wolcott High School","Male",109,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy","Female",154,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy","Male",125,"*","*","*","*"

