"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,"Graduates",
"Connecticut Technical High School System","Platt Technical High School","Not Eligible For Lunch",182,174,95.6
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Free Lunch","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Not Eligible For Lunch",130,122,93.8
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Free Lunch",21,19,90.5
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Reduced Lunch","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Not Eligible For Lunch",132,126,95.5
"Connecticut Technical High School System","Windham Technical High School","Eligible For Free Lunch",8,8,100.0
"Connecticut Technical High School System","Windham Technical High School","Not Eligible For Lunch",118,112,94.9
"Coventry School District","Coventry High School","Eligible For Free Lunch",9,"*","*"
"Coventry School District","Coventry High School","Eligible For Reduced Lunch",6,"*","*"
"Coventry School District","Coventry High School","Not Eligible For Lunch",137,124,90.5
"Cromwell School District","Cromwell High School","Eligible For Free Lunch",10,"*","*"
"Cromwell School District","Cromwell High School","Eligible For Reduced Lunch",6,"*","*"
"Cromwell School District","Cromwell High School","Not Eligible For Lunch",151,146,96.7
"Danbury School District","Danbury High School","Eligible For Free Lunch",168,111,66.1
"Danbury School District","Danbury High School","Eligible For Reduced Lunch",48,37,77.1
"Danbury School District","Danbury High School","Not Eligible For Lunch",503,424,84.3
"Darien School District","Darien High School","Eligible For Free Lunch","*","*","*"
"Darien School District","Darien High School","Eligible For Reduced Lunch","*","*","*"
"Darien School District","Darien High School","Not Eligible For Lunch",322,310,96.3
"Derby School District","Derby High School","Eligible For Free Lunch",39,22,56.4
"Derby School District","Derby High School","Eligible For Reduced Lunch",12,10,83.3
"Derby School District","Derby High School","Not Eligible For Lunch",71,55,77.5
"East Granby School District","East Granby High School","Not Eligible For Lunch",76,73,96.1
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Free Lunch","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Reduced Lunch","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Not Eligible For Lunch",86,80,93.0
"East Hampton School District","East Hampton High School","Eligible For Free Lunch","*","*","*"
"East Hampton School District","East Hampton High School","Eligible For Reduced Lunch","*","*","*"
"East Hampton School District","East Hampton High School","Not Eligible For Lunch",128,120,93.8
"East Hartford School District","Connecticut IB Academy","Eligible For Free Lunch","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Reduced Lunch","*","*","*"
"East Hartford School District","Connecticut IB Academy","Not Eligible For Lunch",24,24,100.0
"East Hartford School District","East Hartford High School","Eligible For Free Lunch",229,169,73.8
"East Hartford School District","East Hartford High School","Eligible For Reduced Lunch",64,53,82.8
"East Hartford School District","East Hartford High School","Not Eligible For Lunch",244,208,85.2
"East Haven School District","East Haven High School","Eligible For Free Lunch",44,30,68.2
"East Haven School District","East Haven High School","Eligible For Reduced Lunch",21,17,81.0
"East Haven School District","East Haven High School","Not Eligible For Lunch",225,206,91.6
"East Lyme School District","East Lyme High School","Eligible For Free Lunch","*","*","*"
"East Lyme School District","East Lyme High School","Eligible For Reduced Lunch","*","*","*"
"East Lyme School District","East Lyme High School","Not Eligible For Lunch",313,301,96.2
"East Windsor School District","East Windsor High School","Eligible For Free Lunch","*","*","*"
"East Windsor School District","East Windsor High School","Eligible For Reduced Lunch","*","*","*"
"East Windsor School District","East Windsor High School","Not Eligible For Lunch",64,56,87.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Free Lunch","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Not Eligible For Lunch",15,12,80.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Free Lunch",11,9,81.8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Reduced Lunch","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Not Eligible For Lunch",26,20,76.9
"Ellington School District","Ellington High School","Eligible For Free Lunch","*","*","*"
"Ellington School District","Ellington High School","Eligible For Reduced Lunch","*","*","*"
"Ellington School District","Ellington High School","Not Eligible For Lunch",173,165,95.4
"Enfield School District","Enfield High School","Eligible For Free Lunch",41,19,46.3
"Enfield School District","Enfield High School","Eligible For Reduced Lunch",14,9,64.3
"Enfield School District","Enfield High School","Not Eligible For Lunch",187,166,88.8
"Enfield School District","Enrico Fermi High School","Eligible For Free Lunch",24,18,75.0
"Enfield School District","Enrico Fermi High School","Eligible For Reduced Lunch",16,13,81.3
"Enfield School District","Enrico Fermi High School","Not Eligible For Lunch",236,201,85.2
"Explorations District","Explorations","Eligible For Free Lunch","*","*","*"
"Explorations District","Explorations","Eligible For Reduced Lunch","*","*","*"
"Explorations District","Explorations","Not Eligible For Lunch",22,13,59.1
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Free Lunch",14,13,92.9
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Reduced Lunch","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Not Eligible For Lunch",331,311,94.0
"Fairfield School District","Fairfield Warde High School","Eligible For Free Lunch",18,12,66.7
"Fairfield School District","Fairfield Warde High School","Eligible For Reduced Lunch","*","*","*"
"Fairfield School District","Fairfield Warde High School","Not Eligible For Lunch",278,266,95.7
"Farmington School District","Farmington High School","Eligible For Free Lunch",15,11,73.3
"Farmington School District","Farmington High School","Eligible For Reduced Lunch",10,8,80.0
"Farmington School District","Farmington High School","Not Eligible For Lunch",311,300,96.5
"Glastonbury School District","Glastonbury High School","Eligible For Free Lunch",17,15,88.2
"Glastonbury School District","Glastonbury High School","Eligible For Reduced Lunch",9,9,100.0
"Glastonbury School District","Glastonbury High School","Not Eligible For Lunch",516,505,97.9
"Granby School District","Granby Memorial High School","Eligible For Free Lunch","*","*","*"
"Granby School District","Granby Memorial High School","Eligible For Reduced Lunch","*","*","*"
"Granby School District","Granby Memorial High School","Not Eligible For Lunch",188,183,97.3
"Greenwich School District","Greenwich High School","Eligible For Free Lunch",40,35,87.5
"Greenwich School District","Greenwich High School","Eligible For Reduced Lunch",24,22,91.7
"Greenwich School District","Greenwich High School","Not Eligible For Lunch",567,540,95.2
"Griswold School District","Griswold High School","Eligible For Free Lunch",26,"*","*"
"Griswold School District","Griswold High School","Eligible For Reduced Lunch",8,"*","*"
"Griswold School District","Griswold High School","Not Eligible For Lunch",163,141,86.5
"Groton School District","Robert E. Fitch High School","Eligible For Free Lunch",67,43,64.2
"Groton School District","Robert E. Fitch High School","Eligible For Reduced Lunch",34,23,67.6
"Groton School District","Robert E. Fitch High School","Not Eligible For Lunch",229,203,88.6
"Guilford School District","Guilford High School","Eligible For Free Lunch","*","*","*"
"Guilford School District","Guilford High School","Eligible For Reduced Lunch","*","*","*"
"Guilford School District","Guilford High School","Not Eligible For Lunch",251,241,96.0
"Hamden School District","Hamden High School","Eligible For Free Lunch",118,78,66.1
"Hamden School District","Hamden High School","Eligible For Reduced Lunch",17,14,82.4
"Hamden School District","Hamden High School","Not Eligible For Lunch",437,392,89.7
"Hartford School District","Bulkeley High School Upper School","Eligible For Free Lunch",259,194,74.9
"Hartford School District","Bulkeley High School Upper School","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Not Eligible For Lunch",14,14,100.0
"Hartford School District","Capital Preparatory Magnet School","Eligible For Free Lunch",13,12,92.3
"Hartford School District","Capital Preparatory Magnet School","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Not Eligible For Lunch",15,13,86.7
"Hartford School District","Classical Magnet School","Eligible For Free Lunch",34,28,82.4
"Hartford School District","Classical Magnet School","Eligible For Reduced Lunch",10,10,100.0
"Hartford School District","Classical Magnet School","Not Eligible For Lunch",45,45,100.0
"Hartford School District","Culinary Arts Academy","Eligible For Free Lunch",89,50,56.2
"Hartford School District","Culinary Arts Academy","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","Culinary Arts Academy","Not Eligible For Lunch","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Eligible For Free Lunch",129,92,71.3
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Free Lunch",129,93,72.1
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Not Eligible For Lunch","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Eligible For Free Lunch",99,50,50.5
"Hartford School District","HPHS Law and Government Academy","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Not Eligible For Lunch","*","*","*"
"Hartford School District","OPPortunity High School","Eligible For Free Lunch",46,13,28.3
"Hartford School District","OPPortunity High School","Not Eligible For Lunch",7,"*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Free Lunch",89,76,85.4
"Hartford School District","Pathways Academy of Technology and Design","Not Eligible For Lunch",8,"*","*"
"Hartford School District","Sports and Medical Sciences Academy","Eligible For Free Lunch",102,92,90.2
"Hartford School District","Sports and Medical Sciences Academy","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Not Eligible For Lunch","*","*","*"
"Hartford School District","University High of Science and Engineering","Eligible For Free Lunch",25,23,92.0
"Hartford School District","University High of Science and Engineering","Eligible For Reduced Lunch",9,9,100.0
"Hartford School District","University High of Science and Engineering","Not Eligible For Lunch",39,38,97.4
"Hartford School District","Weaver High School","Eligible For Free Lunch",167,115,68.9
"Hartford School District","Weaver High School","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","Weaver High School","Not Eligible For Lunch",9,6,66.7
"Killingly School District","Killingly High School","Eligible For Free Lunch",41,19,46.3
"Killingly School District","Killingly High School","Eligible For Reduced Lunch",15,10,66.7
"Killingly School District","Killingly High School","Not Eligible For Lunch",140,111,79.3
"Lebanon School District","Lyman Memorial High School","Eligible For Free Lunch",13,"*","*"
"Lebanon School District","Lyman Memorial High School","Eligible For Reduced Lunch",6,"*","*"
"Lebanon School District","Lyman Memorial High School","Not Eligible For Lunch",139,133,95.7
"Ledyard School District","Ledyard High School","Eligible For Free Lunch",18,14,77.8
"Ledyard School District","Ledyard High School","Eligible For Reduced Lunch",15,15,100.0
"Ledyard School District","Ledyard High School","Not Eligible For Lunch",196,179,91.3
"Lisbon School District","Community Connection - The Big Picture High School","Not Eligible For Lunch","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Free Lunch","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Reduced Lunch","*","*","*"
"Litchfield School District","Litchfield High School","Not Eligible For Lunch",85,81,95.3
"Madison School District","Daniel Hand High School","Eligible For Free Lunch",9,7,77.8
"Madison School District","Daniel Hand High School","Not Eligible For Lunch",306,298,97.4
"Manchester School District","Manchester High School","Eligible For Free Lunch",144,80,55.6
"Manchester School District","Manchester High School","Eligible For Reduced Lunch",34,20,58.8
"Manchester School District","Manchester High School","Not Eligible For Lunch",318,267,84.0
"Meriden School District","Francis T. Maloney High School","Eligible For Free Lunch",152,93,61.2
"Meriden School District","Francis T. Maloney High School","Eligible For Reduced Lunch","*","*","*"
"Meriden School District","Francis T. Maloney High School","Not Eligible For Lunch",156,128,82.1
"Meriden School District","Orville H. Platt High School","Eligible For Free Lunch",176,105,59.7
"Meriden School District","Orville H. Platt High School","Eligible For Reduced Lunch","*","*","*"
"Meriden School District","Orville H. Platt High School","Not Eligible For Lunch",120,103,85.8
"Middletown School District","Middletown High School","Eligible For Free Lunch",84,46,54.8
"Middletown School District","Middletown High School","Eligible For Reduced Lunch",24,16,66.7
"Middletown School District","Middletown High School","Not Eligible For Lunch",234,205,87.6
"Milford School District","Jonathan Law High School","Eligible For Free Lunch",27,18,66.7
"Milford School District","Jonathan Law High School","Eligible For Reduced Lunch",12,9,75.0
"Milford School District","Jonathan Law High School","Not Eligible For Lunch",184,162,88.0
"Milford School District","Joseph A. Foran High School","Eligible For Free Lunch",27,19,70.4
"Milford School District","Joseph A. Foran High School","Eligible For Reduced Lunch",9,7,77.8
"Milford School District","Joseph A. Foran High School","Not Eligible For Lunch",229,215,93.9
"Monroe School District","Masuk High School","Eligible For Free Lunch","*","*","*"
"Monroe School District","Masuk High School","Eligible For Reduced Lunch","*","*","*"
"Monroe School District","Masuk High School","Not Eligible For Lunch",353,345,97.7
"Montville School District","Montville High School","Eligible For Free Lunch",25,22,88.0
"Montville School District","Montville High School","Eligible For Reduced Lunch",9,8,88.9
"Montville School District","Montville High School","Not Eligible For Lunch",161,139,86.3
"Naugatuck School District","Naugatuck High School","Eligible For Free Lunch",88,65,73.9
"Naugatuck School District","Naugatuck High School","Eligible For Reduced Lunch",33,24,72.7
"Naugatuck School District","Naugatuck High School","Not Eligible For Lunch",249,217,87.1
"New Britain School District","New Britain High School","Eligible For Free Lunch",415,191,46.0
"New Britain School District","New Britain High School","Eligible For Reduced Lunch",69,40,58.0
"New Britain School District","New Britain High School","Not Eligible For Lunch",245,150,61.2
"New Canaan School District","New Canaan High School","Eligible For Reduced Lunch","*","*","*"
"New Canaan School District","New Canaan High School","Not Eligible For Lunch","*","*","*"
"New Fairfield School District","New Fairfield High School","Eligible For Free Lunch","*","*","*"
"New Fairfield School District","New Fairfield High School","Eligible For Reduced Lunch","*","*","*"
"New Fairfield School District","New Fairfield High School","Not Eligible For Lunch",231,213,92.2
"New Haven School District","Cooperative High School","Eligible For Free Lunch",53,40,75.5
"New Haven School District","Cooperative High School","Eligible For Reduced Lunch",10,9,90.0
"New Haven School District","Cooperative High School","Not Eligible For Lunch",46,42,91.3
"New Haven School District","High School In The Community","Eligible For Free Lunch",40,24,60.0
"New Haven School District","High School In The Community","Eligible For Reduced Lunch",6,"*","*"
"New Haven School District","High School In The Community","Not Eligible For Lunch",30,18,60.0
"New Haven School District","Hill Regional Career High School","Eligible For Free Lunch",95,76,80.0
"New Haven School District","Hill Regional Career High School","Eligible For Reduced Lunch",14,13,92.9
"New Haven School District","Hill Regional Career High School","Not Eligible For Lunch",64,59,92.2
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Eligible For Free Lunch",27,19,70.4
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Eligible For Reduced Lunch","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Not Eligible For Lunch",10,9,90.0
"New Haven School District","James Hillhouse High School","Eligible For Free Lunch",218,108,49.5
"New Haven School District","James Hillhouse High School","Eligible For Reduced Lunch",11,7,63.6
"New Haven School District","James Hillhouse High School","Not Eligible For Lunch",82,45,54.9
"New Haven School District","Metropolitan Business Academy","Eligible For Free Lunch",22,18,81.8
"New Haven School District","Metropolitan Business Academy","Eligible For Reduced Lunch","*","*","*"
"New Haven School District","Metropolitan Business Academy","Not Eligible For Lunch",8,6,75.0
"New Haven School District","New Haven Academy","Eligible For Free Lunch",41,25,61.0
"New Haven School District","New Haven Academy","Eligible For Reduced Lunch",7,"*","*"
"New Haven School District","New Haven Academy","Not Eligible For Lunch",20,14,70.0
"New Haven School District","Sound School","Eligible For Free Lunch",17,14,82.4
"New Haven School District","Sound School","Eligible For Reduced Lunch",6,6,100.0
"New Haven School District","Sound School","Not Eligible For Lunch",40,35,87.5
"New Haven School District","Wilbur Cross High School","Eligible For Free Lunch",356,193,54.2
"New Haven School District","Wilbur Cross High School","Eligible For Reduced Lunch",12,10,83.3
"New Haven School District","Wilbur Cross High School","Not Eligible For Lunch",109,74,67.9
"New London School District","New London High School","Eligible For Free Lunch",136,75,55.1
"New London School District","New London High School","Eligible For Reduced Lunch",29,19,65.5
"New London School District","New London High School","Not Eligible For Lunch",90,69,76.7
"New Milford School District","New Milford High School","Eligible For Free Lunch",25,16,64.0
"New Milford School District","New Milford High School","Eligible For Reduced Lunch",11,9,81.8
"New Milford School District","New Milford High School","Not Eligible For Lunch",357,321,89.9
"Newington School District","Newington High School","Eligible For Free Lunch",47,31,66.0
"Newington School District","Newington High School","Eligible For Reduced Lunch",20,16,80.0
"Newington School District","Newington High School","Not Eligible For Lunch",342,299,87.4
"Newtown School District","Newtown High School","Eligible For Free Lunch","*","*","*"
"Newtown School District","Newtown High School","Eligible For Reduced Lunch","*","*","*"
"Newtown School District","Newtown High School","Not Eligible For Lunch",432,409,94.7
"North Branford School District","North Branford High School","Eligible For Free Lunch",12,"*","*"
"North Branford School District","North Branford High School","Eligible For Reduced Lunch",6,"*","*"
"North Branford School District","North Branford High School","Not Eligible For Lunch",176,170,96.6
"North Haven School District","North Haven High School","Eligible For Free Lunch",30,25,83.3
"North Haven School District","North Haven High School","Eligible For Reduced Lunch",9,8,88.9
"North Haven School District","North Haven High School","Not Eligible For Lunch",264,234,88.6
"North Stonington School District","Wheeler High School","Eligible For Free Lunch",6,"*","*"
"North Stonington School District","Wheeler High School","Eligible For Reduced Lunch",6,"*","*"
"North Stonington School District","Wheeler High School","Not Eligible For Lunch",55,52,94.5
"Norwalk School District","Brien McMahon High School","Eligible For Free Lunch",109,83,76.1
"Norwalk School District","Brien McMahon High School","Eligible For Reduced Lunch",32,31,96.9
"Norwalk School District","Brien McMahon High School","Not Eligible For Lunch",310,280,90.3
"Norwalk School District","Norwalk High School","Eligible For Free Lunch",79,58,73.4
"Norwalk School District","Norwalk High School","Eligible For Reduced Lunch","*","*","*"
"Norwalk School District","Norwalk High School","Not Eligible For Lunch",292,256,87.7
"Norwalk School District","Norwalk Pathways Academy at Briggs","Eligible For Free Lunch",24,"*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Eligible For Reduced Lunch","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Not Eligible For Lunch",26,15,57.7
"Norwich Free Academy District","Norwich Free Academy","Eligible For Free Lunch",116,81,69.8
"Norwich Free Academy District","Norwich Free Academy","Eligible For Reduced Lunch",40,35,87.5
"Norwich Free Academy District","Norwich Free Academy","Not Eligible For Lunch",460,396,86.1
"Norwich School District","Thames River Academy","Eligible For Free Lunch",12,"*","*"
"Norwich School District","Thames River Academy","Eligible For Reduced Lunch","*","*","*"
"Norwich School District","Thames River Academy","Not Eligible For Lunch","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Eligible For Free Lunch","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Eligible For Reduced Lunch","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Not Eligible For Lunch",115,109,94.8
"Oxford School District","Oxford High School","Eligible For Free Lunch","*","*","*"
"Oxford School District","Oxford High School","Eligible For Reduced Lunch","*","*","*"
"Oxford School District","Oxford High School","Not Eligible For Lunch",148,141,95.3
"Plainfield School District","Plainfield High School","Eligible For Free Lunch",28,18,64.3
"Plainfield School District","Plainfield High School","Eligible For Reduced Lunch",16,14,87.5
"Plainfield School District","Plainfield High School","Not Eligible For Lunch",182,164,90.1
"Plainville School District","Plainville High School","Eligible For Free Lunch",16,9,56.3
"Plainville School District","Plainville High School","Eligible For Reduced Lunch",13,13,100.0
"Plainville School District","Plainville High School","Not Eligible For Lunch",203,184,90.6
"Plymouth School District","Terryville High School","Eligible For Free Lunch",9,"*","*"
