"Four-Year Graduation Rates, 2014-15"
"All Districts, All Schools, Special Education Status"

"",,,,,,"Non-Graduates",,,
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Special Education",15,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-Special Education",83,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Special Education",23,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-Special Education",112,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Special Education",13,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-Special Education",170,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Special Education",8,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-Special Education",125,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Special Education",17,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-Special Education",122,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Special Education",21,"*","*",0,0.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-Special Education",145,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Special Education",10,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-Special Education",146,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Special Education",17,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-Special Education",140,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Special Education",15,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-Special Education",189,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Special Education",12,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-Special Education",131,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Special Education",22,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-Special Education",165,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Special Education",6,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-Special Education",113,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Special Education",23,0,0.0,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-Special Education",96,"*","*",0,0.0
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Special Education",11,"*","*",0,"*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-Special Education",108,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Special Education",17,0,"*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-Special Education",652,49,7.5,74,11.3
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Special Education",80,17,21.3,10,12.5
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-Special Education",292,"*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Special Education",37,"*","*",0,0.0
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-Special Education",85,8,9.4,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Special Education",16,0,"*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-Special Education",54,0,0.0,0,0.0
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Special Education",7,0,"*",0,"*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-Special Education",93,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Special Education",15,"*","*",0,"*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-Special Education",114,0,0.0,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Special Education",7,"*","*",0,"*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-Special Education",42,0,0.0,0,0.0
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Special Education","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-Special Education",359,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Special Education",49,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-Special Education",198,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Special Education",30,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-Special Education",239,0,0.0,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Special Education",25,0,0.0,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-Special Education",70,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Special Education",17,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Special Education","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-Special Education",171,0,0.0,0,0.0
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Special Education",34,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-Special Education","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Special Education","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-Special Education",148,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Special Education",12,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-Special Education",190,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Special Education",37,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-Special Education",13,0,"*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Special Education",10,0,"*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-Special Education",341,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Special Education",40,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-Special Education",270,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Special Education",31,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-Special Education",290,"*","*",0,0.0
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Special Education",27,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-Special Education",467,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Special Education",43,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-Special Education",149,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Special Education",15,0,"*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-Special Education",546,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Special Education",74,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-Special Education",123,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Special Education",20,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-Special Education",239,0,0.0,"*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Special Education",25,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-Special Education",242,0,0.0,"*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Special Education",27,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-Special Education",381,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Special Education",55,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Non-Special Education",154,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Special Education",27,"*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Non-Special Education","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Special Education","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-Special Education","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Special Education","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-Special Education",75,"*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Special Education",9,"*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Non-Special Education",68,"*","*",11,16.2
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Special Education",10,"*","*",0,"*"
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","Non-Special Education",56,"*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","Special Education",6,"*","*",0,"*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Non-Special Education",101,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Special Education",17,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Non-Special Education",81,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Special Education",19,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Non-Special Education",95,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Special Education",14,"*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Non-Special Education",64,0,0.0,"*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Special Education",12,"*","*",0,"*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Non-Special Education",66,0,0.0,"*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Special Education",18,"*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Non-Special Education",46,"*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Special Education",7,0,"*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-Special Education",59,"*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Special Education",9,"*","*",0,"*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Non-Special Education",88,"*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Special Education",9,"*","*","*","*"
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","Non-Special Education",83,0,0.0,"*","*"
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","Special Education",10,"*","*",0,"*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-Special Education",162,"*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Special Education",22,"*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Non-Special Education",76,0,0.0,6,7.9
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Special Education",9,0,"*",0,"*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Non-Special Education",50,0,0.0,"*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Special Education",10,"*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Non-Special Education","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Special Education","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-Special Education",80,0,0.0,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Special Education",12,"*","*",0,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-Special Education",199,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Special Education",28,"*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-Special Education",59,0,0.0,0,0.0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Special Education",10,0,"*",0,"*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-Special Education",268,0,0.0,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Special Education",40,"*","*",0,0.0
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-Special Education",353,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Special Education",51,"*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-Special Education",245,12,4.9,36,14.7
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Special Education",45,9,20.0,14,31.1
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-Special Education",264,"*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Special Education",49,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-Special Education",252,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Special Education",20,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-Special Education",171,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Special Education",31,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-Special Education",197,0,0.0,"*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Special Education",34,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-Special Education",290,0,0.0,0,0.0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Special Education",18,0,"*",0,"*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-Special Education",157,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Special Education",13,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-Special Education",283,9,3.2,23,8.1
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Special Education",50,8,16.0,8,16.0
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-Special Education",523,43,8.2,94,18.0
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Special Education",116,18,15.5,37,31.9
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-Special Education",269,0,0.0,0,0.0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Special Education",38,"*","*",0,0.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-Special Education",234,0,0.0,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Special Education",14,0,"*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-Special Education",130,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Special Education",15,"*","*",0,"*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Non-Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-Special Education",47,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Special Education",12,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-Special Education",165,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Special Education",13,0,"*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-Special Education",39,0,0.0,"*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Special Education",11,0,"*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-Special Education",230,17,7.4,43,18.7
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Special Education",42,14,33.3,6,14.3
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-Special Education",53,"*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Special Education",8,"*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-Special Education",64,"*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Special Education",8,0,"*",0,"*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-Special Education",339,11,3.2,99,29.2
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Special Education",43,6,14.0,13,30.2
"New London School District","=""0950011""","New London High School","=""0956111""","Non-Special Education",154,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Special Education",39,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-Special Education",305,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Special Education",54,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-Special Education",308,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Special Education",47,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-Special Education",414,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Special Education",32,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-Special Education",141,0,0.0,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Special Education",20,0,0.0,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-Special Education",256,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Special Education",28,"*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-Special Education",45,0,0.0,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Special Education",6,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-Special Education",394,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Special Education",47,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-Special Education",343,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Special Education",36,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-Special Education",36,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Special Education",6,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-Special Education",513,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Special Education",71,0,0.0,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-Special Education",106,0,0.0,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Special Education",18,0,"*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-Special Education",113,0,0.0,"*","*"
