"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, High Needs Status"

"",,,,"Non-Graduates",,,
"Guilford School District","Guilford High School","Non-High Needs",222,"*","*",6,2.7
"Hamden School District","Hamden High School","High Needs",220,24,10.9,"*","*"
"Hamden School District","Hamden High School","Non-High Needs",223,10,4.5,"*","*"
"Hartford School District","Bulkeley High School Upper School","High Needs",176,13,7.4,37,21.0
"Hartford School District","Capital Preparatory Magnet School","High Needs",19,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Non-High Needs",14,"*","*","*","*"
"Hartford School District","Classical Magnet School","High Needs",56,"*","*","*","*"
"Hartford School District","Classical Magnet School","Non-High Needs",33,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","High Needs",73,8,11.0,23,31.5
"Hartford School District","Great Path Academy High School at MCC","High Needs",39,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Non-High Needs",29,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","High Needs",112,12,10.7,29,25.9
"Hartford School District","HPHS Academy of Nursing and Health Science","High Needs",139,6,4.3,36,25.9
"Hartford School District","HPHS Law and Government Academy","High Needs",120,18,15.0,16,13.3
"Hartford School District","High School Inc.","High Needs",91,"*","*",26,28.6
"Hartford School District","High School Inc.","Non-High Needs",15,"*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","High Needs",54,"*","*",14,25.9
"Hartford School District","OPPortunity High School","High Needs",75,8,10.7,23,30.7
"Hartford School District","OPPortunity High School","Non-High Needs","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","High Needs",60,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-High Needs","*","*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","High Needs",88,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","High Needs",50,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-High Needs",44,"*","*","*","*"
"Killingly School District","Killingly High School","High Needs",118,14,11.9,24,20.3
"Killingly School District","Killingly High School","Non-High Needs",96,6,6.3,6,6.3
"Learn","Connecticut River Academy","High Needs",24,"*","*","*","*"
"Learn","Connecticut River Academy","Non-High Needs","*","*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-High Needs","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","High Needs",6,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-High Needs",7,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","High Needs",33,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-High Needs",85,"*","*","*","*"
"Ledyard School District","Ledyard High School","High Needs",69,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-High Needs",156,"*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","High Needs","*","*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Non-High Needs","*","*","*","*","*"
"Litchfield School District","Litchfield High School","High Needs",17,"*","*","*","*"
"Litchfield School District","Litchfield High School","Non-High Needs",69,"*","*","*","*"
"Madison School District","Daniel Hand High School","High Needs",48,"*","*","*","*"
"Madison School District","Daniel Hand High School","Non-High Needs",268,"*","*","*","*"
"Manchester School District","Manchester High School","High Needs",255,"*","*",48,18.8
"Manchester School District","Manchester High School","Non-High Needs",190,"*","*",12,6.3
"Meriden School District","Francis T. Maloney High School","High Needs",223,29,13.0,48,21.5
"Meriden School District","Francis T. Maloney High School","Non-High Needs",106,"*","*","*","*"
"Meriden School District","Orville H. Platt High School","High Needs",224,18,8.0,68,30.4
"Meriden School District","Orville H. Platt High School","Non-High Needs",69,"*","*","*","*"
"Middletown School District","Middletown High School","High Needs",198,"*","*",32,16.2
"Middletown School District","Middletown High School","Non-High Needs",164,"*","*",12,7.3
"Milford School District","Jonathan Law High School","High Needs",116,32,27.6,9,7.8
"Milford School District","Jonathan Law High School","Non-High Needs",140,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","High Needs",94,19,20.2,"*","*"
"Milford School District","Joseph A. Foran High School","Non-High Needs",170,"*","*","*","*"
"Monroe School District","Masuk High School","High Needs",69,"*","*","*","*"
"Monroe School District","Masuk High School","Non-High Needs",238,"*","*","*","*"
"Montville School District","Montville High School","High Needs",72,"*","*","*","*"
"Montville School District","Montville High School","Non-High Needs",104,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","High Needs",178,24,13.5,31,17.4
"Naugatuck School District","Naugatuck High School","Non-High Needs",155,8,5.2,9,5.8
"New Britain School District","New Britain High School","High Needs",518,59,11.4,147,28.4
"New Britain School District","New Britain High School","Non-High Needs",94,7,7.4,9,9.6
"New Canaan School District","New Canaan High School","High Needs",47,"*","*","*","*"
"New Canaan School District","New Canaan High School","Non-High Needs",291,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","High Needs",56,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-High Needs",201,"*","*","*","*"
"New Haven School District","Cooperative High School","High Needs",142,6,4.2,9,6.3
"New Haven School District","Cooperative High School","Non-High Needs",31,"*","*","*","*"
"New Haven School District","High School In The Community","High Needs",65,10,15.4,18,27.7
"New Haven School District","High School In The Community","Non-High Needs","*","*","*","*","*"
"New Haven School District","Hill Regional Career High School","High Needs",136,"*","*",9,6.6
"New Haven School District","Hill Regional Career High School","Non-High Needs",17,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","High Needs",35,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-High Needs","*","*","*","*","*"
"New Haven School District","James Hillhouse High School","High Needs",244,24,9.8,78,32.0
"New Haven School District","James Hillhouse High School","Non-High Needs",16,"*","*",8,50.0
"New Haven School District","Metropolitan Business Academy","High Needs",85,"*","*",12,14.1
"New Haven School District","Metropolitan Business Academy","Non-High Needs",10,"*","*","*","*"
"New Haven School District","New Haven Academy","High Needs",67,7,10.4,16,23.9
"New Haven School District","New Haven Academy","Non-High Needs",8,"*","*","*","*"
"New Haven School District","Sound School","High Needs",59,"*","*","*","*"
"New Haven School District","Sound School","Non-High Needs",21,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","High Needs",284,31,10.9,72,25.4
"New Haven School District","Wilbur Cross High School","Non-High Needs",21,"*","*","*","*"
"New London School District","New London High School","High Needs","*","*","*","*","*"
"New London School District","New London High School","Non-High Needs","*","*","*","*","*"
"New Milford School District","New Milford High School","High Needs",100,"*","*",17,17.0
"New Milford School District","New Milford High School","Non-High Needs",281,"*","*",16,5.7
"Newington School District","Newington High School","High Needs",125,"*","*",15,12.0
"Newington School District","Newington High School","Non-High Needs",248,"*","*",6,2.4
"Newtown School District","Newtown High School","High Needs",72,14,19.4,"*","*"
"Newtown School District","Newtown High School","Non-High Needs",396,8,2.0,"*","*"
"North Branford School District","North Branford High School","High Needs",50,"*","*","*","*"
"North Branford School District","North Branford High School","Non-High Needs",120,"*","*","*","*"
"North Haven School District","North Haven High School","High Needs",95,"*","*",14,14.7
"North Haven School District","North Haven High School","Non-High Needs",214,"*","*",7,3.3
"North Stonington School District","Wheeler High School","High Needs",13,"*","*","*","*"
"North Stonington School District","Wheeler High School","Non-High Needs",35,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","High Needs",221,7,3.2,27,12.2
"Norwalk School District","Brien McMahon High School","Non-High Needs",164,"*","*",9,5.5
"Norwalk School District","Norwalk High School","High Needs",151,9,6.0,19,12.6
"Norwalk School District","Norwalk High School","Non-High Needs",197,"*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","High Needs","*",11,32.4,18,52.9
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-High Needs","*","*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","High Needs",268,"*","*",46,17.2
"Norwich Free Academy District","Norwich Free Academy","Non-High Needs",305,"*","*",13,4.3
"Old Saybrook School District","Old Saybrook Senior High School","High Needs",29,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-High Needs",107,"*","*","*","*"
"Oxford School District","Oxford High School","High Needs",22,"*","*","*","*"
"Oxford School District","Oxford High School","Non-High Needs",131,"*","*","*","*"
"Plainfield School District","Plainfield High School","High Needs",99,"*","*","*","*"
"Plainfield School District","Plainfield High School","Non-High Needs",103,"*","*","*","*"
"Plainville School District","Plainville High School","High Needs",76,"*","*","*","*"
"Plainville School District","Plainville High School","Non-High Needs",126,"*","*","*","*"
"Plymouth School District","Terryville High School","High Needs",44,"*","*","*","*"
"Plymouth School District","Terryville High School","Non-High Needs",79,"*","*","*","*"
"Portland School District","Portland High School","High Needs",22,"*","*","*","*"
"Portland School District","Portland High School","Non-High Needs",70,"*","*","*","*"
"Putnam School District","Putnam High School","High Needs",57,"*","*","*","*"
"Putnam School District","Putnam High School","Non-High Needs",35,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","High Needs",40,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-High Needs",68,"*","*","*","*"
"Regional School District 04","Valley Regional High School","High Needs",40,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-High Needs",122,"*","*","*","*"
"Regional School District 05","Amity Regional High School","High Needs",58,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-High Needs",334,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","High Needs",21,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-High Needs",76,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","High Needs",24,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-High Needs",151,"*","*","*","*"
"Regional School District 08","RHAM High School","High Needs",53,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-High Needs",219,"*","*","*","*"
"Regional School District 08","Region Alternative High School","High Needs","*","*","*","*","*"
"Regional School District 08","Region Alternative High School","Non-High Needs","*","*","*","*","*"
"Regional School District 09","Joel Barlow High School","High Needs",35,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-High Needs",199,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","High Needs",41,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-High Needs",157,"*","*","*","*"
"Regional School District 11","Parish Hill High School","High Needs",15,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-High Needs",24,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","High Needs",19,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Non-High Needs",64,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","High Needs",24,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-High Needs",122,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","High Needs",42,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-High Needs",155,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","High Needs",61,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-High Needs",255,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","High Needs",49,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-High Needs",135,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","High Needs",36,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-High Needs",126,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","High Needs",23,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-High Needs",90,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","High Needs",99,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-High Needs",216,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","High Needs",53,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-High Needs",356,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","High Needs",44,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-High Needs",133,"*","*","*","*"
"Seymour School District","Seymour High School","High Needs",68,"*","*","*","*"
"Seymour School District","Seymour High School","Non-High Needs",109,"*","*","*","*"
"Shelton School District","Shelton High School","High Needs",118,"*","*","*","*"
"Shelton School District","Shelton High School","Non-High Needs",272,"*","*","*","*"
"Simsbury School District","Simsbury High School","High Needs",73,"*","*","*","*"
"Simsbury School District","Simsbury High School","Non-High Needs",323,"*","*","*","*"
"Somers School District","Somers High School","High Needs",26,"*","*","*","*"
"Somers School District","Somers High School","Non-High Needs",120,"*","*","*","*"
"South Windsor School District","South Windsor High School","High Needs",73,"*","*","*","*"
"South Windsor School District","South Windsor High School","Non-High Needs",303,"*","*","*","*"
"Southington School District","Southington High School","High Needs",117,13,11.1,"*","*"
"Southington School District","Southington High School","Non-High Needs",371,9,2.4,"*","*"
"Stafford School District","Stafford High School","High Needs",45,"*","*","*","*"
"Stafford School District","Stafford High School","Non-High Needs",82,"*","*","*","*"
"Stamford Academy District","Stamford Academy","High Needs","*","*","*","*","*"
"Stamford Academy District","Stamford Academy","Non-High Needs","*","*","*","*","*"
"Stamford School District","Stamford High School","High Needs",318,19,6.0,31,9.7
"Stamford School District","Stamford High School","Non-High Needs",183,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","High Needs",52,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-High Needs",112,"*","*","*","*"
"Stamford School District","Westhill High School","High Needs",337,33,9.8,40,11.9
"Stamford School District","Westhill High School","Non-High Needs",209,"*","*","*","*"
"Stonington School District","Stonington High School","High Needs",48,"*","*","*","*"
"Stonington School District","Stonington High School","Non-High Needs",149,"*","*","*","*"
"Stratford School District","Bunnell High School","High Needs",128,"*","*",9,7.0
"Stratford School District","Bunnell High School","Non-High Needs",159,"*","*","*","*"
"Stratford School District","Stratford High School","High Needs",134,7,5.2,12,9.0
"Stratford School District","Stratford High School","Non-High Needs",120,"*","*","*","*"
"Suffield School District","Suffield High School","High Needs",51,"*","*","*","*"
"Suffield School District","Suffield High School","Non-High Needs",167,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","High Needs","*","*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Non-High Needs","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","High Needs",36,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Non-High Needs",48,"*","*","*","*"
"Thomaston School District","Thomaston High School","High Needs",33,"*","*","*","*"
"Thomaston School District","Thomaston High School","Non-High Needs",45,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","High Needs",33,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Non-High Needs",52,"*","*","*","*"
"Tolland School District","Tolland High School","High Needs",37,"*","*","*","*"
"Tolland School District","Tolland High School","Non-High Needs",205,"*","*","*","*"
"Torrington School District","Torrington High School","High Needs",140,14,10.0,"*","*"
"Torrington School District","Torrington High School","Non-High Needs",128,6,4.7,"*","*"
"Trumbull School District","Trumbull High School","High Needs",106,"*","*","*","*"
"Trumbull School District","Trumbull High School","Non-High Needs",441,"*","*","*","*"
"Vernon School District","Rockville High School","High Needs",110,"*","*",24,21.8
"Vernon School District","Rockville High School","Non-High Needs",125,"*","*",7,5.6
"Wallingford School District","Lyman Hall High School","High Needs",94,6,6.4,8,8.5
"Wallingford School District","Lyman Hall High School","Non-High Needs",192,"*","*",6,3.1
"Wallingford School District","Mark T. Sheehan High School","High Needs",45,"*","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Non-High Needs",190,"*","*","*","*"
"Waterbury School District","Crosby High School","High Needs",335,22,6.6,98,29.3
"Waterbury School District","Crosby High School","Non-High Needs",24,"*","*","*","*"
"Waterbury School District","John F. Kennedy High School","High Needs",322,8,2.5,101,31.4
"Waterbury School District","John F. Kennedy High School","Non-High Needs",60,"*","*",8,13.3
"Waterbury School District","Waterbury Arts Magnet School (High)","High Needs",73,"*","*",7,9.6
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-High Needs",33,"*","*","*","*"
"Waterbury School District","Wilby High School","High Needs",330,21,6.4,76,23.0
"Waterbury School District","Wilby High School","Non-High Needs",30,"*","*","*","*"
"Waterford School District","Waterford High School","High Needs",69,"*","*","*","*"
"Waterford School District","Waterford High School","Non-High Needs",169,"*","*","*","*"
"Watertown School District","Watertown High School","High Needs",87,"*","*",14,16.1
"Watertown School District","Watertown High School","Non-High Needs",184,"*","*",6,3.3
"West Hartford School District","Conard High School","High Needs",145,"*","*",14,9.7
"West Hartford School District","Conard High School","Non-High Needs",275,"*","*","*","*"
"West Hartford School District","Hall High School","High Needs",123,6,4.9,9,7.3
"West Hartford School District","Hall High School","Non-High Needs",268,"*","*","*","*"
