"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, English Learner Status"

"",,,,"Graduates",
"Connecticut Technical High School System","A. I. Prince Technical High School","ELL",6,6,100.0
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-ELL",183,168,91.8
"Connecticut Technical High School System","Bullard-Havens Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-ELL",135,128,94.8
"Connecticut Technical High School System","E. C. Goodwin Technical High School","ELL",8,8,100.0
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-ELL",103,94,91.3
"Connecticut Technical High School System","Eli Whitney Technical High School","ELL",8,8,100.0
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-ELL",124,117,94.4
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-ELL",124,119,96.0
"Connecticut Technical High School System","Emmett O'Brien Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-ELL",178,172,96.6
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-ELL",110,106,96.4
"Connecticut Technical High School System","H. H. Ellis Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-ELL",140,134,95.7
"Connecticut Technical High School System","Henry Abbott Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-ELL",152,151,99.3
"Connecticut Technical High School System","Howell Cheney Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-ELL",156,152,97.4
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-ELL",145,140,96.6
"Connecticut Technical High School System","Platt Technical High School","Non-ELL",206,202,98.1
"Connecticut Technical High School System","Platt Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-ELL",141,133,94.3
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-ELL",183,180,98.4
"Connecticut Technical High School System","Windham Technical High School","Non-ELL",129,127,98.4
"Coventry School District","Coventry High School","Non-ELL",131,128,97.7
"Cromwell School District","Cromwell High School","Non-ELL","*","*","*"
"Cromwell School District","Cromwell High School","ELL","*","*","*"
"Danbury School District","Danbury High School","Non-ELL",634,544,85.8
"Danbury School District","Danbury High School","ELL",77,42,54.5
"Darien School District","Darien High School","Non-ELL","*","*","*"
"Darien School District","Darien High School","ELL","*","*","*"
"Derby School District","Derby High School","Non-ELL","*","*","*"
"Derby School District","Derby High School","ELL","*","*","*"
"East Granby School District","East Granby High School","Non-ELL",64,60,93.8
"East Haddam School District","Nathan Hale-Ray High School","Non-ELL",100,96,96.0
"East Hampton School District","East Hampton High School","Non-ELL",119,116,97.5
"East Hartford School District","Connecticut IB Academy","Non-ELL",46,45,97.8
"East Hartford School District","East Hartford High School","Non-ELL",326,287,88.0
"East Hartford School District","East Hartford High School","ELL",26,"*","*"
"East Hartford School District","Stevens Alternate High school","Non-ELL",74,31,41.9
"East Hartford School District","Stevens Alternate High school","ELL",9,"*","*"
"East Haven School District","East Haven High School","Non-ELL",242,"*","*"
"East Haven School District","East Haven High School","ELL",8,"*","*"
"East Lyme School District","East Lyme High School","Non-ELL","*","*","*"
"East Lyme School District","East Lyme High School","ELL","*","*","*"
"East Windsor School District","East Windsor High School","Non-ELL","*","*","*"
"East Windsor School District","East Windsor High School","ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-ELL",33,30,90.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-ELL",31,18,58.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","ELL","*","*","*"
"Ellington School District","Ellington High School","Non-ELL","*","*","*"
"Ellington School District","Ellington High School","ELL","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-ELL","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","ELL","*","*","*"
"Enfield School District","Enfield High School","Non-ELL","*","*","*"
"Enfield School District","Enfield High School","ELL","*","*","*"
"Enfield School District","Enrico Fermi High School","Non-ELL",232,209,90.1
"Explorations District","Explorations","Non-ELL",27,18,66.7
"Fairfield School District","Fairfield Ludlowe High School","Non-ELL",363,343,94.5
"Fairfield School District","Fairfield Ludlowe High School","ELL","*","*","*"
"Fairfield School District","Fairfield Warde High School","Non-ELL",348,331,95.1
"Fairfield School District","Fairfield Warde High School","ELL","*","*","*"
"Farmington School District","Farmington High School","Non-ELL","*","*","*"
"Farmington School District","Farmington High School","ELL","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-ELL","*","*","*"
"Glastonbury School District","Glastonbury High School","ELL","*","*","*"
"Granby School District","Granby Memorial High School","Non-ELL","*","*","*"
"Granby School District","Granby Memorial High School","ELL","*","*","*"
"Greenwich School District","Greenwich High School","Non-ELL",631,617,97.8
"Greenwich School District","Greenwich High School","ELL",26,20,76.9
"Griswold School District","Griswold High School","Non-ELL",167,142,85.0
"Groton School District","Robert E. Fitch High School","Non-ELL",305,262,85.9
"Groton School District","Robert E. Fitch High School","ELL",10,7,70.0
"Guilford School District","Guilford High School","Non-ELL","*","*","*"
"Guilford School District","Guilford High School","ELL","*","*","*"
"Hamden School District","Hamden High School","Non-ELL",431,396,91.9
"Hamden School District","Hamden High School","ELL",11,10,90.9
"Hartford School District","Bulkeley High School Upper School","Non-ELL",153,112,73.2
"Hartford School District","Bulkeley High School Upper School","ELL",49,36,73.5
"Hartford School District","Capital Preparatory Magnet School","Non-ELL",54,52,96.3
"Hartford School District","Classical Magnet School","Non-ELL",83,79,95.2
"Hartford School District","Classical Magnet School","ELL","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-ELL",81,51,63.0
"Hartford School District","Culinary Arts Academy","ELL",16,7,43.8
"Hartford School District","Great Path Academy High School at MCC","Non-ELL",51,47,92.2
"Hartford School District","Great Path Academy High School at MCC","ELL","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-ELL",67,42,62.7
"Hartford School District","HPHS Academy of Engineering and Green Technology","ELL",19,11,57.9
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-ELL",101,68,67.3
"Hartford School District","HPHS Academy of Nursing and Health Science","ELL",33,21,63.6
"Hartford School District","HPHS Law and Government Academy","Non-ELL",100,77,77.0
"Hartford School District","HPHS Law and Government Academy","ELL",21,10,47.6
"Hartford School District","High School Inc.","Non-ELL",68,45,66.2
"Hartford School District","High School Inc.","ELL",8,"*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Non-ELL",59,43,72.9
"Hartford School District","Journalism and Media Academy Magnet School","ELL",14,12,85.7
"Hartford School District","OPPortunity High School","Non-ELL",59,20,33.9
"Hartford School District","OPPortunity High School","ELL",7,"*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-ELL",71,64,90.1
"Hartford School District","Pathways Academy of Technology and Design","ELL","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-ELL",99,91,91.9
"Hartford School District","Sports and Medical Sciences Academy","ELL","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-ELL",76,70,92.1
"Hartford School District","University High of Science and Engineering","ELL","*","*","*"
"Killingly School District","Killingly High School","Non-ELL","*","*","*"
"Killingly School District","Killingly High School","ELL","*","*","*"
"Learn","Connecticut River Academy","Non-ELL",96,89,92.7
"Learn","Connecticut River Academy","ELL","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-ELL",23,22,95.7
"Learn","Marine Science Magnet High School of Southeastern Connecticut","ELL","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-ELL",32,29,90.6
"Lebanon School District","Lyman Memorial High School","Non-ELL",104,98,94.2
"Ledyard School District","Ledyard High School","Non-ELL","*","*","*"
"Ledyard School District","Ledyard High School","ELL","*","*","*"
"Litchfield School District","Litchfield High School","Non-ELL",67,64,95.5
"Madison School District","Daniel Hand High School","Non-ELL","*","*","*"
"Madison School District","Daniel Hand High School","ELL","*","*","*"
"Manchester School District","Manchester High School","Non-ELL",402,353,87.8
"Manchester School District","Manchester High School","ELL",13,9,69.2
"Meriden School District","Francis T. Maloney High School","Non-ELL",272,211,77.6
"Meriden School District","Francis T. Maloney High School","ELL",41,19,46.3
"Meriden School District","Orville H. Platt High School","Non-ELL",273,222,81.3
"Meriden School District","Orville H. Platt High School","ELL",19,13,68.4
"Middletown School District","Middletown High School","Non-ELL","*","*","*"
"Middletown School District","Middletown High School","ELL","*","*","*"
"Milford School District","Jonathan Law High School","Non-ELL",262,234,89.3
"Milford School District","Joseph A. Foran High School","Non-ELL","*","*","*"
"Milford School District","Joseph A. Foran High School","ELL","*","*","*"
"Monroe School District","Masuk High School","Non-ELL",295,289,98.0
"Montville School District","Montville High School","Non-ELL",177,"*","*"
"Montville School District","Montville High School","ELL",7,"*","*"
"Naugatuck School District","Naugatuck High School","Non-ELL",322,265,82.3
"Naugatuck School District","Naugatuck High School","ELL",9,6,66.7
"New Britain School District","New Britain High School","Non-ELL",532,363,68.2
"New Britain School District","New Britain High School","ELL",92,46,50.0
"New Canaan School District","New Canaan High School","Non-ELL",310,306,98.7
"New Fairfield School District","New Fairfield High School","Non-ELL","*","*","*"
"New Fairfield School District","New Fairfield High School","ELL","*","*","*"
"New Haven School District","Cooperative High School","Non-ELL",161,152,94.4
"New Haven School District","Cooperative High School","ELL","*","*","*"
"New Haven School District","High School In The Community","Non-ELL",53,25,47.2
"New Haven School District","High School In The Community","ELL",6,"*","*"
"New Haven School District","Hill Regional Career High School","Non-ELL",170,151,88.8
"New Haven School District","Hill Regional Career High School","ELL","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-ELL",36,33,91.7
"New Haven School District","Hyde School of Health, Science and Sports Medicine","ELL","*","*","*"
"New Haven School District","James Hillhouse High School","Non-ELL",241,170,70.5
"New Haven School District","James Hillhouse High School","ELL",27,16,59.3
"New Haven School District","Metropolitan Business Academy","Non-ELL",87,81,93.1
"New Haven School District","Metropolitan Business Academy","ELL","*","*","*"
"New Haven School District","New Haven Academy","Non-ELL",65,55,84.6
"New Haven School District","Sound School","Non-ELL",84,78,92.9
"New Haven School District","Sound School","ELL","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-ELL",243,159,65.4
"New Haven School District","Wilbur Cross High School","ELL",52,33,63.5
"New London School District","New London High School","Non-ELL",185,138,74.6
"New London School District","New London High School","ELL",38,24,63.2
"New Milford School District","New Milford High School","Non-ELL","*","*","*"
"New Milford School District","New Milford High School","ELL","*","*","*"
"Newington School District","Newington High School","Non-ELL",351,328,93.4
"Newington School District","Newington High School","ELL",11,9,81.8
"Newtown School District","Newtown High School","Non-ELL","*","*","*"
"Newtown School District","Newtown High School","ELL","*","*","*"
"North Branford School District","North Branford High School","Non-ELL","*","*","*"
"North Branford School District","North Branford High School","ELL","*","*","*"
"North Haven School District","North Haven High School","Non-ELL","*","*","*"
"North Haven School District","North Haven High School","ELL","*","*","*"
"North Stonington School District","Wheeler High School","Non-ELL",56,54,96.4
"Norwalk School District","Brien McMahon High School","Non-ELL",361,320,88.6
"Norwalk School District","Brien McMahon High School","ELL",34,23,67.6
"Norwalk School District","Norwalk High School","Non-ELL",349,324,92.8
"Norwalk School District","Norwalk High School","ELL",26,20,76.9
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-ELL",36,"*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","ELL",6,"*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-ELL",577,506,87.7
"Norwich Free Academy District","Norwich Free Academy","ELL",31,27,87.1
"Old Saybrook School District","Old Saybrook Senior High School","Non-ELL","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","ELL","*","*","*"
"Oxford School District","Oxford High School","Non-ELL","*","*","*"
"Oxford School District","Oxford High School","ELL","*","*","*"
"Plainfield School District","Plainfield High School","Non-ELL","*","*","*"
"Plainfield School District","Plainfield High School","ELL","*","*","*"
"Plainville School District","Plainville High School","Non-ELL","*","*","*"
"Plainville School District","Plainville High School","ELL","*","*","*"
"Plymouth School District","Terryville High School","Non-ELL","*","*","*"
"Plymouth School District","Terryville High School","ELL","*","*","*"
"Portland School District","Portland High School","Non-ELL","*","*","*"
"Portland School District","Portland High School","ELL","*","*","*"
"Putnam School District","Putnam High School","Non-ELL","*","*","*"
"Putnam School District","Putnam High School","ELL","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-ELL",120,107,89.2
"Regional School District 04","Valley Regional High School","Non-ELL","*","*","*"
"Regional School District 04","Valley Regional High School","ELL","*","*","*"
"Regional School District 05","Amity Regional High School","Non-ELL","*","*","*"
"Regional School District 05","Amity Regional High School","ELL","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-ELL","*","*","*"
"Regional School District 06","Wamogo Regional High School","ELL","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-ELL",186,183,98.4
"Regional School District 08","RHAM High School","Non-ELL","*","*","*"
"Regional School District 08","RHAM High School","ELL","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-ELL","*","*","*"
"Regional School District 09","Joel Barlow High School","ELL","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-ELL",213,202,94.8
"Regional School District 11","Parish Hill High School","Non-ELL",39,36,92.3
"Regional School District 12","Shepaug Valley School","Non-ELL",77,76,98.7
"Regional School District 13","Coginchaug Regional High School","Non-ELL",130,125,96.2
"Regional School District 14","Nonnewaug High School","Non-ELL","*","*","*"
"Regional School District 14","Nonnewaug High School","ELL","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-ELL","*","*","*"
"Regional School District 15","Pomperaug Regional High School","ELL","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-ELL",176,167,94.9
"Regional School District 17","Haddam-Killingworth High School","Non-ELL","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","ELL","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-ELL",108,105,97.2
"Regional School District 19","E. O. Smith High School","Non-ELL","*","*","*"
"Regional School District 19","E. O. Smith High School","ELL","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-ELL","*","*","*"
"Ridgefield School District","Ridgefield High School","ELL","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-ELL",175,161,92.0
"Rocky Hill School District","Rocky Hill High School","ELL",6,6,100.0
"Seymour School District","Seymour High School","Non-ELL","*","*","*"
"Seymour School District","Seymour High School","ELL","*","*","*"
"Shelton School District","Shelton High School","Non-ELL","*","*","*"
"Shelton School District","Shelton High School","ELL","*","*","*"
"Simsbury School District","Simsbury High School","Non-ELL","*","*","*"
"Simsbury School District","Simsbury High School","ELL","*","*","*"
"Somers School District","Somers High School","Non-ELL",130,126,96.9
"South Windsor School District","South Windsor High School","Non-ELL","*","*","*"
"South Windsor School District","South Windsor High School","ELL","*","*","*"
"Southington School District","Southington High School","Non-ELL","*","*","*"
"Southington School District","Southington High School","ELL","*","*","*"
"Stafford School District","Stafford High School","Non-ELL","*","*","*"
"Stafford School District","Stafford High School","ELL","*","*","*"
"Stamford Academy District","Stamford Academy","Non-ELL",57,14,24.6
"Stamford School District","Stamford High School","Non-ELL",434,400,92.2
"Stamford School District","Stamford High School","ELL",38,30,78.9
"Stamford School District","The Academy of Information Technology","Non-ELL",166,164,98.8
"Stamford School District","Westhill High School","Non-ELL",474,427,90.1
"Stamford School District","Westhill High School","ELL",61,45,73.8
"Stonington School District","Stonington High School","Non-ELL",174,165,94.8
"Stratford School District","Bunnell High School","Non-ELL",334,327,97.9
"Stratford School District","Stratford High School","Non-ELL",276,258,93.5
"Stratford School District","Stratford High School","ELL",9,7,77.8
"Suffield School District","Suffield High School","Non-ELL","*","*","*"
"Suffield School District","Suffield High School","ELL","*","*","*"
"The Bridge Academy District","The Bridge Academy","Non-ELL",34,30,88.2
"The Gilbert School District","The Gilbert School","Non-ELL","*","*","*"
"The Gilbert School District","The Gilbert School","ELL","*","*","*"
"Thomaston School District","Thomaston High School","Non-ELL",71,66,93.0
"Thompson School District","Tourtellotte Memorial High School","Non-ELL",84,77,91.7
"Tolland School District","Tolland High School","Non-ELL",226,208,92.0
"Torrington School District","Torrington High School","Non-ELL",251,219,87.3
"Torrington School District","Torrington High School","ELL",6,6,100.0
"Trumbull School District","Trumbull High School","Non-ELL",540,"*","*"
"Trumbull School District","Trumbull High School","ELL",8,"*","*"
"Vernon School District","Rockville High School","Non-ELL",285,238,83.5
"Vernon School District","Rockville High School","ELL",8,7,87.5
"Wallingford School District","Lyman Hall High School","Non-ELL",248,226,91.1
"Wallingford School District","Lyman Hall High School","ELL",6,"*","*"
"Wallingford School District","Mark T. Sheehan High School","Non-ELL",225,"*","*"
"Waterbury School District","Crosby High School","Non-ELL",353,260,73.7
"Waterbury School District","Crosby High School","ELL","*","*","*"
"Waterbury School District","John F. Kennedy High School","Non-ELL",315,233,74.0
"Waterbury School District","John F. Kennedy High School","ELL",60,"*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-ELL",119,115,96.6
"Waterbury School District","Waterbury Arts Magnet School (High)","ELL","*","*","*"
"Waterbury School District","Wilby High School","Non-ELL",309,218,70.6
"Waterbury School District","Wilby High School","ELL",56,22,39.3
"Waterford School District","Waterford High School","Non-ELL","*","*","*"
"Waterford School District","Waterford High School","ELL","*","*","*"
"Watertown School District","Watertown High School","Non-ELL","*","*","*"
"Watertown School District","Watertown High School","ELL","*","*","*"
"West Hartford School District","Conard High School","Non-ELL",337,326,96.7
"West Hartford School District","Conard High School","ELL",9,7,77.8
"West Hartford School District","Hall High School","Non-ELL",362,354,97.8
"West Hartford School District","Hall High School","ELL",8,7,87.5
"West Haven School District","West Haven High School","Non-ELL",396,302,76.3
"West Haven School District","West Haven High School","ELL",13,10,76.9
"Westbrook School District","Westbrook High School","Non-ELL",70,69,98.6
"Weston School District","Weston High School","Non-ELL","*","*","*"
"Weston School District","Weston High School","ELL","*","*","*"
"Westport School District","Staples High School","Non-ELL","*","*","*"
"Westport School District","Staples High School","ELL","*","*","*"
"Wethersfield School District","Wethersfield High School","Non-ELL",297,276,92.9
"Wethersfield School District","Wethersfield High School","ELL",8,6,75.0
"Wilton School District","Wilton High School","Non-ELL","*","*","*"
"Wilton School District","Wilton High School","ELL","*","*","*"
"Windham School District","Windham High School","Non-ELL",142,108,76.1
"Windham School District","Windham High School","ELL",39,26,66.7
"Windsor Locks School District","Windsor Locks High School","Non-ELL","*","*","*"
"Windsor Locks School District","Windsor Locks High School","ELL","*","*","*"
"Windsor School District","Windsor High School","Non-ELL",287,"*","*"
"Windsor School District","Windsor High School","ELL",6,"*","*"
"Wolcott School District","Wolcott High School","Non-ELL","*","*","*"
"Wolcott School District","Wolcott High School","ELL","*","*","*"
"Woodstock Academy District","Woodstock Academy","Non-ELL",271,262,96.7

