"Four-Year Graduation Rates, 2014-15"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,"Non-Graduates",,,
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Not Eligible For Lunch",51,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Free Lunch",27,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Reduced Lunch",12,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Not Eligible For Lunch",42,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Eligible For Free Lunch",23,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Eligible For Reduced Lunch",6,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Not Eligible For Lunch",7,"*","*","*","*"
"Cheshire School District","Cheshire High School","Eligible For Free Lunch","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Eligible For Reduced Lunch","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Not Eligible For Lunch",339,"*","*","*","*"
"Clinton School District","The Morgan School","Eligible For Free Lunch",32,"*","*",7,21.9
"Clinton School District","The Morgan School","Eligible For Reduced Lunch",9,"*","*","*","*"
"Clinton School District","The Morgan School","Not Eligible For Lunch",119,"*","*","*","*"
"Colchester School District","Bacon Academy","Eligible For Free Lunch",26,"*","*","*","*"
"Colchester School District","Bacon Academy","Eligible For Reduced Lunch",12,"*","*","*","*"
"Colchester School District","Bacon Academy","Not Eligible For Lunch",181,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Eligible For Free Lunch",21,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Eligible For Reduced Lunch","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Not Eligible For Lunch","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Eligible For Free Lunch",144,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Eligible For Reduced Lunch",26,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Not Eligible For Lunch",21,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Eligible For Free Lunch",114,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Eligible For Reduced Lunch",35,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Not Eligible For Lunch",45,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Eligible For Free Lunch",85,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Eligible For Reduced Lunch",17,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Not Eligible For Lunch",32,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Eligible For Free Lunch",103,"*","*",10,9.7
"Connecticut Technical High School System","Eli Whitney Technical High School","Eligible For Reduced Lunch",11,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Not Eligible For Lunch",7,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Eligible For Free Lunch",63,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Eligible For Reduced Lunch",15,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Not Eligible For Lunch",28,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Eligible For Free Lunch",42,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Eligible For Reduced Lunch",16,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Not Eligible For Lunch",67,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Eligible For Free Lunch",59,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Eligible For Reduced Lunch",23,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Not Eligible For Lunch",96,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Eligible For Free Lunch",56,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Eligible For Reduced Lunch",17,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Not Eligible For Lunch",69,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Eligible For Free Lunch",46,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Eligible For Reduced Lunch",25,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Not Eligible For Lunch",72,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Eligible For Free Lunch",64,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Eligible For Reduced Lunch",14,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Not Eligible For Lunch",77,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Eligible For Free Lunch",63,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Eligible For Reduced Lunch",19,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Not Eligible For Lunch",81,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Eligible For Free Lunch",45,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Eligible For Reduced Lunch",15,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Not Eligible For Lunch",95,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Eligible For Free Lunch",77,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Eligible For Reduced Lunch",36,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Not Eligible For Lunch",88,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Free Lunch",51,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Reduced Lunch",17,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Not Eligible For Lunch",85,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Free Lunch",88,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Reduced Lunch",22,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Not Eligible For Lunch",61,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Eligible For Free Lunch",57,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Eligible For Reduced Lunch",19,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Not Eligible For Lunch",60,"*","*","*","*"
"Coventry School District","Coventry High School","Eligible For Free Lunch",15,"*","*","*","*"
"Coventry School District","Coventry High School","Eligible For Reduced Lunch",6,"*","*","*","*"
"Coventry School District","Coventry High School","Not Eligible For Lunch",86,"*","*","*","*"
"Cromwell School District","Cromwell High School","Eligible For Free Lunch",16,"*","*","*","*"
"Cromwell School District","Cromwell High School","Eligible For Reduced Lunch",8,"*","*","*","*"
"Cromwell School District","Cromwell High School","Not Eligible For Lunch",101,"*","*","*","*"
"Danbury School District","Danbury High School","Eligible For Free Lunch",326,40,12.3,57,17.5
"Danbury School District","Danbury High School","Eligible For Reduced Lunch",86,10,11.6,13,15.1
"Danbury School District","Danbury High School","Not Eligible For Lunch",320,16,5.0,14,4.4
"Darien School District","Darien High School","Eligible For Free Lunch","*","*","*","*","*"
"Darien School District","Darien High School","Eligible For Reduced Lunch","*","*","*","*","*"
"Darien School District","Darien High School","Not Eligible For Lunch",320,"*","*","*","*"
"Derby School District","Derby High School","Eligible For Free Lunch",54,7,13.0,8,14.8
"Derby School District","Derby High School","Eligible For Reduced Lunch",12,"*","*","*","*"
"Derby School District","Derby High School","Not Eligible For Lunch",35,"*","*","*","*"
"East Granby School District","East Granby High School","Eligible For Free Lunch","*","*","*","*","*"
"East Granby School District","East Granby High School","Eligible For Reduced Lunch","*","*","*","*","*"
"East Granby School District","East Granby High School","Not Eligible For Lunch",58,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Free Lunch","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Reduced Lunch","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Not Eligible For Lunch",87,"*","*","*","*"
"East Hampton School District","East Hampton High School","Eligible For Free Lunch",12,"*","*","*","*"
"East Hampton School District","East Hampton High School","Eligible For Reduced Lunch",8,"*","*","*","*"
"East Hampton School District","East Hampton High School","Not Eligible For Lunch",101,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Free Lunch",13,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Reduced Lunch",9,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Not Eligible For Lunch",20,"*","*","*","*"
"East Hartford School District","East Hartford High School","Eligible For Free Lunch",235,"*","*",13,5.5
"East Hartford School District","East Hartford High School","Eligible For Reduced Lunch",68,"*","*","*","*"
"East Hartford School District","East Hartford High School","Not Eligible For Lunch",105,"*","*","*","*"
"East Haven School District","East Haven High School","Eligible For Free Lunch",81,"*","*",22,27.2
"East Haven School District","East Haven High School","Eligible For Reduced Lunch",44,"*","*",12,27.3
"East Haven School District","East Haven High School","Not Eligible For Lunch",103,"*","*",9,8.7
"East Lyme School District","East Lyme High School","Eligible For Free Lunch",27,"*","*","*","*"
"East Lyme School District","East Lyme High School","Eligible For Reduced Lunch",9,"*","*","*","*"
"East Lyme School District","East Lyme High School","Not Eligible For Lunch",228,"*","*","*","*"
"East Windsor School District","East Windsor High School","Eligible For Free Lunch",33,"*","*","*","*"
"East Windsor School District","East Windsor High School","Eligible For Reduced Lunch",10,"*","*","*","*"
"East Windsor School District","East Windsor High School","Not Eligible For Lunch",44,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Free Lunch",8,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Reduced Lunch","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Not Eligible For Lunch",17,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Free Lunch",23,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Reduced Lunch","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Not Eligible For Lunch",15,"*","*","*","*"
"Ellington School District","Ellington High School","Eligible For Free Lunch","*","*","*","*","*"
"Ellington School District","Ellington High School","Eligible For Reduced Lunch","*","*","*","*","*"
"Ellington School District","Ellington High School","Not Eligible For Lunch",179,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Free Lunch",10,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Reduced Lunch","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Not Eligible For Lunch","*","*","*","*","*"
"Enfield School District","Enfield High School","Eligible For Free Lunch",45,"*","*",11,24.4
"Enfield School District","Enfield High School","Eligible For Reduced Lunch",23,"*","*","*","*"
"Enfield School District","Enfield High School","Not Eligible For Lunch",92,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Eligible For Free Lunch",49,"*","*",8,16.3
"Enfield School District","Enrico Fermi High School","Eligible For Reduced Lunch",25,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Not Eligible For Lunch",153,"*","*",9,5.9
"Explorations District","Explorations","Eligible For Free Lunch","*","*","*","*","*"
"Explorations District","Explorations","Eligible For Reduced Lunch","*","*","*","*","*"
"Explorations District","Explorations","Not Eligible For Lunch",12,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Free Lunch",32,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Reduced Lunch",15,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Not Eligible For Lunch",334,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Eligible For Free Lunch",42,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Eligible For Reduced Lunch",12,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Not Eligible For Lunch",247,"*","*","*","*"
"Farmington School District","Farmington High School","Eligible For Free Lunch",36,"*","*","*","*"
"Farmington School District","Farmington High School","Eligible For Reduced Lunch",10,"*","*","*","*"
"Farmington School District","Farmington High School","Not Eligible For Lunch",271,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Eligible For Free Lunch",46,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Eligible For Reduced Lunch",17,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Not Eligible For Lunch",447,"*","*","*","*"
"Granby School District","Granby Memorial High School","Eligible For Free Lunch",9,"*","*","*","*"
"Granby School District","Granby Memorial High School","Eligible For Reduced Lunch",7,"*","*","*","*"
"Granby School District","Granby Memorial High School","Not Eligible For Lunch",148,"*","*","*","*"
"Greenwich School District","Greenwich High School","Eligible For Free Lunch",71,"*","*","*","*"
"Greenwich School District","Greenwich High School","Eligible For Reduced Lunch",35,"*","*","*","*"
"Greenwich School District","Greenwich High School","Not Eligible For Lunch",514,"*","*","*","*"
"Griswold School District","Griswold High School","Eligible For Free Lunch",41,"*","*",7,17.1
"Griswold School District","Griswold High School","Eligible For Reduced Lunch",17,"*","*","*","*"
"Griswold School District","Griswold High School","Not Eligible For Lunch",85,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Eligible For Free Lunch",95,"*","*",13,13.7
"Groton School District","Robert E. Fitch High School","Eligible For Reduced Lunch",30,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Not Eligible For Lunch",139,"*","*","*","*"
"Guilford School District","Guilford High School","Eligible For Free Lunch",27,"*","*","*","*"
"Guilford School District","Guilford High School","Eligible For Reduced Lunch",11,"*","*","*","*"
"Guilford School District","Guilford High School","Not Eligible For Lunch",231,"*","*","*","*"
"Hamden School District","Hamden High School","Eligible For Free Lunch",164,"*","*",23,14.0
"Hamden School District","Hamden High School","Eligible For Reduced Lunch",49,"*","*","*","*"
"Hamden School District","Hamden High School","Not Eligible For Lunch",223,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Eligible For Free Lunch",180,28,15.6,22,12.2
"Hartford School District","Bulkeley High School Upper School","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","Capital Community College Magnet Academy","Eligible For Free Lunch",16,"*","*","*","*"
"Hartford School District","Capital Community College Magnet Academy","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","Capital Community College Magnet Academy","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Eligible For Free Lunch",24,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Not Eligible For Lunch",14,"*","*","*","*"
"Hartford School District","Classical Magnet School","Eligible For Free Lunch",33,"*","*","*","*"
"Hartford School District","Classical Magnet School","Eligible For Reduced Lunch",23,"*","*","*","*"
"Hartford School District","Classical Magnet School","Not Eligible For Lunch",28,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Eligible For Free Lunch",76,13,17.1,11,14.5
"Hartford School District","Culinary Arts Academy","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","Great Path Academy at MCC","Eligible For Free Lunch",38,"*","*","*","*"
"Hartford School District","Great Path Academy at MCC","Eligible For Reduced Lunch",7,"*","*","*","*"
"Hartford School District","Great Path Academy at MCC","Not Eligible For Lunch",17,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Eligible For Free Lunch",112,14,12.5,20,17.9
"Hartford School District","HPHS Academy of Engineering and Green Technology","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Free Lunch",95,6,6.3,21,22.1
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Eligible For Free Lunch",102,13,12.7,26,25.5
"Hartford School District","HPHS Law and Government Academy","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Not Eligible For Lunch",7,"*","*","*","*"
"Hartford School District","Hartford Magnet Trinity College Academy","Eligible For Free Lunch",29,"*","*","*","*"
"Hartford School District","Hartford Magnet Trinity College Academy","Eligible For Reduced Lunch",15,"*","*","*","*"
"Hartford School District","Hartford Magnet Trinity College Academy","Not Eligible For Lunch",32,"*","*","*","*"
"Hartford School District","High School Inc.","Eligible For Free Lunch",65,"*","*",14,21.5
"Hartford School District","High School Inc.","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","High School Inc.","Not Eligible For Lunch",14,"*","*",6,42.9
"Hartford School District","Journalism and Media Academy Magnet School","Eligible For Free Lunch",53,"*","*",14,26.4
"Hartford School District","Journalism and Media Academy Magnet School","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Free Lunch",28,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Reduced Lunch",11,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Not Eligible For Lunch",29,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Eligible For Free Lunch",96,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","University High School of Science and Engineering","Eligible For Free Lunch",38,"*","*","*","*"
"Hartford School District","University High School of Science and Engineering","Eligible For Reduced Lunch",16,"*","*","*","*"
"Hartford School District","University High School of Science and Engineering","Not Eligible For Lunch",39,"*","*","*","*"
"Killingly School District","Killingly High School","Eligible For Free Lunch",64,10,15.6,15,23.4
"Killingly School District","Killingly High School","Eligible For Reduced Lunch",17,"*","*","*","*"
"Killingly School District","Killingly High School","Not Eligible For Lunch",103,"*","*","*","*"
"Learn","Connecticut River Academy","Eligible For Free Lunch",44,"*","*","*","*"
"Learn","Connecticut River Academy","Eligible For Reduced Lunch",12,"*","*","*","*"
"Learn","Connecticut River Academy","Not Eligible For Lunch",29,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Eligible For Free Lunch",17,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Eligible For Reduced Lunch","*","*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Not Eligible For Lunch",36,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Eligible For Free Lunch",14,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Eligible For Reduced Lunch","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Not Eligible For Lunch",12,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Eligible For Free Lunch","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Eligible For Reduced Lunch","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Not Eligible For Lunch",76,"*","*","*","*"
"Ledyard School District","Ledyard High School","Eligible For Free Lunch",53,"*","*","*","*"
"Ledyard School District","Ledyard High School","Eligible For Reduced Lunch",11,"*","*","*","*"
"Ledyard School District","Ledyard High School","Not Eligible For Lunch",163,"*","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Free Lunch","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Reduced Lunch","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Not Eligible For Lunch",58,"*","*","*","*"
"Madison School District","Daniel Hand High School","Eligible For Free Lunch",14,"*","*","*","*"
"Madison School District","Daniel Hand High School","Eligible For Reduced Lunch",7,"*","*","*","*"
"Madison School District","Daniel Hand High School","Not Eligible For Lunch",287,"*","*","*","*"
"Manchester School District","Manchester High School","Eligible For Free Lunch",196,8,4.1,35,17.9
"Manchester School District","Manchester High School","Eligible For Reduced Lunch",53,"*","*","*","*"
"Manchester School District","Manchester High School","Not Eligible For Lunch",155,"*","*","*","*"
"Meriden School District","Francis T. Maloney High School","Eligible For Free Lunch",173,13,7.5,42,24.3
"Meriden School District","Francis T. Maloney High School","Eligible For Reduced Lunch",38,"*","*","*","*"
"Meriden School District","Francis T. Maloney High School","Not Eligible For Lunch",79,"*","*","*","*"
"Meriden School District","Orville H. Platt High School","Eligible For Free Lunch",202,11,5.4,53,26.2
"Meriden School District","Orville H. Platt High School","Eligible For Reduced Lunch",33,"*","*","*","*"
"Meriden School District","Orville H. Platt High School","Not Eligible For Lunch",78,"*","*",6,7.7
"Middletown School District","Middletown High School","Eligible For Free Lunch",96,"*","*",7,7.3
"Middletown School District","Middletown High School","Eligible For Reduced Lunch",36,"*","*","*","*"
"Middletown School District","Middletown High School","Not Eligible For Lunch",140,"*","*","*","*"
"Milford School District","Jonathan Law High School","Eligible For Free Lunch",54,"*","*","*","*"
"Milford School District","Jonathan Law High School","Eligible For Reduced Lunch",19,"*","*","*","*"
"Milford School District","Jonathan Law High School","Not Eligible For Lunch",129,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Eligible For Free Lunch",35,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Eligible For Reduced Lunch",12,"*","*","*","*"
