"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Special Education Status"

"",,,,"Non-Graduates",,,
"Bristol School District","Bristol Eastern High School","Special Education",63,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-Special Education",210,"*","*","*","*"
"Brookfield School District","Brookfield High School","Special Education",21,"*","*","*","*"
"Canton School District","Canton High School","Non-Special Education",118,"*","*","*","*"
"Canton School District","Canton High School","Special Education",17,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-Special Education",31,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Special Education","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education",87,"*","*",11,12.6
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education",8,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Non-Special Education",43,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Special Education","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-Special Education",92,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Special Education","*","*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Non-Special Education",38,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Special Education",7,"*","*","*","*"
"Cheshire School District","Cheshire High School","Non-Special Education",326,"*","*","*","*"
"Cheshire School District","Cheshire High School","Special Education",40,"*","*","*","*"
"Clinton School District","The Morgan School","Non-Special Education",119,"*","*","*","*"
"Clinton School District","The Morgan School","Special Education",9,"*","*","*","*"
"Colchester School District","Bacon Academy","Non-Special Education",220,"*","*","*","*"
"Colchester School District","Bacon Academy","Special Education",28,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-Special Education","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-Special Education",166,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Special Education",17,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-Special Education",184,"*","*",14,7.6
"Connecticut Technical High School System","Bullard-Havens Technical High School","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-Special Education",130,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Special Education",13,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-Special Education",101,"*","*",9,8.9
"Connecticut Technical High School System","Eli Whitney Technical High School","Special Education",10,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-Special Education",118,"*","*",6,5.1
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Special Education",9,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-Special Education",121,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-Special Education",168,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Special Education",10,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-Special Education",103,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Special Education",8,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-Special Education",121,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Special Education",22,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-Special Education",145,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Special Education",9,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-Special Education",143,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Special Education",13,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-Special Education",136,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Special Education",9,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-Special Education",191,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Special Education",16,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-Special Education",120,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Special Education",21,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-Special Education",183,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-Special Education",112,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Special Education",17,"*","*","*","*"
"Coventry School District","Coventry High School","Non-Special Education",110,"*","*","*","*"
"Coventry School District","Coventry High School","Special Education",21,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-Special Education",123,"*","*","*","*"
"Cromwell School District","Cromwell High School","Special Education",8,"*","*","*","*"
"Danbury School District","Danbury High School","Non-Special Education",638,33,5.2,58,9.1
"Danbury School District","Danbury High School","Special Education",73,25,34.2,9,12.3
"Darien School District","Darien High School","Non-Special Education",278,"*","*","*","*"
"Darien School District","Darien High School","Special Education",51,"*","*","*","*"
"Derby School District","Derby High School","Non-Special Education",87,"*","*","*","*"
"Derby School District","Derby High School","Special Education",15,"*","*","*","*"
"East Granby School District","East Granby High School","Non-Special Education","*","*","*","*","*"
"East Granby School District","East Granby High School","Special Education","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education",87,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Special Education",13,"*","*","*","*"
"East Hampton School District","East Hampton High School","Non-Special Education","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Special Education","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-Special Education",45,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Special Education","*","*","*","*","*"
"East Hartford School District","East Hartford High School","Non-Special Education",307,14,4.6,23,7.5
"East Hartford School District","East Hartford High School","Special Education",45,9,20.0,"*","*"
"East Hartford School District","Stevens Alternate High school","Non-Special Education",64,25,39.1,15,23.4
"East Hartford School District","Stevens Alternate High school","Special Education","*","*","*",6,31.6
"East Haven School District","East Haven High School","Non-Special Education",221,"*","*",25,11.3
"East Haven School District","East Haven High School","Special Education",29,"*","*",8,27.6
"East Lyme School District","East Lyme High School","Non-Special Education",236,"*","*","*","*"
"East Lyme School District","East Lyme High School","Special Education",26,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-Special Education",92,"*","*","*","*"
"East Windsor School District","East Windsor High School","Special Education",15,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-Special Education",30,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-Special Education",27,"*","*",8,29.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Special Education","*","*","*","*","*"
"Ellington School District","Ellington High School","Non-Special Education",172,"*","*","*","*"
"Ellington School District","Ellington High School","Special Education",21,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-Special Education","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Special Education","*","*","*","*","*"
"Enfield School District","Enfield High School","Non-Special Education",173,10,5.8,16,9.2
"Enfield School District","Enfield High School","Special Education",17,"*","*",6,35.3
"Enfield School District","Enrico Fermi High School","Non-Special Education",191,6,3.1,8,4.2
"Enfield School District","Enrico Fermi High School","Special Education",41,"*","*",6,14.6
"Explorations District","Explorations","Non-Special Education",18,"*","*","*","*"
"Explorations District","Explorations","Special Education",9,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-Special Education",321,"*","*",6,1.9
"Fairfield School District","Fairfield Ludlowe High School","Special Education",45,9,20.0,"*","*"
"Fairfield School District","Fairfield Warde High School","Non-Special Education",326,"*","*",6,1.8
"Fairfield School District","Fairfield Warde High School","Special Education",30,7,23.3,"*","*"
"Farmington School District","Farmington High School","Non-Special Education",299,"*","*","*","*"
"Farmington School District","Farmington High School","Special Education",39,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-Special Education",516,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Special Education",49,"*","*","*","*"
"Granby School District","Granby Memorial High School","Non-Special Education",180,"*","*","*","*"
"Granby School District","Granby Memorial High School","Special Education",19,"*","*","*","*"
"Greenwich School District","Greenwich High School","Non-Special Education",579,"*","*","*","*"
"Greenwich School District","Greenwich High School","Special Education",78,"*","*","*","*"
"Griswold School District","Griswold High School","Non-Special Education",140,"*","*",10,7.1
"Griswold School District","Griswold High School","Special Education",27,"*","*",6,22.2
"Groton School District","Robert E. Fitch High School","Non-Special Education",275,"*","*",31,11.3
"Groton School District","Robert E. Fitch High School","Special Education",40,"*","*",6,15.0
"Guilford School District","Guilford High School","Non-Special Education",253,"*","*","*","*"
"Guilford School District","Guilford High School","Special Education",29,"*","*","*","*"
"Hamden School District","Hamden High School","Non-Special Education",393,12,3.1,"*","*"
"Hamden School District","Hamden High School","Special Education",49,9,18.4,"*","*"
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",170,22,12.9,25,14.7
"Hartford School District","Bulkeley High School Upper School","Special Education",32,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",50,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Special Education","*","*","*","*","*"
"Hartford School District","Classical Magnet School","Non-Special Education",80,"*","*","*","*"
"Hartford School District","Classical Magnet School","Special Education","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",75,7,9.3,20,26.7
"Hartford School District","Culinary Arts Academy","Special Education",22,8,36.4,"*","*"
"Hartford School District","Great Path Academy High School at MCC","Non-Special Education",46,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Special Education",6,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",71,9,12.7,15,21.1
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",15,"*","*",8,53.3
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",115,10,8.7,26,22.6
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",19,"*","*",7,36.8
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",105,12,11.4,14,13.3
"Hartford School District","HPHS Law and Government Academy","Special Education",16,6,37.5,"*","*"
"Hartford School District","High School Inc.","Non-Special Education",61,6,9.8,17,27.9
"Hartford School District","High School Inc.","Special Education",15,"*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Non-Special Education",57,"*","*",11,19.3
"Hartford School District","Journalism and Media Academy Magnet School","Special Education",16,"*","*","*","*"
"Hartford School District","OPPortunity High School","Non-Special Education",52,22,42.3,14,26.9
"Hartford School District","OPPortunity High School","Special Education",14,8,57.1,"*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",60,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Special Education",12,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",95,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Special Education",8,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-Special Education",74,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Special Education",6,"*","*","*","*"
"Killingly School District","Killingly High School","Non-Special Education",182,"*","*","*","*"
"Killingly School District","Killingly High School","Special Education",22,"*","*","*","*"
"Learn","Connecticut River Academy","Non-Special Education",86,"*","*","*","*"
"Learn","Connecticut River Academy","Special Education",11,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-Special Education",23,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Special Education","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-Special Education",30,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Special Education","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-Special Education",95,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Special Education",9,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-Special Education",204,"*","*","*","*"
"Ledyard School District","Ledyard High School","Special Education",32,"*","*","*","*"
"Litchfield School District","Litchfield High School","Non-Special Education","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Special Education","*","*","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education",283,"*","*","*","*"
"Madison School District","Daniel Hand High School","Special Education",35,"*","*","*","*"
"Manchester School District","Manchester High School","Non-Special Education",367,13,3.5,"*","*"
"Manchester School District","Manchester High School","Special Education",48,9,18.8,"*","*"
"Meriden School District","Francis T. Maloney High School","Non-Special Education",266,17,6.4,40,15.0
"Meriden School District","Francis T. Maloney High School","Special Education",47,13,27.7,13,27.7
"Meriden School District","Orville H. Platt High School","Non-Special Education",243,7,2.9,22,9.1
"Meriden School District","Orville H. Platt High School","Special Education",49,8,16.3,20,40.8
"Middletown School District","Middletown High School","Non-Special Education",274,"*","*","*","*"
"Middletown School District","Middletown High School","Special Education",31,"*","*","*","*"
"Milford School District","Jonathan Law High School","Non-Special Education",227,8,3.5,10,4.4
"Milford School District","Jonathan Law High School","Special Education",35,9,25.7,"*","*"
"Milford School District","Joseph A. Foran High School","Non-Special Education",206,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Special Education",34,"*","*","*","*"
"Monroe School District","Masuk High School","Non-Special Education",263,"*","*","*","*"
"Monroe School District","Masuk High School","Special Education",32,"*","*","*","*"
"Montville School District","Montville High School","Non-Special Education",171,"*","*","*","*"
"Montville School District","Montville High School","Special Education",13,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-Special Education",284,15,5.3,"*","*"
"Naugatuck School District","Naugatuck High School","Special Education",47,8,17.0,"*","*"
"New Britain School District","New Britain High School","Non-Special Education",564,81,14.4,106,18.8
"New Britain School District","New Britain High School","Special Education",60,15,25.0,13,21.7
"New Canaan School District","New Canaan High School","Non-Special Education",277,"*","*","*","*"
"New Canaan School District","New Canaan High School","Special Education",33,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-Special Education",212,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Special Education",23,"*","*","*","*"
"New Haven School District","Cooperative High School","Non-Special Education",151,"*","*",6,4.0
"New Haven School District","Cooperative High School","Special Education",13,"*","*","*","*"
"New Haven School District","High School In The Community","Non-Special Education",47,10,21.3,15,31.9
"New Haven School District","High School In The Community","Special Education",12,"*","*","*","*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",164,"*","*",17,10.4
"New Haven School District","Hill Regional Career High School","Special Education",10,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",29,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education",8,"*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",229,16,7.0,48,21.0
"New Haven School District","James Hillhouse High School","Special Education",39,13,33.3,"*","*"
"New Haven School District","Metropolitan Business Academy","Non-Special Education",86,"*","*",7,8.1
"New Haven School District","Metropolitan Business Academy","Special Education",6,"*","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",58,"*","*","*","*"
"New Haven School District","New Haven Academy","Special Education",7,"*","*","*","*"
"New Haven School District","Sound School","Non-Special Education",75,"*","*","*","*"
"New Haven School District","Sound School","Special Education",10,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",264,14,5.3,69,26.1
"New Haven School District","Wilbur Cross High School","Special Education",31,10,32.3,10,32.3
"New London School District","New London High School","Non-Special Education",189,7,3.7,"*","*"
"New London School District","New London High School","Special Education",34,11,32.4,"*","*"
"New Milford School District","New Milford High School","Non-Special Education",345,"*","*",16,4.6
"New Milford School District","New Milford High School","Special Education",32,"*","*",8,25.0
"Newington School District","Newington High School","Non-Special Education",329,"*","*","*","*"
"Newington School District","Newington High School","Special Education",33,"*","*","*","*"
"Newtown School District","Newtown High School","Non-Special Education",379,"*","*","*","*"
"Newtown School District","Newtown High School","Special Education",40,"*","*","*","*"
"North Branford School District","North Branford High School","Non-Special Education",120,"*","*","*","*"
"North Branford School District","North Branford High School","Special Education",26,"*","*","*","*"
"North Haven School District","North Haven High School","Non-Special Education",285,"*","*",13,4.6
"North Haven School District","North Haven High School","Special Education",24,"*","*",6,25.0
"North Stonington School District","Wheeler High School","Non-Special Education",49,"*","*","*","*"
"North Stonington School District","Wheeler High School","Special Education",7,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-Special Education",352,27,7.7,16,4.5
"Norwalk School District","Brien McMahon High School","Special Education",43,7,16.3,"*","*"
"Norwalk School District","Norwalk High School","Non-Special Education",332,8,2.4,17,5.1
"Norwalk School District","Norwalk High School","Special Education",43,"*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",35,22,62.9,12,34.3
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",7,"*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",538,"*","*",49,9.1
"Norwich Free Academy District","Norwich Free Academy","Special Education",70,"*","*",14,20.0
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education",123,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Special Education",10,"*","*","*","*"
"Oxford School District","Oxford High School","Non-Special Education",165,"*","*","*","*"
"Oxford School District","Oxford High School","Special Education",8,"*","*","*","*"
"Plainfield School District","Plainfield High School","Non-Special Education",149,"*","*","*","*"
"Plainfield School District","Plainfield High School","Special Education",22,"*","*","*","*"
"Plainville School District","Plainville High School","Non-Special Education",151,"*","*","*","*"
"Plainville School District","Plainville High School","Special Education",20,"*","*","*","*"
"Plymouth School District","Terryville High School","Non-Special Education",113,"*","*","*","*"
"Plymouth School District","Terryville High School","Special Education",14,"*","*","*","*"
"Portland School District","Portland High School","Non-Special Education",101,"*","*","*","*"
"Portland School District","Portland High School","Special Education",11,"*","*","*","*"
"Putnam School District","Putnam High School","Non-Special Education",52,"*","*","*","*"
"Putnam School District","Putnam High School","Special Education",13,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education",103,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Special Education",17,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-Special Education",117,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Special Education",19,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-Special Education",363,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Special Education",52,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-Special Education",76,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Special Education",16,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-Special Education",179,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Special Education",7,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-Special Education",248,6,2.4,"*","*"
"Regional School District 08","RHAM High School","Special Education",42,8,19.0,"*","*"
"Regional School District 09","Joel Barlow High School","Non-Special Education",218,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Special Education",31,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-Special Education",186,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Special Education",27,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-Special Education","*","*","*","*","*"
"Regional School District 11","Parish Hill High School","Special Education","*","*","*","*","*"
"Regional School District 12","Shepaug Valley School","Non-Special Education",63,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Special Education",14,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-Special Education",109,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Special Education",21,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-Special Education",187,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Special Education",20,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-Special Education",283,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Special Education",43,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-Special Education",156,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Special Education",20,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-Special Education",124,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Special Education",27,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-Special Education",100,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Special Education",8,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-Special Education",246,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Special Education",39,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-Special Education",418,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Special Education",39,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-Special Education",167,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Special Education",14,"*","*","*","*"
"Seymour School District","Seymour High School","Non-Special Education",123,"*","*","*","*"
"Seymour School District","Seymour High School","Special Education",13,"*","*","*","*"
"Shelton School District","Shelton High School","Non-Special Education",335,"*","*","*","*"
"Shelton School District","Shelton High School","Special Education",30,"*","*","*","*"
"Simsbury School District","Simsbury High School","Non-Special Education",346,"*","*","*","*"
"Simsbury School District","Simsbury High School","Special Education",41,"*","*","*","*"
"Somers School District","Somers High School","Non-Special Education",115,"*","*","*","*"
"Somers School District","Somers High School","Special Education",15,"*","*","*","*"
"South Windsor School District","South Windsor High School","Non-Special Education",292,"*","*","*","*"
"South Windsor School District","South Windsor High School","Special Education",40,"*","*","*","*"
"Southington School District","Southington High School","Non-Special Education",440,6,1.4,"*","*"
"Southington School District","Southington High School","Special Education",66,15,22.7,"*","*"
"Stafford School District","Stafford High School","Non-Special Education",125,"*","*","*","*"
"Stafford School District","Stafford High School","Special Education",14,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Non-Special Education",47,24,51.1,"*","*"
"Stamford Academy District","Stamford Academy","Special Education",10,8,80.0,"*","*"
"Stamford School District","Stamford High School","Non-Special Education",421,13,3.1,21,5.0
"Stamford School District","Stamford High School","Special Education",51,7,13.7,"*","*"
"Stamford School District","The Academy of Information Technology","Non-Special Education",147,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Special Education",19,"*","*","*","*"
"Stamford School District","Westhill High School","Non-Special Education",474,15,3.2,30,6.3
"Stamford School District","Westhill High School","Special Education",61,13,21.3,"*","*"
"Stonington School District","Stonington High School","Non-Special Education",161,"*","*","*","*"
"Stonington School District","Stonington High School","Special Education",13,"*","*","*","*"
"Stratford School District","Bunnell High School","Non-Special Education",311,"*","*","*","*"
"Stratford School District","Bunnell High School","Special Education",23,"*","*","*","*"
"Stratford School District","Stratford High School","Non-Special Education",260,"*","*",12,4.6
"Stratford School District","Stratford High School","Special Education",25,"*","*","*","*"
"Suffield School District","Suffield High School","Non-Special Education",188,"*","*","*","*"
"Suffield School District","Suffield High School","Special Education",25,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Non-Special Education","*","*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Special Education","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","Non-Special Education","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","Special Education","*","*","*","*","*"
"Thomaston School District","Thomaston High School","Non-Special Education",60,"*","*","*","*"
"Thomaston School District","Thomaston High School","Special Education",11,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Non-Special Education",76,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Special Education",8,"*","*","*","*"
"Tolland School District","Tolland High School","Non-Special Education",204,8,3.9,"*","*"
"Tolland School District","Tolland High School","Special Education",22,6,27.3,"*","*"
"Torrington School District","Torrington High School","Non-Special Education",230,"*","*","*","*"
"Torrington School District","Torrington High School","Special Education",27,"*","*","*","*"
"Trumbull School District","Trumbull High School","Non-Special Education",498,"*","*","*","*"
"Trumbull School District","Trumbull High School","Special Education",50,"*","*","*","*"
"Vernon School District","Rockville High School","Non-Special Education",257,11,4.3,22,8.6
"Vernon School District","Rockville High School","Special Education",36,8,22.2,7,19.4
"Wallingford School District","Lyman Hall High School","Non-Special Education",220,"*","*",13,5.9
"Wallingford School District","Lyman Hall High School","Special Education",34,"*","*",6,17.6
"Wallingford School District","Mark T. Sheehan High School","Non-Special Education",197,"*","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Special Education",28,"*","*","*","*"
"Waterbury School District","Crosby High School","Non-Special Education",344,9,2.6,78,22.7
"Waterbury School District","Crosby High School","Special Education",52,13,25.0,11,21.2
"Waterbury School District","John F. Kennedy High School","Non-Special Education",320,"*","*",81,25.3
"Waterbury School District","John F. Kennedy High School","Special Education",55,9,16.4,26,47.3
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-Special Education",109,"*","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","Special Education",11,"*","*","*","*"
"Waterbury School District","Wilby High School","Non-Special Education",290,"*","*",82,28.3
"Waterbury School District","Wilby High School","Special Education",75,18,24.0,20,26.7
