"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Gender"

"",,,,,,"Non-Graduates",,,
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Female",128,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Male",148,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Female",18,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Male",16,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Female",185,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Male",166,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Female",154,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Male",147,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Female",166,0,0.0,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Male",170,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Female",282,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Male",260,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Female",89,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Male",105,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Female",284,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Male",347,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Female",105,6,5.7,9,8.6
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Male",92,6,6.5,14,15.2
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Female",176,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Male",154,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Female",140,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Male",126,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Female",283,8,2.8,29,10.2
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Male",289,25,8.7,26,9.0
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Female",131,7,5.3,21,16.0
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Male",147,17,11.6,22,15.0
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Female",16,"*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Male",15,0,"*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Female",50,0,0.0,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Male",39,"*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Female",48,"*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Male",48,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",23,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",106,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Female",105,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Male",30,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Female",59,15,25.4,13,22.0
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Male",46,13,28.3,9,19.6
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Female",32,8,25.0,15,46.9
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Male",21,6,28.6,8,38.1
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Female",45,0,0.0,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Male",52,"*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Female",67,"*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Male",39,"*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Female",31,"*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Male",42,0,0.0,"*","*"
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Female",88,0,0.0,28,31.8
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Male",91,0,0.0,28,30.8
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Female",107,"*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Male",89,"*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Female",80,0,0.0,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Male",78,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Female",116,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Male",113,"*","*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Female","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Female",50,0,0.0,"*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Male",42,"*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",158,"*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",157,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female",258,18,7.0,45,17.4
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male",238,31,13.0,35,14.7
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Female",164,8,4.9,27,16.5
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Male",154,23,14.9,32,20.8
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Female",162,"*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Male",138,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Female",179,13,7.3,17,9.5
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Male",163,19,11.7,26,16.0
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Female",122,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Male",101,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Female",141,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Male",124,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Female",197,"*","*",0,0.0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Male",168,"*","*",0,0.0
"Montville School District","=""0860011""","Montville High School","=""0866111""","Female",89,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Male",106,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Female",181,7,3.9,21,11.6
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Male",189,15,7.9,21,11.1
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Female",378,61,16.1,117,31.0
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Male",351,71,20.2,99,28.2
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Female",151,"*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Male",159,"*","*",0,0.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Female",120,"*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Male",121,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Female",76,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Male",33,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Female",45,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Male",31,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Female",110,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Male",63,"*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Female",10,0,"*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Male",30,"*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Female",162,13,8.0,64,39.5
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Male",149,28,18.8,46,30.9
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Female",11,0,"*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Male",22,"*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Female",37,"*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Male",31,"*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Female",31,"*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Male",32,"*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Female",224,19,8.5,65,29.0
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Male",253,36,14.2,80,31.6
"New London School District","=""0950011""","New London High School","=""0956111""","Female",114,19,16.7,25,21.9
"New London School District","=""0950011""","New London High School","=""0956111""","Male",141,25,17.7,23,16.3
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Female",185,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Male",208,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Female",203,7,3.4,11,5.4
"Newington School District","=""0940011""","Newington High School","=""0946111""","Male",206,31,15.0,14,6.8
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Female",244,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Male",200,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Female",95,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Male",99,0,0.0,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Female",166,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Male",137,"*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Female",31,0,0.0,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Male",36,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Female",218,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Male",233,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",191,9,4.7,16,8.4
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",198,12,6.1,20,10.1
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",30,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",22,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Female",307,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Male",309,"*","*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Female",12,"*","*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Male",13,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Female",60,"*","*",0,0.0
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Male",61,"*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Female",76,"*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Male",78,"*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Female",127,"*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Male",99,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Female",118,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Male",114,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Female",58,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Male",77,"*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Female",46,"*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Male",51,"*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Female",35,"*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Male",39,"*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Female",67,"*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Male",70,"*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Female",74,"*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Male",95,"*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Female",184,"*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Male",222,"*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Female",60,"*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Male",43,"*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Female",105,"*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Male",85,"*","*",0,0.0
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Female",127,8,6.3,6,4.7
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Male",139,13,9.4,14,10.1
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Female",107,"*","*",0,0.0
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Male",113,"*","*",0,0.0
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Female",86,"*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Male",89,"*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Female",23,0,0.0,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Male",12,0,"*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Female",41,0,0.0,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Male",52,"*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Female",69,"*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Male",70,"*","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Female",108,"*","*",0,0.0
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Male",109,"*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Female",193,"*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Male",195,"*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Female",99,"*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Male",97,"*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Female",77,0,0.0,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Male",104,"*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Female",77,"*","*",0,0.0
