"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Gender"

"",,,,,,"Non-Graduates",,,
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Male",184,32,17.4,48,26.1
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Female",290,11,3.8,33,11.4
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Male",272,25,9.2,40,14.7
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Female",154,7,4.5,23,14.9
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Male",151,10,6.6,52,34.4
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Female",156,8,5.1,12,7.7
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Male",174,15,8.6,21,12.1
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Female",175,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Male",175,"*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Female",116,"*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Male",115,"*","*",0,0.0
"Canton School District","=""0230011""","Canton High School","=""0236111""","Female",65,"*","*",0,0.0
"Canton School District","=""0230011""","Canton High School","=""0236111""","Male",70,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Female",17,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Male",16,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Female",76,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Male",19,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Female","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Male","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Female",50,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Male",46,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Female",14,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Male",31,"*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Female",186,"*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Male",180,"*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Female",58,"*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Male",70,"*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Female",140,"*","*",0,0.0
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Male",108,"*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Female",15,0,"*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Male",14,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Female",96,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Male",87,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Female",91,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Male",94,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Female",63,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Male",80,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Female",47,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Male",64,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Female",50,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Male",77,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Female",39,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Male",88,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Female",62,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Male",116,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Female",19,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Male",92,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Female",53,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Male",90,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Female",48,"*","*",0,0.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Male",106,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Female",63,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Male",93,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Female",46,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Male",99,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Female",65,"*","*",0,0.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Male",142,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Female",44,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Male",97,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Female",77,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Male",106,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Female",42,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Male",87,"*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Female",70,0,0.0,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Male",61,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Female",72,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Male",59,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Female",346,13,3.8,33,9.5
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Male",365,45,12.3,34,9.3
"Darien School District","=""0350011""","Darien High School","=""0356111""","Female",165,"*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Male",164,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Female",53,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Male",49,"*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Female",25,0,0.0,0,0.0
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Male",39,"*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Female",50,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Male",50,"*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Female",64,"*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Male",55,0,0.0,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Female",31,0,0.0,0,0.0
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Male",15,0,"*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Female",186,9,4.8,15,8.1
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Male",166,14,8.4,10,6.0
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Female",31,11,35.5,8,25.8
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Male",52,17,32.7,13,25.0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Female",112,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Male",138,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Female",132,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Male",130,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Female",54,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Male",53,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Female",20,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Male",14,0,"*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Female",18,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Male",14,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Female",93,0,0.0,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Male",100,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Female",10,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Male",14,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Female",82,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Male",108,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Female",110,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Male",122,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Female",10,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Male",17,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Female",198,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Male",168,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Female",170,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Male",186,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Female",153,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Male",185,"*","*",0,0.0
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Female",296,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Male",269,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Female",100,"*","*",0,0.0
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Male",99,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Female",328,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Male",329,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Female",85,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Male",82,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Female",153,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Male",162,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Female",141,"*","*",0,0.0
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Male",141,"*","*",9,6.4
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Female",206,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Male",236,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Female",89,7,7.9,12,13.5
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Male",113,18,15.9,17,15.0
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Female",29,0,0.0,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Male",25,0,0.0,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Female",49,0,0.0,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Male",35,"*","*",0,0.0
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Female",47,"*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Male",50,"*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Female",38,"*","*",0,0.0
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Male",14,"*","*",0,"*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",26,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",60,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Female",104,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Male",30,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Female",64,9,14.1,8,12.5
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Male",57,9,15.8,8,14.0
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Female",35,"*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Male",41,"*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Female",33,0,0.0,"*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Male",40,"*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Female",30,15,50.0,7,23.3
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Male",36,15,41.7,7,19.4
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Female",18,0,"*",0,"*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Male",54,"*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Female",55,"*","*",0,0.0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Male",48,"*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Female",21,0,0.0,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Male",59,"*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Female",107,"*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Male",97,"*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Female",52,"*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Male",45,0,0.0,"*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Female",13,"*","*",0,"*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Male",11,"*","*",0,"*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Female",25,"*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Male",7,0,"*",0,"*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Female",62,"*","*",0,0.0
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Male",42,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Female",120,0,0.0,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Male",116,"*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Female",33,0,0.0,0,0.0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Male",34,"*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",166,"*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",152,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female",210,12,5.7,13,6.2
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male",205,10,4.9,18,8.8
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Female",158,10,6.3,27,17.1
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Male",155,20,12.9,26,16.8
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Female",128,"*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Male",164,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Female",162,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Male",143,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Female",133,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Male",129,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Female",118,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Male",122,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Female",152,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Male",143,"*","*",0,0.0
"Montville School District","=""0860011""","Montville High School","=""0866111""","Female",100,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Male",84,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Female",169,6,3.6,15,8.9
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Male",162,17,10.5,22,13.6
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Female",313,42,13.4,57,18.2
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Male",311,54,17.4,62,19.9
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Female",171,"*","*",0,0.0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Male",139,"*","*",0,0.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Female",113,"*","*",0,0.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Male",122,0,0.0,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Female",105,0,0.0,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Male",59,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Female",37,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Male",22,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Female",109,0,0.0,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Male",65,"*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Female",8,0,"*",0,"*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Male",29,"*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Female",132,7,5.3,27,20.5
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Male",136,22,16.2,26,19.1
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Female",57,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Male",35,0,0.0,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Female",34,"*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Male",31,"*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Female",35,0,0.0,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Male",50,0,0.0,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Female",137,9,6.6,25,18.2
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Male",158,15,9.5,54,34.2
"New London School District","=""0950011""","New London High School","=""0956111""","Female",98,9,9.2,13,13.3
"New London School District","=""0950011""","New London High School","=""0956111""","Male",125,9,7.2,30,24.0
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Female",200,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Male",177,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Female",187,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Male",175,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Female",204,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Male",215,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Female",64,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Male",82,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Female",155,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Male",154,"*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Female",24,0,0.0,0,0.0
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Male",32,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Female",201,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Male",194,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",181,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",194,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",28,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",14,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Female",339,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Male",269,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Female",62,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Male",71,"*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Female",88,0,0.0,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Male",85,"*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Female",92,"*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Male",79,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Female",90,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Male",81,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Female",52,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Male",75,"*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Female",50,"*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Male",62,"*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Female",29,"*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Male",36,"*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Female",60,"*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Male",60,"*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Female",73,"*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Male",63,0,0.0,"*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Female",189,"*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Male",226,"*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Female",45,0,0.0,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Male",47,"*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Female",107,0,0.0,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Male",79,0,0.0,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Female",142,"*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Male",148,"*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Female",137,"*","*","*","*"
