"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, All Students"

"Hartford School District","HPHS Law and Government Academy",21.0,23.7,13.3,13.2,23.9,26.7,28.9,15.0,14.9,11.9
"Hartford School District","Hartford Magnet Trinity College Academy","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Hartford School District","High School Inc.","N/A","N/A",26.4,26.3,23.8,"N/A","N/A","*",10.5,"*"
"Hartford School District","Journalism and Media Academy Magnet School","N/A","N/A",25.9,19.2,26.4,"N/A","N/A","*","*","*"
"Hartford School District","OPPortunity High School",43.4,34.8,31.2,21.2,"N/A",26.4,17.4,10.4,45.5,"N/A"
"Hartford School District","Pathways Academy of Technology and Design",14.4,"*","*","*","*","*","*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy",6.6,"*","*","*","*","*",5.7,"*","*","*"
"Hartford School District","University High School of Science and Engineering","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Hartford School District","University High of Science and Engineering","*",7.0,"*","*","N/A","*","*","*","*","N/A"
"Hartford School District","Weaver High School",31.3,"N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A"
"Killingly School District","Killingly High School",22.4,14.4,14.0,10.8,10.9,6.1,7.4,9.3,5.4,6.0
"Learn","Connecticut River Academy","N/A","N/A","*",6.2,"*","N/A","N/A","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","N/A","N/A","*","*",11.7,"N/A","N/A","*","*","*"
"Learn","Three Rivers Middle College Magnet School","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Lebanon School District","Lyman Memorial High School","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","Ledyard High School",6.1,"*",4.4,"*","*",3.1,"*",3.1,"*","*"
"Lisbon School District","Community Connection - The Big Picture High School","*","*","*","N/A","N/A","*","*","*","N/A","N/A"
"Litchfield School District","Litchfield High School","*","*","*","*","*","*","*","*","*","*"
"Madison School District","Daniel Hand High School","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","Manchester High School",16.1,16.8,13.5,7.5,10.6,9.9,6.3,7.9,5.3,3.0
"Meriden School District","Francis T. Maloney High School",18.6,22.3,16.1,16.9,17.2,9.7,7.4,9.4,9.6,7.2
"Meriden School District","Orville H. Platt High School",25.0,22.4,24.2,14.4,19.5,5.3,8.0,6.5,5.1,3.8
"Middletown School District","Middletown High School",12.6,14.9,12.2,7.2,"*",9.4,6.4,4.4,3.3,"*"
"Milford School District","Jonathan Law High School",5.4,6.8,4.3,"*","*",9.9,12.0,15.2,"*","*"
"Milford School District","Joseph A. Foran High School",2.6,3.3,2.3,"*","*",6.4,5.7,7.2,"*","*"
"Monroe School District","Masuk High School","*","*","*","*","*","*","*","*","*","*"
"Montville School District","Montville High School",10.3,"*",8.0,7.1,"*",3.1,"*",4.0,3.8,"*"
"Naugatuck School District","Naugatuck High School",11.4,11.2,12.0,11.2,9.3,5.9,4.1,9.6,6.9,5.1
"New Britain School District","New Britain High School",29.6,26.2,25.5,19.1,20.5,18.1,10.4,10.8,15.4,9.5
"New Canaan School District","New Canaan High School","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","New Fairfield High School",3.7,"*","*","*","*",5.0,"*","*","*","*"
"New Haven School District","Cooperative High School",13.8,6.6,6.9,4.3,"*","*","*",3.5,"*","*"
"New Haven School District","Engineering - Science University Magnet School","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"New Haven School District","High School In The Community",25.0,30.3,29.2,32.2,35.6,14.5,15.8,13.9,20.3,18.6
"New Haven School District","Hill Regional Career High School",10.4,9.0,5.9,10.9,6.2,4.0,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","*","*","*","*","*",15.0,"*","*","*","*"
"New Haven School District","James Hillhouse High School",35.4,32.5,33.1,19.8,18.0,13.2,12.6,9.2,10.8,11.4
"New Haven School District","Metropolitan Business Academy","*","*",16.8,8.7,8.7,"*","*","*","*","*"
"New Haven School District","New Haven Academy",19.1,18.2,24.0,"*",11.5,17.6,13.6,9.3,"*",14.8
"New Haven School District","Sound School","*",7.1,"*",7.1,9.7,"*","*","*","*","*"
"New Haven School District","Wilbur Cross High School",30.4,24.0,24.6,26.8,29.3,11.5,7.0,11.1,8.1,4.5
"New London School District","New London High School",18.8,22.2,25.7,19.3,16.1,17.3,12.9,9.5,8.1,7.3
"New Milford School District","New Milford High School",8.9,5.8,8.7,6.4,"*",3.1,2.1,2.1,2.7,"*"
"Newington School District","Newington High School",6.1,6.0,5.6,2.2,4.8,9.3,3.6,3.8,4.7,2.5
"Newtown School District","Newtown High School",3.8,2.7,"*","*","*",2.0,2.2,"*","*","*"
"North Branford School District","North Branford High School","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","North Haven High School",7.9,"*",6.8,6.1,"*",4.0,"*",4.9,2.3,"*"
"North Stonington School District","Wheeler High School","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","Brien McMahon High School",6.4,8.7,9.4,4.6,4.1,6.2,2.5,1.8,8.6,"*"
"Norwalk School District","Norwalk High School",9.3,11.1,7.8,5.3,6.3,"*",4.1,2.9,2.9,2.6
"Norwalk School District","Norwalk Pathways Academy at Briggs",34.6,43.8,50.0,31.0,52.4,"*",25.0,34.2,66.7,"*"
"Norwich Free Academy District","Norwich Free Academy",15.3,12.6,10.3,10.4,"*",1.6,1.2,4.2,2.0,"*"
"Norwich School District","Thames River Academy",52.0,82.9,"N/A","N/A","N/A","*","*","N/A","N/A","N/A"
"Old Saybrook School District","Old Saybrook Senior High School","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","Oxford High School","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","Plainfield High School",7.5,7.6,5.9,9.4,10.8,5.8,5.1,9.4,5.8,7.2
"Plainville School District","Plainville High School","*","*",5.4,"*","*","*","*",4.5,"*","*"
"Plymouth School District","Terryville High School","*",7.9,7.3,"*","*","*",7.9,4.9,"*","*"
"Portland School District","Portland High School","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","Putnam High School",9.5,"*",6.5,"*","*",10.8,"*",13.0,"*","*"
"Regional School District 01","Housatonic Valley Regional High School",10.9,"*","*",5.8,"*",5.8,"*","*",5.0,"*"
"Regional School District 04","Valley Regional High School","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","Amity Regional High School",3.9,"*","*","*","*",3.0,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","Northwestern Regional High School","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","RHAM High School",7.5,4.4,"*","*",2.6,7.9,4.4,2.9,"*",4.5
"Regional School District 08","Region Alternative High School","N/A","N/A","*","N/A","N/A","N/A","N/A",50.0,"N/A","N/A"
"Regional School District 09","Joel Barlow High School","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","*","*",3.0,"*","*","*","*",4.5,"*","*"
"Regional School District 11","Parish Hill High School","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","Shepaug Valley High School","*","*","*","N/A","N/A","*","*","*","N/A","N/A"
"Regional School District 12","Shepaug Valley School","N/A","N/A","N/A","*","*","N/A","N/A","N/A","*","*"
"Regional School District 13","Coginchaug Regional High School","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","Nonnewaug High School","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","Pomperaug Regional High School",4.1,2.4,"*","*","*",3.6,4.0,"*","*","*"
"Regional School District 16","Woodland Regional High School",6.1,4.6,6.0,"*","*",5.6,3.1,3.8,"*","*"
"Regional School District 17","Haddam-Killingworth High School","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","E. O. Smith High School",8.1,6.1,4.1,2.1,"*",8.8,6.4,8.3,2.5,"*"
"Ridgefield School District","Ridgefield High School","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","*",4.3,4.0,"*","*","*",3.4,6.2,"*","*"
"Seymour School District","Seymour High School",11.7,6.7,6.8,7.4,"*",5.3,4.0,6.2,4.4,"*"
"Shelton School District","Shelton High School",5.8,5.0,4.4,3.8,"*",5.6,3.1,4.6,4.1,"*"
"Simsbury School District","Simsbury High School",2.0,"*","*","*","*",2.8,"*","*","*","*"
"Somers School District","Somers High School","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","South Windsor High School",4.8,1.9,2.4,"*","*",3.4,2.9,2.1,"*","*"
"Southington School District","Southington High School",3.5,2.6,4.3,1.6,1.8,5.0,4.9,4.5,4.2,2.2
"Stafford School District","Stafford High School",12.6,"*",7.1,"*","*",11.9,"*",5.5,"*","*"
"Stamford Academy District","Stamford Academy",21.8,22.2,16.2,19.3,35.4,41.8,33.3,56.8,56.1,31.3
"Stamford School District","Stamford High School",8.9,"*","*","*","*","*","*","*","*","*"
"Stamford School District","The Academy of Information Technology",4.9,"*","*","*","*","*","*","*","*","*"
"Stamford School District","Westhill High School",6.3,10.1,7.9,6.5,7.9,9.3,6.9,6.2,5.2,3.8
"Stonington School District","Stonington High School",3.3,"*","*","*","*",2.9,"*","*","*","*"
"Stratford School District","Bunnell High School",7.6,9.3,4.5,1.8,2.8,4.0,3.4,"*","*","*"
"Stratford School District","Stratford High School",7.0,6.5,6.3,5.3,5.3,3.7,3.2,"*","*","*"
"Suffield School District","Suffield High School","*","*",3.7,"*","*","*","*",2.8,"*","*"
"The Bridge Academy District","The Bridge Academy","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","Thomaston High School","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","Tolland High School","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","Torrington High School",15.1,15.4,6.0,8.2,8.1,6.8,4.8,7.5,4.3,4.3
"Trumbull School District","Trumbull High School","*","*","*",1.1,"*","*","*","*",1.6,"*"
"Vernon School District","Rockville High School",11.5,12.2,13.2,9.9,"*",5.6,5.3,3.8,6.5,"*"
"Wallingford School District","Lyman Hall High School",7.3,4.6,4.9,"*",4.8,4.7,"*",3.5,"*","*"
"Wallingford School District","Mark T. Sheehan High School",8.2,4.5,3.8,"*",3.3,4.7,"*",2.6,"*","*"
"Waterbury School District","Crosby High School",33.2,35.2,28.4,"*",26.8,5.9,"*",6.4,5.6,"*"
"Waterbury School District","John F. Kennedy High School","*",30.2,28.5,28.5,24.9,"*",4.9,"*","*",4.6
"Waterbury School District","Waterbury Arts Magnet School (High)","*","*",9.4,"*",5.8,"*","*","*","*","*"
"Waterbury School District","Wilby High School",32.4,"*",21.9,27.9,23.5,5.3,8.1,5.8,6.3,5.0
"Waterford School District","Waterford High School",5.9,5.0,"*","*","*",2.2,2.9,"*","*","*"
"Watertown School District","Watertown High School",5.3,4.3,7.4,3.5,5.5,6.9,3.9,5.5,4.8,4.0
"West Hartford School District","Conard High School",7.4,2.9,4.0,2.3,3.2,4.2,"*","*","*",1.8
"West Hartford School District","Hall High School",2.0,4.3,3.1,1.9,"*",3.0,"*","*","*","*"
"West Hartford School District","REACH","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"West Haven School District","West Haven High School",24.8,22.8,22.0,16.9,18.1,5.8,3.7,7.2,6.8,2.7
"Westbrook School District","Westbrook High School","*","*","*","*","*","*","*","*","*","*"
"Weston School District","Weston High School","*","*","*","*","*","*","*","*","*","*"
"Westport School District","Staples High School","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","Wethersfield High School",5.0,4.8,4.2,3.3,3.9,3.0,3.8,4.2,4.3,4.3
"Wilton School District","Wilton High School","*","*","*","*","*","*","*","*","*","*"
"Windham School District","Windham High School",21.3,16.1,14.5,22.1,11.8,16.2,10.9,9.3,3.9,7.1
"Windsor Locks School District","Windsor Locks High School",6.0,"*","*","*","*",8.2,"*","*","*","*"
"Windsor School District","Windsor High School",9.2,8.8,8.5,3.8,4.8,6.6,5.6,9.6,5.5,2.7
"Wolcott School District","Wolcott High School",4.0,3.2,3.2,"*","*",2.7,3.2,2.7,"*","*"
"Woodstock Academy District","Woodstock Academy","*","*","*","*","*","*","*","*","*","*"

