"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, English Learner Status"

"",,,,"Graduates",
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-ELL",131,123,93.9
"Connecticut Technical High School System","A. I. Prince Technical High School","ELL",20,17,85.0
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-ELL",185,175,94.6
"Connecticut Technical High School System","Bullard-Havens Technical High School","ELL",8,7,87.5
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-ELL",93,88,94.6
"Connecticut Technical High School System","E. C. Goodwin Technical High School","ELL",9,8,88.9
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-ELL",117,96,82.1
"Connecticut Technical High School System","Eli Whitney Technical High School","ELL",6,"*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-ELL",121,116,95.9
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-ELL",119,110,92.4
"Connecticut Technical High School System","Emmett O'Brien Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-ELL",178,174,97.8
"Connecticut Technical High School System","H. C. Wilcox Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-ELL",129,115,89.1
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-ELL",145,133,91.7
"Connecticut Technical High School System","Henry Abbott Technical High School","ELL",15,13,86.7
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-ELL",135,133,98.5
"Connecticut Technical High School System","Norwich Technical High School","Non-ELL",109,107,98.2
"Connecticut Technical High School System","Norwich Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-ELL",190,176,92.6
"Connecticut Technical High School System","Oliver Wolcott Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-ELL",200,191,95.5
"Connecticut Technical High School System","Vinal Technical High School","Non-ELL",135,125,92.6
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-ELL",153,145,94.8
"Connecticut Technical High School System","W. F. Kaynor Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-ELL",124,119,96.0
"Connecticut Technical High School System","Windham Technical High School","ELL","*","*","*"
"Coventry School District","Coventry High School","Non-ELL",152,137,90.1
"Cromwell School District","Cromwell High School","Non-ELL","*","*","*"
"Cromwell School District","Cromwell High School","ELL","*","*","*"
"Danbury School District","Danbury High School","Non-ELL",605,503,83.1
"Danbury School District","Danbury High School","ELL",114,69,60.5
"Darien School District","Darien High School","Non-ELL","*","*","*"
"Darien School District","Darien High School","ELL","*","*","*"
"Derby School District","Derby High School","Non-ELL","*","*","*"
"Derby School District","Derby High School","ELL","*","*","*"
"East Granby School District","East Granby High School","Non-ELL",76,73,96.1
"East Haddam School District","Nathan Hale-Ray High School","Non-ELL",93,86,92.5
"East Hampton School District","East Hampton High School","Non-ELL",136,127,93.4
"East Hartford School District","Connecticut IB Academy","Non-ELL",33,33,100.0
"East Hartford School District","East Hartford High School","Non-ELL",505,405,80.2
"East Hartford School District","East Hartford High School","ELL",32,25,78.1
"East Haven School District","East Haven High School","Non-ELL",276,243,88.0
"East Haven School District","East Haven High School","ELL",14,10,71.4
"East Lyme School District","East Lyme High School","Non-ELL",324,312,96.3
"East Windsor School District","East Windsor High School","Non-ELL","*","*","*"
"East Windsor School District","East Windsor High School","ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-ELL",37,27,73.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","ELL","*","*","*"
"Ellington School District","Ellington High School","Non-ELL","*","*","*"
"Ellington School District","Ellington High School","ELL","*","*","*"
"Enfield School District","Enfield High School","Non-ELL",240,192,80.0
"Enfield School District","Enfield High School","ELL","*","*","*"
"Enfield School District","Enrico Fermi High School","Non-ELL",275,231,84.0
"Enfield School District","Enrico Fermi High School","ELL","*","*","*"
"Explorations District","Explorations","Non-ELL",34,18,52.9
"Fairfield School District","Fairfield Ludlowe High School","Non-ELL",347,328,94.5
"Fairfield School District","Fairfield Ludlowe High School","ELL","*","*","*"
"Fairfield School District","Fairfield Warde High School","Non-ELL",291,276,94.8
"Fairfield School District","Fairfield Warde High School","ELL","*","*","*"
"Farmington School District","Farmington High School","Non-ELL","*","*","*"
"Farmington School District","Farmington High School","ELL","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-ELL","*","*","*"
"Glastonbury School District","Glastonbury High School","ELL","*","*","*"
"Granby School District","Granby Memorial High School","Non-ELL",194,188,96.9
"Greenwich School District","Greenwich High School","Non-ELL",601,573,95.3
"Greenwich School District","Greenwich High School","ELL",30,24,80.0
"Griswold School District","Griswold High School","Non-ELL",197,162,82.2
"Groton School District","Robert E. Fitch High School","Non-ELL",323,"*","*"
"Groton School District","Robert E. Fitch High School","ELL",7,"*","*"
"Guilford School District","Guilford High School","Non-ELL","*","*","*"
"Guilford School District","Guilford High School","ELL","*","*","*"
"Hamden School District","Hamden High School","Non-ELL",561,474,84.5
"Hamden School District","Hamden High School","ELL",11,10,90.9
"Hartford School District","Bulkeley High School Upper School","Non-ELL",217,165,76.0
"Hartford School District","Bulkeley High School Upper School","ELL",61,46,75.4
"Hartford School District","Capital Preparatory Magnet School","Non-ELL",30,26,86.7
"Hartford School District","Capital Preparatory Magnet School","ELL","*","*","*"
"Hartford School District","Classical Magnet School","Non-ELL",88,82,93.2
"Hartford School District","Classical Magnet School","ELL","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-ELL",89,53,59.6
"Hartford School District","Culinary Arts Academy","ELL",7,"*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-ELL",91,68,74.7
"Hartford School District","HPHS Academy of Engineering and Green Technology","ELL",38,24,63.2
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-ELL",108,75,69.4
"Hartford School District","HPHS Academy of Nursing and Health Science","ELL",27,21,77.8
"Hartford School District","HPHS Law and Government Academy","Non-ELL",84,44,52.4
"Hartford School District","HPHS Law and Government Academy","ELL",21,11,52.4
"Hartford School District","OPPortunity High School","Non-ELL",46,16,34.8
"Hartford School District","OPPortunity High School","ELL",7,"*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-ELL",89,75,84.3
"Hartford School District","Pathways Academy of Technology and Design","ELL",8,6,75.0
"Hartford School District","Sports and Medical Sciences Academy","Non-ELL",99,91,91.9
"Hartford School District","Sports and Medical Sciences Academy","ELL",7,"*","*"
"Hartford School District","University High of Science and Engineering","Non-ELL",70,68,97.1
"Hartford School District","University High of Science and Engineering","ELL","*","*","*"
"Hartford School District","Weaver High School","Non-ELL",173,122,70.5
"Hartford School District","Weaver High School","ELL",6,"*","*"
"Killingly School District","Killingly High School","Non-ELL","*","*","*"
"Killingly School District","Killingly High School","ELL","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-ELL",158,148,93.7
"Ledyard School District","Ledyard High School","Non-ELL","*","*","*"
"Ledyard School District","Ledyard High School","ELL","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Non-ELL","*","*","*"
"Litchfield School District","Litchfield High School","Non-ELL","*","*","*"
"Litchfield School District","Litchfield High School","ELL","*","*","*"
"Madison School District","Daniel Hand High School","Non-ELL",315,305,96.8
"Manchester School District","Manchester High School","Non-ELL",470,348,74.0
"Manchester School District","Manchester High School","ELL",26,19,73.1
"Meriden School District","Francis T. Maloney High School","Non-ELL",294,217,73.8
"Meriden School District","Francis T. Maloney High School","ELL",24,11,45.8
"Meriden School District","Orville H. Platt High School","Non-ELL",286,202,70.6
"Meriden School District","Orville H. Platt High School","ELL",14,7,50.0
"Middletown School District","Middletown High School","Non-ELL","*","*","*"
"Middletown School District","Middletown High School","ELL","*","*","*"
"Milford School District","Jonathan Law High School","Non-ELL",218,185,84.9
"Milford School District","Jonathan Law High School","ELL","*","*","*"
"Milford School District","Joseph A. Foran High School","Non-ELL",261,237,90.8
"Milford School District","Joseph A. Foran High School","ELL","*","*","*"
"Monroe School District","Masuk High School","Non-ELL",365,356,97.5
"Montville School District","Montville High School","Non-ELL",189,"*","*"
"Montville School District","Montville High School","ELL",6,"*","*"
"Naugatuck School District","Naugatuck High School","Non-ELL",348,293,84.2
"Naugatuck School District","Naugatuck High School","ELL",22,13,59.1
"New Britain School District","New Britain High School","Non-ELL",600,330,55.0
"New Britain School District","New Britain High School","ELL",129,51,39.5
"New Canaan School District","New Canaan High School","Non-ELL","*","*","*"
"New Canaan School District","New Canaan High School","ELL","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-ELL",241,219,90.9
"New Haven School District","Cooperative High School","Non-ELL",106,91,85.8
"New Haven School District","Cooperative High School","ELL","*","*","*"
"New Haven School District","High School In The Community","Non-ELL",68,41,60.3
"New Haven School District","High School In The Community","ELL",8,"*","*"
"New Haven School District","Hill Regional Career High School","Non-ELL",165,145,87.9
"New Haven School District","Hill Regional Career High School","ELL",8,"*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-ELL",40,30,75.0
"New Haven School District","James Hillhouse High School","Non-ELL",287,151,52.6
"New Haven School District","James Hillhouse High School","ELL",24,9,37.5
"New Haven School District","Metropolitan Business Academy","Non-ELL",31,26,83.9
"New Haven School District","Metropolitan Business Academy","ELL","*","*","*"
"New Haven School District","New Haven Academy","Non-ELL",66,42,63.6
"New Haven School District","New Haven Academy","ELL","*","*","*"
"New Haven School District","Sound School","Non-ELL",62,54,87.1
"New Haven School District","Sound School","ELL","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-ELL",388,240,61.9
"New Haven School District","Wilbur Cross High School","ELL",89,37,41.6
"New London School District","New London High School","Non-ELL",208,135,64.9
"New London School District","New London High School","ELL",47,28,59.6
"New Milford School District","New Milford High School","Non-ELL",387,"*","*"
"New Milford School District","New Milford High School","ELL",6,"*","*"
"Newington School District","Newington High School","Non-ELL",403,"*","*"
"Newington School District","Newington High School","ELL",6,"*","*"
"Newtown School District","Newtown High School","Non-ELL","*","*","*"
"Newtown School District","Newtown High School","ELL","*","*","*"
"North Branford School District","North Branford High School","Non-ELL","*","*","*"
"North Branford School District","North Branford High School","ELL","*","*","*"
"North Haven School District","North Haven High School","Non-ELL","*","*","*"
"North Haven School District","North Haven High School","ELL","*","*","*"
"North Stonington School District","Wheeler High School","Non-ELL","*","*","*"
"North Stonington School District","Wheeler High School","ELL","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-ELL",392,347,88.5
"Norwalk School District","Brien McMahon High School","ELL",59,47,79.7
"Norwalk School District","Norwalk High School","Non-ELL",351,308,87.7
"Norwalk School District","Norwalk High School","ELL","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-ELL",50,29,58.0
"Norwalk School District","Norwalk Pathways Academy at Briggs","ELL","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-ELL",581,480,82.6
"Norwich Free Academy District","Norwich Free Academy","ELL",35,32,91.4
"Norwich School District","Thames River Academy","Non-ELL",25,"*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-ELL","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","ELL","*","*","*"
"Oxford School District","Oxford High School","Non-ELL",154,147,95.5
"Plainfield School District","Plainfield High School","Non-ELL","*","*","*"
"Plainfield School District","Plainfield High School","ELL","*","*","*"
"Plainville School District","Plainville High School","Non-ELL","*","*","*"
"Plainville School District","Plainville High School","ELL","*","*","*"
"Plymouth School District","Terryville High School","Non-ELL",135,124,91.9
"Portland School District","Portland High School","Non-ELL","*","*","*"
"Portland School District","Portland High School","ELL","*","*","*"
"Putnam School District","Putnam High School","Non-ELL","*","*","*"
"Putnam School District","Putnam High School","ELL","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-ELL",137,114,83.2
"Regional School District 04","Valley Regional High School","Non-ELL","*","*","*"
"Regional School District 04","Valley Regional High School","ELL","*","*","*"
"Regional School District 05","Amity Regional High School","Non-ELL","*","*","*"
"Regional School District 05","Amity Regional High School","ELL","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-ELL","*","*","*"
"Regional School District 06","Wamogo Regional High School","ELL","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-ELL","*","*","*"
"Regional School District 07","Northwestern Regional High School","ELL","*","*","*"
"Regional School District 08","RHAM High School","Non-ELL","*","*","*"
"Regional School District 08","RHAM High School","ELL","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-ELL",220,210,95.5
"Regional School District 10","Lewis S. Mills High School","Non-ELL",175,169,96.6
"Regional School District 11","Parish Hill High School","Non-ELL",35,27,77.1
"Regional School District 12","Shepaug Valley High School","Non-ELL","*","*","*"
"Regional School District 12","Shepaug Valley High School","ELL","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-ELL","*","*","*"
"Regional School District 13","Coginchaug Regional High School","ELL","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-ELL","*","*","*"
"Regional School District 14","Nonnewaug High School","ELL","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-ELL","*","*","*"
"Regional School District 15","Pomperaug Regional High School","ELL","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-ELL","*","*","*"
"Regional School District 16","Woodland Regional High School","ELL","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-ELL",181,168,92.8
"Regional School District 18","Lyme-Old Lyme High School","Non-ELL","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","ELL","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-ELL","*","*","*"
"Regional School District 19","E. O. Smith High School","ELL","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-ELL",430,415,96.5
"Rocky Hill School District","Rocky Hill High School","Non-ELL","*","*","*"
"Rocky Hill School District","Rocky Hill High School","ELL","*","*","*"
"Seymour School District","Seymour High School","Non-ELL",182,150,82.4
"Seymour School District","Seymour High School","ELL",6,6,100.0
"Shelton School District","Shelton High School","Non-ELL",387,342,88.4
"Shelton School District","Shelton High School","ELL",9,9,100.0
"Simsbury School District","Simsbury High School","Non-ELL",347,330,95.1
"Simsbury School District","Simsbury High School","ELL",9,9,100.0
"Somers School District","Somers High School","Non-ELL",144,137,95.1
"South Windsor School District","South Windsor High School","Non-ELL",409,375,91.7
"South Windsor School District","South Windsor High School","ELL",6,6,100.0
"Southington School District","Southington High School","Non-ELL","*","*","*"
"Southington School District","Southington High School","ELL","*","*","*"
"Stafford School District","Stafford High School","Non-ELL","*","*","*"
"Stafford School District","Stafford High School","ELL","*","*","*"
"Stamford Academy District","Stamford Academy","Non-ELL","*","*","*"
"Stamford Academy District","Stamford Academy","ELL","*","*","*"
"Stamford School District","Stamford High School","Non-ELL",393,343,87.3
"Stamford School District","Stamford High School","ELL",47,33,70.2
"Stamford School District","The Academy of Information Technology","Non-ELL",137,128,93.4
"Stamford School District","The Academy of Information Technology","ELL",6,6,100.0
"Stamford School District","Westhill High School","Non-ELL",518,449,86.7
"Stamford School District","Westhill High School","ELL",74,51,68.9
"Stonington School District","Stonington High School","Non-ELL","*","*","*"
"Stonington School District","Stonington High School","ELL","*","*","*"
"Stratford School District","Bunnell High School","Non-ELL",322,285,88.5
"Stratford School District","Bunnell High School","ELL",7,6,85.7
"Stratford School District","Stratford High School","Non-ELL",227,201,88.5
"Stratford School District","Stratford High School","ELL",16,16,100.0
"Suffield School District","Suffield High School","Non-ELL",214,204,95.3
"The Bridge Academy District","The Bridge Academy","Non-ELL",28,24,85.7
"The Gilbert School District","The Gilbert School","Non-ELL",70,58,82.9
"Thomaston School District","Thomaston High School","Non-ELL","*","*","*"
"Thomaston School District","Thomaston High School","ELL","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Non-ELL",94,83,88.3
"Tolland School District","Tolland High School","Non-ELL",222,206,92.8
"Torrington School District","Torrington High School","Non-ELL",265,209,78.9
"Torrington School District","Torrington High School","ELL",13,8,61.5
"Trumbull School District","Trumbull High School","Non-ELL","*","*","*"
"Trumbull School District","Trumbull High School","ELL","*","*","*"
"Vernon School District","Rockville High School","Non-ELL",278,230,82.7
"Vernon School District","Rockville High School","ELL",8,7,87.5
"Wallingford School District","Lyman Hall High School","Non-ELL",286,253,88.5
"Wallingford School District","Lyman Hall High School","ELL","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Non-ELL",254,221,87.0
"Wallingford School District","Mark T. Sheehan High School","ELL","*","*","*"
"Waterbury School District","Crosby High School","Non-ELL",356,230,64.6
"Waterbury School District","Crosby High School","ELL",66,27,40.9
"Waterbury School District","John F. Kennedy High School","Non-ELL",315,238,75.6
"Waterbury School District","John F. Kennedy High School","ELL","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-ELL",112,108,96.4
"Waterbury School District","Waterbury Arts Magnet School (High)","ELL","*","*","*"
"Waterbury School District","Wilby High School","Non-ELL",290,191,65.9
"Waterbury School District","Wilby High School","ELL",50,"*","*"
"Waterford School District","Waterford High School","Non-ELL","*","*","*"
"Waterford School District","Waterford High School","ELL","*","*","*"
"Watertown School District","Watertown High School","Non-ELL","*","*","*"
"Watertown School District","Watertown High School","ELL","*","*","*"
"West Hartford School District","Conard High School","Non-ELL",391,347,88.7
"West Hartford School District","Conard High School","ELL",16,13,81.3
"West Hartford School District","Hall High School","Non-ELL",386,370,95.9
"West Hartford School District","Hall High School","ELL",20,16,80.0
"West Haven School District","West Haven High School","Non-ELL",428,298,69.6
"West Haven School District","West Haven High School","ELL",23,15,65.2
"Westbrook School District","Westbrook High School","Non-ELL",75,71,94.7
"Weston School District","Weston High School","Non-ELL",192,191,99.5
"Westport School District","Staples High School","Non-ELL","*","*","*"
"Westport School District","Staples High School","ELL","*","*","*"
"Wethersfield School District","Wethersfield High School","Non-ELL",290,267,92.1
"Wethersfield School District","Wethersfield High School","ELL",11,10,90.9
"Wilton School District","Wilton High School","Non-ELL","*","*","*"
"Wilton School District","Wilton High School","ELL","*","*","*"
"Windham School District","Windham High School","Non-ELL",209,140,67.0
"Windham School District","Windham High School","ELL",44,18,40.9
"Windsor Locks School District","Windsor Locks High School","Non-ELL","*","*","*"
"Windsor Locks School District","Windsor Locks High School","ELL","*","*","*"
"Windsor School District","Windsor High School","Non-ELL","*","*","*"
"Windsor School District","Windsor High School","ELL","*","*","*"
"Wolcott School District","Wolcott High School","Non-ELL","*","*","*"
"Wolcott School District","Wolcott High School","ELL","*","*","*"
"Woodstock Academy District","Woodstock Academy","Non-ELL","*","*","*"
"Woodstock Academy District","Woodstock Academy","ELL","*","*","*"

