"Four-Year Graduation Rates, 2014-15"
"All Districts, All Schools, English Learner Status"

"",,,,,,"Graduates",
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","ELL","N/A","N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-ELL",108,101,93.5
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","ELL","N/A","N/A","N/A"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-ELL",121,117,96.7
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","ELL","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-ELL",42,42,100.0
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","ELL",44,38,86.4
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-ELL",364,348,95.6
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELL",11,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-ELL",217,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELL","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-ELL","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELL","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-ELL","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELL","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-ELL","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELL","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-ELL","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELL","N/A","N/A","N/A"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-ELL",160,138,86.3
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","ELL","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-ELL","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","ELL","N/A","N/A","N/A"
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-ELL",23,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","ELL",8,8,"*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-ELL",373,361,96.8
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","ELL",9,"*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-ELL",292,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","ELL","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-ELL","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","ELL",10,10,"*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-ELL",500,494,98.8
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","ELL","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-ELL","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","ELL",28,23,82.1
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-ELL",592,580,98.0
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","ELL","N/A","N/A","N/A"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-ELL",143,130,90.9
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELL",7,"*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-ELL",257,"*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELL","N/A","N/A","N/A"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-ELL",269,260,96.7
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELL",16,12,"*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-ELL",420,387,92.1
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELL",59,41,69.5
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Non-ELL",122,90,73.8
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELL","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","ELL","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","ELL","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","ELL",12,9,"*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Non-ELL",66,45,68.2
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","ELL","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","ELL",29,23,79.3
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Non-ELL",89,61,68.5
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","ELL",28,17,60.7
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Non-ELL",72,56,77.8
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","ELL",15,10,"*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Non-ELL",94,60,63.8
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","ELL","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","ELL",9,"*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Non-ELL",75,"*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","ELL",9,6,"*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Non-ELL",44,32,72.7
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","ELL","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-ELL","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","ELL",9,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Non-ELL",88,"*","*"
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","ELL","*","*","*"
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","Non-ELL","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","ELL","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-ELL","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","ELL","N/A","N/A","N/A"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Non-ELL",85,79,92.9
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","ELL","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Non-ELL","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","ELL","N/A","N/A","N/A"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Non-ELL",28,26,92.9
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","ELL","N/A","N/A","N/A"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-ELL",92,89,96.7
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","ELL","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-ELL","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","ELL","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-ELL","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","ELL","N/A","N/A","N/A"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-ELL",308,305,99.0
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","ELL",16,13,"*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-ELL",388,336,86.6
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","ELL",41,28,68.3
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-ELL",249,191,76.7
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","ELL",33,25,75.8
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-ELL",280,215,76.8
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","ELL",6,6,"*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-ELL",266,253,95.1
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","ELL","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-ELL","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","ELL","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-ELL","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","ELL","N/A","N/A","N/A"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-ELL",308,308,100.0
"Montville School District","=""0860011""","Montville High School","=""0866111""","ELL","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-ELL","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","ELL",8,8,"*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-ELL",325,277,85.2
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","ELL",128,78,60.9
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-ELL",511,369,72.2
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","ELL","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-ELL","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","ELL","N/A","N/A","N/A"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-ELL",248,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","ELL","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Non-ELL",58,55,94.8
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELL","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELL",12,9,"*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-ELL",166,153,92.2
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","ELL","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELL",31,22,71.0
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-ELL",241,170,70.5
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELL",8,"*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-ELL",84,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","ELL","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELL","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELL",91,50,54.9
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-ELL",291,203,69.8
"New London School District","=""0950011""","New London High School","=""0956111""","ELL",44,26,59.1
"New London School District","=""0950011""","New London High School","=""0956111""","Non-ELL",149,122,81.9
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELL",7,"*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-ELL",352,"*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELL",16,"*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-ELL",339,"*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","ELL","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-ELL","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","ELL","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-ELL","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","ELL","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-ELL","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","ELL","N/A","N/A","N/A"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-ELL",51,47,92.2
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","ELL",44,34,77.3
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-ELL",397,385,97.0
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELL",35,29,82.9
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-ELL",344,316,91.9
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELL","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-ELL","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELL",53,43,81.1
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-ELL",531,474,89.3
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","ELL","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-ELL","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","ELL","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-ELL","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","ELL","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-ELL","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","ELL","N/A","N/A","N/A"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-ELL",176,158,89.8
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","ELL","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-ELL","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","ELL","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-ELL","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","ELL","N/A","N/A","N/A"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-ELL",55,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","ELL","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-ELL","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","ELL","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-ELL","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","ELL","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-ELL","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","ELL","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-ELL","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","ELL","N/A","N/A","N/A"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Non-ELL",133,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","ELL","N/A","N/A","N/A"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Non-ELL",267,248,92.9
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","ELL","N/A","N/A","N/A"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Non-ELL",251,246,98.0
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","ELL","N/A","N/A","N/A"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Non-ELL",186,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","ELL","N/A","N/A","N/A"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Non-ELL",50,50,100.0
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","ELL","N/A","N/A","N/A"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Non-ELL",69,67,97.1
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","ELL","N/A","N/A","N/A"
