"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Race/Ethnicity"

"",,,,,,"Non-Graduates",,,
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Black",9,0,"*",0,"*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Hispanic","*","*","*","*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Asian","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Black","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Hispanic","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Indian or Alaska Native","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","White",67,0,0.0,"*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Black",10,0,"*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Hispanic","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Asian",19,0,"*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Indian or Alaska Native","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","White",236,"*","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Black",166,10,6.0,47,28.3
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Hispanic",155,14,9.0,56,36.1
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Asian",7,"*","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","White",13,"*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Black",294,30,10.2,33,11.2
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Hispanic",205,33,16.1,36,17.6
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Asian","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Indian or Alaska Native","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","White",78,10,12.8,14,17.9
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Black",184,31,16.8,54,29.3
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Hispanic",232,30,12.9,118,50.9
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Asian","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","White","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Black","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Hispanic",38,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Asian","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","White",267,21,7.9,42,15.7
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Black",26,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Hispanic",40,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Asian","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Indian or Alaska Native","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","White",292,20,6.8,30,10.3
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Black","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Hispanic",8,0,"*",0,"*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Asian","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","White",249,"*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Black","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Hispanic","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Asian","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","White",109,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Black",56,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Hispanic","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Asian","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","White",29,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Black",20,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Hispanic",18,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","White",24,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Black",52,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Hispanic",9,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Asian",8,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","White",34,"*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Black",14,"*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Hispanic",14,0,"*",0,"*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Asian",24,0,0.0,0,0.0
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","White",313,"*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Black","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Hispanic",12,0,"*",0,"*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Asian","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","White",125,"*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Black",7,0,"*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Hispanic",6,0,"*",0,"*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Asian","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Indian or Alaska Native","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","White",230,"*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Black",19,"*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Hispanic",12,"*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","White",7,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Black",48,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Hispanic",92,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Indian or Alaska Native","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","White","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Black",66,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Hispanic",110,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Asian","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Indian or Alaska Native","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","White",14,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Black",8,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Hispanic",57,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","White",37,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Black",52,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Hispanic",59,0,0.0,15,25.4
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Asian","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","White","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Black",20,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Hispanic",23,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Asian","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Indian or Alaska Native","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","White",79,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Black","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Hispanic",16,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Asian","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","White",101,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Black","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Hispanic",57,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Indian or Alaska Native","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","White",114,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Hispanic","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Asian","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Indian or Alaska Native","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","White",121,0,0.0,13,10.7
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Black",10,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Hispanic",45,0,0.0,6,13.3
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","White",105,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Black",19,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Hispanic",13,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Asian","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Indian or Alaska Native","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","White",99,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Black","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Hispanic",11,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Indian or Alaska Native","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","White",89,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Black","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Hispanic",10,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Asian","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","White",176,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Black",28,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Hispanic",40,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Asian","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Indian or Alaska Native","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","White",130,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Black",7,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Hispanic",9,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","White",119,0,0.0,7,5.9
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Black",21,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Hispanic",41,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Asian","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Indian or Alaska Native","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","White",90,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Black","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Hispanic",28,"*","*",0,0.0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Asian","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Indian or Alaska Native","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","White",94,0,0.0,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Black","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Hispanic","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Asian","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","White",144,7,4.9,7,4.9
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Black",13,0,"*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Hispanic","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Asian","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","White",146,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Black",81,9,11.1,10,12.3
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Hispanic",217,26,12.0,32,14.7
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Asian","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Indian or Alaska Native","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","White",360,27,7.5,33,9.2
"Darien School District","=""0350011""","Darien High School","=""0356111""","Black","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Hispanic",13,0,"*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Asian",6,0,"*",0,"*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Indian or Alaska Native","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","White",303,6,2.0,6,2.0
"Derby School District","=""0370011""","Derby High School","=""0376111""","Black",22,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Hispanic","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Asian","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","White",79,8,10.1,12,15.2
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Black","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Hispanic","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Asian","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","White",71,"*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Black","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Hispanic","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Asian","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","White",89,0,0.0,6,6.7
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Hispanic","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Asian","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","White",130,"*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Black",10,0,"*",0,"*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Hispanic","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Asian","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","White",14,0,"*",0,"*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Black",202,20,9.9,26,12.9
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Hispanic",170,19,11.2,23,13.5
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Asian","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Indian or Alaska Native","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","White",136,"*","*",11,8.1
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Black",8,0,"*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Hispanic",31,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Asian",15,0,"*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","White",236,"*","*",19,8.1
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Black","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Hispanic",9,0,"*",0,"*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Asian",22,0,0.0,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Indian or Alaska Native","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","White",287,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Black",15,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Hispanic","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Asian","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","White",73,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Black","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Hispanic","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Indian or Alaska Native","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","White",11,0,"*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Black","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Hispanic","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","White",31,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Black","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Hispanic","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Asian","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Indian or Alaska Native","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","White",170,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Black",15,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Hispanic",16,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Asian","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Indian or Alaska Native","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","White",205,14,6.8,21,10.2
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Black",14,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Hispanic","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Asian",8,0,"*",0,"*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Indian or Alaska Native","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","White",245,21,8.6,17,6.9
"Explorations District","=""2720013""","Explorations","=""2726113""","Hispanic","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Asian","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","White",31,7,22.6,7,22.6
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Black",13,"*","*",0,"*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Hispanic",13,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Asian",20,0,0.0,0,0.0
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","White",305,9,3.0,"*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Black",20,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Hispanic",25,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Asian",13,0,"*",0,"*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","White",243,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Black",22,0,0.0,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Hispanic",7,0,"*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Asian",21,0,0.0,0,0.0
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","White",286,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Black",22,0,0.0,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Hispanic","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Asian",48,0,0.0,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Indian or Alaska Native","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","White",456,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Black","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Hispanic","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Asian","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Indian or Alaska Native","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","White",184,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Black","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Hispanic",93,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Asian",44,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Indian or Alaska Native","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","White",473,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Black","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Hispanic",6,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Asian","*","*","*","*","*"
